cell_id,Falco columbarius,Falco columbarius [aesalon Group],Falco columbarius pallidus,Falco columbarius columbarius,Falco columbarius richardsonii,Falco columbarius suckleyi
830959fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83095afffffffff,2.0,2.0,0.0,0.0,0.0,0.0
830980fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830982fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830988fffffffff,10.0,2.0,0.0,0.0,0.0,0.0
830989fffffffff,12.0,3.0,0.0,0.0,0.0,0.0
83098afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83098dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83098efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830991fffffffff,66.0,9.0,0.0,0.0,0.0,0.0
830993fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830999fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83099bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83099efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8309a0fffffffff,20.0,2.0,0.0,0.0,0.0,0.0
8309a4fffffffff,61.0,10.0,0.0,0.0,0.0,0.0
8309a5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8309a6fffffffff,42.0,4.0,0.0,0.0,0.0,0.0
830a33fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c01fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c02fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c03fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c06fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c14fffffffff,255.0,0.0,0.0,0.0,0.0,0.0
830c15fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
830c1bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830c1efffffffff,34.0,0.0,0.0,0.0,0.0,0.0
830c21fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c23fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c33fffffffff,97.0,0.0,0.0,0.0,0.0,0.0
830c34fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830c41fffffffff,229.0,0.0,0.0,0.0,0.0,0.0
830c42fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
830c44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c45fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,91.0,0.0,0.0,16.0,0.0,0.0
830c50fffffffff,124.0,0.0,0.0,11.0,0.0,0.0
830c51fffffffff,257.0,0.0,0.0,13.0,0.0,0.0
830c54fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
830c55fffffffff,136.0,0.0,0.0,11.0,0.0,0.0
830c56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,161.0,0.0,0.0,0.0,0.0,0.0
830c5efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c60fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830c61fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c62fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830c63fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830c64fffffffff,8.0,0.0,0.0,1.0,0.0,0.0
830c65fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c66fffffffff,63.0,0.0,0.0,9.0,0.0,0.0
830c68fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830c6afffffffff,21.0,0.0,0.0,0.0,0.0,0.0
830c70fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
830c71fffffffff,109.0,0.0,0.0,24.0,0.0,0.0
830c72fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,738.0,0.0,0.0,28.0,0.0,0.0
830c74fffffffff,361.0,0.0,0.0,39.0,0.0,0.0
830c75fffffffff,36.0,0.0,0.0,5.0,0.0,0.0
830c76fffffffff,52.0,0.0,0.0,6.0,0.0,0.0
830cdefffffffff,25.0,0.0,0.0,0.0,0.0,0.0
830ce1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ce6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ce8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830cecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830cedfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ceefffffffff,24.0,0.0,0.0,0.0,0.0,0.0
830cf4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830cf5fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
830d09fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830d0bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d0cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d42fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d48fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830d4afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830d4cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830d4dfffffffff,22.0,0.0,0.0,0.0,0.0,0.0
830d52fffffffff,6.0,0.0,0.0,1.0,0.0,0.0
830d53fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d56fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
830d58fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830d59fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830d5afffffffff,147.0,0.0,0.0,4.0,0.0,0.0
830d5bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830d5cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d5efffffffff,17.0,0.0,0.0,0.0,0.0,0.0
830d60fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830d61fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830d62fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
830d65fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830d66fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d6afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830d6efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830d74fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d76fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e0bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e45fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830e46fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,550.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,28.0,0.0,0.0,0.0,0.0,0.0
830e4cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,518.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,98.0,0.0,0.0,0.0,0.0,0.0
830e62fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e6afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e74fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,733.0,0.0,0.0,0.0,0.0,0.0
830e83fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
830e89fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e8dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e8efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e98fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e9afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ec1fffffffff,29.0,0.0,0.0,2.0,0.0,0.0
830ec2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ec5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ec8fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,37.0,0.0,0.0,7.0,0.0,0.0
830ecafffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830ecbfffffffff,34.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,794.0,0.0,0.0,13.0,0.0,0.0
830ecdfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ed0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ed4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ed8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ed9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830edbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830edcfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830edefffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830ee1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ee5fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830ee9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,1764.0,0.0,0.0,5.0,0.0,0.0
830eebfffffffff,123.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830eeefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ef2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8310eefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8310f0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831101fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831116fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831122fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831123fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831124fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831126fffffffff,6.0,1.0,0.0,0.0,0.0,0.0
83112afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83112dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83112efffffffff,4.0,2.0,0.0,0.0,0.0,0.0
831134fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831136fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83118cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83118dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83118efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8311aafffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8311abfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8311aefffffffff,41.0,0.0,0.0,0.0,0.0,0.0
83120bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831211fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831213fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831214fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831215fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831218fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
831219fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83121afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83121bfffffffff,30.0,0.0,0.0,0.0,0.0,0.0
83121efffffffff,42.0,0.0,0.0,0.0,0.0,0.0
831225fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831226fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831229fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83122bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83122dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831231fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831233fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831234fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831242fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831243fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
831244fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831245fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83124afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83124bfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83124dfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83124efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
831250fffffffff,65.0,0.0,0.0,0.0,6.0,0.0
831251fffffffff,180.0,0.0,0.0,6.0,9.0,0.0
831252fffffffff,52.0,0.0,0.0,0.0,4.0,0.0
831253fffffffff,74.0,0.0,0.0,0.0,1.0,0.0
831254fffffffff,37.0,0.0,0.0,6.0,1.0,0.0
831255fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
831256fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,27.0,0.0,0.0,0.0,4.0,0.0
831259fffffffff,650.0,0.0,0.0,0.0,212.0,0.0
83125afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83125bfffffffff,31.0,0.0,0.0,0.0,14.0,0.0
83125cfffffffff,5.0,0.0,0.0,0.0,2.0,0.0
83125dfffffffff,77.0,0.0,0.0,0.0,9.0,0.0
83125efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831263fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83126afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83126bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83126efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
831272fffffffff,103.0,0.0,0.0,2.0,4.0,0.0
831275fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,52.0,0.0,0.0,0.0,0.0,0.0
831281fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831284fffffffff,65.0,0.0,0.0,0.0,0.0,0.0
831285fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
831286fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831288fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
83128afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83128bfffffffff,734.0,0.0,0.0,0.0,0.0,0.0
83128cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83128dfffffffff,48.0,0.0,0.0,0.0,0.0,0.0
83128efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831290fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
831293fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831294fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831299fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83129bfffffffff,45.0,0.0,0.0,0.0,0.0,0.0
83129cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83129dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312a2fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8312a3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8312a8fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8312a9fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8312aafffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8312abfffffffff,140.0,0.0,0.0,0.0,0.0,0.0
8312adfffffffff,90.0,0.0,0.0,10.0,0.0,0.0
8312b0fffffffff,91.0,0.0,0.0,0.0,0.0,0.0
8312b3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312b4fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8312b5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312b6fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8312c0fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,443.0,0.0,0.0,0.0,0.0,0.0
8312c2fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
8312c3fffffffff,123.0,0.0,0.0,0.0,0.0,0.0
8312c4fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8312c5fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,239.0,0.0,0.0,0.0,0.0,0.0
8312c9fffffffff,167.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,82.0,0.0,0.0,0.0,0.0,0.0
8312cbfffffffff,55.0,0.0,0.0,2.0,0.0,0.0
8312ccfffffffff,5911.0,0.0,0.0,0.0,18.0,0.0
8312cdfffffffff,190.0,0.0,0.0,0.0,0.0,0.0
8312cefffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8312d0fffffffff,128.0,0.0,0.0,0.0,0.0,0.0
8312d1fffffffff,884.0,0.0,0.0,0.0,0.0,0.0
8312d2fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312d3fffffffff,261.0,0.0,0.0,0.0,0.0,0.0
8312d4fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8312d5fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8312d6fffffffff,164.0,0.0,0.0,0.0,0.0,0.0
8312d8fffffffff,307.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,111.0,0.0,0.0,0.0,0.0,0.0
8312dafffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8312dbfffffffff,162.0,0.0,0.0,0.0,0.0,0.0
8312dcfffffffff,712.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,929.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,477.0,0.0,0.0,0.0,0.0,0.0
8312e0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,588.0,0.0,0.0,5.0,17.0,0.0
8312e2fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312e3fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8312e4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312e5fffffffff,13.0,0.0,0.0,2.0,0.0,0.0
8312e8fffffffff,85.0,0.0,0.0,0.0,0.0,0.0
8312e9fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8312eafffffffff,243.0,0.0,0.0,0.0,0.0,0.0
8312ebfffffffff,77.0,0.0,0.0,0.0,0.0,0.0
8312ecfffffffff,1388.0,0.0,0.0,4.0,16.0,0.0
8312edfffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8312eefffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8312f0fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,111.0,0.0,0.0,2.0,0.0,0.0
8312f2fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8312f3fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312f4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312f5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,436.0,0.0,0.0,4.0,0.0,0.0
831306fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
831311fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831313fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831343fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831350fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
831352fffffffff,70.0,0.0,0.0,0.0,0.0,0.0
831380fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,661.0,0.0,0.0,0.0,0.0,0.0
831384fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,162.0,0.0,0.0,0.0,0.0,0.0
831388fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83138afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83138cfffffffff,53.0,0.0,0.0,0.0,0.0,0.0
83138dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83138efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831390fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
831394fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83139bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83139cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,300.0,0.0,0.0,0.0,0.0,0.0
8313a3fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8313a6fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8313acfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8313adfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8313b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8313b1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8313b2fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8313b5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8313b6fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8314aefffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831592fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8315b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8315b3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831801fffffffff,6.0,3.0,0.0,0.0,0.0,0.0
831805fffffffff,10.0,2.0,0.0,0.0,0.0,0.0
83180cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831821fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831823fffffffff,20.0,4.0,0.0,0.0,0.0,0.0
831824fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831825fffffffff,9.0,6.0,0.0,0.0,0.0,0.0
831828fffffffff,101.0,10.0,0.0,0.0,0.0,0.0
83182afffffffff,4.0,1.0,0.0,0.0,0.0,0.0
83182cfffffffff,123.0,7.0,0.0,0.0,0.0,0.0
83182dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83182efffffffff,23.0,0.0,0.0,0.0,0.0,0.0
