cell_id,Acridotheres fuscus,Acridotheres fuscus mahrattensis,Acridotheres fuscus [fuscus Group]
842098dffffffff,5.0,0.0,0.0
84209a5ffffffff,77.0,0.0,0.0
84209e3ffffffff,10.0,0.0,0.0
84209e7ffffffff,9.0,0.0,0.0
843c021ffffffff,9.0,0.0,0.0
843c027ffffffff,3.0,0.0,0.0
843c029ffffffff,1339.0,0.0,0.0
843c02dffffffff,365.0,0.0,0.0
843c063ffffffff,2.0,0.0,0.0
843c065ffffffff,15.0,0.0,0.0
843c067ffffffff,66.0,0.0,0.0
843c0a5ffffffff,20.0,0.0,0.0
843c0b5ffffffff,1.0,0.0,0.0
843c159ffffffff,303.0,0.0,0.0
843c15bffffffff,2.0,0.0,0.0
843c187ffffffff,2.0,0.0,0.0
843c189ffffffff,11.0,0.0,0.0
843c18bffffffff,2.0,0.0,0.0
843c191ffffffff,57.0,0.0,0.0
843c193ffffffff,21.0,0.0,0.0
843c197ffffffff,1.0,0.0,0.0
843c199ffffffff,184.0,0.0,0.0
843c19bffffffff,61.0,0.0,0.0
843c19dffffffff,3.0,0.0,0.0
843c1a3ffffffff,3.0,0.0,0.0
843c1b5ffffffff,113.0,0.0,0.0
843c1b9ffffffff,5.0,0.0,0.0
843c1bdffffffff,1.0,0.0,0.0
843c1c1ffffffff,1.0,0.0,0.0
843c1c3ffffffff,150.0,0.0,0.0
843c1c7ffffffff,7.0,0.0,0.0
843c1c9ffffffff,2.0,0.0,0.0
843c1d3ffffffff,7.0,0.0,0.0
843c1d5ffffffff,1.0,0.0,0.0
843c1d7ffffffff,12.0,0.0,0.0
843c303ffffffff,1.0,0.0,0.0
843c307ffffffff,5.0,0.0,0.0
843c329ffffffff,3.0,0.0,0.0
843c32bffffffff,1.0,0.0,0.0
843c331ffffffff,2.0,0.0,0.0
843c333ffffffff,35.0,0.0,0.0
843c335ffffffff,15.0,0.0,0.0
843c337ffffffff,8.0,0.0,0.0
843c33bffffffff,131.0,0.0,0.0
843c33dffffffff,4.0,0.0,0.0
843c341ffffffff,4.0,0.0,0.0
843c345ffffffff,4.0,0.0,0.0
843c367ffffffff,13.0,0.0,0.0
843c369ffffffff,18.0,0.0,0.0
843c36bffffffff,11.0,0.0,0.0
843c525ffffffff,10.0,0.0,0.0
843c527ffffffff,29.0,0.0,0.0
843c537ffffffff,13.0,0.0,0.0
843c581ffffffff,19.0,0.0,0.0
843c585ffffffff,68.0,0.0,0.0
843c587ffffffff,23.0,0.0,0.0
843c58dffffffff,16.0,0.0,0.0
843c5a1ffffffff,405.0,0.0,0.0
843c5a3ffffffff,1.0,0.0,0.0
843c5a9ffffffff,637.0,0.0,0.0
843c5abffffffff,27.0,0.0,0.0
843c5adffffffff,57.0,0.0,0.0
843c5bdffffffff,105.0,0.0,0.0
843c5e3ffffffff,24.0,0.0,0.0
843c5e5ffffffff,1.0,0.0,0.0
843c5e7ffffffff,34.0,0.0,0.0
843c801ffffffff,3.0,0.0,0.0
843c805ffffffff,48.0,0.0,0.0
843c807ffffffff,9.0,0.0,0.0
843c80dffffffff,3.0,0.0,0.0
843c817ffffffff,8.0,0.0,0.0
843c823ffffffff,3.0,0.0,0.0
843c831ffffffff,1.0,0.0,0.0
843c833ffffffff,1.0,0.0,0.0
843c837ffffffff,2.0,0.0,0.0
843c839ffffffff,21.0,0.0,0.0
843c83bffffffff,2.0,0.0,0.0
843c843ffffffff,2.0,0.0,0.0
843c885ffffffff,130.0,0.0,0.0
843c889ffffffff,10.0,0.0,0.0
843c899ffffffff,102.0,0.0,0.0
843c89bffffffff,2.0,0.0,0.0
843c8a9ffffffff,3.0,0.0,0.0
843c8adffffffff,4.0,0.0,0.0
843c8c1ffffffff,3.0,0.0,0.0
843c8c3ffffffff,7.0,0.0,0.0
843c8c7ffffffff,13.0,0.0,0.0
843c8c9ffffffff,2.0,0.0,0.0
843c8cbffffffff,29.0,0.0,0.0
843c8d3ffffffff,10.0,0.0,0.0
843c8d7ffffffff,7.0,0.0,0.0
843c8d9ffffffff,14.0,0.0,0.0
843c8dbffffffff,30.0,0.0,0.0
843c8ddffffffff,4.0,0.0,0.0
843c8e1ffffffff,7.0,0.0,0.0
843c8e3ffffffff,2.0,0.0,0.0
843c8e5ffffffff,236.0,0.0,0.0
843c8e7ffffffff,30.0,0.0,0.0
843c8ebffffffff,4.0,0.0,0.0
843c8edffffffff,186.0,0.0,0.0
843c903ffffffff,2.0,0.0,0.0
843c905ffffffff,4.0,0.0,0.0
843c90bffffffff,4.0,0.0,0.0
843c915ffffffff,4.0,0.0,0.0
843c925ffffffff,4.0,0.0,0.0
843c927ffffffff,58.0,0.0,0.0
843c929ffffffff,75.0,0.0,0.0
843c92bffffffff,4.0,0.0,0.0
843c92dffffffff,74.0,0.0,0.0
843c931ffffffff,6.0,0.0,0.0
843c93bffffffff,4.0,0.0,0.0
843c963ffffffff,3.0,0.0,0.0
843c967ffffffff,109.0,0.0,0.0
843c9c3ffffffff,6.0,0.0,0.0
843c9cbffffffff,2.0,0.0,0.0
843c9d9ffffffff,128.0,0.0,0.0
843c9ddffffffff,11.0,0.0,0.0
843c9e9ffffffff,6.0,0.0,0.0
843ca41ffffffff,1.0,0.0,0.0
843ca45ffffffff,6.0,0.0,0.0
843ca47ffffffff,6.0,0.0,0.0
843ca93ffffffff,3.0,0.0,0.0
843ca97ffffffff,11.0,0.0,0.0
843cab1ffffffff,5.0,0.0,0.0
843cab7ffffffff,8.0,0.0,0.0
843cb51ffffffff,3.0,0.0,0.0
843cb59ffffffff,3.0,0.0,0.0
843cb5dffffffff,13.0,0.0,0.0
843cc05ffffffff,5.0,0.0,0.0
843cc07ffffffff,2.0,0.0,0.0
843cc09ffffffff,4.0,0.0,0.0
843cc0dffffffff,5.0,0.0,0.0
843cc21ffffffff,29.0,0.0,0.0
843cc25ffffffff,7.0,0.0,0.0
843cc27ffffffff,6.0,0.0,0.0
843cc29ffffffff,40.0,0.0,0.0
843cc2bffffffff,6.0,0.0,0.0
843cc41ffffffff,47.0,0.0,0.0
843cc43ffffffff,8.0,0.0,0.0
843cc45ffffffff,461.0,0.0,0.0
843cc47ffffffff,114.0,0.0,0.0
843cc4bffffffff,27.0,0.0,0.0
843cc51ffffffff,10.0,0.0,0.0
843cc55ffffffff,7.0,0.0,0.0
843cc5bffffffff,80.0,0.0,0.0
843cc5dffffffff,53.0,0.0,0.0
843cc61ffffffff,2.0,0.0,0.0
843cc63ffffffff,9.0,0.0,0.0
843cc65ffffffff,7.0,0.0,0.0
843cc67ffffffff,15.0,0.0,0.0
843cc69ffffffff,3.0,0.0,0.0
843cc6bffffffff,394.0,0.0,0.0
843cc6dffffffff,4.0,0.0,0.0
843cc83ffffffff,1.0,0.0,0.0
843ccadffffffff,2.0,0.0,0.0
843ccb5ffffffff,8.0,0.0,0.0
843cd13ffffffff,14.0,0.0,0.0
843cd1bffffffff,29.0,0.0,0.0
843cd43ffffffff,2.0,0.0,0.0
843cd4bffffffff,32.0,0.0,0.0
843cd51ffffffff,1.0,0.0,0.0
843cd59ffffffff,3.0,0.0,0.0
843cd5dffffffff,3.0,0.0,0.0
843cd91ffffffff,66.0,0.0,0.0
843cd9bffffffff,8.0,0.0,0.0
843cdbbffffffff,4.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdc9ffffffff,3.0,0.0,0.0
843cdcdffffffff,1.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0
843ce01ffffffff,11.0,0.0,0.0
843ce03ffffffff,124.0,0.0,0.0
843ce09ffffffff,66.0,0.0,0.0
843ce0bffffffff,35.0,0.0,0.0
843ce11ffffffff,174.0,0.0,0.0
843ce13ffffffff,32.0,0.0,0.0
843ce15ffffffff,1570.0,0.0,0.0
843ce17ffffffff,3.0,0.0,0.0
843ce19ffffffff,20.0,0.0,0.0
843ce1bffffffff,79.0,0.0,0.0
843ce1dffffffff,243.0,0.0,0.0
843ce29ffffffff,15.0,0.0,0.0
843ce2bffffffff,3.0,0.0,0.0
843ce2dffffffff,20.0,0.0,0.0
843ce39ffffffff,1.0,0.0,0.0
843ce3bffffffff,9.0,0.0,0.0
843ce3dffffffff,4.0,0.0,0.0
843ce43ffffffff,42.0,0.0,0.0
843ce45ffffffff,33.0,0.0,0.0
843ce47ffffffff,54.0,0.0,0.0
843ce49ffffffff,2.0,0.0,0.0
843ce4dffffffff,76.0,0.0,0.0
843ce53ffffffff,4.0,0.0,0.0
843ce55ffffffff,304.0,0.0,0.0
843ce57ffffffff,470.0,0.0,0.0
843ce5dffffffff,6.0,0.0,0.0
843ce67ffffffff,2.0,0.0,0.0
843ce6dffffffff,4.0,0.0,0.0
843ce89ffffffff,4.0,0.0,0.0
843ce8dffffffff,4.0,0.0,0.0
843cec1ffffffff,1202.0,0.0,0.0
843cec3ffffffff,394.0,0.0,0.0
843cec5ffffffff,13.0,0.0,0.0
843cec9ffffffff,370.0,0.0,0.0
843cecbffffffff,3.0,0.0,0.0
843cecdffffffff,218.0,0.0,0.0
843ced1ffffffff,73.0,0.0,0.0
843ced3ffffffff,8.0,0.0,0.0
843ced5ffffffff,56.0,0.0,0.0
843ced7ffffffff,1.0,0.0,0.0
843ced9ffffffff,30.0,0.0,0.0
843cedbffffffff,5.0,0.0,0.0
843ceddffffffff,22.0,0.0,0.0
843cee1ffffffff,2.0,0.0,0.0
843cee7ffffffff,2.0,0.0,0.0
843cf01ffffffff,6.0,0.0,0.0
843cf03ffffffff,2.0,0.0,0.0
843cf05ffffffff,168.0,0.0,0.0
843cf0bffffffff,77.0,0.0,0.0
843cf0dffffffff,8.0,0.0,0.0
843cf11ffffffff,1703.0,0.0,0.0
843cf13ffffffff,66.0,0.0,0.0
843cf15ffffffff,13.0,0.0,0.0
843cf17ffffffff,163.0,0.0,0.0
843cf19ffffffff,3.0,0.0,0.0
843cf1bffffffff,12.0,0.0,0.0
843cf21ffffffff,13.0,0.0,0.0
843cf25ffffffff,4.0,0.0,0.0
843cf27ffffffff,386.0,0.0,0.0
843cf29ffffffff,618.0,0.0,0.0
843cf2bffffffff,4.0,0.0,0.0
843cf2dffffffff,1455.0,0.0,0.0
843cf31ffffffff,2.0,0.0,0.0
843cf33ffffffff,35.0,0.0,0.0
843cf35ffffffff,54.0,0.0,0.0
843cf37ffffffff,1.0,0.0,0.0
843cf39ffffffff,4.0,0.0,0.0
843cf3dffffffff,5.0,0.0,0.0
843cf41ffffffff,37.0,0.0,0.0
843cf43ffffffff,114.0,0.0,0.0
843cf45ffffffff,1.0,0.0,0.0
843cf47ffffffff,38.0,0.0,0.0
843cf49ffffffff,4.0,0.0,0.0
843cf4bffffffff,13.0,0.0,0.0
843cf51ffffffff,4.0,0.0,0.0
843cf53ffffffff,2.0,0.0,0.0
843cf57ffffffff,3.0,0.0,0.0
843cf59ffffffff,1.0,0.0,0.0
843cf63ffffffff,2.0,0.0,0.0
843cf67ffffffff,47.0,0.0,0.0
843cf69ffffffff,2.0,0.0,0.0
843cf6bffffffff,3.0,0.0,0.0
843cf6dffffffff,4.0,0.0,0.0
843d101ffffffff,7.0,0.0,0.0
843d103ffffffff,78.0,0.0,0.0
843d105ffffffff,1.0,0.0,0.0
843d107ffffffff,623.0,0.0,0.0
843d109ffffffff,27.0,0.0,0.0
843d10dffffffff,13.0,0.0,0.0
843d115ffffffff,4.0,0.0,0.0
843d11dffffffff,5.0,0.0,0.0
843d131ffffffff,26.0,0.0,0.0
843d133ffffffff,2.0,0.0,0.0
843d135ffffffff,67.0,0.0,0.0
843d137ffffffff,209.0,0.0,0.0
843d139ffffffff,1892.0,0.0,0.0
843d13bffffffff,4.0,0.0,0.0
843d13dffffffff,64.0,0.0,0.0
843d141ffffffff,2.0,0.0,0.0
843d143ffffffff,5.0,0.0,0.0
843d147ffffffff,34.0,0.0,0.0
843d149ffffffff,1.0,0.0,0.0
843d14bffffffff,8.0,0.0,0.0
843d155ffffffff,2.0,0.0,0.0
843d159ffffffff,3.0,0.0,0.0
843d15dffffffff,23.0,0.0,0.0
843d16bffffffff,3.0,0.0,0.0
843d1a7ffffffff,1.0,0.0,0.0
843d1a9ffffffff,2.0,0.0,0.0
843d1adffffffff,3.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0
