cell_id,Branta canadensis,Branta canadensis moffitti/maxima,Branta canadensis occidentalis/fulva,Branta canadensis [canadensis Group]
8412da9ffffffff,1.0,1.0,0.0,0.0
8412db5ffffffff,2.0,0.0,0.0,2.0
8412db7ffffffff,2.0,0.0,0.0,0.0
8412db9ffffffff,4.0,4.0,0.0,0.0
8412dbbffffffff,1.0,1.0,0.0,0.0
8412ddbffffffff,1.0,0.0,0.0,0.0
8412de3ffffffff,2.0,2.0,0.0,0.0
8412dedffffffff,2.0,0.0,0.0,0.0
8412e17ffffffff,9.0,0.0,0.0,0.0
8412e1bffffffff,2.0,0.0,0.0,0.0
8412e89ffffffff,1.0,0.0,0.0,0.0
8412e8bffffffff,14.0,0.0,0.0,0.0
8412ea5ffffffff,1.0,0.0,0.0,0.0
8412eadffffffff,2.0,0.0,0.0,0.0
8412ec5ffffffff,3.0,0.0,0.0,0.0
8412ec7ffffffff,2.0,0.0,0.0,0.0
8412ec9ffffffff,2.0,2.0,0.0,0.0
8412ee9ffffffff,4.0,0.0,0.0,0.0
8413529ffffffff,2.0,0.0,0.0,2.0
8413829ffffffff,5.0,0.0,0.0,0.0
841382dffffffff,8.0,0.0,1.0,0.0
8413839ffffffff,3.0,0.0,0.0,0.0
8413867ffffffff,4.0,0.0,0.0,0.0
84138c7ffffffff,2.0,0.0,0.0,0.0
8413933ffffffff,5.0,0.0,3.0,0.0
84139e1ffffffff,13.0,0.0,4.0,2.0
84139edffffffff,5.0,0.0,0.0,5.0
8413a95ffffffff,1.0,0.0,0.0,0.0
8418019ffffffff,1.0,0.0,0.0,0.0
841805bffffffff,2.0,0.0,0.0,0.0
8418203ffffffff,2.0,0.0,0.0,2.0
8418237ffffffff,1.0,0.0,0.0,0.0
841823dffffffff,1.0,0.0,0.0,1.0
8418251ffffffff,3.0,0.0,0.0,0.0
841828bffffffff,11.0,0.0,0.0,0.0
84182a3ffffffff,2.0,0.0,0.0,0.0
84182cbffffffff,8.0,0.0,0.0,4.0
8418495ffffffff,19.0,0.0,0.0,0.0
84184ddffffffff,1.0,0.0,0.0,0.0
84185bbffffffff,6.0,0.0,0.0,0.0
84186b7ffffffff,2.0,0.0,0.0,0.0
84186c3ffffffff,2.0,0.0,0.0,0.0
8418747ffffffff,1.0,0.0,0.0,0.0
84190b3ffffffff,3.0,2.0,0.0,1.0
84190e1ffffffff,2.0,0.0,0.0,0.0
8419415ffffffff,2.0,0.0,0.0,2.0
8419423ffffffff,1.0,0.0,0.0,0.0
8419425ffffffff,2.0,0.0,0.0,2.0
8419427ffffffff,10.0,0.0,0.0,10.0
8419437ffffffff,2.0,0.0,0.0,2.0
84194e7ffffffff,4.0,0.0,0.0,4.0
84194edffffffff,2.0,0.0,0.0,2.0
8419511ffffffff,3.0,0.0,0.0,3.0
8419513ffffffff,6.0,0.0,0.0,2.0
8419519ffffffff,2.0,0.0,0.0,0.0
841951bffffffff,2.0,0.0,0.0,2.0
84195c9ffffffff,2.0,0.0,0.0,0.0
84195d9ffffffff,2.0,0.0,0.0,0.0
8419697ffffffff,3.0,0.0,0.0,0.0
84196bbffffffff,5.0,0.0,0.0,0.0
841a849ffffffff,13.0,0.0,0.0,0.0
841aa05ffffffff,5.0,0.0,0.0,0.0
841aa07ffffffff,16.0,0.0,0.0,0.0
841aa21ffffffff,5.0,0.0,0.0,0.0
841aa23ffffffff,52.0,0.0,0.0,0.0
841aa2bffffffff,22.0,0.0,0.0,0.0
841aa35ffffffff,5.0,1.0,0.0,0.0
841aa3dffffffff,34.0,0.0,0.0,0.0
841aa45ffffffff,7.0,0.0,0.0,0.0
841aa4dffffffff,16.0,0.0,0.0,0.0
841aa63ffffffff,19.0,0.0,0.0,0.0
841aa6bffffffff,71.0,0.0,0.0,0.0
841ab53ffffffff,2.0,0.0,0.0,0.0
841ab55ffffffff,4.0,0.0,0.0,0.0
841b985ffffffff,7.0,0.0,0.0,0.0
841b993ffffffff,3.0,0.0,0.0,0.0
841b995ffffffff,2.0,0.0,0.0,0.0
841b99bffffffff,7.0,0.0,0.0,0.0
841b9a5ffffffff,81.0,0.0,0.0,0.0
841b9a9ffffffff,2.0,0.0,0.0,0.0
841b9e1ffffffff,1.0,0.0,0.0,0.0
841b9e3ffffffff,1.0,0.0,0.0,0.0
841b9e7ffffffff,1.0,0.0,0.0,0.0
841b9ebffffffff,55.0,0.0,0.0,0.0
841bb07ffffffff,4.0,0.0,0.0,0.0
841d243ffffffff,2.0,0.0,0.0,0.0
841d255ffffffff,2.0,0.0,0.0,0.0
841e043ffffffff,8.0,0.0,0.0,0.0
841e04bffffffff,4.0,0.0,0.0,0.0
841e05bffffffff,2.0,0.0,0.0,0.0
841e061ffffffff,4.0,0.0,0.0,0.0
841e0b3ffffffff,1.0,0.0,0.0,0.0
841e1b3ffffffff,6.0,0.0,0.0,0.0
841e1c9ffffffff,2.0,0.0,0.0,0.0
841e1ddffffffff,3.0,0.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0,0.0
841e23dffffffff,2.0,0.0,0.0,0.0
841e24bffffffff,1.0,0.0,0.0,0.0
841e281ffffffff,2.0,0.0,0.0,0.0
841e343ffffffff,23.0,0.0,0.0,0.0
841e34bffffffff,2.0,0.0,0.0,0.0
841e355ffffffff,4.0,0.0,0.0,0.0
841e845ffffffff,3.0,0.0,0.0,0.0
841ea0bffffffff,2.0,0.0,0.0,0.0
841ea43ffffffff,2.0,0.0,0.0,0.0
841ea4bffffffff,1.0,0.0,0.0,0.0
841ea55ffffffff,2.0,0.0,0.0,0.0
841f011ffffffff,1.0,0.0,0.0,0.0
841f051ffffffff,1.0,0.0,0.0,0.0
841f05bffffffff,1.0,0.0,0.0,0.0
841f09bffffffff,7.0,0.0,0.0,0.0
841f12dffffffff,4.0,0.0,0.0,0.0
841f14dffffffff,2.0,0.0,0.0,0.0
841f191ffffffff,1.0,0.0,0.0,0.0
841f1d5ffffffff,2.0,0.0,0.0,2.0
841f21dffffffff,1.0,0.0,0.0,1.0
841f283ffffffff,4.0,0.0,0.0,4.0
841f2d7ffffffff,1.0,0.0,0.0,1.0
841f337ffffffff,2.0,0.0,0.0,0.0
841f33dffffffff,1.0,0.0,0.0,0.0
841f519ffffffff,2.0,0.0,0.0,0.0
841f5dbffffffff,7.0,0.0,0.0,0.0
841f62bffffffff,1.0,0.0,0.0,0.0
841f727ffffffff,4.0,0.0,0.0,0.0
841f823ffffffff,2.0,0.0,0.0,0.0
841f89bffffffff,3.0,0.0,0.0,0.0
841f8d7ffffffff,1.0,0.0,0.0,1.0
841f91bffffffff,1.0,0.0,0.0,1.0
841f991ffffffff,1.0,0.0,0.0,0.0
841fb05ffffffff,3.0,0.0,0.0,0.0
841fb2dffffffff,8.0,0.0,0.0,0.0
841fb6dffffffff,8.0,0.0,0.0,0.0
8422db7ffffffff,1.0,0.0,0.0,0.0
842600bffffffff,4.0,0.0,0.0,0.0
842600dffffffff,2.0,0.0,0.0,0.0
8426013ffffffff,3.0,3.0,0.0,0.0
8426015ffffffff,3.0,3.0,0.0,0.0
8426017ffffffff,31.0,13.0,0.0,18.0
8426039ffffffff,1.0,0.0,0.0,1.0
8426047ffffffff,2.0,0.0,0.0,0.0
8426059ffffffff,2.0,0.0,0.0,0.0
8426085ffffffff,2.0,2.0,0.0,0.0
842608dffffffff,4.0,4.0,0.0,0.0
8426099ffffffff,1.0,0.0,0.0,0.0
84260a9ffffffff,4.0,2.0,0.0,2.0
84260abffffffff,1.0,1.0,0.0,0.0
84260b3ffffffff,8.0,0.0,0.0,0.0
84260b9ffffffff,4.0,0.0,0.0,0.0
84260bbffffffff,1.0,1.0,0.0,0.0
84260e3ffffffff,19.0,12.0,0.0,7.0
84260e9ffffffff,2.0,0.0,0.0,0.0
84260ebffffffff,9.0,5.0,0.0,0.0
8426117ffffffff,5.0,2.0,0.0,0.0
842611dffffffff,5.0,0.0,0.0,0.0
842613bffffffff,2.0,2.0,0.0,0.0
842614bffffffff,8.0,0.0,0.0,0.0
8426165ffffffff,2.0,0.0,0.0,0.0
8426183ffffffff,2.0,0.0,0.0,0.0
842619dffffffff,1.0,0.0,0.0,1.0
84261a7ffffffff,2.0,0.0,0.0,2.0
84261b3ffffffff,2.0,0.0,0.0,0.0
84261b7ffffffff,2.0,0.0,0.0,0.0
8426223ffffffff,2.0,0.0,0.0,0.0
842622dffffffff,2.0,2.0,0.0,0.0
8426291ffffffff,10.0,0.0,0.0,0.0
84262adffffffff,2.0,0.0,0.0,0.0
84262b3ffffffff,2.0,0.0,0.0,0.0
84262c1ffffffff,1.0,0.0,0.0,0.0
84262c3ffffffff,3.0,0.0,0.0,0.0
84262c9ffffffff,4.0,0.0,0.0,0.0
84262cdffffffff,4.0,0.0,0.0,0.0
84262e5ffffffff,4.0,0.0,0.0,0.0
8426307ffffffff,2.0,2.0,0.0,0.0
8426337ffffffff,4.0,0.0,0.0,0.0
8426353ffffffff,6.0,6.0,0.0,0.0
8426369ffffffff,4.0,0.0,0.0,0.0
8426405ffffffff,3.0,0.0,0.0,0.0
842640dffffffff,4.0,0.0,0.0,0.0
8426417ffffffff,4.0,0.0,0.0,0.0
8426429ffffffff,1.0,0.0,0.0,0.0
8426443ffffffff,3.0,0.0,0.0,0.0
8426459ffffffff,1.0,0.0,0.0,0.0
8426461ffffffff,8.0,0.0,0.0,0.0
8426463ffffffff,20.0,0.0,0.0,4.0
8426465ffffffff,1.0,0.0,0.0,0.0
8426467ffffffff,2.0,0.0,0.0,0.0
842646bffffffff,29.0,0.0,0.0,0.0
8426481ffffffff,9.0,2.0,0.0,0.0
8426483ffffffff,5.0,0.0,0.0,0.0
8426489ffffffff,158.0,3.0,0.0,0.0
8426493ffffffff,2.0,0.0,0.0,0.0
8426497ffffffff,5.0,0.0,0.0,0.0
842649bffffffff,6.0,0.0,0.0,0.0
84264adffffffff,5.0,0.0,0.0,0.0
84264b9ffffffff,2.0,0.0,0.0,0.0
84264bbffffffff,20.0,0.0,0.0,0.0
84264c3ffffffff,13.0,0.0,0.0,0.0
84264c5ffffffff,1.0,0.0,0.0,0.0
84264c7ffffffff,43.0,5.0,0.0,5.0
84264cbffffffff,2.0,0.0,0.0,0.0
84264d1ffffffff,8.0,6.0,0.0,0.0
84264d3ffffffff,7.0,5.0,0.0,0.0
84264d9ffffffff,5.0,0.0,0.0,0.0
84264dbffffffff,32.0,32.0,0.0,0.0
84264e1ffffffff,6.0,0.0,0.0,0.0
84264e5ffffffff,4.0,0.0,0.0,0.0
84264e7ffffffff,1.0,0.0,0.0,0.0
8426501ffffffff,1.0,0.0,0.0,0.0
8426521ffffffff,1.0,0.0,0.0,0.0
842652dffffffff,1.0,0.0,0.0,0.0
8426533ffffffff,2.0,0.0,0.0,0.0
842653bffffffff,3.0,0.0,0.0,0.0
8426541ffffffff,1.0,0.0,0.0,0.0
8426547ffffffff,2.0,0.0,0.0,2.0
8426551ffffffff,1.0,0.0,0.0,0.0
8426555ffffffff,1.0,0.0,0.0,0.0
8426557ffffffff,2.0,0.0,0.0,0.0
8426559ffffffff,1.0,0.0,0.0,0.0
8426561ffffffff,1.0,0.0,0.0,1.0
8426563ffffffff,1.0,0.0,0.0,0.0
8426565ffffffff,27.0,0.0,0.0,3.0
8426567ffffffff,24.0,1.0,0.0,0.0
842656dffffffff,5.0,2.0,0.0,0.0
8426585ffffffff,1.0,0.0,0.0,0.0
8426587ffffffff,2.0,0.0,0.0,0.0
842658bffffffff,4.0,0.0,0.0,0.0
842659bffffffff,3.0,0.0,0.0,0.0
84265b5ffffffff,2.0,0.0,0.0,0.0
84265b9ffffffff,15.0,0.0,0.0,0.0
84265dbffffffff,12.0,0.0,0.0,0.0
84265e3ffffffff,6.0,0.0,0.0,0.0
8426619ffffffff,1.0,0.0,0.0,1.0
842661bffffffff,6.0,6.0,0.0,0.0
8426625ffffffff,1.0,1.0,0.0,0.0
842663bffffffff,2.0,0.0,0.0,0.0
8426641ffffffff,7.0,5.0,0.0,0.0
8426645ffffffff,2.0,0.0,0.0,0.0
8426649ffffffff,13.0,2.0,0.0,0.0
842664dffffffff,12.0,1.0,0.0,0.0
8426669ffffffff,5.0,0.0,0.0,0.0
8426689ffffffff,5.0,0.0,0.0,0.0
842668bffffffff,1.0,0.0,0.0,0.0
842668dffffffff,2.0,0.0,0.0,2.0
8426695ffffffff,3.0,0.0,0.0,0.0
842669bffffffff,5.0,0.0,0.0,0.0
84266a9ffffffff,1.0,0.0,0.0,0.0
84266adffffffff,3.0,2.0,0.0,0.0
84266bbffffffff,1.0,0.0,0.0,0.0
84266d5ffffffff,9.0,0.0,0.0,0.0
84266dbffffffff,18.0,0.0,0.0,1.0
84266e1ffffffff,3.0,0.0,0.0,2.0
84266e3ffffffff,2.0,0.0,0.0,2.0
84266edffffffff,2.0,0.0,0.0,0.0
8426723ffffffff,4.0,0.0,0.0,4.0
8426801ffffffff,11.0,0.0,0.0,0.0
8426803ffffffff,3.0,0.0,0.0,0.0
8426805ffffffff,7.0,4.0,0.0,0.0
842680bffffffff,58.0,14.0,0.0,0.0
8426811ffffffff,7.0,0.0,0.0,0.0
8426813ffffffff,8.0,0.0,0.0,0.0
8426815ffffffff,4.0,0.0,0.0,0.0
8426817ffffffff,29.0,0.0,0.0,0.0
8426819ffffffff,10.0,0.0,0.0,0.0
842681bffffffff,115.0,12.0,0.0,7.0
842681dffffffff,5.0,0.0,0.0,0.0
8426821ffffffff,1.0,0.0,0.0,0.0
8426829ffffffff,2.0,2.0,0.0,0.0
842682bffffffff,2.0,0.0,0.0,0.0
8426831ffffffff,17.0,0.0,0.0,0.0
8426833ffffffff,2.0,0.0,0.0,0.0
8426853ffffffff,4.0,2.0,0.0,0.0
8426855ffffffff,2.0,0.0,0.0,0.0
8426859ffffffff,2.0,0.0,0.0,0.0
842685dffffffff,2.0,0.0,0.0,0.0
8426881ffffffff,20.0,9.0,0.0,3.0
8426885ffffffff,4.0,2.0,0.0,0.0
8426887ffffffff,14.0,0.0,0.0,0.0
8426889ffffffff,5.0,0.0,0.0,0.0
842688bffffffff,2.0,0.0,0.0,0.0
842688dffffffff,16.0,3.0,0.0,5.0
8426899ffffffff,5.0,0.0,0.0,2.0
842689dffffffff,3.0,0.0,0.0,0.0
84268a1ffffffff,10.0,0.0,0.0,0.0
84268a3ffffffff,1.0,0.0,0.0,0.0
84268a7ffffffff,11.0,0.0,0.0,4.0
84268abffffffff,1.0,1.0,0.0,0.0
84268adffffffff,3.0,1.0,0.0,0.0
84268b1ffffffff,7.0,0.0,0.0,0.0
84268b5ffffffff,6.0,0.0,0.0,0.0
84268b9ffffffff,25.0,0.0,0.0,2.0
84268c1ffffffff,5.0,0.0,0.0,0.0
84268c7ffffffff,37.0,7.0,0.0,3.0
84268cbffffffff,2.0,0.0,0.0,0.0
84268cdffffffff,158.0,4.0,0.0,7.0
84268d3ffffffff,31.0,2.0,0.0,2.0
84268d7ffffffff,9.0,0.0,0.0,0.0
84268dbffffffff,2.0,0.0,0.0,0.0
84268e1ffffffff,12.0,2.0,0.0,2.0
84268e7ffffffff,3.0,0.0,0.0,1.0
84268e9ffffffff,3.0,0.0,0.0,0.0
84268ebffffffff,14.0,6.0,0.0,0.0
84268edffffffff,7.0,2.0,0.0,0.0
8426907ffffffff,7.0,0.0,0.0,0.0
842690dffffffff,15.0,0.0,0.0,0.0
8426915ffffffff,8.0,8.0,0.0,0.0
842691dffffffff,5.0,5.0,0.0,0.0
842694dffffffff,5.0,2.0,0.0,0.0
8426957ffffffff,3.0,0.0,0.0,0.0
842695bffffffff,3.0,0.0,0.0,0.0
8426961ffffffff,28.0,4.0,0.0,2.0
8426963ffffffff,14.0,2.0,0.0,0.0
8426969ffffffff,33.0,3.0,0.0,0.0
842696bffffffff,10.0,0.0,0.0,3.0
8426981ffffffff,2.0,0.0,0.0,0.0
8426983ffffffff,1.0,0.0,0.0,0.0
8426987ffffffff,40.0,0.0,0.0,0.0
842698bffffffff,7.0,0.0,0.0,0.0
8426991ffffffff,3.0,0.0,0.0,0.0
8426995ffffffff,4.0,0.0,0.0,0.0
8426997ffffffff,8.0,0.0,0.0,0.0
8426999ffffffff,13.0,0.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0,0.0
842699dffffffff,2.0,0.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0,0.0
84269a9ffffffff,6.0,0.0,0.0,0.0
84269bdffffffff,2.0,0.0,0.0,0.0
84269c1ffffffff,3.0,0.0,0.0,0.0
84269c3ffffffff,36.0,1.0,0.0,2.0
84269c5ffffffff,2.0,0.0,0.0,0.0
84269cbffffffff,43.0,0.0,0.0,0.0
84269cdffffffff,23.0,0.0,0.0,0.0
84269d1ffffffff,2.0,0.0,0.0,0.0
84269d5ffffffff,35.0,0.0,0.0,0.0
84269d9ffffffff,9.0,0.0,0.0,0.0
84269dbffffffff,2.0,0.0,0.0,0.0
84269e1ffffffff,2.0,0.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0,0.0
84269ebffffffff,3.0,0.0,0.0,0.0
8426a07ffffffff,5.0,2.0,0.0,0.0
8426a29ffffffff,10.0,0.0,0.0,0.0
8426a3bffffffff,3.0,0.0,0.0,0.0
8426a4bffffffff,2.0,2.0,0.0,0.0
8426a69ffffffff,2.0,0.0,0.0,0.0
8426a81ffffffff,17.0,0.0,0.0,2.0
8426a83ffffffff,4.0,0.0,0.0,0.0
8426a87ffffffff,19.0,2.0,0.0,1.0
8426a89ffffffff,1.0,0.0,0.0,1.0
8426a8bffffffff,31.0,7.0,0.0,7.0
8426a95ffffffff,15.0,0.0,0.0,0.0
8426a97ffffffff,5.0,0.0,0.0,2.0
8426a9dffffffff,4.0,0.0,0.0,0.0
8426aa1ffffffff,41.0,4.0,0.0,15.0
8426aa5ffffffff,65.0,7.0,0.0,23.0
8426aa7ffffffff,85.0,0.0,0.0,8.0
8426aa9ffffffff,4.0,1.0,0.0,0.0
8426aabffffffff,29.0,2.0,0.0,3.0
8426aadffffffff,18.0,0.0,0.0,11.0
8426ab3ffffffff,1.0,0.0,0.0,1.0
8426ac1ffffffff,2.0,0.0,0.0,2.0
8426ac5ffffffff,4.0,0.0,0.0,4.0
8426ad7ffffffff,1.0,0.0,0.0,0.0
8426ae3ffffffff,2.0,0.0,0.0,2.0
8426ae7ffffffff,5.0,0.0,0.0,0.0
8426ae9ffffffff,5.0,0.0,0.0,0.0
8426b0bffffffff,2.0,2.0,0.0,0.0
8426b25ffffffff,4.0,4.0,0.0,0.0
8426b39ffffffff,8.0,0.0,0.0,0.0
8426b3dffffffff,2.0,0.0,0.0,0.0
8426b51ffffffff,2.0,2.0,0.0,0.0
8426b57ffffffff,3.0,0.0,0.0,0.0
8426b5dffffffff,2.0,0.0,0.0,0.0
8426b69ffffffff,4.0,1.0,0.0,0.0
8426b6dffffffff,4.0,0.0,0.0,0.0
8426c21ffffffff,3.0,0.0,0.0,0.0
8426c2dffffffff,2.0,0.0,0.0,0.0
8426c49ffffffff,4.0,2.0,0.0,0.0
8426c55ffffffff,4.0,1.0,0.0,3.0
8426c5bffffffff,2.0,0.0,0.0,0.0
8426c87ffffffff,3.0,0.0,0.0,0.0
8426c89ffffffff,8.0,0.0,0.0,0.0
8426c93ffffffff,2.0,0.0,0.0,0.0
8426c97ffffffff,2.0,0.0,0.0,0.0
8426c9dffffffff,3.0,0.0,0.0,0.0
8426ca3ffffffff,2.0,0.0,0.0,0.0
8426ca9ffffffff,4.0,0.0,0.0,0.0
8426cb9ffffffff,4.0,0.0,0.0,0.0
8426cbdffffffff,4.0,0.0,0.0,0.0
8426ce3ffffffff,6.0,0.0,0.0,0.0
8426d09ffffffff,5.0,0.0,0.0,1.0
8426d11ffffffff,1.0,0.0,0.0,0.0
8426d15ffffffff,8.0,0.0,0.0,2.0
8426d19ffffffff,1.0,0.0,0.0,0.0
8426d1bffffffff,5.0,0.0,0.0,5.0
8426d1dffffffff,2.0,0.0,0.0,0.0
8426d21ffffffff,5.0,0.0,0.0,0.0
8426d3bffffffff,2.0,0.0,0.0,2.0
8426d41ffffffff,9.0,0.0,0.0,0.0
8426d45ffffffff,1.0,0.0,0.0,0.0
8426d6dffffffff,5.0,0.0,0.0,0.0
8426d83ffffffff,2.0,0.0,0.0,0.0
8426d8bffffffff,1.0,0.0,0.0,0.0
8426d9dffffffff,1.0,0.0,0.0,0.0
8426da3ffffffff,1.0,0.0,0.0,0.0
8426da5ffffffff,2.0,0.0,0.0,0.0
8426da9ffffffff,1.0,0.0,0.0,1.0
8426db1ffffffff,2.0,0.0,0.0,0.0
8426db3ffffffff,2.0,0.0,0.0,0.0
8426dcbffffffff,3.0,0.0,0.0,0.0
8426dd1ffffffff,4.0,0.0,0.0,0.0
8426dd7ffffffff,3.0,0.0,0.0,0.0
8426ddbffffffff,5.0,0.0,0.0,0.0
8426de5ffffffff,6.0,1.0,0.0,2.0
8426de7ffffffff,24.0,4.0,0.0,19.0
8426e03ffffffff,2.0,0.0,0.0,0.0
8426e21ffffffff,27.0,0.0,0.0,0.0
8426e23ffffffff,10.0,0.0,0.0,0.0
8426e2bffffffff,2.0,0.0,0.0,0.0
8426e2dffffffff,10.0,0.0,0.0,0.0
8426e31ffffffff,2.0,0.0,0.0,0.0
8426e43ffffffff,12.0,0.0,0.0,0.0
8426e51ffffffff,6.0,0.0,0.0,0.0
8426e59ffffffff,4.0,0.0,0.0,0.0
8426e5bffffffff,36.0,0.0,0.0,2.0
8426e67ffffffff,10.0,0.0,0.0,0.0
8426e6dffffffff,2.0,0.0,0.0,0.0
8426e9dffffffff,1.0,0.0,0.0,0.0
8426ec9ffffffff,2.0,0.0,0.0,0.0
8426ed7ffffffff,3.0,0.0,0.0,0.0
8426edbffffffff,3.0,0.0,0.0,0.0
8426f01ffffffff,3.0,0.0,0.0,0.0
