cell_id,Todiramphus tristrami,Todiramphus tristrami matthiae,Todiramphus tristrami stresemanni,Todiramphus tristrami [nusae Group],Todiramphus tristrami tristrami,Todiramphus tristrami alberti
827687fffffffff,13.0,0.0,0.0,0.0,0.0,6.0
82769ffffffffff,66.0,0.0,0.0,0.0,0.0,6.0
8276a7fffffffff,2.0,0.0,0.0,0.0,0.0,1.0
827797fffffffff,6.0,0.0,0.0,1.0,0.0,0.0
82779ffffffffff,39.0,0.0,0.0,10.0,0.0,0.0
829c97fffffffff,125.0,0.0,0.0,0.0,62.0,0.0
829e87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
829ed7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
829edffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
