cell_id,Cacicus cela,Cacicus cela flavicrissus/vitellinus,Cacicus cela cela
835f01fffffffff,1.0,0.0,0.0
835f02fffffffff,6.0,0.0,0.0
835f03fffffffff,70.0,0.0,0.0
835f06fffffffff,2.0,0.0,0.0
835f08fffffffff,12.0,0.0,0.0
835f09fffffffff,61.0,0.0,0.0
835f0bfffffffff,20.0,0.0,0.0
835f0dfffffffff,16.0,0.0,0.0
835f0efffffffff,3.0,0.0,0.0
835f10fffffffff,19.0,0.0,0.0
835f11fffffffff,5.0,0.0,0.0
835f12fffffffff,72.0,0.0,0.0
835f13fffffffff,21.0,0.0,0.0
835f14fffffffff,44.0,0.0,0.0
835f15fffffffff,1.0,0.0,0.0
835f16fffffffff,32.0,0.0,0.0
835f1cfffffffff,100.0,0.0,0.0
835f1dfffffffff,2.0,0.0,0.0
835f1efffffffff,30.0,0.0,0.0
835f22fffffffff,1.0,0.0,0.0
835f23fffffffff,1.0,0.0,0.0
835f28fffffffff,2.0,0.0,0.0
835f29fffffffff,186.0,0.0,0.0
835f2bfffffffff,1045.0,0.0,0.0
835f2dfffffffff,64.0,0.0,0.0
835f36fffffffff,1.0,0.0,0.0
835f40fffffffff,32.0,0.0,0.0
835f41fffffffff,6.0,0.0,0.0
835f42fffffffff,35.0,0.0,0.0
835f43fffffffff,9.0,0.0,0.0
835f46fffffffff,14.0,0.0,0.0
835f48fffffffff,13.0,0.0,0.0
835f49fffffffff,16.0,0.0,0.0
835f4afffffffff,69.0,0.0,0.0
835f4bfffffffff,30.0,0.0,0.0
835f4efffffffff,14.0,0.0,0.0
835f50fffffffff,41.0,0.0,0.0
835f54fffffffff,8.0,0.0,0.0
835f56fffffffff,7.0,0.0,0.0
835f58fffffffff,687.0,0.0,0.0
835f59fffffffff,2.0,0.0,0.0
835f5bfffffffff,128.0,0.0,0.0
835f5dfffffffff,38.0,0.0,0.0
835f68fffffffff,52.0,0.0,0.0
835f71fffffffff,7.0,0.0,0.0
835f75fffffffff,12.0,0.0,0.0
836600fffffffff,5.0,0.0,0.0
836602fffffffff,44.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0
836608fffffffff,15.0,0.0,0.0
836609fffffffff,73.0,0.0,0.0
83660afffffffff,60.0,0.0,0.0
83660bfffffffff,54.0,0.0,0.0
83660cfffffffff,17.0,0.0,0.0
83660dfffffffff,42.0,0.0,0.0
83660efffffffff,102.0,0.0,0.0
836610fffffffff,1034.0,73.0,0.0
836611fffffffff,39.0,3.0,0.0
836612fffffffff,15.0,0.0,0.0
836613fffffffff,466.0,34.0,0.0
836616fffffffff,349.0,36.0,0.0
836618fffffffff,4.0,0.0,0.0
836619fffffffff,508.0,21.0,0.0
83661afffffffff,182.0,26.0,0.0
83661bfffffffff,22.0,0.0,0.0
83661cfffffffff,13.0,0.0,0.0
83661dfffffffff,12.0,0.0,0.0
83661efffffffff,194.0,0.0,0.0
836620fffffffff,272.0,0.0,0.0
836621fffffffff,20.0,0.0,0.0
836622fffffffff,7.0,0.0,0.0
836628fffffffff,26.0,0.0,0.0
836629fffffffff,33.0,0.0,0.0
83662bfffffffff,25.0,2.0,0.0
83662cfffffffff,22.0,0.0,0.0
83662dfffffffff,64.0,0.0,0.0
83662efffffffff,3.0,0.0,0.0
836631fffffffff,26.0,0.0,0.0
836640fffffffff,4.0,0.0,0.0
836641fffffffff,888.0,0.0,139.0
836642fffffffff,1.0,0.0,0.0
836643fffffffff,5.0,0.0,0.0
836644fffffffff,11.0,0.0,0.0
836645fffffffff,3.0,0.0,0.0
836648fffffffff,22.0,0.0,0.0
83664bfffffffff,2.0,0.0,0.0
83664cfffffffff,1.0,0.0,0.0
83664efffffffff,6.0,0.0,0.0
836650fffffffff,38.0,0.0,0.0
836651fffffffff,6.0,0.0,0.0
836652fffffffff,655.0,0.0,8.0
836653fffffffff,10.0,0.0,0.0
836654fffffffff,348.0,0.0,2.0
836656fffffffff,561.0,0.0,6.0
83665afffffffff,807.0,0.0,117.0
83665bfffffffff,265.0,0.0,29.0
83665efffffffff,188.0,0.0,26.0
836660fffffffff,7.0,0.0,0.0
836662fffffffff,14.0,0.0,0.0
836663fffffffff,102.0,0.0,2.0
836664fffffffff,74.0,0.0,2.0
836666fffffffff,4.0,0.0,0.0
83666afffffffff,9.0,0.0,0.0
83666bfffffffff,7.0,0.0,0.0
83666cfffffffff,12.0,0.0,0.0
83666efffffffff,30.0,0.0,0.0
836670fffffffff,70.0,0.0,5.0
836671fffffffff,15.0,0.0,0.0
836672fffffffff,581.0,0.0,7.0
836673fffffffff,120.0,0.0,62.0
836674fffffffff,5.0,0.0,0.0
836675fffffffff,65.0,0.0,0.0
836676fffffffff,33.0,0.0,0.0
8366a0fffffffff,159.0,0.0,0.0
8366a1fffffffff,7.0,0.0,0.0
8366a5fffffffff,4343.0,311.0,0.0
8366aefffffffff,2.0,0.0,0.0
8366c0fffffffff,583.0,0.0,7.0
8366c1fffffffff,23.0,0.0,0.0
8366c2fffffffff,2741.0,0.0,95.0
8366c3fffffffff,42.0,0.0,15.0
8366c4fffffffff,9.0,0.0,0.0
8366c5fffffffff,110.0,0.0,0.0
8366c6fffffffff,43.0,0.0,0.0
8366c8fffffffff,2.0,0.0,0.0
8366c9fffffffff,16.0,0.0,0.0
8366cdfffffffff,4.0,0.0,3.0
8366cefffffffff,304.0,0.0,22.0
8366d0fffffffff,1.0,0.0,0.0
8366d1fffffffff,383.0,0.0,11.0
8366d2fffffffff,33.0,4.0,0.0
8366d3fffffffff,144.0,20.0,0.0
8366d8fffffffff,223.0,0.0,52.0
8366dafffffffff,444.0,0.0,82.0
8366dbfffffffff,139.0,0.0,14.0
8366dcfffffffff,3858.0,0.0,780.0
8366ddfffffffff,382.0,0.0,72.0
8366defffffffff,2200.0,0.0,463.0
8366e0fffffffff,298.0,0.0,2.0
8366e1fffffffff,544.0,0.0,8.0
8366e3fffffffff,157.0,0.0,0.0
8366e4fffffffff,27.0,0.0,0.0
8366e5fffffffff,2625.0,0.0,47.0
8366e6fffffffff,48.0,0.0,0.0
8366e8fffffffff,20.0,0.0,0.0
8366e9fffffffff,28.0,0.0,4.0
8366eafffffffff,2.0,0.0,0.0
8366ecfffffffff,1157.0,0.0,67.0
8366eefffffffff,549.0,0.0,15.0
8366f0fffffffff,30.0,0.0,0.0
8366f1fffffffff,109.0,1.0,0.0
8366f5fffffffff,105.0,0.0,0.0
836741fffffffff,52.0,0.0,0.0
836742fffffffff,3.0,0.0,0.0
836743fffffffff,189.0,0.0,0.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,270.0,0.0,19.0
83674cfffffffff,200.0,0.0,2.0
83674efffffffff,61.0,0.0,0.0
836751fffffffff,28.0,0.0,0.0
836752fffffffff,7.0,0.0,0.0
836753fffffffff,231.0,0.0,0.0
836758fffffffff,27.0,0.0,0.0
836759fffffffff,95.0,0.0,4.0
83675afffffffff,227.0,0.0,0.0
83675bfffffffff,23.0,0.0,0.0
83675cfffffffff,219.0,0.0,1.0
83675dfffffffff,12.0,0.0,0.0
83675efffffffff,22.0,0.0,0.0
83678bfffffffff,3.0,0.0,0.0
838000fffffffff,1.0,0.0,0.0
838005fffffffff,2.0,0.0,0.0
838009fffffffff,2.0,0.0,0.0
838011fffffffff,2.0,0.0,0.0
83801cfffffffff,1.0,0.0,0.0
838029fffffffff,5.0,0.0,0.0
83802bfffffffff,1.0,0.0,0.0
838040fffffffff,11.0,0.0,0.0
838044fffffffff,58.0,0.0,2.0
838046fffffffff,37.0,0.0,0.0
838048fffffffff,22.0,0.0,0.0
83804cfffffffff,1.0,0.0,1.0
83804dfffffffff,1.0,0.0,0.0
83804efffffffff,6.0,0.0,0.0
838054fffffffff,5.0,0.0,0.0
838061fffffffff,17.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838065fffffffff,104.0,0.0,0.0
838066fffffffff,12.0,0.0,0.0
838068fffffffff,6.0,0.0,0.0
83806afffffffff,58.0,0.0,2.0
83806bfffffffff,46.0,0.0,4.0
83806cfffffffff,2.0,0.0,0.0
83806dfffffffff,4.0,0.0,0.0
83806efffffffff,7.0,0.0,0.0
838071fffffffff,22.0,0.0,2.0
838073fffffffff,6.0,0.0,0.0
838074fffffffff,12.0,0.0,0.0
838114fffffffff,6.0,0.0,0.0
83812dfffffffff,31.0,0.0,3.0
838130fffffffff,2.0,0.0,0.0
838132fffffffff,168.0,0.0,5.0
838133fffffffff,14.0,0.0,0.0
838136fffffffff,163.0,0.0,9.0
838140fffffffff,29.0,0.0,0.0
838142fffffffff,8.0,0.0,0.0
838143fffffffff,17.0,0.0,0.0
838144fffffffff,3.0,0.0,0.0
838145fffffffff,75.0,0.0,7.0
838146fffffffff,14.0,0.0,0.0
83814afffffffff,98.0,0.0,0.0
83814cfffffffff,2.0,0.0,0.0
83814dfffffffff,95.0,0.0,0.0
83814efffffffff,86.0,0.0,1.0
838151fffffffff,2.0,0.0,0.0
838158fffffffff,2.0,0.0,0.0
838159fffffffff,4.0,0.0,0.0
83815afffffffff,1.0,0.0,0.0
83815cfffffffff,3.0,0.0,0.0
83815dfffffffff,61.0,0.0,0.0
83815efffffffff,4.0,0.0,0.0
838160fffffffff,2.0,0.0,0.0
838162fffffffff,60.0,0.0,0.0
838163fffffffff,115.0,0.0,4.0
838164fffffffff,2.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0
838171fffffffff,146.0,0.0,1.0
838175fffffffff,20.0,0.0,0.0
838176fffffffff,1.0,0.0,0.0
838183fffffffff,30.0,0.0,3.0
838a00fffffffff,51.0,0.0,10.0
838a01fffffffff,7.0,0.0,2.0
838a04fffffffff,2.0,0.0,0.0
838a05fffffffff,116.0,0.0,9.0
838a10fffffffff,39.0,0.0,0.0
838a15fffffffff,23.0,0.0,0.0
838a19fffffffff,2.0,0.0,2.0
838a1afffffffff,40.0,0.0,6.0
838a21fffffffff,16.0,0.0,1.0
838a22fffffffff,2.0,0.0,0.0
