cell_id,Cacicus cela,Cacicus cela flavicrissus/vitellinus,Cacicus cela cela
838a23fffffffff,12.0,0.0,1.0
838a24fffffffff,1.0,0.0,0.0
838a25fffffffff,7.0,0.0,2.0
838a2cfffffffff,1.0,0.0,0.0
838a2efffffffff,3.0,0.0,0.0
838a31fffffffff,40.0,0.0,7.0
838a33fffffffff,4.0,0.0,0.0
838a41fffffffff,21.0,0.0,2.0
838a43fffffffff,5.0,0.0,0.0
838a45fffffffff,1565.0,0.0,98.0
838a4bfffffffff,7.0,0.0,0.0
838a4cfffffffff,1.0,0.0,0.0
838a4efffffffff,2.0,0.0,0.0
838a52fffffffff,9.0,0.0,0.0
838a56fffffffff,7.0,0.0,0.0
838a5afffffffff,4.0,0.0,4.0
838a63fffffffff,188.0,0.0,18.0
838a68fffffffff,41.0,0.0,3.0
838a69fffffffff,727.0,0.0,60.0
838a6dfffffffff,1737.0,0.0,158.0
838a6efffffffff,4.0,0.0,0.0
838a70fffffffff,38.0,0.0,0.0
838a73fffffffff,9.0,0.0,0.0
838a75fffffffff,6.0,0.0,0.0
838a80fffffffff,51.0,0.0,1.0
838a81fffffffff,32.0,0.0,3.0
838a82fffffffff,23.0,0.0,0.0
838a85fffffffff,14.0,0.0,0.0
838a8cfffffffff,53.0,0.0,1.0
838a8efffffffff,8.0,0.0,0.0
838a90fffffffff,9.0,0.0,0.0
838a92fffffffff,7.0,0.0,0.0
838a99fffffffff,4.0,0.0,0.0
838a9cfffffffff,34.0,0.0,0.0
838a9dfffffffff,16.0,0.0,0.0
838a9efffffffff,1.0,0.0,0.0
838aa8fffffffff,69.0,0.0,8.0
838aa9fffffffff,55.0,0.0,4.0
838aaafffffffff,164.0,0.0,19.0
838aabfffffffff,45.0,0.0,2.0
838aacfffffffff,9.0,0.0,0.0
838aadfffffffff,10.0,0.0,0.0
838ab2fffffffff,1.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ac2fffffffff,2.0,0.0,0.0
838ad1fffffffff,13.0,0.0,0.0
838ad8fffffffff,10.0,0.0,3.0
838adafffffffff,14.0,0.0,0.0
838adbfffffffff,14.0,0.0,0.0
838adcfffffffff,44.0,0.0,8.0
838ae1fffffffff,2.0,0.0,0.0
838ae5fffffffff,66.0,0.0,0.0
838ae8fffffffff,8.0,0.0,0.0
838af0fffffffff,232.0,0.0,41.0
838af1fffffffff,50.0,0.0,0.0
838af2fffffffff,167.0,0.0,9.0
838af3fffffffff,2.0,0.0,0.0
838af4fffffffff,226.0,0.0,12.0
838af6fffffffff,712.0,0.0,64.0
838b00fffffffff,8.0,0.0,0.0
838b04fffffffff,13.0,0.0,0.0
838b05fffffffff,8.0,0.0,2.0
838b06fffffffff,2.0,0.0,0.0
838b08fffffffff,5.0,0.0,0.0
838b0bfffffffff,6.0,0.0,0.0
838b0cfffffffff,171.0,0.0,35.0
838b0dfffffffff,193.0,0.0,8.0
838b0efffffffff,7.0,0.0,0.0
838b11fffffffff,8.0,0.0,0.0
838b14fffffffff,2.0,0.0,0.0
838b1efffffffff,22.0,0.0,0.0
838b21fffffffff,33.0,0.0,4.0
838b22fffffffff,204.0,0.0,6.0
838b23fffffffff,30.0,0.0,1.0
838b28fffffffff,4.0,0.0,2.0
838b29fffffffff,3.0,0.0,0.0
838b2afffffffff,87.0,0.0,7.0
838b2bfffffffff,15.0,0.0,0.0
838b2cfffffffff,33.0,0.0,2.0
838b2dfffffffff,1.0,0.0,0.0
838b2efffffffff,45.0,0.0,2.0
838b31fffffffff,43.0,0.0,0.0
838b40fffffffff,207.0,0.0,5.0
838b42fffffffff,15.0,0.0,0.0
838b44fffffffff,781.0,0.0,34.0
838b45fffffffff,59.0,0.0,0.0
838b46fffffffff,70.0,0.0,0.0
838b48fffffffff,9.0,0.0,0.0
838b4efffffffff,31.0,0.0,2.0
838b50fffffffff,4.0,0.0,0.0
838b51fffffffff,68.0,0.0,6.0
838b52fffffffff,20.0,0.0,0.0
838b53fffffffff,6.0,0.0,0.0
838b56fffffffff,59.0,0.0,7.0
838b5cfffffffff,92.0,0.0,7.0
838b5dfffffffff,12.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0
838b61fffffffff,1370.0,0.0,30.0
838b62fffffffff,144.0,0.0,13.0
838b63fffffffff,1228.0,0.0,52.0
838b68fffffffff,8.0,0.0,0.0
838b69fffffffff,57.0,0.0,0.0
838b6cfffffffff,34.0,0.0,0.0
838b6dfffffffff,6.0,0.0,0.0
838b6efffffffff,280.0,0.0,2.0
838b70fffffffff,5.0,0.0,0.0
838b71fffffffff,1153.0,0.0,23.0
838b72fffffffff,6.0,0.0,0.0
838b74fffffffff,74.0,0.0,4.0
838b75fffffffff,25.0,0.0,8.0
838b76fffffffff,104.0,0.0,4.0
838b82fffffffff,3.0,0.0,0.0
838b83fffffffff,2.0,0.0,0.0
838b84fffffffff,127.0,0.0,2.0
838b88fffffffff,61.0,0.0,0.0
838b8afffffffff,4.0,0.0,0.0
838b96fffffffff,6.0,0.0,6.0
838b98fffffffff,1.0,0.0,0.0
838b99fffffffff,166.0,0.0,3.0
838b9cfffffffff,2.0,0.0,0.0
838b9dfffffffff,767.0,0.0,54.0
838ba0fffffffff,24.0,0.0,0.0
838ba4fffffffff,6.0,0.0,4.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,82.0,0.0,6.0
838badfffffffff,1.0,0.0,0.0
838bb5fffffffff,228.0,0.0,21.0
838bb6fffffffff,2.0,0.0,0.0
838e64fffffffff,108.0,0.0,0.0
838e65fffffffff,134.0,0.0,0.0
838e6cfffffffff,3.0,0.0,0.0
838f09fffffffff,3.0,0.0,0.0
838f0dfffffffff,718.0,80.0,0.0
838f28fffffffff,169.0,20.0,0.0
838f29fffffffff,136.0,2.0,0.0
838f2afffffffff,552.0,63.0,0.0
838f2bfffffffff,757.0,79.0,0.0
838f2cfffffffff,190.0,5.0,0.0
838f2dfffffffff,9.0,0.0,2.0
838f2efffffffff,277.0,40.0,0.0
838f40fffffffff,919.0,0.0,26.0
838f41fffffffff,5.0,0.0,2.0
838f42fffffffff,19.0,0.0,0.0
838f43fffffffff,154.0,0.0,3.0
838f44fffffffff,46.0,0.0,2.0
838f46fffffffff,888.0,0.0,42.0
838f48fffffffff,175.0,0.0,2.0
838f49fffffffff,4.0,0.0,0.0
838f4afffffffff,283.0,0.0,2.0
838f4bfffffffff,44.0,0.0,0.0
838f4cfffffffff,105.0,0.0,0.0
838f4efffffffff,5.0,0.0,0.0
838f55fffffffff,6.0,0.0,1.0
838f5cfffffffff,3.0,0.0,0.0
838f5dfffffffff,64.0,0.0,0.0
838f61fffffffff,725.0,0.0,33.0
838f63fffffffff,23.0,0.0,0.0
838f65fffffffff,17.0,0.0,0.0
838f6afffffffff,1.0,0.0,0.0
838f6bfffffffff,78.0,0.0,31.0
838f6cfffffffff,23.0,0.0,0.0
838f6efffffffff,158.0,0.0,5.0
838f70fffffffff,167.0,0.0,27.0
838f71fffffffff,105.0,0.0,18.0
838f72fffffffff,563.0,0.0,111.0
838f73fffffffff,73.0,0.0,1.0
838f74fffffffff,196.0,0.0,14.0
838f75fffffffff,3.0,0.0,0.0
838f76fffffffff,182.0,0.0,12.0
83a596fffffffff,10.0,0.0,2.0
83a841fffffffff,5.0,0.0,0.0
83a842fffffffff,5.0,0.0,0.0
83a844fffffffff,4.0,0.0,0.0
83a846fffffffff,3.0,0.0,0.0
83a84afffffffff,19.0,0.0,5.0
83a84efffffffff,16.0,0.0,0.0
83a859fffffffff,1686.0,0.0,88.0
83a85afffffffff,1.0,0.0,0.0
83a85bfffffffff,26.0,0.0,0.0
83a85dfffffffff,1472.0,0.0,65.0
83a86bfffffffff,1.0,0.0,0.0
83a871fffffffff,1.0,0.0,0.0
83a88bfffffffff,6.0,0.0,0.0
83a8c0fffffffff,39.0,0.0,0.0
83a8c1fffffffff,8.0,0.0,0.0
83a8c2fffffffff,7.0,0.0,0.0
83a8c3fffffffff,1.0,0.0,0.0
83a8c4fffffffff,24.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0
83a8c9fffffffff,9.0,0.0,6.0
83a8cafffffffff,9.0,0.0,0.0
83a8ccfffffffff,16.0,0.0,5.0
83a8cdfffffffff,4.0,0.0,0.0
83a8cefffffffff,10.0,0.0,7.0
83a8d0fffffffff,9.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8d9fffffffff,8.0,0.0,0.0
83a8dafffffffff,12.0,0.0,1.0
83a8dcfffffffff,3.0,0.0,0.0
83a8ddfffffffff,1.0,0.0,0.0
83a8defffffffff,14.0,0.0,1.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e6fffffffff,2.0,0.0,0.0
83a8eafffffffff,3.0,0.0,0.0
83a8ebfffffffff,3.0,0.0,0.0
83a8ecfffffffff,2.0,0.0,0.0
83a8f1fffffffff,1.0,0.0,1.0
83b325fffffffff,12.0,0.0,2.0
