cell_id,Parabuteo unicinctus,Parabuteo unicinctus harrisi,Parabuteo unicinctus unicinctus
8348f2fffffffff,13.0,0.0,0.0
8348f3fffffffff,47.0,0.0,0.0
8348f4fffffffff,4.0,0.0,0.0
8348f5fffffffff,7.0,0.0,0.0
834980fffffffff,3.0,0.0,0.0
834981fffffffff,1.0,0.0,0.0
834985fffffffff,2.0,0.0,0.0
834986fffffffff,14.0,0.0,0.0
834988fffffffff,17.0,0.0,0.0
83498afffffffff,9.0,5.0,0.0
83498bfffffffff,5.0,0.0,0.0
83498cfffffffff,2.0,0.0,0.0
83498efffffffff,34.0,0.0,0.0
834992fffffffff,3.0,0.0,0.0
834994fffffffff,9.0,0.0,0.0
834995fffffffff,1093.0,1.0,0.0
834996fffffffff,64.0,0.0,0.0
834998fffffffff,14.0,0.0,0.0
834999fffffffff,5.0,0.0,0.0
83499afffffffff,11.0,0.0,0.0
83499bfffffffff,8.0,0.0,0.0
83499dfffffffff,42.0,0.0,0.0
83499efffffffff,2.0,0.0,0.0
8349a8fffffffff,22.0,0.0,0.0
8349a9fffffffff,6.0,0.0,0.0
8349aafffffffff,2.0,0.0,0.0
8349abfffffffff,39.0,0.0,0.0
8349aefffffffff,2.0,0.0,0.0
8349b2fffffffff,2.0,0.0,0.0
8349b3fffffffff,23.0,0.0,0.0
8349b5fffffffff,6.0,0.0,0.0
835f48fffffffff,1.0,0.0,0.0
835f49fffffffff,7.0,0.0,0.0
835f4bfffffffff,77.0,0.0,4.0
835f75fffffffff,2.0,0.0,0.0
836602fffffffff,7.0,0.0,0.0
836605fffffffff,5.0,0.0,0.0
836606fffffffff,10.0,0.0,0.0
836615fffffffff,1.0,0.0,0.0
836618fffffffff,3.0,0.0,0.0
836619fffffffff,1.0,0.0,0.0
83661dfffffffff,4.0,0.0,0.0
836620fffffffff,169.0,0.0,0.0
836621fffffffff,12.0,0.0,0.0
836622fffffffff,32.0,0.0,0.0
836625fffffffff,193.0,0.0,0.0
83662cfffffffff,75.0,0.0,0.0
836631fffffffff,3.0,0.0,0.0
836664fffffffff,30.0,0.0,0.0
836665fffffffff,1.0,0.0,0.0
836675fffffffff,54.0,0.0,0.0
8366b4fffffffff,2.0,0.0,0.0
8366b6fffffffff,60.0,0.0,0.0
8366d0fffffffff,8.0,2.0,0.0
8366d1fffffffff,55.0,7.0,0.0
8366d2fffffffff,25.0,0.0,0.0
8366d3fffffffff,977.0,1.0,0.0
8366defffffffff,2.0,0.0,0.0
8366e6fffffffff,1.0,0.0,0.0
8366f1fffffffff,5.0,0.0,0.0
836741fffffffff,19.0,0.0,0.0
836742fffffffff,26.0,0.0,2.0
836743fffffffff,10.0,0.0,0.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,37.0,0.0,7.0
83674cfffffffff,2.0,0.0,0.0
83674dfffffffff,3.0,0.0,0.0
83674efffffffff,5.0,0.0,0.0
836750fffffffff,9.0,0.0,0.0
836751fffffffff,43.0,0.0,0.0
836752fffffffff,91.0,0.0,0.0
836753fffffffff,66.0,0.0,0.0
836755fffffffff,880.0,0.0,2.0
836756fffffffff,71.0,0.0,0.0
836758fffffffff,1.0,0.0,0.0
836759fffffffff,9.0,0.0,0.0
83675afffffffff,2.0,0.0,0.0
83675bfffffffff,14.0,0.0,0.0
83675cfffffffff,16.0,0.0,0.0
83675dfffffffff,6.0,0.0,0.0
83675efffffffff,5.0,0.0,0.0
836769fffffffff,26.0,0.0,0.0
83676bfffffffff,5.0,0.0,0.0
83679afffffffff,10.0,0.0,0.0
836d04fffffffff,11.0,2.0,0.0
836d05fffffffff,5.0,0.0,0.0
836d2bfffffffff,5.0,0.0,0.0
836d32fffffffff,15.0,4.0,0.0
836d33fffffffff,2.0,0.0,0.0
836d34fffffffff,5.0,0.0,0.0
836d36fffffffff,43.0,0.0,0.0
836d60fffffffff,481.0,2.0,0.0
836d61fffffffff,60.0,0.0,0.0
836d66fffffffff,153.0,0.0,0.0
836d68fffffffff,664.0,0.0,0.0
836d69fffffffff,940.0,0.0,0.0
836d6afffffffff,2.0,0.0,0.0
836d6bfffffffff,24.0,0.0,0.0
836d6dfffffffff,391.0,0.0,0.0
836d6efffffffff,6.0,0.0,0.0
836d74fffffffff,10.0,0.0,0.0
836d75fffffffff,130.0,0.0,0.0
836d76fffffffff,17.0,0.0,0.0
838010fffffffff,2.0,0.0,0.0
838014fffffffff,19.0,0.0,0.0
838016fffffffff,2.0,0.0,2.0
838030fffffffff,28.0,0.0,0.0
838106fffffffff,2.0,0.0,0.0
838110fffffffff,3.0,0.0,0.0
838115fffffffff,1.0,0.0,0.0
83811cfffffffff,2.0,0.0,0.0
838123fffffffff,3.0,0.0,0.0
83812dfffffffff,2.0,0.0,0.0
838133fffffffff,5.0,0.0,1.0
838181fffffffff,2.0,0.0,0.0
838183fffffffff,2.0,0.0,0.0
838188fffffffff,2.0,0.0,0.0
83818afffffffff,2.0,0.0,0.0
83818bfffffffff,4.0,0.0,0.0
83818efffffffff,2.0,0.0,0.0
83819dfffffffff,3.0,0.0,0.0
8381a9fffffffff,4.0,0.0,0.0
8381adfffffffff,6.0,0.0,0.0
838b05fffffffff,1.0,0.0,0.0
838b0cfffffffff,1.0,0.0,0.0
838b20fffffffff,25.0,0.0,3.0
838b21fffffffff,2.0,0.0,0.0
838b22fffffffff,18.0,0.0,0.0
838b2afffffffff,4.0,0.0,0.0
838b2cfffffffff,24.0,0.0,0.0
838b31fffffffff,2.0,0.0,0.0
838b56fffffffff,2.0,0.0,0.0
838ba6fffffffff,3.0,0.0,0.0
838e44fffffffff,2.0,0.0,0.0
838e45fffffffff,53.0,0.0,0.0
838e4cfffffffff,7.0,0.0,0.0
838e62fffffffff,3500.0,91.0,0.0
838e63fffffffff,13.0,0.0,0.0
838e66fffffffff,29.0,0.0,0.0
838e6afffffffff,18.0,0.0,0.0
838e6bfffffffff,2.0,0.0,0.0
838e75fffffffff,92.0,2.0,0.0
838f08fffffffff,38.0,2.0,0.0
838f09fffffffff,168.0,0.0,0.0
838f0bfffffffff,50.0,0.0,0.0
838f0dfffffffff,364.0,46.0,0.0
838f28fffffffff,25.0,0.0,0.0
838f29fffffffff,19.0,0.0,0.0
838f2afffffffff,227.0,8.0,0.0
838f2bfffffffff,493.0,59.0,0.0
838f2cfffffffff,7.0,2.0,0.0
838f2dfffffffff,7.0,0.0,0.0
838f2efffffffff,98.0,27.0,0.0
838f46fffffffff,2.0,0.0,0.0
838f50fffffffff,616.0,0.0,0.0
838f51fffffffff,11.0,0.0,0.0
838f53fffffffff,1.0,0.0,0.0
838f54fffffffff,163.0,0.0,7.0
838f55fffffffff,59.0,0.0,3.0
838f56fffffffff,35.0,0.0,0.0
838f58fffffffff,2.0,2.0,0.0
838f5bfffffffff,43.0,0.0,0.0
838f5efffffffff,2.0,0.0,0.0
838f72fffffffff,26.0,7.0,0.0
838f73fffffffff,7.0,0.0,5.0
838f76fffffffff,40.0,3.0,0.0
83a596fffffffff,2.0,0.0,0.0
83a810fffffffff,281.0,0.0,24.0
83a811fffffffff,3.0,0.0,0.0
83a812fffffffff,4.0,0.0,0.0
83a814fffffffff,1.0,0.0,1.0
83a81bfffffffff,2.0,0.0,0.0
83a833fffffffff,4.0,0.0,0.0
83a840fffffffff,65.0,0.0,0.0
83a841fffffffff,6.0,0.0,0.0
83a845fffffffff,4.0,0.0,0.0
83a846fffffffff,7.0,0.0,0.0
83a859fffffffff,13.0,0.0,0.0
83a85dfffffffff,36.0,0.0,1.0
83a864fffffffff,2.0,0.0,0.0
83a865fffffffff,3.0,0.0,0.0
83a866fffffffff,2.0,0.0,0.0
83a868fffffffff,1.0,0.0,0.0
83a869fffffffff,3.0,0.0,0.0
83a86afffffffff,3.0,0.0,0.0
83a86cfffffffff,6.0,0.0,0.0
83a86dfffffffff,4.0,0.0,0.0
83a881fffffffff,1.0,0.0,0.0
83a886fffffffff,5.0,0.0,0.0
83a891fffffffff,4.0,0.0,0.0
83a895fffffffff,2.0,0.0,2.0
83a89bfffffffff,4.0,0.0,0.0
83a89efffffffff,1.0,0.0,0.0
83a8a0fffffffff,143.0,0.0,3.0
83a8a1fffffffff,6.0,0.0,0.0
83a8a2fffffffff,48.0,0.0,1.0
83a8a3fffffffff,8.0,0.0,1.0
83a8a9fffffffff,2.0,0.0,1.0
83a8b1fffffffff,2.0,0.0,0.0
83a8edfffffffff,1.0,0.0,0.0
83a903fffffffff,1.0,0.0,0.0
83a92cfffffffff,3.0,0.0,0.0
83a92efffffffff,1.0,0.0,0.0
83a944fffffffff,9.0,0.0,0.0
83a946fffffffff,2.0,0.0,0.0
83a94bfffffffff,6.0,0.0,0.0
83a94cfffffffff,1.0,0.0,0.0
83a94dfffffffff,2.0,0.0,0.0
83a94efffffffff,214.0,0.0,0.0
83a950fffffffff,2.0,0.0,0.0
83a95dfffffffff,7.0,0.0,0.0
83a960fffffffff,2.0,0.0,0.0
83a962fffffffff,9.0,0.0,0.0
83a964fffffffff,17.0,0.0,0.0
83a966fffffffff,4.0,0.0,0.0
83a968fffffffff,7.0,0.0,0.0
83a969fffffffff,3.0,0.0,0.0
83a96cfffffffff,2.0,0.0,0.0
83a971fffffffff,1.0,0.0,0.0
83a975fffffffff,8.0,0.0,0.0
83b200fffffffff,15.0,0.0,0.0
83b201fffffffff,176.0,0.0,0.0
83b203fffffffff,50.0,0.0,0.0
83b205fffffffff,3.0,0.0,0.0
83b209fffffffff,1.0,0.0,0.0
83b20afffffffff,1.0,0.0,0.0
83b20bfffffffff,4.0,0.0,0.0
83b20efffffffff,1.0,0.0,0.0
83b219fffffffff,670.0,0.0,0.0
83b21bfffffffff,23.0,0.0,0.0
83b21dfffffffff,106.0,0.0,0.0
83b226fffffffff,1.0,0.0,0.0
83b22dfffffffff,2.0,0.0,0.0
83b240fffffffff,6.0,0.0,0.0
83b241fffffffff,37.0,0.0,0.0
83b242fffffffff,9.0,0.0,0.0
83b243fffffffff,5.0,0.0,0.0
83b246fffffffff,8.0,0.0,0.0
83b248fffffffff,2.0,0.0,0.0
83b24afffffffff,24.0,0.0,0.0
83b24cfffffffff,29.0,0.0,0.0
83b24dfffffffff,13.0,0.0,0.0
83b24efffffffff,15.0,0.0,0.0
83b251fffffffff,22.0,0.0,0.0
83b252fffffffff,56.0,0.0,0.0
83b254fffffffff,6.0,0.0,0.0
83b259fffffffff,35.0,0.0,0.0
83b25cfffffffff,4.0,0.0,0.0
83b25dfffffffff,18.0,0.0,0.0
83b260fffffffff,4.0,0.0,0.0
83b261fffffffff,19.0,0.0,0.0
83b262fffffffff,5.0,0.0,0.0
83b263fffffffff,2.0,0.0,0.0
83b265fffffffff,1.0,0.0,0.0
83b269fffffffff,2.0,0.0,0.0
83b26afffffffff,10.0,0.0,0.0
83b26efffffffff,5.0,0.0,0.0
83b270fffffffff,3.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0
83b272fffffffff,6.0,0.0,0.0
83b274fffffffff,8.0,0.0,0.0
83b275fffffffff,3.0,0.0,0.0
83b276fffffffff,1.0,0.0,0.0
83b2c0fffffffff,959.0,0.0,144.0
83b2c1fffffffff,248.0,0.0,0.0
83b2c2fffffffff,65.0,0.0,0.0
83b2c3fffffffff,162.0,0.0,1.0
83b2c4fffffffff,1938.0,0.0,173.0
83b2c5fffffffff,3109.0,0.0,439.0
83b2c8fffffffff,17.0,0.0,0.0
83b2cafffffffff,4.0,0.0,0.0
83b2cdfffffffff,6.0,0.0,0.0
83b2cefffffffff,31.0,0.0,0.0
83b2d8fffffffff,117.0,0.0,0.0
83b2d9fffffffff,13.0,0.0,0.0
83b2dafffffffff,50.0,0.0,0.0
83b2dbfffffffff,28.0,0.0,0.0
83b2dcfffffffff,155.0,0.0,1.0
83b2ddfffffffff,148.0,0.0,11.0
83b2e0fffffffff,1.0,0.0,0.0
83b2e1fffffffff,25.0,0.0,0.0
83b2e2fffffffff,297.0,0.0,2.0
83b2e3fffffffff,34.0,0.0,4.0
83b2e4fffffffff,19.0,0.0,0.0
83b2e6fffffffff,116.0,0.0,0.0
83b2e8fffffffff,28.0,0.0,0.0
83b2e9fffffffff,2.0,0.0,0.0
83b2eafffffffff,9.0,0.0,0.0
83b2ebfffffffff,64.0,0.0,0.0
83b2ecfffffffff,98.0,0.0,0.0
83b2eefffffffff,139.0,0.0,0.0
83b300fffffffff,154.0,0.0,0.0
83b301fffffffff,4.0,0.0,0.0
83b304fffffffff,698.0,0.0,0.0
83b30efffffffff,33.0,0.0,0.0
83b32afffffffff,1.0,0.0,0.0
83b330fffffffff,51.0,0.0,0.0
83b331fffffffff,5.0,0.0,0.0
83b334fffffffff,1.0,0.0,0.0
83b335fffffffff,12.0,0.0,0.0
83b336fffffffff,14.0,0.0,0.0
83b340fffffffff,7.0,0.0,0.0
83b341fffffffff,3.0,0.0,0.0
83b342fffffffff,43.0,0.0,0.0
83b343fffffffff,31.0,0.0,0.0
83b349fffffffff,6.0,0.0,0.0
83b34afffffffff,9.0,0.0,0.0
83b34bfffffffff,24.0,0.0,0.0
83b34cfffffffff,4.0,0.0,0.0
83b34dfffffffff,18.0,0.0,0.0
83b34efffffffff,3.0,0.0,0.0
83b351fffffffff,6.0,0.0,0.0
83b358fffffffff,30.0,0.0,0.0
83b35afffffffff,33.0,0.0,0.0
83b35bfffffffff,2.0,0.0,0.0
83b35cfffffffff,26.0,0.0,0.0
83b35dfffffffff,33.0,0.0,0.0
83b35efffffffff,46.0,0.0,0.0
83b360fffffffff,3.0,0.0,0.0
83b361fffffffff,42.0,0.0,0.0
83b362fffffffff,14.0,0.0,0.0
83b363fffffffff,8.0,0.0,0.0
83b365fffffffff,4.0,0.0,0.0
83b366fffffffff,2.0,0.0,0.0
83b368fffffffff,15.0,0.0,0.0
83b369fffffffff,7.0,0.0,0.0
83b36bfffffffff,2.0,0.0,0.0
83b36cfffffffff,2.0,0.0,0.0
83b36dfffffffff,44.0,0.0,0.0
83b36efffffffff,5.0,0.0,0.0
83c203fffffffff,56.0,0.0,0.0
83c205fffffffff,66.0,0.0,0.0
83c218fffffffff,13.0,0.0,0.0
83c21bfffffffff,21.0,0.0,1.0
83c21dfffffffff,64.0,0.0,2.0
83c221fffffffff,5.0,0.0,0.0
83c228fffffffff,20.0,0.0,4.0
83c22afffffffff,39.0,0.0,0.0
83c22bfffffffff,3.0,0.0,0.0
83c22cfffffffff,16.0,0.0,0.0
83c22dfffffffff,9.0,0.0,0.0
83c22efffffffff,25.0,0.0,0.0
83c2c0fffffffff,14.0,0.0,2.0
83c2c1fffffffff,100.0,0.0,2.0
83c2c2fffffffff,17.0,0.0,0.0
83c2c3fffffffff,9.0,0.0,0.0
83c2c4fffffffff,106.0,0.0,10.0
83c2c5fffffffff,166.0,0.0,0.0
83c2c6fffffffff,85.0,0.0,0.0
83c2c8fffffffff,4.0,0.0,0.0
83c2c9fffffffff,8.0,0.0,0.0
83c2cafffffffff,77.0,0.0,0.0
83c2cbfffffffff,21.0,0.0,0.0
83c2ccfffffffff,13.0,0.0,0.0
83c2cdfffffffff,33.0,0.0,0.0
83c2cefffffffff,232.0,0.0,0.0
83c2d0fffffffff,1.0,0.0,0.0
83c2d1fffffffff,2.0,0.0,0.0
83c2d3fffffffff,1.0,0.0,0.0
83c2d4fffffffff,23.0,0.0,6.0
83c2d6fffffffff,5.0,0.0,0.0
83c2d8fffffffff,1.0,0.0,1.0
83c2d9fffffffff,9.0,0.0,0.0
83c2dcfffffffff,2.0,0.0,0.0
83c2e0fffffffff,100.0,0.0,2.0
83c2e1fffffffff,131.0,0.0,5.0
83c2e2fffffffff,858.0,0.0,0.0
83c2e3fffffffff,6304.0,0.0,93.0
83c2e5fffffffff,12.0,0.0,0.0
83c2e6fffffffff,12.0,0.0,0.0
83c2e8fffffffff,16.0,0.0,0.0
83c2e9fffffffff,14.0,0.0,0.0
83c2eafffffffff,16.0,0.0,0.0
83c2ebfffffffff,19.0,0.0,0.0
83c2ecfffffffff,16.0,0.0,0.0
83c2edfffffffff,1.0,0.0,0.0
83c2eefffffffff,115.0,0.0,2.0
83c2f1fffffffff,930.0,0.0,36.0
83c2f2fffffffff,188.0,0.0,2.0
83c2f3fffffffff,356.0,0.0,3.0
83c305fffffffff,3.0,0.0,0.0
83c308fffffffff,6.0,0.0,0.0
83c30dfffffffff,2.0,0.0,0.0
83c321fffffffff,2.0,0.0,0.0
83c323fffffffff,2.0,0.0,0.0
83c324fffffffff,9.0,0.0,0.0
83c328fffffffff,6.0,0.0,0.0
83c329fffffffff,26.0,0.0,0.0
83c32afffffffff,2.0,0.0,0.0
83c32dfffffffff,7.0,0.0,0.0
83c32efffffffff,61.0,0.0,0.0
83c340fffffffff,18.0,0.0,0.0
83c341fffffffff,4.0,0.0,0.0
83c342fffffffff,2.0,0.0,0.0
83c343fffffffff,3.0,0.0,0.0
83c344fffffffff,4.0,0.0,0.0
83c34dfffffffff,3.0,0.0,0.0
83c350fffffffff,15.0,0.0,0.0
83c351fffffffff,1.0,0.0,0.0
83c352fffffffff,6.0,0.0,0.0
83c353fffffffff,32.0,0.0,0.0
83c354fffffffff,2.0,0.0,0.0
83c356fffffffff,7.0,0.0,2.0
83c358fffffffff,2.0,0.0,0.0
83c35afffffffff,4.0,0.0,0.0
83c35dfffffffff,1.0,0.0,0.0
83c360fffffffff,29.0,0.0,0.0
83c364fffffffff,10.0,0.0,0.0
83c365fffffffff,2.0,0.0,0.0
83c366fffffffff,1.0,0.0,0.0
83c36afffffffff,3.0,0.0,0.0
83c36bfffffffff,2.0,0.0,0.0
83c36dfffffffff,2.0,0.0,0.0
83c370fffffffff,70.0,0.0,0.0
83c371fffffffff,5.0,0.0,0.0
83c373fffffffff,18.0,0.0,0.0
83c374fffffffff,3.0,0.0,0.0
83c375fffffffff,32.0,0.0,0.0
83c376fffffffff,12.0,0.0,0.0
83ce80fffffffff,53.0,0.0,0.0
83ce81fffffffff,5.0,0.0,0.0
83ce83fffffffff,76.0,0.0,0.0
83ce85fffffffff,10.0,0.0,0.0
83ce88fffffffff,106.0,0.0,0.0
83ce8afffffffff,50.0,0.0,0.0
83ce8bfffffffff,3.0,0.0,0.0
83ce8cfffffffff,129.0,0.0,0.0
83ce8efffffffff,96.0,0.0,0.0
83ce91fffffffff,2.0,0.0,0.0
83ce92fffffffff,27.0,0.0,0.0
83ce93fffffffff,740.0,0.0,0.0
83ce96fffffffff,5.0,0.0,0.0
83ce98fffffffff,153.0,0.0,0.0
83ce99fffffffff,18.0,0.0,0.0
83ce9bfffffffff,32.0,0.0,0.0
83ce9cfffffffff,53.0,0.0,0.0
83ce9dfffffffff,61.0,0.0,0.0
83ce9efffffffff,11.0,0.0,0.0
83cea0fffffffff,19.0,0.0,0.0
83cea2fffffffff,8.0,0.0,0.0
83cea3fffffffff,5.0,0.0,0.0
83cea8fffffffff,6.0,0.0,0.0
83ceaafffffffff,117.0,0.0,0.0
83ceabfffffffff,5.0,0.0,0.0
83ceacfffffffff,5.0,0.0,0.0
83ceaefffffffff,10.0,0.0,0.0
83cf85fffffffff,5.0,0.0,0.0
83cf8cfffffffff,2.0,0.0,0.0
83cf8efffffffff,11.0,0.0,0.0
83cf9efffffffff,50.0,0.0,0.0
83cfa1fffffffff,3.0,0.0,0.0
83cfa3fffffffff,6.0,0.0,0.0
83cfaefffffffff,2.0,0.0,0.0
