cell_id,Cyclarhis gujanensis,Cyclarhis gujanensis [gujanensis Group],Cyclarhis gujanensis insularis,Cyclarhis gujanensis [virenticeps Group],Cyclarhis gujanensis viridis/cearensis,Cyclarhis gujanensis ochrocephala
836d04fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d05fffffffff,10.0,3.0,0.0,0.0,0.0,0.0
836d23fffffffff,15.0,3.0,0.0,0.0,0.0,0.0
836d25fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
836d28fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d2bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d31fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d64fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
836d6bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838000fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
838030fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
838133fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
838a05fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
838a25fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
838b20fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
838b22fffffffff,7.0,6.0,0.0,0.0,0.0,0.0
838b25fffffffff,7.0,7.0,0.0,0.0,0.0,0.0
838b2cfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
838b2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838b69fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838b71fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838e6cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838f74fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a806fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83a859fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83a85dfffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83a92cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83a95efffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83a961fffffffff,105.0,0.0,0.0,0.0,0.0,0.0
83a965fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83a96cfffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83a96efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83b248fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b249fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
83b24cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b24dfffffffff,476.0,0.0,0.0,0.0,0.0,0.0
83b251fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
83b259fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b268fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83b269fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
83b26afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b26bfffffffff,42.0,0.0,0.0,0.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b26dfffffffff,53.0,0.0,0.0,0.0,0.0,0.0
83b270fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83b2e9fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83b2ebfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b2ecfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b2eefffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b342fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b35afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b366fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2c9fffffffff,82.0,0.0,0.0,0.0,0.0,0.0
83c2cafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2cdfffffffff,96.0,0.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
83c2e9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83c2ebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c34bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83c355fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c360fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
