cell_id,Sicalis flaveola,Sicalis flaveola [flaveola Group],Sicalis flaveola pelzelni
82b35ffffffffff,3162.0,0.0,0.0
82b367fffffffff,192.0,0.0,0.0
82b36ffffffffff,534.0,0.0,0.0
82b377fffffffff,145.0,0.0,0.0
82c207fffffffff,63.0,0.0,0.0
82c21ffffffffff,552.0,0.0,1.0
82c227fffffffff,11.0,0.0,0.0
82c22ffffffffff,274.0,0.0,1.0
82c2c7fffffffff,3159.0,0.0,4.0
82c2cffffffffff,1934.0,0.0,0.0
82c2d7fffffffff,1580.0,0.0,0.0
82c2dffffffffff,426.0,0.0,0.0
82c2e7fffffffff,7753.0,0.0,85.0
82c2effffffffff,786.0,0.0,0.0
82c2f7fffffffff,4606.0,0.0,6.0
82c30ffffffffff,23.0,0.0,0.0
82c327fffffffff,6.0,0.0,0.0
82c32ffffffffff,108.0,0.0,0.0
82c347fffffffff,268.0,0.0,0.0
82c34ffffffffff,132.0,0.0,0.0
82c357fffffffff,242.0,0.0,2.0
82c35ffffffffff,19.0,0.0,0.0
82c367fffffffff,197.0,0.0,0.0
82c36ffffffffff,31.0,0.0,0.0
82c377fffffffff,231.0,0.0,0.0
82ce87fffffffff,95.0,0.0,0.0
82ce8ffffffffff,202.0,0.0,0.0
82ce97fffffffff,1108.0,0.0,2.0
82ce9ffffffffff,113.0,0.0,0.0
82ceaffffffffff,65.0,0.0,0.0
