cell_id,Sicalis flaveola,Sicalis flaveola [flaveola Group],Sicalis flaveola pelzelni
8245b7fffffffff,98.0,0.0,0.0
82464ffffffffff,1707.0,0.0,0.0
824cc7fffffffff,492.0,0.0,0.0
824ceffffffffff,488.0,0.0,0.0
825d17fffffffff,7988.0,0.0,0.0
825e67fffffffff,3.0,0.0,0.0
825f0ffffffffff,2.0,0.0,0.0
825f2ffffffffff,18.0,0.0,0.0
825f47fffffffff,176.0,2.0,0.0
825f4ffffffffff,151.0,3.0,0.0
825f5ffffffffff,408.0,0.0,0.0
825f6ffffffffff,11.0,0.0,0.0
825f77fffffffff,26.0,0.0,0.0
826607fffffffff,364.0,0.0,0.0
82660ffffffffff,5120.0,72.0,0.0
826617fffffffff,47.0,0.0,0.0
82661ffffffffff,9916.0,152.0,0.0
826627fffffffff,693.0,30.0,0.0
82662ffffffffff,780.0,4.0,0.0
826637fffffffff,349.0,7.0,0.0
826647fffffffff,17.0,0.0,0.0
826657fffffffff,1504.0,0.0,0.0
82665ffffffffff,3.0,0.0,0.0
826667fffffffff,245.0,1.0,0.0
826677fffffffff,598.0,7.0,0.0
8266a7fffffffff,2616.0,106.0,0.0
8266c7fffffffff,4477.0,36.0,0.0
8266cffffffffff,12.0,0.0,0.0
8266d7fffffffff,2959.0,237.0,0.0
8266dffffffffff,128.0,6.0,0.0
8266e7fffffffff,27237.0,425.0,0.0
8266effffffffff,451.0,0.0,0.0
8266f7fffffffff,12028.0,170.0,0.0
826737fffffffff,47.0,0.0,0.0
826747fffffffff,2664.0,17.0,0.0
82674ffffffffff,6083.0,71.0,0.0
826757fffffffff,5227.0,11.0,0.0
82675ffffffffff,2140.0,8.0,0.0
82676ffffffffff,4.0,0.0,0.0
826777fffffffff,4.0,0.0,0.0
828007fffffffff,11.0,0.0,0.0
82800ffffffffff,6.0,0.0,0.0
828017fffffffff,52.0,0.0,0.0
828037fffffffff,47.0,6.0,0.0
828067fffffffff,2.0,0.0,0.0
828107fffffffff,60.0,3.0,0.0
828117fffffffff,57.0,3.0,0.0
82811ffffffffff,7.0,1.0,0.0
828127fffffffff,163.0,3.0,0.0
82812ffffffffff,70.0,9.0,0.0
828137fffffffff,656.0,35.0,0.0
828147fffffffff,50.0,0.0,0.0
82814ffffffffff,197.0,0.0,0.0
82815ffffffffff,98.0,2.0,0.0
828167fffffffff,16.0,0.0,0.0
828177fffffffff,114.0,0.0,0.0
828187fffffffff,99.0,0.0,0.0
82818ffffffffff,36.0,0.0,0.0
82819ffffffffff,20.0,0.0,0.0
8281a7fffffffff,2.0,0.0,0.0
8281affffffffff,15.0,0.0,0.0
828a37fffffffff,3.0,0.0,0.0
828a47fffffffff,113.0,0.0,0.0
828a9ffffffffff,2.0,0.0,0.0
828ab7fffffffff,3.0,0.0,0.0
828adffffffffff,134.0,0.0,0.0
828b07fffffffff,32.0,0.0,0.0
828b0ffffffffff,204.0,0.0,0.0
828b17fffffffff,2.0,0.0,0.0
828b1ffffffffff,2.0,0.0,0.0
828b27fffffffff,1625.0,0.0,0.0
828b2ffffffffff,523.0,0.0,0.0
828b37fffffffff,80.0,0.0,0.0
828b47fffffffff,437.0,0.0,0.0
828b57fffffffff,2.0,0.0,0.0
828b67fffffffff,1.0,0.0,0.0
828b77fffffffff,74.0,0.0,0.0
828b87fffffffff,4.0,0.0,0.0
828b8ffffffffff,1.0,0.0,0.0
828b9ffffffffff,8.0,0.0,0.0
828ba7fffffffff,98.0,0.0,1.0
828bb7fffffffff,700.0,0.0,40.0
828e47fffffffff,12.0,0.0,0.0
828e67fffffffff,3287.0,0.0,0.0
828e6ffffffffff,4.0,0.0,0.0
828e77fffffffff,3.0,0.0,0.0
828f0ffffffffff,1709.0,167.0,0.0
828f27fffffffff,24.0,0.0,0.0
828f2ffffffffff,2967.0,194.0,0.0
828f47fffffffff,397.0,20.0,0.0
828f57fffffffff,2541.0,0.0,0.0
828f5ffffffffff,25.0,0.0,0.0
828f77fffffffff,732.0,75.0,0.0
82a597fffffffff,284.0,3.0,0.0
82a807fffffffff,1492.0,137.0,13.0
82a80ffffffffff,128.0,0.0,0.0
82a817fffffffff,9272.0,428.0,0.0
82a81ffffffffff,4245.0,59.0,0.0
82a827fffffffff,526.0,0.0,104.0
82a82ffffffffff,219.0,0.0,0.0
82a837fffffffff,1559.0,14.0,76.0
82a847fffffffff,1098.0,0.0,16.0
82a84ffffffffff,15.0,0.0,0.0
82a857fffffffff,430.0,0.0,137.0
82a85ffffffffff,3155.0,0.0,153.0
82a867fffffffff,154.0,0.0,0.0
82a86ffffffffff,70.0,0.0,0.0
82a877fffffffff,137.0,0.0,5.0
82a887fffffffff,1843.0,85.0,0.0
82a88ffffffffff,841.0,38.0,0.0
82a897fffffffff,685.0,65.0,0.0
82a89ffffffffff,41.0,0.0,0.0
82a8a7fffffffff,5519.0,183.0,0.0
82a8affffffffff,2166.0,64.0,0.0
82a8b7fffffffff,100.0,0.0,0.0
82a8c7fffffffff,385.0,6.0,0.0
82a8cffffffffff,23.0,9.0,0.0
82a8d7fffffffff,791.0,110.0,0.0
82a8dffffffffff,237.0,22.0,0.0
82a8e7fffffffff,108.0,0.0,0.0
82a8effffffffff,101.0,1.0,0.0
82a8f7fffffffff,195.0,0.0,0.0
82a907fffffffff,562.0,0.0,0.0
82a90ffffffffff,687.0,0.0,2.0
82a91ffffffffff,1105.0,0.0,276.0
82a927fffffffff,51.0,0.0,0.0
82a92ffffffffff,1370.0,0.0,1.0
82a947fffffffff,3305.0,0.0,3.0
82a94ffffffffff,2778.0,0.0,0.0
82a957fffffffff,2891.0,0.0,19.0
82a95ffffffffff,439.0,0.0,0.0
82a967fffffffff,1655.0,0.0,0.0
82a96ffffffffff,1685.0,0.0,0.0
82a977fffffffff,595.0,0.0,0.0
82b20ffffffffff,36.0,0.0,0.0
82b22ffffffffff,7.0,0.0,0.0
82b247fffffffff,1015.0,0.0,0.0
82b24ffffffffff,1342.0,0.0,0.0
82b257fffffffff,76.0,0.0,0.0
82b25ffffffffff,1853.0,0.0,0.0
82b267fffffffff,854.0,0.0,0.0
82b26ffffffffff,489.0,0.0,0.0
82b277fffffffff,369.0,0.0,0.0
82b2dffffffffff,5.0,0.0,0.0
82b2e7fffffffff,119.0,0.0,0.0
82b2effffffffff,358.0,0.0,0.0
82b327fffffffff,37.0,0.0,0.0
82b32ffffffffff,76.0,0.0,0.0
82b347fffffffff,818.0,0.0,0.0
82b34ffffffffff,318.0,0.0,0.0
82b357fffffffff,827.0,0.0,0.0
