cell_id,Certhia americana,Certhia americana [occidentalis Group],Certhia americana montana/idahoensis,Certhia americana americana/nigrescens,Certhia americana albescens/alticola,Certhia americana pernigra,Certhia americana extima
830c41fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,8.0,3.0,0.0,0.0,0.0,0.0,0.0
830c74fffffffff,6.0,4.0,0.0,0.0,0.0,0.0,0.0
830cecfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e62fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
831230fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831253fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ccfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d8fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83139cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa6fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,6.0,0.0,0.0,4.0,0.0,0.0,0.0
832608fffffffff,10.0,0.0,0.0,2.0,0.0,0.0,0.0
83260bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,33.0,0.0,0.0,33.0,0.0,0.0,0.0
832611fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832612fffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0
832613fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832628fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832629fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832635fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832640fffffffff,19.0,0.0,0.0,1.0,0.0,0.0,0.0
832641fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832642fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832643fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832644fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
832648fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832649fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83264bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,12.0,0.0,0.0,3.0,0.0,0.0,0.0
83264efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832654fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83265afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83265dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83265efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832662fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832663fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0
832665fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832666fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
832668fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
832669fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83266dfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832675fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,12.0,0.0,12.0,0.0,0.0,0.0,0.0
832681fffffffff,41.0,0.0,13.0,0.0,0.0,0.0,0.0
832683fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832685fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,26.0,0.0,8.0,3.0,0.0,0.0,0.0
832689fffffffff,6.0,0.0,1.0,5.0,0.0,0.0,0.0
83268afffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
83268bfffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
83268cfffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
83268dfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
83268efffffffff,10.0,0.0,4.0,0.0,0.0,0.0,0.0
832690fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832692fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832694fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
832695fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0
832698fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
83269efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a2fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8326a5fffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
8326a8fffffffff,13.0,0.0,2.0,4.0,0.0,0.0,0.0
8326a9fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8326aafffffffff,65.0,0.0,12.0,2.0,0.0,0.0,0.0
8326abfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8326acfffffffff,9.0,0.0,2.0,0.0,0.0,0.0,0.0
8326adfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8326b5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8326c2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326c8fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326cbfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8326ccfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8326cdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326d3fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8326d4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8326d5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326d6fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8326dafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326dbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326defffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8326e0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8326e4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326e5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326e8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326edfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8326eefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326f1fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8326f2fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
832700fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
