cell_id,Aramides cajaneus,Aramides cajaneus cajaneus,Aramides cajaneus avicenniae
836628fffffffff,4.0,0.0,0.0
836629fffffffff,2.0,0.0,0.0
83662bfffffffff,11.0,0.0,0.0
83662cfffffffff,7.0,0.0,0.0
83662dfffffffff,2.0,0.0,0.0
83662efffffffff,4.0,0.0,0.0
836631fffffffff,128.0,0.0,0.0
836641fffffffff,36.0,0.0,0.0
836644fffffffff,6.0,0.0,0.0
836650fffffffff,8.0,0.0,0.0
836652fffffffff,88.0,0.0,0.0
836654fffffffff,189.0,0.0,0.0
836656fffffffff,229.0,0.0,0.0
83665afffffffff,2.0,0.0,0.0
83665bfffffffff,4.0,0.0,0.0
83665efffffffff,4.0,0.0,0.0
836660fffffffff,7.0,0.0,0.0
836663fffffffff,12.0,0.0,0.0
836664fffffffff,38.0,0.0,0.0
836666fffffffff,2.0,0.0,0.0
83666efffffffff,6.0,0.0,0.0
836670fffffffff,22.0,0.0,0.0
836671fffffffff,7.0,0.0,0.0
836672fffffffff,292.0,0.0,0.0
836673fffffffff,31.0,0.0,0.0
836674fffffffff,5.0,0.0,0.0
836675fffffffff,120.0,0.0,0.0
836676fffffffff,9.0,0.0,0.0
836684fffffffff,38.0,0.0,0.0
8366a0fffffffff,1626.0,0.0,0.0
8366a1fffffffff,147.0,0.0,0.0
8366a2fffffffff,19.0,0.0,0.0
8366a3fffffffff,136.0,0.0,0.0
8366a5fffffffff,1222.0,0.0,0.0
8366a6fffffffff,390.0,0.0,0.0
8366aefffffffff,7.0,0.0,0.0
8366b0fffffffff,1778.0,0.0,0.0
8366b1fffffffff,24.0,0.0,0.0
8366b4fffffffff,1939.0,0.0,0.0
8366b5fffffffff,3203.0,0.0,0.0
8366b6fffffffff,425.0,0.0,0.0
8366c0fffffffff,75.0,2.0,0.0
8366c1fffffffff,10.0,0.0,0.0
8366c2fffffffff,410.0,0.0,0.0
8366c4fffffffff,411.0,0.0,0.0
8366c5fffffffff,44.0,0.0,0.0
8366c6fffffffff,550.0,13.0,0.0
8366cefffffffff,49.0,0.0,0.0
8366d1fffffffff,15.0,0.0,0.0
8366d4fffffffff,5.0,0.0,0.0
8366d8fffffffff,9.0,0.0,0.0
8366dbfffffffff,13.0,0.0,0.0
8366dcfffffffff,154.0,7.0,0.0
8366ddfffffffff,11.0,1.0,0.0
8366defffffffff,97.0,10.0,0.0
8366e0fffffffff,744.0,5.0,0.0
8366e1fffffffff,345.0,2.0,0.0
8366e2fffffffff,151.0,3.0,0.0
8366e3fffffffff,68.0,0.0,0.0
8366e4fffffffff,382.0,2.0,0.0
8366e5fffffffff,1588.0,4.0,0.0
8366e6fffffffff,1700.0,41.0,0.0
8366e8fffffffff,2.0,0.0,0.0
8366ecfffffffff,140.0,0.0,0.0
8366eefffffffff,131.0,1.0,0.0
8366f0fffffffff,12.0,0.0,0.0
8366f1fffffffff,815.0,3.0,0.0
8366f3fffffffff,1.0,0.0,0.0
8366f5fffffffff,891.0,11.0,0.0
836741fffffffff,324.0,5.0,0.0
836742fffffffff,69.0,2.0,0.0
836743fffffffff,160.0,1.0,0.0
83674afffffffff,95.0,12.0,0.0
83674cfffffffff,113.0,0.0,0.0
83674efffffffff,136.0,6.0,0.0
836751fffffffff,33.0,0.0,0.0
836752fffffffff,7.0,0.0,0.0
836753fffffffff,38.0,0.0,0.0
836755fffffffff,17.0,0.0,0.0
836758fffffffff,2.0,0.0,0.0
836759fffffffff,88.0,3.0,0.0
83675afffffffff,27.0,0.0,0.0
83675bfffffffff,20.0,3.0,0.0
83675cfffffffff,37.0,0.0,0.0
83675dfffffffff,9.0,0.0,0.0
83675efffffffff,17.0,0.0,0.0
83678bfffffffff,5.0,0.0,0.0
83679bfffffffff,202.0,0.0,0.0
836d69fffffffff,2603.0,0.0,0.0
836d6bfffffffff,89.0,0.0,0.0
838002fffffffff,2.0,0.0,0.0
838005fffffffff,1.0,0.0,0.0
838008fffffffff,4.0,0.0,0.0
83800cfffffffff,2.0,0.0,0.0
838010fffffffff,140.0,4.0,0.0
838011fffffffff,14.0,0.0,0.0
838014fffffffff,44.0,1.0,0.0
838016fffffffff,2.0,0.0,0.0
83801cfffffffff,2.0,0.0,0.0
83802bfffffffff,4.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0
838030fffffffff,70.0,10.0,0.0
838032fffffffff,1.0,0.0,0.0
838036fffffffff,18.0,0.0,0.0
838040fffffffff,6.0,0.0,0.0
838044fffffffff,27.0,0.0,0.0
838046fffffffff,1.0,0.0,0.0
838048fffffffff,13.0,0.0,0.0
838054fffffffff,8.0,0.0,0.0
838061fffffffff,2.0,0.0,0.0
838071fffffffff,2.0,0.0,0.0
838073fffffffff,3.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0
838102fffffffff,4.0,0.0,0.0
838104fffffffff,5.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0
838116fffffffff,8.0,0.0,0.0
838121fffffffff,16.0,0.0,0.0
838123fffffffff,2.0,0.0,0.0
838124fffffffff,56.0,3.0,0.0
838132fffffffff,2.0,0.0,0.0
838136fffffffff,3.0,0.0,0.0
838140fffffffff,11.0,0.0,0.0
838143fffffffff,1.0,0.0,0.0
838144fffffffff,5.0,0.0,0.0
838145fffffffff,26.0,0.0,0.0
838146fffffffff,7.0,0.0,0.0
83814afffffffff,11.0,0.0,0.0
83814dfffffffff,40.0,0.0,0.0
83814efffffffff,8.0,0.0,0.0
838150fffffffff,2.0,0.0,0.0
83815afffffffff,1.0,0.0,0.0
83815dfffffffff,45.0,0.0,0.0
838160fffffffff,1.0,0.0,0.0
838162fffffffff,21.0,0.0,0.0
838163fffffffff,64.0,2.0,0.0
838171fffffffff,23.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0
838180fffffffff,11.0,1.0,0.0
838181fffffffff,40.0,2.0,0.0
838183fffffffff,55.0,0.0,0.0
838185fffffffff,36.0,9.0,0.0
83818bfffffffff,1.0,0.0,0.0
83818dfffffffff,4.0,0.0,0.0
83818efffffffff,5.0,0.0,0.0
838199fffffffff,3.0,0.0,0.0
83819dfffffffff,5.0,0.0,0.0
838a00fffffffff,1.0,0.0,0.0
838a05fffffffff,5.0,0.0,0.0
838a10fffffffff,2.0,0.0,0.0
838a21fffffffff,2.0,0.0,0.0
838a24fffffffff,1.0,1.0,0.0
838a25fffffffff,4.0,0.0,0.0
838a31fffffffff,4.0,0.0,0.0
838a33fffffffff,4.0,3.0,0.0
838a45fffffffff,20.0,0.0,0.0
838a63fffffffff,2.0,0.0,0.0
838a68fffffffff,3.0,0.0,0.0
838a69fffffffff,30.0,0.0,0.0
838a6dfffffffff,129.0,0.0,0.0
838a70fffffffff,7.0,0.0,0.0
838a80fffffffff,4.0,0.0,0.0
838a82fffffffff,1.0,0.0,0.0
838a8cfffffffff,22.0,0.0,0.0
838a9cfffffffff,8.0,0.0,0.0
838a9dfffffffff,4.0,0.0,0.0
838aa8fffffffff,1.0,0.0,0.0
838aa9fffffffff,2.0,0.0,0.0
838aaafffffffff,8.0,0.0,0.0
838aabfffffffff,18.0,2.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ad1fffffffff,9.0,0.0,0.0
838ad8fffffffff,3.0,0.0,0.0
838adafffffffff,2.0,0.0,0.0
838adcfffffffff,2.0,0.0,0.0
838ae5fffffffff,6.0,0.0,0.0
838af0fffffffff,14.0,1.0,0.0
838af1fffffffff,3.0,0.0,0.0
838af4fffffffff,8.0,0.0,0.0
838af6fffffffff,74.0,18.0,0.0
838b00fffffffff,10.0,0.0,0.0
838b04fffffffff,5.0,0.0,0.0
838b05fffffffff,11.0,0.0,0.0
838b06fffffffff,5.0,0.0,0.0
838b08fffffffff,1.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0cfffffffff,104.0,0.0,0.0
838b0dfffffffff,135.0,0.0,0.0
838b0efffffffff,3.0,0.0,0.0
838b10fffffffff,7.0,0.0,0.0
838b11fffffffff,5.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0
838b1efffffffff,6.0,0.0,0.0
838b20fffffffff,39.0,0.0,0.0
838b21fffffffff,7.0,0.0,0.0
838b22fffffffff,345.0,0.0,0.0
838b23fffffffff,17.0,0.0,0.0
838b24fffffffff,2.0,0.0,0.0
838b26fffffffff,9.0,0.0,0.0
838b2afffffffff,76.0,0.0,0.0
838b2bfffffffff,8.0,0.0,0.0
838b2cfffffffff,4.0,0.0,0.0
838b2dfffffffff,2.0,0.0,0.0
838b2efffffffff,6.0,0.0,0.0
838b31fffffffff,50.0,0.0,0.0
838b34fffffffff,12.0,0.0,0.0
838b36fffffffff,5.0,0.0,0.0
838b40fffffffff,16.0,0.0,0.0
838b42fffffffff,11.0,0.0,0.0
838b44fffffffff,138.0,9.0,0.0
838b45fffffffff,5.0,0.0,0.0
838b46fffffffff,3.0,0.0,0.0
838b4efffffffff,3.0,3.0,0.0
838b51fffffffff,13.0,4.0,0.0
838b52fffffffff,4.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0
838b56fffffffff,14.0,0.0,0.0
838b5cfffffffff,11.0,2.0,0.0
838b5dfffffffff,2.0,0.0,0.0
838b61fffffffff,701.0,18.0,0.0
838b62fffffffff,13.0,0.0,0.0
838b63fffffffff,165.0,0.0,0.0
838b69fffffffff,10.0,0.0,0.0
838b6cfffffffff,4.0,0.0,0.0
838b6efffffffff,81.0,0.0,0.0
838b71fffffffff,351.0,3.0,0.0
838b72fffffffff,5.0,0.0,0.0
838b74fffffffff,21.0,0.0,0.0
838b75fffffffff,7.0,0.0,0.0
838b76fffffffff,70.0,0.0,0.0
838b84fffffffff,4.0,0.0,0.0
838b88fffffffff,5.0,0.0,0.0
838b99fffffffff,7.0,0.0,0.0
838b9dfffffffff,77.0,2.0,0.0
838ba0fffffffff,6.0,0.0,0.0
838ba4fffffffff,2.0,0.0,0.0
838ba6fffffffff,62.0,0.0,0.0
838bb5fffffffff,44.0,6.0,0.0
838e64fffffffff,48.0,0.0,0.0
838e65fffffffff,25.0,0.0,0.0
838f40fffffffff,66.0,0.0,0.0
838f43fffffffff,7.0,0.0,0.0
838f46fffffffff,81.0,5.0,0.0
838f48fffffffff,21.0,0.0,0.0
838f4afffffffff,13.0,0.0,0.0
838f4bfffffffff,9.0,0.0,0.0
838f4cfffffffff,4.0,0.0,0.0
838f5dfffffffff,6.0,0.0,0.0
838f61fffffffff,36.0,0.0,0.0
838f65fffffffff,3.0,0.0,0.0
838f6bfffffffff,16.0,8.0,0.0
838f6efffffffff,11.0,0.0,0.0
838f71fffffffff,2.0,0.0,0.0
838f74fffffffff,4.0,0.0,0.0
83a596fffffffff,4.0,0.0,0.0
83a801fffffffff,6.0,0.0,0.0
83a803fffffffff,1.0,0.0,0.0
83a806fffffffff,6.0,0.0,0.0
83a80afffffffff,2.0,0.0,0.0
83a80bfffffffff,2.0,0.0,0.0
83a80cfffffffff,3.0,0.0,0.0
83a80efffffffff,12.0,0.0,0.0
83a810fffffffff,219.0,0.0,0.0
83a811fffffffff,99.0,0.0,0.0
83a812fffffffff,63.0,0.0,0.0
83a813fffffffff,163.0,0.0,0.0
83a814fffffffff,116.0,0.0,0.0
83a815fffffffff,25.0,0.0,0.0
83a816fffffffff,27.0,0.0,0.0
83a818fffffffff,95.0,0.0,0.0
83a819fffffffff,45.0,0.0,0.0
83a81afffffffff,18.0,0.0,0.0
83a81bfffffffff,34.0,0.0,0.0
83a81cfffffffff,64.0,0.0,0.0
83a81dfffffffff,10.0,0.0,0.0
83a81efffffffff,416.0,0.0,0.0
83a829fffffffff,14.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0
83a831fffffffff,70.0,3.0,0.0
83a833fffffffff,89.0,0.0,0.0
83a835fffffffff,57.0,1.0,0.0
83a840fffffffff,386.0,7.0,0.0
83a841fffffffff,28.0,0.0,0.0
83a842fffffffff,47.0,0.0,0.0
83a843fffffffff,2.0,0.0,0.0
83a844fffffffff,52.0,1.0,0.0
83a845fffffffff,8.0,0.0,0.0
83a846fffffffff,284.0,26.0,0.0
83a849fffffffff,2.0,0.0,0.0
83a84afffffffff,11.0,0.0,0.0
83a84bfffffffff,1.0,0.0,0.0
83a84efffffffff,11.0,0.0,0.0
83a851fffffffff,2.0,0.0,0.0
83a853fffffffff,2.0,0.0,0.0
83a855fffffffff,47.0,1.0,0.0
83a859fffffffff,2695.0,119.0,0.0
83a85bfffffffff,29.0,0.0,0.0
83a85dfffffffff,815.0,32.0,0.0
83a860fffffffff,16.0,0.0,0.0
83a862fffffffff,12.0,0.0,0.0
83a863fffffffff,7.0,0.0,0.0
83a864fffffffff,10.0,0.0,0.0
83a866fffffffff,4.0,0.0,0.0
83a86bfffffffff,4.0,0.0,0.0
83a86dfffffffff,2.0,0.0,0.0
83a86efffffffff,9.0,0.0,0.0
83a870fffffffff,7.0,0.0,0.0
83a871fffffffff,5.0,0.0,0.0
83a873fffffffff,32.0,6.0,0.0
83a874fffffffff,2.0,0.0,0.0
83a875fffffffff,3.0,0.0,0.0
83a876fffffffff,7.0,0.0,0.0
83a881fffffffff,45.0,9.0,0.0
83a882fffffffff,5.0,0.0,0.0
83a884fffffffff,6.0,0.0,0.0
83a886fffffffff,4.0,0.0,0.0
83a888fffffffff,4.0,0.0,0.0
83a889fffffffff,4.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88bfffffffff,12.0,0.0,0.0
83a88cfffffffff,39.0,1.0,0.0
83a88dfffffffff,92.0,0.0,0.0
83a88efffffffff,1.0,0.0,0.0
83a891fffffffff,18.0,4.0,0.0
83a895fffffffff,31.0,6.0,0.0
83a89bfffffffff,2.0,0.0,0.0
83a8a0fffffffff,442.0,2.0,0.0
83a8a1fffffffff,172.0,3.0,0.0
83a8a2fffffffff,150.0,0.0,0.0
83a8a3fffffffff,2.0,0.0,0.0
83a8a5fffffffff,8.0,0.0,0.0
83a8a8fffffffff,4.0,0.0,0.0
83a8a9fffffffff,148.0,15.0,0.0
83a8aafffffffff,2.0,0.0,0.0
83a8abfffffffff,2.0,0.0,0.0
83a8acfffffffff,3.0,0.0,0.0
83a8b1fffffffff,21.0,0.0,0.0
83a8c0fffffffff,53.0,2.0,0.0
83a8c2fffffffff,82.0,35.0,0.0
83a8c4fffffffff,12.0,0.0,0.0
83a8c6fffffffff,7.0,0.0,0.0
83a8c9fffffffff,8.0,8.0,0.0
83a8ccfffffffff,1.0,1.0,0.0
83a8cefffffffff,2.0,0.0,0.0
83a8d0fffffffff,2.0,0.0,0.0
83a8d1fffffffff,81.0,6.0,0.0
83a8d4fffffffff,4.0,0.0,0.0
83a8d5fffffffff,1.0,0.0,0.0
83a8d6fffffffff,2.0,0.0,0.0
83a8dcfffffffff,1.0,0.0,0.0
83a8ddfffffffff,4.0,0.0,0.0
83a8defffffffff,47.0,0.0,0.0
83a8e0fffffffff,3.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e5fffffffff,4.0,0.0,0.0
83a8e6fffffffff,3.0,0.0,0.0
83a8eafffffffff,4.0,0.0,0.0
83a8ebfffffffff,1.0,0.0,0.0
83a8ecfffffffff,11.0,0.0,0.0
83a8f0fffffffff,3.0,0.0,0.0
83a8f4fffffffff,33.0,0.0,0.0
83a8f5fffffffff,11.0,0.0,0.0
83a8f6fffffffff,5.0,0.0,0.0
83a901fffffffff,76.0,2.0,0.0
83a903fffffffff,1.0,0.0,0.0
83a905fffffffff,28.0,0.0,0.0
83a90cfffffffff,1.0,0.0,0.0
83a90efffffffff,3.0,0.0,0.0
83a919fffffffff,3.0,0.0,0.0
83a91bfffffffff,113.0,0.0,0.0
83a921fffffffff,6.0,0.0,0.0
83a929fffffffff,6.0,0.0,0.0
83a92afffffffff,4.0,0.0,0.0
83a92bfffffffff,2.0,0.0,0.0
83a92cfffffffff,166.0,0.0,0.0
83a92dfffffffff,3.0,0.0,0.0
83a92efffffffff,71.0,1.0,0.0
83a940fffffffff,15.0,0.0,0.0
83a941fffffffff,78.0,0.0,0.0
83a942fffffffff,4.0,0.0,0.0
83a943fffffffff,43.0,0.0,0.0
83a944fffffffff,76.0,0.0,0.0
83a945fffffffff,37.0,0.0,0.0
83a946fffffffff,161.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0
83a94bfffffffff,2.0,0.0,0.0
83a94cfffffffff,82.0,0.0,0.0
83a94dfffffffff,12.0,0.0,0.0
83a94efffffffff,254.0,0.0,0.0
83a953fffffffff,2.0,0.0,0.0
83a955fffffffff,8.0,0.0,0.0
83a959fffffffff,4.0,0.0,0.0
83a95afffffffff,8.0,0.0,0.0
83a95cfffffffff,16.0,0.0,0.0
83a95dfffffffff,28.0,0.0,0.0
83a960fffffffff,3.0,0.0,0.0
83a961fffffffff,18.0,0.0,0.0
83a962fffffffff,47.0,0.0,0.0
83a963fffffffff,21.0,0.0,0.0
83a964fffffffff,68.0,0.0,0.0
83a966fffffffff,1.0,0.0,0.0
83a968fffffffff,26.0,0.0,0.0
83a96afffffffff,112.0,0.0,0.0
83a96bfffffffff,2.0,0.0,0.0
83a96efffffffff,37.0,0.0,0.0
83a971fffffffff,41.0,0.0,0.0
83a973fffffffff,16.0,0.0,0.0
83a975fffffffff,4.0,0.0,0.0
83b241fffffffff,1.0,0.0,0.0
83b242fffffffff,1.0,0.0,0.0
83b243fffffffff,85.0,0.0,0.0
83b24efffffffff,8.0,0.0,0.0
83b251fffffffff,3.0,0.0,0.0
83b258fffffffff,9.0,0.0,0.0
83b259fffffffff,17.0,0.0,0.0
83b25bfffffffff,2.0,0.0,0.0
83b25cfffffffff,44.0,0.0,0.0
83b25dfffffffff,65.0,0.0,0.0
83b25efffffffff,4.0,0.0,0.0
83b262fffffffff,15.0,0.0,0.0
83b266fffffffff,2.0,0.0,0.0
83b268fffffffff,2.0,0.0,0.0
83b26dfffffffff,14.0,0.0,0.0
83b270fffffffff,77.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0
83b274fffffffff,12.0,0.0,0.0
83b275fffffffff,12.0,0.0,0.0
83b276fffffffff,3.0,0.0,0.0
83b324fffffffff,2.0,0.0,0.0
83b325fffffffff,3.0,0.0,0.0
83b340fffffffff,34.0,0.0,0.0
83b342fffffffff,352.0,0.0,0.0
83b343fffffffff,13.0,0.0,0.0
83b344fffffffff,54.0,0.0,0.0
83b346fffffffff,108.0,0.0,0.0
83b349fffffffff,2.0,0.0,0.0
83b34dfffffffff,2.0,0.0,0.0
83b351fffffffff,403.0,0.0,0.0
83b358fffffffff,63.0,0.0,0.0
83b35afffffffff,27.0,0.0,0.0
83b35bfffffffff,73.0,0.0,0.0
83b35cfffffffff,204.0,0.0,0.0
83b35dfffffffff,2.0,0.0,0.0
83b35efffffffff,579.0,0.0,0.0
83b362fffffffff,2.0,0.0,0.0
83b366fffffffff,30.0,0.0,0.0
83b368fffffffff,6.0,0.0,0.0
83b36bfffffffff,1.0,0.0,0.0
83b36dfffffffff,3.0,0.0,0.0
83c205fffffffff,7.0,0.0,0.0
83c218fffffffff,6.0,0.0,0.0
83c21bfffffffff,47.0,0.0,0.0
83c21dfffffffff,26.0,0.0,0.0
83c22efffffffff,2.0,0.0,0.0
83c2c0fffffffff,5.0,0.0,0.0
83c2c1fffffffff,76.0,0.0,0.0
83c2c2fffffffff,2.0,0.0,0.0
83c2c3fffffffff,3.0,0.0,0.0
83c2c4fffffffff,6.0,0.0,0.0
83c2c5fffffffff,48.0,0.0,0.0
83c2c6fffffffff,1.0,0.0,0.0
83c2c9fffffffff,3.0,0.0,0.0
83c2cafffffffff,24.0,0.0,0.0
83c2cbfffffffff,41.0,0.0,0.0
83c2cefffffffff,62.0,0.0,0.0
83c2d0fffffffff,15.0,0.0,0.0
83c2d1fffffffff,5.0,0.0,0.0
83c2d2fffffffff,5.0,0.0,0.0
83c2d3fffffffff,22.0,0.0,0.0
83c2d4fffffffff,25.0,2.0,0.0
83c2d5fffffffff,2.0,0.0,0.0
83c2d6fffffffff,52.0,2.0,0.0
83c2d8fffffffff,16.0,0.0,0.0
83c2d9fffffffff,51.0,0.0,0.0
83c2dafffffffff,1.0,0.0,0.0
83c2dbfffffffff,5.0,0.0,0.0
83c2ddfffffffff,1.0,0.0,0.0
83c2defffffffff,5.0,0.0,0.0
83c2e0fffffffff,1.0,0.0,0.0
83c2e1fffffffff,3.0,0.0,0.0
83c2e2fffffffff,278.0,0.0,0.0
83c2e3fffffffff,1681.0,12.0,0.0
83c2e6fffffffff,4.0,0.0,0.0
83c2e8fffffffff,2.0,0.0,0.0
83c2ecfffffffff,2.0,0.0,0.0
83c2eefffffffff,32.0,0.0,0.0
83c2f1fffffffff,369.0,0.0,0.0
83c2f2fffffffff,158.0,0.0,0.0
83c2f3fffffffff,222.0,1.0,0.0
