cell_id,Spizella breweri,Spizella breweri breweri,Spizella breweri taverneri
8426961ffffffff,33.0,0.0,0.0
8426963ffffffff,16.0,0.0,0.0
8426969ffffffff,30.0,0.0,0.0
842696bffffffff,12.0,0.0,0.0
8426981ffffffff,11.0,0.0,0.0
8426985ffffffff,16.0,4.0,0.0
8426987ffffffff,7.0,0.0,0.0
8426989ffffffff,14.0,2.0,0.0
842698dffffffff,21.0,0.0,0.0
8426995ffffffff,4.0,0.0,0.0
8426997ffffffff,2.0,0.0,0.0
842699bffffffff,1.0,0.0,0.0
842699dffffffff,2.0,0.0,0.0
84269a9ffffffff,2.0,0.0,0.0
84269abffffffff,3.0,0.0,0.0
84269adffffffff,1.0,0.0,0.0
84269c1ffffffff,4.0,0.0,0.0
84269c5ffffffff,2.0,0.0,0.0
84269cdffffffff,4.0,0.0,0.0
84269d1ffffffff,2.0,0.0,0.0
84269d5ffffffff,8.0,0.0,0.0
84269dbffffffff,4.0,0.0,0.0
84269e1ffffffff,2.0,0.0,0.0
84269e3ffffffff,3.0,0.0,0.0
84269e9ffffffff,3.0,0.0,0.0
84269ebffffffff,2.0,0.0,0.0
8426a19ffffffff,4.0,0.0,0.0
8426a53ffffffff,4.0,0.0,0.0
8426a69ffffffff,3.0,0.0,0.0
8426a85ffffffff,2.0,0.0,0.0
8426a87ffffffff,2.0,0.0,0.0
8426a8dffffffff,5.0,0.0,0.0
8426aa5ffffffff,11.0,0.0,0.0
8426aa7ffffffff,6.0,0.0,0.0
8426aa9ffffffff,28.0,0.0,0.0
8426aabffffffff,1.0,0.0,0.0
8426aadffffffff,12.0,0.0,0.0
8426ab3ffffffff,1.0,0.0,0.0
8426ab7ffffffff,2.0,0.0,0.0
8426abbffffffff,1.0,0.0,0.0
8426ae3ffffffff,19.0,0.0,0.0
8426ae9ffffffff,4.0,0.0,0.0
8426aebffffffff,4.0,0.0,0.0
8426b23ffffffff,1.0,0.0,0.0
8426b27ffffffff,1.0,0.0,0.0
8426b33ffffffff,2.0,0.0,0.0
8426b3dffffffff,2.0,0.0,0.0
8426b69ffffffff,2.0,0.0,0.0
8426b6dffffffff,3.0,0.0,0.0
8426d05ffffffff,2.0,0.0,0.0
8426d29ffffffff,3.0,0.0,0.0
8426d37ffffffff,1.0,0.0,0.0
8426d41ffffffff,3.0,0.0,0.0
8426d45ffffffff,9.0,0.0,0.0
8426d49ffffffff,18.0,0.0,0.0
8426d4bffffffff,15.0,0.0,0.0
8426d4dffffffff,4.0,0.0,0.0
8426d57ffffffff,1.0,0.0,0.0
8426d59ffffffff,1.0,0.0,0.0
8426d95ffffffff,7.0,0.0,0.0
8426da9ffffffff,3.0,0.0,0.0
8426dadffffffff,5.0,0.0,0.0
8426dc7ffffffff,4.0,0.0,0.0
8426de3ffffffff,1.0,0.0,0.0
8426de5ffffffff,2.0,0.0,0.0
8426de7ffffffff,22.0,0.0,0.0
8426ed7ffffffff,4.0,0.0,0.0
8426f07ffffffff,1.0,0.0,0.0
8426f0bffffffff,1.0,0.0,0.0
8426f1bffffffff,2.0,0.0,0.0
8426f25ffffffff,6.0,4.0,0.0
8426f2bffffffff,3.0,0.0,0.0
8426f2dffffffff,4.0,0.0,0.0
8426f35ffffffff,2.0,0.0,0.0
8426f49ffffffff,2.0,0.0,0.0
8426f4bffffffff,2.0,0.0,0.0
8426f55ffffffff,3.0,0.0,0.0
8426f63ffffffff,2.0,0.0,0.0
842713bffffffff,2.0,0.0,0.0
8427409ffffffff,2.0,0.0,0.0
842770dffffffff,1.0,0.0,0.0
8427801ffffffff,1.0,0.0,0.0
8427841ffffffff,4.0,0.0,0.0
842784dffffffff,2.0,0.0,0.0
8427867ffffffff,2.0,0.0,0.0
8427889ffffffff,2.0,0.0,0.0
842788dffffffff,36.0,0.0,0.0
84278c7ffffffff,7.0,0.0,0.0
84278c9ffffffff,4.0,0.0,0.0
8427919ffffffff,2.0,0.0,0.0
8427927ffffffff,3.0,0.0,0.0
8427937ffffffff,3.0,2.0,0.0
84279abffffffff,2.0,2.0,0.0
8427b13ffffffff,5.0,0.0,0.0
8427b23ffffffff,2.0,2.0,0.0
8427b27ffffffff,1.0,0.0,0.0
8427b31ffffffff,3.0,0.0,0.0
8427b35ffffffff,23.0,4.0,0.0
8427b3bffffffff,1.0,0.0,0.0
8427b3dffffffff,2.0,2.0,0.0
8427b65ffffffff,2.0,0.0,0.0
8428023ffffffff,4.0,1.0,0.0
842802bffffffff,18.0,1.0,0.0
8428069ffffffff,4.0,0.0,0.0
842806bffffffff,1.0,0.0,0.0
8428103ffffffff,4.0,0.0,0.0
8428109ffffffff,2.0,0.0,0.0
842810bffffffff,8.0,0.0,0.0
8428117ffffffff,2.0,0.0,0.0
8428131ffffffff,5.0,0.0,0.0
8428133ffffffff,2.0,0.0,0.0
842813bffffffff,23.0,0.0,0.0
8428141ffffffff,2.0,0.0,0.0
8428143ffffffff,4.0,0.0,0.0
842814bffffffff,15.0,0.0,0.0
842819dffffffff,6.0,0.0,0.0
84281a5ffffffff,7.0,0.0,0.0
84281a7ffffffff,2.0,0.0,0.0
84281b1ffffffff,2.0,0.0,0.0
84281b3ffffffff,8.0,0.0,0.0
84281b5ffffffff,23.0,0.0,0.0
84281c7ffffffff,2.0,0.0,0.0
84281c9ffffffff,8.0,0.0,0.0
84281e1ffffffff,4.0,0.0,0.0
84281e5ffffffff,8.0,0.0,0.0
84281e9ffffffff,42.0,0.0,0.0
84281ebffffffff,13.0,0.0,0.0
8428301ffffffff,4.0,0.0,0.0
8428307ffffffff,1.0,0.0,0.0
8428309ffffffff,62.0,0.0,0.0
842830bffffffff,12.0,0.0,0.0
842830dffffffff,2.0,0.0,0.0
842831dffffffff,2.0,0.0,0.0
8428321ffffffff,20.0,0.0,0.0
8428323ffffffff,3.0,0.0,0.0
8428329ffffffff,59.0,2.0,0.0
842832bffffffff,18.0,0.0,0.0
8428335ffffffff,2.0,0.0,0.0
8428337ffffffff,1.0,0.0,0.0
8428341ffffffff,46.0,0.0,0.0
8428343ffffffff,6.0,0.0,0.0
8428347ffffffff,6.0,0.0,0.0
842834dffffffff,22.0,1.0,0.0
8428355ffffffff,37.0,9.0,1.0
8428357ffffffff,26.0,1.0,0.0
8428361ffffffff,19.0,0.0,0.0
8428363ffffffff,2.0,0.0,0.0
8428367ffffffff,10.0,0.0,0.0
8428811ffffffff,1.0,0.0,0.0
8428813ffffffff,6.0,0.0,0.0
8428819ffffffff,3.0,0.0,0.0
842881bffffffff,2.0,0.0,0.0
8428839ffffffff,1.0,0.0,0.0
842883bffffffff,2.0,0.0,0.0
8428841ffffffff,13.0,0.0,0.0
8428843ffffffff,1.0,0.0,0.0
8428845ffffffff,2.0,0.0,0.0
8428847ffffffff,12.0,0.0,0.0
8428849ffffffff,2.0,0.0,0.0
842884bffffffff,2.0,0.0,0.0
8428857ffffffff,1.0,0.0,0.0
842885dffffffff,2.0,0.0,0.0
8428861ffffffff,3.0,0.0,0.0
8428891ffffffff,3.0,0.0,0.0
8428893ffffffff,4.0,0.0,0.0
8428895ffffffff,2.0,0.0,0.0
842889bffffffff,1.0,0.0,0.0
84288adffffffff,4.0,0.0,0.0
84288c5ffffffff,4.0,0.0,0.0
84288edffffffff,1.0,0.0,0.0
842890dffffffff,1.0,0.0,0.0
8428935ffffffff,2.0,0.0,0.0
842893dffffffff,5.0,0.0,0.0
8428941ffffffff,7.0,0.0,0.0
8428947ffffffff,2.0,0.0,0.0
8428949ffffffff,3.0,0.0,0.0
842895dffffffff,2.0,0.0,0.0
842898dffffffff,1.0,0.0,0.0
84289c3ffffffff,2.0,0.0,0.0
84289e7ffffffff,2.0,0.0,0.0
8428a13ffffffff,4.0,0.0,0.0
8428a21ffffffff,4.0,0.0,0.0
8428a23ffffffff,5.0,0.0,0.0
8428a29ffffffff,5.0,0.0,0.0
8428a37ffffffff,2.0,0.0,0.0
8428a93ffffffff,2.0,0.0,0.0
8428a9dffffffff,6.0,0.0,0.0
8428aa5ffffffff,12.0,0.0,0.0
8428aabffffffff,8.0,0.0,0.0
8428aadffffffff,2.0,0.0,0.0
8428ac7ffffffff,2.0,2.0,0.0
8428ad7ffffffff,10.0,2.0,0.0
8428ad9ffffffff,6.0,0.0,0.0
8428adbffffffff,14.0,0.0,0.0
8428ae1ffffffff,2.0,0.0,0.0
8428ae3ffffffff,2.0,0.0,0.0
8428ae9ffffffff,6.0,0.0,0.0
8428aebffffffff,2.0,0.0,0.0
8428b09ffffffff,1.0,0.0,0.0
8428b13ffffffff,2.0,0.0,0.0
8428b35ffffffff,2.0,0.0,0.0
8428b3bffffffff,2.0,0.0,0.0
8428b63ffffffff,1.0,0.0,0.0
8428b69ffffffff,2.0,0.0,0.0
8428b6dffffffff,13.0,2.0,0.0
8428d01ffffffff,2.0,0.0,0.0
8428d07ffffffff,9.0,0.0,0.0
8428d15ffffffff,1.0,0.0,0.0
8428d19ffffffff,2.0,0.0,0.0
8428d1bffffffff,13.0,0.0,0.0
8428d25ffffffff,2.0,2.0,0.0
8428d33ffffffff,4.0,0.0,0.0
8428d37ffffffff,3.0,0.0,0.0
8428d41ffffffff,20.0,0.0,0.0
8428d49ffffffff,28.0,0.0,0.0
8428d55ffffffff,30.0,0.0,0.0
8428d5dffffffff,5.0,0.0,0.0
8428d61ffffffff,1.0,0.0,0.0
8428d67ffffffff,2.0,0.0,0.0
8428d6dffffffff,1.0,0.0,0.0
8428d8dffffffff,3.0,0.0,0.0
8428dc9ffffffff,3.0,0.0,0.0
8428de9ffffffff,25.0,1.0,0.0
8428debffffffff,2.0,0.0,0.0
8428f01ffffffff,43.0,0.0,0.0
8428f05ffffffff,1.0,0.0,0.0
8428f37ffffffff,2.0,0.0,0.0
8428f43ffffffff,1.0,0.0,0.0
8428f4bffffffff,2.0,0.0,0.0
8428f57ffffffff,4.0,0.0,0.0
8428f59ffffffff,2.0,0.0,0.0
8428f5dffffffff,1.0,0.0,0.0
8429121ffffffff,3.0,0.0,0.0
8429125ffffffff,9.0,0.0,0.0
8429127ffffffff,22.0,0.0,0.0
842912dffffffff,8.0,0.0,0.0
8429137ffffffff,2.0,0.0,0.0
8429167ffffffff,2.0,0.0,0.0
84291a7ffffffff,35.0,1.0,0.0
8429809ffffffff,3.0,0.0,0.0
842981bffffffff,3.0,0.0,0.0
8429825ffffffff,2.0,0.0,0.0
842982bffffffff,2.0,0.0,0.0
8429841ffffffff,6.0,0.0,0.0
8429843ffffffff,2.0,0.0,0.0
8429847ffffffff,1.0,0.0,0.0
8429849ffffffff,4.0,0.0,0.0
842984dffffffff,4.0,0.0,0.0
8429851ffffffff,1.0,0.0,0.0
8429853ffffffff,2.0,0.0,0.0
8429855ffffffff,2.0,0.0,0.0
842985dffffffff,2.0,0.0,0.0
8429861ffffffff,6.0,0.0,0.0
8429893ffffffff,1.0,0.0,0.0
8429899ffffffff,2.0,0.0,0.0
842989bffffffff,1.0,0.0,0.0
842989dffffffff,8.0,0.0,0.0
84298c1ffffffff,5.0,0.0,0.0
84298c3ffffffff,5.0,2.0,0.0
84298c9ffffffff,10.0,0.0,0.0
84298cbffffffff,20.0,4.0,0.0
84298cdffffffff,11.0,0.0,0.0
84298d1ffffffff,33.0,0.0,0.0
84298d3ffffffff,2.0,0.0,0.0
84298ddffffffff,15.0,0.0,0.0
84298e9ffffffff,1.0,0.0,0.0
8429903ffffffff,1.0,1.0,0.0
8429905ffffffff,2.0,0.0,0.0
8429907ffffffff,4.0,4.0,0.0
8429909ffffffff,4.0,2.0,0.0
842990bffffffff,2.0,0.0,0.0
842990dffffffff,2.0,1.0,0.0
8429919ffffffff,2.0,0.0,0.0
8429923ffffffff,2.0,2.0,0.0
8429951ffffffff,3.0,0.0,0.0
8429953ffffffff,13.0,0.0,0.0
8429955ffffffff,1.0,0.0,0.0
8429957ffffffff,18.0,0.0,0.0
842995bffffffff,1.0,0.0,0.0
84299b5ffffffff,1.0,0.0,0.0
8429a01ffffffff,45.0,0.0,0.0
8429a03ffffffff,17.0,2.0,0.0
8429a05ffffffff,7.0,1.0,0.0
8429a09ffffffff,12.0,0.0,0.0
8429a0bffffffff,35.0,0.0,0.0
8429a0dffffffff,4.0,0.0,0.0
8429a11ffffffff,2.0,0.0,0.0
8429a13ffffffff,3.0,0.0,0.0
8429a15ffffffff,4.0,0.0,0.0
8429a19ffffffff,2.0,0.0,0.0
8429a1bffffffff,7.0,0.0,0.0
8429a29ffffffff,21.0,0.0,0.0
8429a2dffffffff,2.0,0.0,0.0
8429a31ffffffff,4.0,0.0,0.0
8429a3bffffffff,7.0,0.0,0.0
8429a41ffffffff,47.0,0.0,0.0
8429a45ffffffff,23.0,0.0,0.0
8429a47ffffffff,14.0,0.0,0.0
8429a4dffffffff,7.0,0.0,0.0
8429a51ffffffff,1.0,0.0,0.0
8429a55ffffffff,19.0,0.0,0.0
8429a57ffffffff,29.0,0.0,0.0
8429a59ffffffff,10.0,0.0,0.0
8429a61ffffffff,13.0,0.0,0.0
8429a63ffffffff,8.0,0.0,0.0
8429a65ffffffff,7.0,2.0,0.0
8429a67ffffffff,6.0,0.0,0.0
8429a69ffffffff,5.0,0.0,0.0
8429a6bffffffff,10.0,0.0,0.0
8429a6dffffffff,26.0,0.0,0.0
8429a89ffffffff,6.0,0.0,0.0
8429a91ffffffff,2.0,0.0,0.0
8429aa7ffffffff,7.0,0.0,0.0
8429ab1ffffffff,10.0,2.0,0.0
8429ab3ffffffff,2.0,0.0,0.0
8429ab7ffffffff,4.0,0.0,0.0
8429ab9ffffffff,2.0,0.0,0.0
8429abbffffffff,4.0,0.0,0.0
8429abdffffffff,2.0,0.0,0.0
8429ac1ffffffff,23.0,0.0,0.0
8429ac3ffffffff,8.0,0.0,0.0
8429ac5ffffffff,1.0,1.0,0.0
8429ac9ffffffff,10.0,0.0,0.0
8429acdffffffff,14.0,0.0,0.0
8429ad1ffffffff,23.0,0.0,0.0
8429ad9ffffffff,1.0,0.0,0.0
8429addffffffff,1.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0
8429ae5ffffffff,8.0,0.0,0.0
8429aedffffffff,3.0,0.0,0.0
8429b09ffffffff,2.0,0.0,0.0
8429b0bffffffff,2.0,2.0,0.0
8429b13ffffffff,9.0,0.0,0.0
8429b1bffffffff,12.0,0.0,0.0
8429b1dffffffff,1.0,0.0,0.0
8429b29ffffffff,4.0,2.0,0.0
8429b2dffffffff,7.0,1.0,0.0
8429b39ffffffff,2.0,0.0,0.0
8429b55ffffffff,2.0,0.0,0.0
8429b5bffffffff,4.0,0.0,0.0
8429b5dffffffff,9.0,0.0,0.0
8429b65ffffffff,1.0,0.0,0.0
8429b67ffffffff,2.0,0.0,0.0
8429b6bffffffff,3.0,0.0,0.0
8429b6dffffffff,3.0,1.0,0.0
842a101ffffffff,2.0,0.0,0.0
842a15dffffffff,44.0,9.0,0.0
842a349ffffffff,10.0,0.0,0.0
842a843ffffffff,14.0,0.0,0.0
842aaabffffffff,12.0,0.0,0.0
842ab39ffffffff,35.0,0.0,0.0
842af6bffffffff,61.0,0.0,0.0
842b0c5ffffffff,2.0,0.0,0.0
842b1cbffffffff,2.0,0.0,0.0
842b315ffffffff,2.0,0.0,2.0
84446d3ffffffff,2.0,0.0,0.0
84446ddffffffff,73.0,0.0,0.0
84446edffffffff,3.0,0.0,0.0
844805bffffffff,3.0,0.0,0.0
84480adffffffff,5.0,0.0,0.0
84480d1ffffffff,1.0,0.0,0.0
8448233ffffffff,7.0,2.0,0.0
84482adffffffff,3.0,0.0,0.0
84482b1ffffffff,1.0,0.0,0.0
84482b9ffffffff,18.0,0.0,0.0
84482bbffffffff,1.0,0.0,0.0
84482e5ffffffff,3.0,1.0,0.0
84482edffffffff,2.0,0.0,0.0
8448363ffffffff,2.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0
8448557ffffffff,1.0,0.0,0.0
8448591ffffffff,1.0,0.0,0.0
8448593ffffffff,27.0,0.0,0.0
8448597ffffffff,12.0,0.0,0.0
8448599ffffffff,1.0,0.0,0.0
84485a7ffffffff,11.0,0.0,0.0
84485adffffffff,1.0,0.0,0.0
84485b1ffffffff,18.0,0.0,0.0
84485b3ffffffff,7.0,0.0,0.0
84485b5ffffffff,1.0,0.0,0.0
84485bbffffffff,2.0,0.0,0.0
84485c7ffffffff,2.0,0.0,0.0
84485d7ffffffff,7.0,0.0,0.0
8448731ffffffff,2.0,0.0,0.0
8448733ffffffff,2.0,0.0,0.0
844873bffffffff,3.0,0.0,0.0
8448767ffffffff,1.0,0.0,0.0
8448803ffffffff,2.0,0.0,0.0
8448815ffffffff,4.0,0.0,0.0
8448825ffffffff,3.0,0.0,0.0
8448833ffffffff,17.0,0.0,0.0
844883bffffffff,2.0,0.0,0.0
8448885ffffffff,2.0,0.0,0.0
844888dffffffff,2.0,0.0,0.0
844889bffffffff,2.0,0.0,0.0
84488a1ffffffff,1.0,0.0,0.0
84488a7ffffffff,4.0,0.0,0.0
84488e9ffffffff,6.0,0.0,0.0
84488ebffffffff,34.0,0.0,0.0
84488edffffffff,8.0,0.0,0.0
8448913ffffffff,2.0,0.0,0.0
844891bffffffff,2.0,0.0,0.0
8448937ffffffff,1.0,0.0,0.0
8448959ffffffff,2.0,0.0,0.0
8448985ffffffff,10.0,0.0,0.0
844898bffffffff,1.0,0.0,0.0
844898dffffffff,9.0,0.0,0.0
8448999ffffffff,2.0,0.0,0.0
844899bffffffff,4.0,0.0,0.0
84489abffffffff,2.0,0.0,0.0
84489bdffffffff,3.0,0.0,0.0
84489c1ffffffff,1.0,0.0,0.0
84489c3ffffffff,3.0,2.0,0.0
84489c5ffffffff,2.0,0.0,0.0
84489c9ffffffff,19.0,0.0,0.0
84489cdffffffff,3.0,0.0,0.0
84489d1ffffffff,4.0,0.0,0.0
84489d3ffffffff,2.0,0.0,0.0
84489ddffffffff,3.0,0.0,0.0
84489e3ffffffff,1.0,0.0,0.0
84489ebffffffff,8.0,0.0,0.0
8448ab7ffffffff,2.0,0.0,0.0
8448b13ffffffff,28.0,2.0,0.0
8448b15ffffffff,2.0,0.0,0.0
8448b17ffffffff,2.0,0.0,0.0
8448b23ffffffff,4.0,0.0,0.0
8448b39ffffffff,1.0,0.0,0.0
8448b3bffffffff,3.0,0.0,0.0
8448b3dffffffff,6.0,0.0,0.0
8448c05ffffffff,5.0,0.0,0.0
8448c2dffffffff,2.0,0.0,0.0
8448c31ffffffff,2.0,0.0,0.0
8448c33ffffffff,3.0,0.0,0.0
8448c37ffffffff,1.0,0.0,0.0
8448c53ffffffff,13.0,0.0,0.0
8448c59ffffffff,9.0,2.0,0.0
8448c5bffffffff,2.0,0.0,0.0
8448c5dffffffff,1.0,0.0,0.0
8448c63ffffffff,2.0,0.0,0.0
8448c89ffffffff,1.0,1.0,0.0
8448c8bffffffff,10.0,0.0,0.0
8448cc3ffffffff,2.0,2.0,0.0
8448cd3ffffffff,4.0,0.0,0.0
8448cd9ffffffff,3.0,0.0,0.0
8448cdbffffffff,2.0,0.0,0.0
8448cebffffffff,3.0,3.0,0.0
8448d03ffffffff,4.0,0.0,0.0
8448d0dffffffff,3.0,0.0,0.0
8448d15ffffffff,13.0,0.0,0.0
8448d27ffffffff,2.0,0.0,0.0
8448d2dffffffff,2.0,0.0,0.0
8448d33ffffffff,4.0,0.0,0.0
8448d43ffffffff,4.0,0.0,0.0
8448d69ffffffff,2.0,0.0,0.0
8448d81ffffffff,2.0,0.0,0.0
8448d83ffffffff,18.0,0.0,0.0
8448d87ffffffff,16.0,0.0,0.0
8448d89ffffffff,14.0,0.0,0.0
8448d8bffffffff,2.0,0.0,0.0
8448da5ffffffff,2.0,0.0,0.0
8448da9ffffffff,4.0,0.0,0.0
8448db5ffffffff,7.0,0.0,0.0
8448db7ffffffff,3.0,0.0,0.0
8448dcbffffffff,1.0,0.0,0.0
8448dd5ffffffff,17.0,0.0,0.0
8448e33ffffffff,5.0,0.0,0.0
8448e3dffffffff,1.0,0.0,0.0
8448e81ffffffff,49.0,43.0,0.0
8448e83ffffffff,3.0,0.0,0.0
8448e85ffffffff,199.0,153.0,0.0
8448e87ffffffff,12.0,7.0,0.0
8448e8dffffffff,60.0,39.0,0.0
8448e91ffffffff,2.0,0.0,0.0
8448e93ffffffff,7.0,5.0,0.0
8448e95ffffffff,9.0,0.0,0.0
8448e97ffffffff,7.0,0.0,0.0
8448e99ffffffff,2.0,0.0,0.0
8448e9dffffffff,4.0,0.0,0.0
8448ea3ffffffff,14.0,2.0,0.0
8448ea9ffffffff,2.0,0.0,0.0
8448eabffffffff,5.0,0.0,0.0
8448eadffffffff,1.0,0.0,0.0
8448eb1ffffffff,4.0,0.0,0.0
8448eb3ffffffff,5.0,0.0,0.0
8448eb5ffffffff,4.0,0.0,0.0
8448eb7ffffffff,2.0,0.0,0.0
8448eb9ffffffff,8.0,0.0,0.0
8448ebbffffffff,9.0,1.0,0.0
8448ec5ffffffff,6.0,6.0,0.0
8448ec7ffffffff,23.0,23.0,0.0
8448ee1ffffffff,6.0,0.0,0.0
8448ee3ffffffff,15.0,12.0,0.0
8448ee5ffffffff,13.0,0.0,2.0
8448ee7ffffffff,14.0,0.0,0.0
8448eebffffffff,44.0,29.0,0.0
8448f23ffffffff,14.0,0.0,0.0
8448f25ffffffff,12.0,0.0,0.0
8448f29ffffffff,4.0,0.0,0.0
8448f2bffffffff,2.0,0.0,0.0
8448f2dffffffff,2.0,0.0,0.0
8448f37ffffffff,2.0,0.0,0.0
8448f65ffffffff,2.0,0.0,0.0
8449821ffffffff,4.0,0.0,0.0
8449823ffffffff,1.0,0.0,0.0
844983dffffffff,4.0,0.0,0.0
84498c9ffffffff,4.0,0.0,0.0
844990dffffffff,8.0,0.0,0.0
8449951ffffffff,1.0,0.0,0.0
8449953ffffffff,5.0,0.0,0.0
8449955ffffffff,1.0,0.0,0.0
8449959ffffffff,1.0,0.0,0.0
8449967ffffffff,1.0,0.0,0.0
8449ab5ffffffff,2.0,0.0,0.0
