cell_id,Corvus frugilegus,Corvus frugilegus frugilegus,Corvus frugilegus pastinator
832dacfffffffff,6.0,0.0,0.0
832daefffffffff,6.0,0.0,0.0
832db0fffffffff,102.0,0.0,0.0
832db1fffffffff,78.0,0.0,0.0
832e0cfffffffff,6.0,0.0,0.0
832e0dfffffffff,3.0,0.0,0.0
832e44fffffffff,11.0,0.0,0.0
832e60fffffffff,2.0,0.0,0.0
832e61fffffffff,2.0,0.0,0.0
832e63fffffffff,5.0,0.0,0.0
832e6bfffffffff,8.0,0.0,0.0
832e6dfffffffff,12.0,0.0,0.0
832e6efffffffff,2.0,0.0,0.0
832e72fffffffff,2.0,0.0,0.0
832e74fffffffff,14.0,0.0,0.0
832ec1fffffffff,3.0,0.0,0.0
832ec8fffffffff,3.0,0.0,0.0
832ec9fffffffff,6.0,0.0,0.0
832ecbfffffffff,7.0,0.0,0.0
832edbfffffffff,4.0,0.0,0.0
832f5afffffffff,11.0,0.0,0.0
833006fffffffff,2.0,0.0,0.0
833019fffffffff,1.0,0.0,0.0
833025fffffffff,9.0,0.0,0.0
833030fffffffff,17.0,0.0,0.0
833084fffffffff,2.0,0.0,0.0
833092fffffffff,2.0,0.0,0.0
833098fffffffff,2.0,0.0,0.0
833099fffffffff,6.0,0.0,0.0
83309afffffffff,8.0,0.0,2.0
83309bfffffffff,14.0,0.0,0.0
83309efffffffff,1.0,0.0,0.0
8330c0fffffffff,5.0,0.0,0.0
8330c1fffffffff,18.0,0.0,0.0
8330c3fffffffff,1.0,0.0,0.0
8330c4fffffffff,22.0,0.0,0.0
8330d1fffffffff,16.0,0.0,0.0
8330d8fffffffff,1.0,0.0,0.0
8330d9fffffffff,14.0,0.0,0.0
8330dbfffffffff,2.0,0.0,0.0
8330e0fffffffff,31.0,0.0,0.0
8330e2fffffffff,1.0,0.0,0.0
8330e3fffffffff,2.0,0.0,0.0
8330e5fffffffff,13.0,0.0,0.0
833105fffffffff,3.0,0.0,0.0
833110fffffffff,5.0,0.0,0.0
833113fffffffff,4.0,0.0,0.0
833126fffffffff,12.0,0.0,0.0
83312afffffffff,3.0,0.0,0.0
83312cfffffffff,4.0,0.0,0.0
83315bfffffffff,20.0,0.0,0.0
83316efffffffff,8.0,0.0,0.0
833181fffffffff,6.0,0.0,0.0
833185fffffffff,53.0,0.0,0.0
833188fffffffff,3.0,0.0,0.0
83318cfffffffff,15.0,0.0,0.0
83318dfffffffff,4.0,0.0,0.0
8331a1fffffffff,3.0,0.0,0.0
8331a3fffffffff,2.0,0.0,0.0
8331a8fffffffff,6.0,0.0,0.0
8331aafffffffff,89.0,0.0,0.0
83392cfffffffff,456.0,0.0,0.0
83392efffffffff,98.0,0.0,0.0
833945fffffffff,11.0,0.0,0.0
833961fffffffff,6.0,0.0,0.0
833963fffffffff,2.0,0.0,0.0
833964fffffffff,8.0,0.0,0.0
833968fffffffff,50.0,0.0,0.0
83396cfffffffff,69.0,0.0,0.0
83396efffffffff,10.0,0.0,0.0
833d30fffffffff,2.0,0.0,0.0
833d34fffffffff,1.0,0.0,0.0
833d36fffffffff,69.0,0.0,0.0
833f60fffffffff,5.0,0.0,0.0
833f61fffffffff,56.0,0.0,0.0
833f64fffffffff,2.0,0.0,0.0
833f66fffffffff,2.0,0.0,0.0
833f68fffffffff,5.0,0.0,0.0
833f6cfffffffff,2.0,0.0,0.0
833f6dfffffffff,29.0,0.0,0.0
834090fffffffff,2.0,0.0,0.0
8340a4fffffffff,4.0,0.0,0.0
8340a6fffffffff,1.0,0.0,0.0
8340c6fffffffff,3.0,0.0,0.0
83418afffffffff,1.0,0.0,0.0
834198fffffffff,2.0,0.0,0.0
83419afffffffff,4.0,0.0,0.0
83419bfffffffff,2.0,0.0,0.0
83419dfffffffff,33.0,0.0,1.0
83419efffffffff,2.0,0.0,0.0
8341a4fffffffff,29.0,0.0,0.0
8341a5fffffffff,42.0,0.0,0.0
8341b4fffffffff,6.0,0.0,0.0
834269fffffffff,14.0,0.0,0.0
83426dfffffffff,5.0,0.0,0.0
834301fffffffff,2.0,0.0,0.0
834316fffffffff,2.0,0.0,0.0
834324fffffffff,27.0,0.0,0.0
834325fffffffff,15.0,0.0,0.0
834326fffffffff,2.0,0.0,0.0
834331fffffffff,9.0,0.0,0.0
834335fffffffff,4.0,0.0,0.0
834354fffffffff,2.0,0.0,0.0
834360fffffffff,153.0,0.0,0.0
834361fffffffff,17.0,0.0,0.0
834362fffffffff,12.0,0.0,0.0
834363fffffffff,2.0,0.0,0.0
834364fffffffff,23.0,0.0,0.0
834365fffffffff,21.0,0.0,0.0
834b26fffffffff,2.0,0.0,0.0
834b34fffffffff,3.0,0.0,0.0
834b60fffffffff,2.0,0.0,0.0
834b61fffffffff,2.0,0.0,0.0
834b62fffffffff,4.0,0.0,0.0
834b66fffffffff,34.0,0.0,0.0
834b75fffffffff,235.0,0.0,0.0
834b84fffffffff,2.0,0.0,0.0
834b86fffffffff,2.0,0.0,0.0
834ba0fffffffff,10.0,0.0,0.0
834ba1fffffffff,31.0,0.0,0.0
834ba2fffffffff,35.0,0.0,0.0
834ba3fffffffff,17.0,0.0,0.0
834ba5fffffffff,5.0,0.0,0.0
834ba6fffffffff,5.0,0.0,0.0
834bb1fffffffff,13.0,0.0,0.0
834bb5fffffffff,10.0,0.0,0.0
83bb08fffffffff,26.0,0.0,0.0
83bb09fffffffff,9.0,0.0,0.0
83bb0cfffffffff,29.0,0.0,0.0
83bb0dfffffffff,29.0,0.0,0.0
83bb29fffffffff,4.0,0.0,0.0
83bb2bfffffffff,43.0,0.0,0.0
83bb50fffffffff,1.0,0.0,0.0
83bb54fffffffff,2.0,0.0,0.0
83bb56fffffffff,15.0,0.0,0.0
