cell_id,Garrulus glandarius,Garrulus glandarius [glandarius Group],Garrulus glandarius [atricapillus Group],Garrulus glandarius [cervicalis Group],Garrulus glandarius hyrcanus,Garrulus glandarius [brandtii Group],Garrulus glandarius [bispecularis Group],Garrulus glandarius leucotis/oatesi,Garrulus glandarius [japonicus Group]
820887fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208a7fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82148ffffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8214affffffffff,37.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
821847fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,32.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e47fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e87fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821eaffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ee7fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822047fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
822c0ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c1ffffffffff,9.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
822c27fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
822c2ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d67fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
