cell_id,Petrochelidon fulva,Petrochelidon fulva [fulva Group],Petrochelidon fulva pallida,Petrochelidon fulva citata
844519bffffffff,7.0,0.0,0.0,2.0
84451b7ffffffff,7.0,5.0,0.0,0.0
8445215ffffffff,11.0,0.0,0.0,0.0
8445233ffffffff,3.0,0.0,0.0,0.0
8445249ffffffff,10.0,0.0,0.0,0.0
844524bffffffff,9.0,0.0,0.0,0.0
8445297ffffffff,3.0,0.0,0.0,0.0
84452a3ffffffff,2.0,0.0,0.0,0.0
84452a7ffffffff,2.0,0.0,0.0,0.0
84452adffffffff,2.0,0.0,0.0,0.0
84452b9ffffffff,4.0,0.0,0.0,0.0
84452bdffffffff,11.0,0.0,0.0,3.0
844549bffffffff,2.0,0.0,0.0,0.0
8445721ffffffff,54.0,0.0,0.0,29.0
8445723ffffffff,1.0,0.0,0.0,0.0
8445725ffffffff,119.0,0.0,0.0,12.0
8445727ffffffff,28.0,0.0,0.0,6.0
844572dffffffff,8.0,0.0,0.0,4.0
8445761ffffffff,24.0,0.0,0.0,11.0
8445765ffffffff,6.0,0.0,0.0,0.0
8445767ffffffff,18.0,0.0,0.0,0.0
8445769ffffffff,7.0,0.0,0.0,2.0
8445833ffffffff,42.0,20.0,0.0,0.0
8445889ffffffff,405.0,148.0,0.0,0.0
844588bffffffff,5.0,0.0,0.0,0.0
844588dffffffff,17.0,2.0,0.0,0.0
8445899ffffffff,4.0,0.0,0.0,0.0
844589dffffffff,4.0,0.0,0.0,0.0
84458adffffffff,2.0,0.0,0.0,0.0
84458c3ffffffff,32.0,19.0,0.0,0.0
84458c7ffffffff,187.0,73.0,0.0,0.0
84458d3ffffffff,8.0,3.0,0.0,0.0
84458d5ffffffff,49.0,22.0,0.0,0.0
84458d7ffffffff,6.0,3.0,0.0,0.0
84458e1ffffffff,88.0,55.0,0.0,0.0
84458e3ffffffff,13.0,6.0,0.0,0.0
84458e5ffffffff,12.0,0.0,0.0,0.0
84458e7ffffffff,91.0,14.0,0.0,0.0
84458ebffffffff,49.0,15.0,0.0,0.0
84458edffffffff,112.0,56.0,0.0,0.0
8445911ffffffff,12.0,0.0,0.0,0.0
8445913ffffffff,85.0,52.0,0.0,0.0
8445917ffffffff,6.0,4.0,0.0,0.0
8445923ffffffff,4.0,0.0,0.0,0.0
8445929ffffffff,2.0,0.0,0.0,0.0
8445963ffffffff,1.0,0.0,0.0,0.0
8445981ffffffff,91.0,40.0,0.0,0.0
8445989ffffffff,25.0,10.0,0.0,0.0
844598bffffffff,48.0,7.0,0.0,0.0
844598dffffffff,14.0,9.0,0.0,0.0
84459c1ffffffff,2.0,0.0,0.0,0.0
84459c3ffffffff,27.0,17.0,0.0,0.0
84459c5ffffffff,3.0,0.0,0.0,0.0
84459c7ffffffff,1.0,0.0,0.0,0.0
84459cbffffffff,2.0,0.0,0.0,0.0
84459d1ffffffff,4.0,0.0,0.0,0.0
84459d9ffffffff,50.0,19.0,0.0,0.0
84459dbffffffff,27.0,8.0,0.0,0.0
84459ddffffffff,39.0,23.0,0.0,0.0
84459e9ffffffff,18.0,18.0,0.0,0.0
8445b07ffffffff,14.0,0.0,0.0,0.0
8445b21ffffffff,95.0,0.0,0.0,0.0
8445b23ffffffff,49.0,0.0,0.0,0.0
8445b25ffffffff,18.0,0.0,0.0,0.0
8445b27ffffffff,107.0,0.0,0.0,0.0
8445b29ffffffff,45.0,0.0,0.0,0.0
8445b2bffffffff,23.0,0.0,0.0,0.0
8445b2dffffffff,112.0,0.0,0.0,0.0
8448101ffffffff,27.0,0.0,0.0,0.0
844810dffffffff,1.0,0.0,0.0,0.0
8448121ffffffff,11.0,0.0,0.0,0.0
8448125ffffffff,2.0,0.0,0.0,0.0
8448127ffffffff,4.0,0.0,0.0,0.0
8448145ffffffff,1.0,0.0,0.0,0.0
8448147ffffffff,84.0,0.0,0.0,0.0
844814bffffffff,4.0,0.0,0.0,0.0
844814dffffffff,1.0,0.0,0.0,0.0
8448163ffffffff,1.0,0.0,0.0,0.0
8448165ffffffff,1.0,0.0,0.0,0.0
844816bffffffff,15.0,0.0,0.0,0.0
84481a7ffffffff,27.0,0.0,0.0,0.0
84481b1ffffffff,2.0,0.0,0.0,0.0
8448805ffffffff,36.0,0.0,7.0,0.0
8448807ffffffff,10.0,0.0,0.0,0.0
844880dffffffff,248.0,0.0,3.0,0.0
8448815ffffffff,50.0,0.0,2.0,0.0
8448817ffffffff,13.0,0.0,0.0,0.0
8448821ffffffff,4.0,0.0,0.0,0.0
8448823ffffffff,40.0,0.0,6.0,0.0
8448825ffffffff,435.0,0.0,2.0,0.0
8448827ffffffff,75.0,0.0,5.0,0.0
8448829ffffffff,8.0,0.0,0.0,0.0
844882bffffffff,53.0,0.0,0.0,0.0
844882dffffffff,28.0,0.0,0.0,0.0
8448831ffffffff,137.0,0.0,7.0,0.0
8448833ffffffff,88.0,0.0,8.0,0.0
8448835ffffffff,57.0,0.0,1.0,0.0
8448837ffffffff,449.0,0.0,36.0,0.0
8448839ffffffff,53.0,0.0,2.0,0.0
844883bffffffff,27.0,0.0,0.0,0.0
844883dffffffff,11.0,0.0,0.0,0.0
8448841ffffffff,2.0,0.0,0.0,0.0
844884bffffffff,6.0,0.0,0.0,0.0
844884dffffffff,2.0,0.0,0.0,0.0
8448859ffffffff,1.0,0.0,0.0,0.0
8448861ffffffff,25.0,0.0,0.0,0.0
8448863ffffffff,13.0,0.0,0.0,0.0
8448865ffffffff,7.0,0.0,0.0,0.0
8448867ffffffff,28.0,0.0,4.0,0.0
8448869ffffffff,69.0,0.0,0.0,0.0
844886bffffffff,67.0,0.0,0.0,0.0
8448881ffffffff,68.0,0.0,3.0,0.0
8448883ffffffff,16.0,0.0,4.0,0.0
8448885ffffffff,10.0,0.0,0.0,0.0
8448887ffffffff,23.0,0.0,0.0,0.0
8448889ffffffff,12.0,0.0,1.0,0.0
844888bffffffff,3.0,0.0,0.0,0.0
8448891ffffffff,17.0,0.0,0.0,0.0
8448893ffffffff,5.0,0.0,0.0,0.0
8448895ffffffff,12.0,0.0,0.0,0.0
8448897ffffffff,12.0,0.0,0.0,0.0
8448899ffffffff,11.0,0.0,0.0,0.0
844889bffffffff,71.0,0.0,1.0,0.0
844889dffffffff,79.0,0.0,4.0,0.0
84488a1ffffffff,23.0,0.0,0.0,0.0
84488a3ffffffff,9.0,0.0,0.0,0.0
84488a5ffffffff,10.0,0.0,0.0,0.0
84488a7ffffffff,68.0,0.0,0.0,0.0
84488a9ffffffff,29.0,0.0,0.0,0.0
84488abffffffff,23.0,0.0,0.0,0.0
84488adffffffff,16.0,0.0,0.0,0.0
84488b1ffffffff,3.0,0.0,0.0,0.0
84488b3ffffffff,8.0,0.0,0.0,0.0
84488b5ffffffff,11.0,0.0,0.0,0.0
84488b7ffffffff,13.0,0.0,0.0,0.0
84488b9ffffffff,12.0,0.0,0.0,0.0
84488bbffffffff,8.0,0.0,0.0,0.0
84488bdffffffff,4.0,0.0,0.0,0.0
84488c7ffffffff,2.0,0.0,0.0,0.0
84488d1ffffffff,255.0,0.0,12.0,0.0
84488d3ffffffff,27.0,0.0,0.0,0.0
84488d5ffffffff,61.0,0.0,6.0,0.0
84488d9ffffffff,6.0,0.0,3.0,0.0
84488dbffffffff,17.0,0.0,0.0,0.0
84488e1ffffffff,26.0,0.0,0.0,0.0
84488e5ffffffff,6.0,0.0,0.0,0.0
84488e7ffffffff,6.0,0.0,0.0,0.0
84488e9ffffffff,152.0,0.0,0.0,0.0
84488ebffffffff,42.0,0.0,0.0,0.0
84488edffffffff,358.0,0.0,9.0,0.0
8448903ffffffff,201.0,0.0,1.0,0.0
8448907ffffffff,75.0,0.0,0.0,0.0
844890bffffffff,124.0,0.0,1.0,0.0
8448911ffffffff,43.0,0.0,0.0,0.0
8448913ffffffff,55.0,0.0,0.0,0.0
8448915ffffffff,176.0,0.0,0.0,0.0
8448917ffffffff,21.0,0.0,0.0,0.0
8448919ffffffff,18.0,0.0,0.0,0.0
844891bffffffff,50.0,0.0,10.0,0.0
844891dffffffff,73.0,0.0,1.0,0.0
8448923ffffffff,175.0,0.0,0.0,0.0
8448927ffffffff,13.0,0.0,0.0,0.0
844892bffffffff,4.0,0.0,0.0,0.0
8448931ffffffff,17.0,0.0,0.0,0.0
8448933ffffffff,35.0,0.0,3.0,0.0
8448935ffffffff,123.0,0.0,8.0,0.0
8448937ffffffff,207.0,0.0,0.0,0.0
8448939ffffffff,73.0,0.0,1.0,0.0
844893bffffffff,17.0,0.0,0.0,0.0
844893dffffffff,112.0,0.0,0.0,0.0
8448951ffffffff,641.0,0.0,13.0,0.0
8448953ffffffff,108.0,0.0,0.0,0.0
8448955ffffffff,265.0,0.0,3.0,0.0
8448957ffffffff,68.0,0.0,0.0,0.0
8448959ffffffff,221.0,0.0,0.0,0.0
844895bffffffff,73.0,0.0,4.0,0.0
844895dffffffff,8.0,0.0,0.0,0.0
8448981ffffffff,122.0,0.0,4.0,0.0
8448983ffffffff,34.0,0.0,0.0,0.0
8448985ffffffff,338.0,0.0,11.0,0.0
8448987ffffffff,23.0,0.0,0.0,0.0
8448989ffffffff,20.0,0.0,0.0,0.0
844898bffffffff,30.0,0.0,0.0,0.0
844898dffffffff,358.0,0.0,11.0,0.0
8448991ffffffff,36.0,0.0,0.0,0.0
8448993ffffffff,23.0,0.0,0.0,0.0
8448995ffffffff,15.0,0.0,0.0,0.0
8448997ffffffff,86.0,0.0,0.0,0.0
8448999ffffffff,39.0,0.0,0.0,0.0
844899bffffffff,35.0,0.0,0.0,0.0
844899dffffffff,47.0,0.0,0.0,0.0
84489a1ffffffff,2.0,0.0,0.0,0.0
84489a3ffffffff,15.0,0.0,0.0,0.0
84489a5ffffffff,25.0,0.0,0.0,0.0
84489a7ffffffff,23.0,0.0,2.0,0.0
84489a9ffffffff,131.0,0.0,2.0,0.0
84489abffffffff,116.0,0.0,0.0,0.0
84489adffffffff,18.0,0.0,0.0,0.0
84489b1ffffffff,7.0,0.0,0.0,0.0
84489b3ffffffff,5.0,0.0,0.0,0.0
84489b5ffffffff,5.0,0.0,0.0,0.0
84489b7ffffffff,6.0,0.0,0.0,0.0
84489b9ffffffff,30.0,0.0,0.0,0.0
84489bbffffffff,15.0,0.0,0.0,0.0
84489bdffffffff,20.0,0.0,0.0,0.0
84489c1ffffffff,1715.0,0.0,28.0,0.0
84489c3ffffffff,299.0,0.0,4.0,0.0
84489c5ffffffff,293.0,0.0,5.0,0.0
84489c7ffffffff,94.0,0.0,0.0,0.0
84489c9ffffffff,213.0,0.0,5.0,0.0
84489cbffffffff,27.0,0.0,0.0,0.0
84489cdffffffff,370.0,0.0,1.0,0.0
84489d1ffffffff,80.0,0.0,4.0,0.0
84489d3ffffffff,259.0,0.0,14.0,0.0
84489d5ffffffff,22.0,0.0,0.0,0.0
84489d7ffffffff,5.0,0.0,0.0,0.0
84489d9ffffffff,84.0,0.0,5.0,0.0
84489dbffffffff,10.0,0.0,2.0,0.0
84489ddffffffff,71.0,0.0,2.0,0.0
84489e1ffffffff,81.0,0.0,2.0,0.0
84489e3ffffffff,1509.0,0.0,53.0,0.0
84489e5ffffffff,36.0,0.0,0.0,0.0
84489e7ffffffff,18.0,0.0,0.0,0.0
84489e9ffffffff,195.0,0.0,1.0,0.0
84489ebffffffff,232.0,0.0,1.0,0.0
84489edffffffff,20.0,0.0,0.0,0.0
8448a05ffffffff,51.0,0.0,0.0,0.0
8448a07ffffffff,71.0,0.0,0.0,0.0
8448a21ffffffff,223.0,0.0,0.0,0.0
8448a23ffffffff,3.0,0.0,0.0,0.0
8448a27ffffffff,178.0,0.0,0.0,0.0
8448a29ffffffff,16.0,0.0,0.0,0.0
8448a2bffffffff,11.0,0.0,0.0,0.0
8448a2dffffffff,8.0,0.0,0.0,0.0
8448a39ffffffff,2.0,0.0,0.0,0.0
8448a3dffffffff,1.0,0.0,0.0,0.0
8448a63ffffffff,36.0,0.0,0.0,0.0
8448a67ffffffff,9.0,0.0,0.0,0.0
8448a6bffffffff,3.0,0.0,0.0,0.0
8448ab3ffffffff,63.0,0.0,13.0,0.0
8448ab7ffffffff,83.0,0.0,15.0,0.0
8448acbffffffff,1.0,0.0,0.0,0.0
8448ae1ffffffff,3.0,0.0,0.0,0.0
8448b03ffffffff,2.0,0.0,0.0,0.0
8448b13ffffffff,541.0,0.0,53.0,0.0
8448b15ffffffff,2846.0,0.0,207.0,0.0
8448b17ffffffff,121.0,0.0,15.0,0.0
8448b1bffffffff,4.0,0.0,0.0,0.0
8448b1dffffffff,10.0,0.0,0.0,0.0
8448b23ffffffff,362.0,0.0,11.0,0.0
8448b2bffffffff,249.0,0.0,18.0,0.0
8448b31ffffffff,147.0,0.0,16.0,0.0
8448b33ffffffff,12.0,0.0,2.0,0.0
8448b35ffffffff,44.0,0.0,0.0,0.0
8448b37ffffffff,206.0,0.0,0.0,0.0
8448b39ffffffff,4247.0,0.0,409.0,0.0
8448b3bffffffff,28.0,0.0,7.0,0.0
8448b3dffffffff,677.0,0.0,38.0,0.0
8448b51ffffffff,1.0,0.0,0.0,0.0
8448b5bffffffff,21.0,0.0,0.0,0.0
8448c05ffffffff,2.0,0.0,0.0,0.0
8448c61ffffffff,63.0,0.0,3.0,0.0
8448c63ffffffff,234.0,0.0,22.0,0.0
8448c65ffffffff,12.0,0.0,0.0,0.0
8448c69ffffffff,51.0,0.0,6.0,0.0
8448c6dffffffff,123.0,0.0,3.0,0.0
8448d09ffffffff,37.0,0.0,0.0,0.0
8448d0dffffffff,18.0,0.0,0.0,0.0
8448d2dffffffff,2.0,0.0,0.0,0.0
8448d43ffffffff,562.0,0.0,25.0,0.0
8448d45ffffffff,4.0,0.0,0.0,0.0
8448d47ffffffff,33.0,0.0,3.0,0.0
8448d4bffffffff,12.0,0.0,0.0,0.0
8448d5dffffffff,2.0,0.0,0.0,0.0
8448d65ffffffff,4.0,0.0,0.0,0.0
8448d67ffffffff,2.0,0.0,0.0,0.0
8448d6bffffffff,2.0,0.0,0.0,0.0
8448d6dffffffff,7.0,0.0,0.0,0.0
8448e61ffffffff,3.0,0.0,0.0,0.0
8448f0bffffffff,2.0,0.0,0.0,0.0
8448f21ffffffff,39.0,0.0,0.0,0.0
8448f23ffffffff,4.0,0.0,0.0,0.0
8448f25ffffffff,320.0,0.0,11.0,0.0
8448f27ffffffff,7.0,0.0,0.0,0.0
8448f2bffffffff,70.0,0.0,1.0,0.0
8448f2dffffffff,104.0,0.0,10.0,0.0
8448f31ffffffff,17.0,0.0,7.0,0.0
8448f35ffffffff,2.0,0.0,0.0,0.0
8448f37ffffffff,13.0,0.0,0.0,0.0
8448f39ffffffff,4.0,0.0,0.0,0.0
8448f3bffffffff,82.0,0.0,0.0,0.0
8448f3dffffffff,48.0,0.0,3.0,0.0
8448f61ffffffff,9.0,0.0,0.0,0.0
8448f63ffffffff,5.0,0.0,0.0,0.0
8448f65ffffffff,3.0,0.0,0.0,0.0
8448f67ffffffff,16.0,0.0,0.0,0.0
8448f6dffffffff,9.0,0.0,2.0,0.0
8449815ffffffff,8.0,0.0,0.0,0.0
8449831ffffffff,1.0,0.0,0.0,0.0
844983bffffffff,5.0,0.0,0.0,0.0
8449885ffffffff,4.0,0.0,0.0,0.0
84498b3ffffffff,3.0,0.0,0.0,0.0
8449981ffffffff,2.0,0.0,0.0,0.0
8449987ffffffff,2.0,0.0,0.0,0.0
84499b1ffffffff,4.0,0.0,0.0,0.0
84499d3ffffffff,2.0,0.0,0.0,0.0
84499dbffffffff,20.0,0.0,0.0,0.0
844c883ffffffff,132.0,0.0,0.0,0.0
844c887ffffffff,9.0,0.0,0.0,0.0
844c88bffffffff,3.0,0.0,0.0,0.0
844c895ffffffff,2.0,0.0,0.0,0.0
844c899ffffffff,2.0,0.0,0.0,0.0
844c8b9ffffffff,1.0,0.0,0.0,0.0
844c933ffffffff,4.0,2.0,0.0,0.0
844c937ffffffff,5.0,1.0,0.0,0.0
844c981ffffffff,4.0,4.0,0.0,0.0
844c985ffffffff,23.0,13.0,0.0,0.0
844c989ffffffff,48.0,41.0,0.0,0.0
844c98bffffffff,3.0,3.0,0.0,0.0
844c98dffffffff,8.0,8.0,0.0,0.0
844c9a1ffffffff,12.0,0.0,0.0,0.0
844c9a5ffffffff,3.0,0.0,0.0,0.0
844c9abffffffff,40.0,11.0,0.0,0.0
844c9adffffffff,22.0,0.0,0.0,0.0
844c9d5ffffffff,1.0,0.0,0.0,0.0
844cc05ffffffff,2.0,0.0,0.0,0.0
844cc09ffffffff,31.0,0.0,0.0,0.0
844cc0bffffffff,1112.0,150.0,0.0,0.0
844cc43ffffffff,195.0,16.0,0.0,0.0
844cc51ffffffff,374.0,56.0,0.0,0.0
844cc53ffffffff,194.0,24.0,0.0,0.0
844cc55ffffffff,336.0,78.0,0.0,0.0
844cc57ffffffff,390.0,37.0,0.0,0.0
844cc59ffffffff,2209.0,386.0,0.0,0.0
844cc5bffffffff,407.0,76.0,0.0,0.0
844cc5dffffffff,752.0,59.0,0.0,0.0
844cc61ffffffff,8.0,0.0,0.0,0.0
844cc67ffffffff,2.0,0.0,0.0,0.0
844cc6dffffffff,2.0,0.0,0.0,0.0
844cd09ffffffff,8.0,0.0,0.0,0.0
844cd0dffffffff,2.0,0.0,0.0,0.0
844cd21ffffffff,4.0,0.0,0.0,0.0
844cd25ffffffff,21.0,6.0,0.0,0.0
844cd29ffffffff,7.0,0.0,0.0,0.0
844cd2dffffffff,3.0,0.0,0.0,0.0
844cd43ffffffff,27.0,0.0,0.0,0.0
