cell_id,Leucosticte tephrocotis,Leucosticte tephrocotis umbrina,Leucosticte tephrocotis griseonucha,Leucosticte tephrocotis littoralis,Leucosticte tephrocotis [tephrocotis Group],Leucosticte tephrocotis littoralis x [tephrocotis Group]
830c14fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c21fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
830c41fffffffff,13.0,0.0,0.0,4.0,0.0,0.0
830c42fffffffff,11.0,0.0,0.0,3.0,0.0,0.0
830c46fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
830c51fffffffff,10.0,0.0,0.0,0.0,4.0,0.0
830c5afffffffff,9.0,0.0,0.0,0.0,2.0,0.0
830c64fffffffff,3.0,0.0,0.0,0.0,1.0,0.0
830c66fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c71fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,15.0,0.0,0.0,1.0,0.0,0.0
830ccdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ce8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d09fffffffff,5.0,0.0,0.0,0.0,5.0,0.0
830d0dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830d4dfffffffff,18.0,0.0,0.0,0.0,2.0,0.0
830d56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d5bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d62fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830d6efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831214fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831226fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831248fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831254fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
831259fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83126efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831288fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,17.0,0.0,0.0,2.0,6.0,0.0
8312c2fffffffff,11.0,0.0,0.0,0.0,5.0,0.0
8312c8fffffffff,24.0,0.0,0.0,17.0,2.0,0.0
8312c9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,3.0,0.0,0.0,1.0,0.0,0.0
8312cbfffffffff,28.0,0.0,0.0,0.0,9.0,0.0
8312ccfffffffff,15.0,0.0,0.0,2.0,0.0,0.0
8312cefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312d3fffffffff,7.0,0.0,0.0,0.0,2.0,0.0
8312d6fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8312d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312dbfffffffff,17.0,0.0,0.0,10.0,3.0,0.0
8312dcfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,58.0,0.0,0.0,10.0,3.0,0.0
8312eafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312ecfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,16.0,0.0,0.0,7.0,2.0,0.0
831383fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,4.0,0.0,0.0,1.0,1.0,0.0
83138cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831394fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,11.0,0.0,0.0,3.0,3.0,0.0
8313a3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8313acfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831650fffffffff,6.0,0.0,6.0,0.0,0.0,0.0
83165efffffffff,10.0,0.0,3.0,0.0,0.0,0.0
831d24fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83225afffffffff,2.0,0.0,1.0,0.0,0.0,0.0
8322d0fffffffff,27.0,0.0,19.0,0.0,0.0,0.0
8322dbfffffffff,13.0,3.0,0.0,0.0,0.0,0.0
832612fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,7.0,0.0,0.0,0.0,2.0,0.0
832680fffffffff,10.0,0.0,0.0,4.0,0.0,0.0
832681fffffffff,508.0,0.0,0.0,123.0,119.0,0.0
832682fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832683fffffffff,16.0,0.0,0.0,9.0,7.0,0.0
832685fffffffff,14.0,0.0,0.0,9.0,2.0,0.0
832688fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
83268afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83268bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83268cfffffffff,71.0,0.0,0.0,19.0,11.0,0.0
83268efffffffff,31.0,0.0,0.0,7.0,12.0,0.0
832690fffffffff,4.0,0.0,0.0,0.0,2.0,0.0
832694fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832695fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832696fffffffff,211.0,0.0,0.0,37.0,77.0,4.0
832698fffffffff,41.0,0.0,0.0,20.0,17.0,0.0
832699fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,25.0,0.0,0.0,4.0,6.0,0.0
83269dfffffffff,17.0,0.0,0.0,10.0,5.0,0.0
83269efffffffff,5.0,0.0,0.0,2.0,1.0,0.0
8326a1fffffffff,18.0,0.0,0.0,5.0,2.0,0.0
8326a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326aafffffffff,33.0,0.0,0.0,7.0,1.0,0.0
8326acfffffffff,17.0,0.0,0.0,0.0,4.0,0.0
8326aefffffffff,6.0,0.0,0.0,2.0,2.0,0.0
8326b0fffffffff,3.0,0.0,0.0,2.0,0.0,0.0
8326b2fffffffff,4.0,0.0,0.0,2.0,2.0,0.0
8326b6fffffffff,24.0,0.0,0.0,15.0,1.0,0.0
8326d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832703fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832708fffffffff,6.0,0.0,0.0,0.0,6.0,0.0
83270bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83270cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832713fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83271cfffffffff,4.0,0.0,0.0,2.0,0.0,0.0
83271efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832751fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,12.0,0.0,0.0,0.0,6.0,0.0
832756fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832758fffffffff,21.0,0.0,0.0,0.0,3.0,0.0
832774fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
83278bfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83278cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832790fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832792fffffffff,62.0,0.0,0.0,31.0,0.0,0.0
832793fffffffff,10.0,0.0,0.0,2.0,2.0,0.0
83279afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8327a6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8327aafffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8327abfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8327b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832806fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832810fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832814fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832815fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83281afffffffff,10.0,0.0,0.0,4.0,0.0,0.0
83281efffffffff,69.0,0.0,0.0,7.0,4.0,0.0
832881fffffffff,28.0,0.0,0.0,7.0,3.0,0.0
832883fffffffff,5.0,0.0,0.0,1.0,2.0,0.0
832884fffffffff,28.0,0.0,0.0,6.0,1.0,0.0
832885fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832886fffffffff,3.0,0.0,0.0,1.0,1.0,0.0
832888fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
832889fffffffff,6.0,0.0,0.0,1.0,1.0,0.0
83288afffffffff,36.0,0.0,0.0,12.0,3.0,0.0
83288bfffffffff,3.0,0.0,0.0,2.0,0.0,0.0
83288cfffffffff,1.0,0.0,0.0,0.0,1.0,0.0
83288dfffffffff,4.0,0.0,0.0,2.0,2.0,0.0
83288efffffffff,34.0,0.0,0.0,17.0,0.0,0.0
832890fffffffff,13.0,0.0,0.0,3.0,3.0,0.0
832892fffffffff,119.0,0.0,0.0,31.0,12.0,0.0
832893fffffffff,4.0,0.0,0.0,2.0,2.0,0.0
832894fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832896fffffffff,4.0,0.0,0.0,0.0,1.0,0.0
832898fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832899fffffffff,7.0,0.0,0.0,3.0,0.0,0.0
83289cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83289efffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8328a1fffffffff,23.0,0.0,0.0,10.0,7.0,0.0
8328a9fffffffff,20.0,0.0,0.0,4.0,0.0,0.0
8328aafffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8328abfffffffff,10.0,0.0,0.0,7.0,1.0,0.0
8328b3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328b4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328b5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328b6fffffffff,122.0,0.0,0.0,31.0,25.0,0.0
8328c2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8328d0fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8328d1fffffffff,24.0,0.0,0.0,6.0,3.0,0.0
8328d2fffffffff,36.0,0.0,0.0,3.0,1.0,0.0
8328d3fffffffff,55.0,0.0,0.0,1.0,0.0,0.0
8328d4fffffffff,37.0,0.0,0.0,11.0,0.0,0.0
8328d5fffffffff,18.0,0.0,0.0,3.0,0.0,0.0
8328d6fffffffff,14.0,0.0,0.0,5.0,0.0,0.0
8328d8fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8328d9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328dafffffffff,12.0,0.0,0.0,1.0,0.0,0.0
8328dcfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8328ddfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328defffffffff,85.0,0.0,0.0,15.0,3.0,0.0
8328f0fffffffff,8.0,0.0,0.0,6.0,0.0,0.0
8328f1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328f2fffffffff,17.0,0.0,0.0,1.0,0.0,0.0
8328f4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328f5fffffffff,81.0,0.0,0.0,32.0,5.0,0.0
8328f6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832988fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832989fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,32.0,0.0,0.0,0.0,4.0,0.0
83298dfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832990fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832996fffffffff,72.0,0.0,0.0,0.0,9.0,0.0
83299bfffffffff,5.0,0.0,0.0,3.0,0.0,0.0
8329aafffffffff,92.0,0.0,0.0,4.0,3.0,0.0
832a8cfffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832ab1fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
832ab4fffffffff,16.0,0.0,0.0,0.0,3.0,0.0
832ab6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832b0efffffffff,9.0,0.0,0.0,2.0,0.0,0.0
832b88fffffffff,16.0,0.0,0.0,0.0,6.0,0.0
832b92fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832b94fffffffff,8.0,0.0,0.0,0.0,2.0,0.0
8348d8fffffffff,101.0,0.0,0.0,73.0,14.0,0.0
