cell_id,Orthorhyncus cristatus,Orthorhyncus cristatus exilis,Orthorhyncus cristatus ornatus,Orthorhyncus cristatus cristatus,Orthorhyncus cristatus emigrans
834ce8fffffffff,74.0,0.0,0.0,0.0,0.0
834ceafffffffff,39.0,2.0,0.0,0.0,0.0
834ceefffffffff,7.0,3.0,0.0,0.0,0.0
834d49fffffffff,1.0,0.0,0.0,0.0,0.0
835e46fffffffff,1.0,1.0,0.0,0.0,0.0
835e4bfffffffff,1.0,1.0,0.0,0.0,0.0
835e66fffffffff,11.0,2.0,0.0,0.0,6.0
835e70fffffffff,12.0,0.0,0.0,8.0,0.0
835e71fffffffff,17.0,15.0,0.0,0.0,0.0
