cell_id,Picus chlorolophus,Picus chlorolophus [chlorolophus Group],Picus chlorolophus chlorigaster/wellsi,Picus chlorolophus citrinocristatus/longipennis,Picus chlorolophus rodgeri/vanheysti
833c02fffffffff,177.0,0.0,0.0,0.0,0.0
833c06fffffffff,4.0,0.0,0.0,0.0,0.0
833c0afffffffff,177.0,0.0,0.0,0.0,0.0
833c0bfffffffff,19.0,0.0,0.0,0.0,0.0
833c15fffffffff,126.0,0.0,0.0,0.0,0.0
833c19fffffffff,392.0,0.0,0.0,0.0,0.0
833c1cfffffffff,57.0,0.0,0.0,0.0,0.0
833c1dfffffffff,127.0,0.0,0.0,0.0,0.0
833c31fffffffff,4.0,0.0,0.0,0.0,0.0
833c33fffffffff,56.0,0.0,0.0,0.0,0.0
833c34fffffffff,2.0,0.0,0.0,0.0,0.0
833c43fffffffff,2.0,0.0,0.0,0.0,0.0
833c52fffffffff,174.0,0.0,0.0,0.0,0.0
833c53fffffffff,1.0,0.0,0.0,0.0,0.0
833c58fffffffff,124.0,0.0,0.0,0.0,0.0
833c5afffffffff,268.0,0.0,0.0,0.0,0.0
833c5bfffffffff,63.0,0.0,0.0,0.0,0.0
833c5cfffffffff,4.0,0.0,0.0,0.0,0.0
833c5efffffffff,12.0,0.0,0.0,0.0,0.0
833c82fffffffff,3.0,0.0,0.0,0.0,0.0
833c8cfffffffff,29.0,0.0,0.0,0.0,0.0
833c90fffffffff,3.0,0.0,0.0,0.0,0.0
833c92fffffffff,107.0,0.0,0.0,0.0,0.0
833c94fffffffff,2.0,0.0,0.0,0.0,0.0
833c96fffffffff,3.0,0.0,0.0,0.0,0.0
833cb5fffffffff,2.0,0.0,0.0,0.0,0.0
833cb6fffffffff,5.0,0.0,0.0,0.0,0.0
833cc0fffffffff,31.0,0.0,0.0,0.0,0.0
833cc1fffffffff,2.0,0.0,0.0,0.0,0.0
833cc2fffffffff,7.0,0.0,0.0,0.0,0.0
833cc4fffffffff,45.0,0.0,0.0,0.0,0.0
833cc5fffffffff,15.0,0.0,0.0,0.0,0.0
833cc6fffffffff,3.0,0.0,0.0,0.0,0.0
833cccfffffffff,2.0,0.0,0.0,0.0,0.0
833cd4fffffffff,6.0,0.0,0.0,0.0,0.0
833cd8fffffffff,7.0,0.0,0.0,0.0,0.0
833cdcfffffffff,11.0,0.0,0.0,0.0,0.0
833cddfffffffff,1.0,0.0,0.0,0.0,0.0
833ce1fffffffff,79.0,0.0,0.0,0.0,0.0
