cell_id,Spindalis zena,Spindalis zena zena,Spindalis zena townsendi,Spindalis zena pretrei,Spindalis zena salvini,Spindalis zena benedicti
8444161ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844416bffffffff,46.0,0.0,0.0,10.0,0.0,0.0
84441e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8444305ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8444329ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844480dffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8444843ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8444847ffffffff,5.0,0.0,1.0,0.0,0.0,0.0
844484bffffffff,249.0,0.0,69.0,0.0,0.0,0.0
844485dffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8444861ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8444869ffffffff,10.0,0.0,6.0,0.0,0.0,0.0
844486bffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8444a11ffffffff,228.0,13.0,0.0,0.0,0.0,0.0
8444a13ffffffff,132.0,0.0,0.0,0.0,0.0,0.0
8444a19ffffffff,70.0,21.0,3.0,0.0,0.0,0.0
8444a37ffffffff,38.0,0.0,8.0,0.0,0.0,0.0
8444a51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8444a53ffffffff,34.0,16.0,0.0,0.0,0.0,0.0
8444a57ffffffff,21.0,4.0,4.0,0.0,0.0,0.0
8444a5bffffffff,30.0,11.0,0.0,0.0,0.0,0.0
8444a65ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8444a81ffffffff,32.0,10.0,0.0,0.0,0.0,0.0
8444a85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8444ae9ffffffff,17.0,4.0,0.0,0.0,0.0,0.0
8444b17ffffffff,10.0,0.0,2.0,0.0,0.0,0.0
8444b2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8444b57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8444b5bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8444b5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8444b67ffffffff,9.0,7.0,0.0,0.0,0.0,0.0
84450adffffffff,7.0,0.0,0.0,0.0,0.0,4.0
8445a33ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
844c819ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844c837ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844c941ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844cb27ffffffff,10.0,10.0,0.0,0.0,0.0,0.0
