cell_id,Pachycephala griseonota,Pachycephala griseonota [griseonota Group],Pachycephala griseonota johni
8268dffffffffff,10.0,0.0,0.0
829567fffffffff,5.0,0.0,0.0
82956ffffffffff,14.0,0.0,0.0
