cell_id,Antigone canadensis,Antigone canadensis canadensis,Antigone canadensis tabida/rowani,Antigone canadensis pulla,Antigone canadensis pratensis,Antigone canadensis nesiotes
8302cafffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8304ccfffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8304cdfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8304ebfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8308d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8308edfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c14fffffffff,99.0,87.0,0.0,0.0,0.0,0.0
830c15fffffffff,5.0,5.0,0.0,0.0,0.0,0.0
830c41fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830c42fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c45fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c50fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,15.0,11.0,0.0,0.0,0.0,0.0
830c55fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,13.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,37.0,15.0,0.0,0.0,0.0,0.0
830ca4fffffffff,75.0,57.0,0.0,0.0,0.0,0.0
830ca5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ccdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ce9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ceefffffffff,17.0,0.0,0.0,0.0,0.0,0.0
830d03fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830d0dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830d48fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d49fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830d59fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d5afffffffff,23.0,2.0,0.0,0.0,0.0,0.0
830d5bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830d62fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d66fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830d8dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
830ec1fffffffff,110.0,0.0,1.0,0.0,0.0,0.0
830ec5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ec8fffffffff,4.0,0.0,4.0,0.0,0.0,0.0
830ec9fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,22.0,0.0,0.0,0.0,0.0,0.0
830ee2fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
830ee8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
