cell_id,Campylorhynchus capistratus,Campylorhynchus capistratus castaneus,Campylorhynchus capistratus [capistratus Group]
834520fffffffff,3.0,0.0,0.0
834522fffffffff,48.0,0.0,0.0
834525fffffffff,31.0,0.0,0.0
83679afffffffff,1.0,0.0,0.0
836d29fffffffff,2.0,0.0,0.0
836d2afffffffff,4.0,0.0,0.0
836d2bfffffffff,16.0,0.0,0.0
836d68fffffffff,17.0,0.0,0.0
836d69fffffffff,91.0,0.0,0.0
836d6bfffffffff,2.0,0.0,0.0
836d6cfffffffff,2.0,0.0,0.0
