cell_id,Chloephaga picta,Chloephaga picta (White-breasted),Chloephaga picta (Bar-breasted)
84b2c11ffffffff,1.0,0.0,0.0
84b2c19ffffffff,6.0,0.0,0.0
84b2c1bffffffff,2.0,0.0,0.0
84b2c51ffffffff,3.0,0.0,0.0
84b2c53ffffffff,160.0,0.0,0.0
84b2c57ffffffff,2.0,0.0,0.0
84b2c85ffffffff,44.0,0.0,0.0
84b2c89ffffffff,3.0,0.0,0.0
84b2c8bffffffff,7.0,0.0,0.0
84b2c8dffffffff,34.0,0.0,0.0
84b2ca3ffffffff,3.0,0.0,0.0
84b2ca7ffffffff,39.0,0.0,0.0
84b2ca9ffffffff,152.0,0.0,0.0
84b2cadffffffff,2.0,0.0,0.0
84b2cbdffffffff,4.0,0.0,0.0
84b2cc7ffffffff,8.0,0.0,0.0
84b2cddffffffff,1.0,0.0,0.0
84b2ce1ffffffff,3.0,0.0,0.0
84b2ce3ffffffff,34.0,0.0,0.0
84b2ce5ffffffff,4.0,0.0,0.0
84b2cebffffffff,12.0,0.0,0.0
84b2d97ffffffff,6.0,0.0,0.0
84b2ddbffffffff,81.0,0.0,0.0
84b2ea7ffffffff,3.0,0.0,0.0
84b2eb7ffffffff,1.0,0.0,0.0
84b2eedffffffff,2.0,0.0,0.0
84c2213ffffffff,48.0,0.0,0.0
84c2217ffffffff,4.0,0.0,0.0
84c22c5ffffffff,6.0,0.0,0.0
84c22cdffffffff,3.0,0.0,0.0
84c22e1ffffffff,37.0,0.0,0.0
84c22e5ffffffff,5.0,0.0,0.0
84c22e7ffffffff,5.0,0.0,0.0
84c22e9ffffffff,28.0,0.0,0.0
84c22ebffffffff,4.0,0.0,0.0
84c22edffffffff,3.0,0.0,0.0
84c3053ffffffff,12.0,0.0,0.0
84c3089ffffffff,3.0,0.0,0.0
84c3093ffffffff,1.0,0.0,0.0
84c3097ffffffff,2.0,0.0,0.0
84c309dffffffff,2.0,0.0,0.0
84c30d1ffffffff,17.0,0.0,0.0
84c30d5ffffffff,8.0,0.0,0.0
84c3201ffffffff,13.0,0.0,0.0
84c3207ffffffff,10.0,0.0,0.0
84c3209ffffffff,19.0,0.0,0.0
84c320dffffffff,23.0,0.0,0.0
84c3217ffffffff,12.0,0.0,0.0
84c3219ffffffff,2.0,0.0,0.0
84c3241ffffffff,19.0,0.0,0.0
84c3243ffffffff,17.0,0.0,0.0
84c3247ffffffff,17.0,0.0,0.0
84c324bffffffff,1.0,0.0,0.0
84c3255ffffffff,17.0,0.0,0.0
84c3263ffffffff,4.0,0.0,0.0
84c3297ffffffff,20.0,0.0,0.0
84c329bffffffff,16.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a5ffffffff,2.0,0.0,0.0
84c32a7ffffffff,2.0,0.0,0.0
84c32adffffffff,11.0,0.0,0.0
84c32b7ffffffff,2.0,0.0,0.0
84c32dbffffffff,11.0,0.0,0.0
84c32e1ffffffff,21.0,0.0,0.0
84c32edffffffff,6.0,0.0,0.0
84c3427ffffffff,3.0,0.0,0.0
84c3441ffffffff,1.0,0.0,0.0
84c3501ffffffff,2.0,0.0,0.0
84c3503ffffffff,2.0,0.0,0.0
84c3505ffffffff,1.0,0.0,0.0
84c3509ffffffff,2.0,0.0,0.0
84c3511ffffffff,2.0,0.0,0.0
84c3519ffffffff,2.0,0.0,0.0
84c3521ffffffff,4.0,0.0,0.0
84c3527ffffffff,6.0,0.0,0.0
84c3537ffffffff,2.0,0.0,0.0
84c3553ffffffff,3.0,0.0,0.0
84c3557ffffffff,1.0,0.0,0.0
84c3569ffffffff,4.0,0.0,0.0
84c356dffffffff,7.0,0.0,0.0
84c3609ffffffff,5.0,0.0,0.0
84c3641ffffffff,2.0,0.0,0.0
84c3659ffffffff,2.0,0.0,0.0
84c3709ffffffff,1.0,0.0,0.0
84c3729ffffffff,2.0,0.0,0.0
84c3737ffffffff,2.0,0.0,0.0
84c3743ffffffff,2.0,0.0,0.0
84c3755ffffffff,6.0,0.0,0.0
84c3759ffffffff,2.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,17.0,0.0,0.0
84c3767ffffffff,10.0,0.0,0.0
84c376dffffffff,2.0,0.0,0.0
84ce801ffffffff,21.0,0.0,0.0
84ce803ffffffff,31.0,0.0,0.0
84ce805ffffffff,1.0,0.0,0.0
84ce807ffffffff,16.0,0.0,0.0
84ce809ffffffff,390.0,4.0,0.0
84ce80bffffffff,72.0,0.0,0.0
84ce80dffffffff,93.0,0.0,0.0
84ce815ffffffff,1.0,0.0,0.0
84ce81dffffffff,5.0,0.0,0.0
84ce823ffffffff,3.0,0.0,0.0
84ce827ffffffff,5.0,0.0,0.0
84ce82bffffffff,6.0,0.0,0.0
84ce831ffffffff,106.0,0.0,0.0
84ce833ffffffff,3.0,0.0,0.0
84ce835ffffffff,18.0,0.0,0.0
84ce837ffffffff,3.0,0.0,0.0
84ce839ffffffff,274.0,0.0,0.0
84ce83bffffffff,2.0,0.0,0.0
84ce83dffffffff,51.0,0.0,0.0
84ce843ffffffff,8.0,0.0,0.0
84ce847ffffffff,50.0,0.0,0.0
84ce84bffffffff,1.0,0.0,0.0
84ce853ffffffff,2.0,0.0,0.0
84ce855ffffffff,6.0,0.0,0.0
84ce857ffffffff,2.0,0.0,0.0
84ce859ffffffff,2.0,0.0,0.0
84ce861ffffffff,2.0,0.0,0.0
84ce863ffffffff,9.0,2.0,0.0
84ce865ffffffff,3.0,0.0,0.0
84ce913ffffffff,3.0,0.0,0.0
84ce917ffffffff,9.0,0.0,0.0
84ce923ffffffff,6.0,0.0,0.0
84ce927ffffffff,2.0,0.0,0.0
84ce931ffffffff,5.0,0.0,0.0
84ce935ffffffff,70.0,0.0,0.0
84ce93bffffffff,4.0,0.0,0.0
84ce955ffffffff,7.0,0.0,0.0
84ce96bffffffff,2.0,0.0,0.0
84ce96dffffffff,6.0,2.0,0.0
84ce981ffffffff,35.0,0.0,0.0
84ce983ffffffff,56.0,0.0,0.0
84ce989ffffffff,346.0,0.0,0.0
84ce98bffffffff,3.0,0.0,0.0
84ce98dffffffff,40.0,0.0,0.0
84ce991ffffffff,2.0,0.0,0.0
84ce995ffffffff,25.0,0.0,0.0
84ce997ffffffff,4.0,0.0,0.0
84ce9abffffffff,1.0,0.0,0.0
84ce9b1ffffffff,6.0,0.0,0.0
84ce9b3ffffffff,77.0,0.0,0.0
84ce9b5ffffffff,45.0,0.0,0.0
84ce9b7ffffffff,17.0,0.0,0.0
84ce9b9ffffffff,1.0,0.0,0.0
84ce9bbffffffff,1.0,0.0,0.0
84ce9bdffffffff,19.0,0.0,0.0
84ce9c1ffffffff,3.0,0.0,0.0
84ce9c3ffffffff,64.0,0.0,0.0
