cell_id,Chloephaga picta,Chloephaga picta (White-breasted),Chloephaga picta (Bar-breasted)
84ce9c7ffffffff,211.0,0.0,0.0
84ce9c9ffffffff,2.0,0.0,0.0
84ce9cbffffffff,7.0,0.0,0.0
84ce9d1ffffffff,27.0,0.0,0.0
84ce9d3ffffffff,6.0,0.0,0.0
84ce9d5ffffffff,30.0,0.0,0.0
84ce9d7ffffffff,4.0,0.0,0.0
84ce9d9ffffffff,5.0,0.0,0.0
84ce9ddffffffff,38.0,0.0,0.0
84ce9e3ffffffff,14.0,0.0,0.0
84ce9e5ffffffff,6.0,0.0,0.0
84ce9edffffffff,5.0,0.0,0.0
84cea03ffffffff,2.0,0.0,0.0
84cea05ffffffff,19.0,0.0,0.0
84cea07ffffffff,103.0,0.0,0.0
84cea0dffffffff,4.0,0.0,0.0
84cea21ffffffff,2.0,0.0,0.0
84cea23ffffffff,9.0,0.0,0.0
84cea25ffffffff,8.0,0.0,0.0
84cea27ffffffff,13.0,0.0,0.0
84cea29ffffffff,15.0,0.0,0.0
84cea2bffffffff,18.0,0.0,0.0
84cea31ffffffff,8.0,0.0,0.0
84cea35ffffffff,15.0,0.0,0.0
84cea39ffffffff,21.0,0.0,0.0
84cea3dffffffff,61.0,0.0,0.0
84cea41ffffffff,5.0,0.0,0.0
84cea45ffffffff,4.0,0.0,0.0
84cea49ffffffff,2.0,0.0,0.0
84cea4bffffffff,7.0,0.0,0.0
84cea53ffffffff,2.0,0.0,0.0
84cea63ffffffff,2.0,0.0,0.0
84cea65ffffffff,3.0,0.0,0.0
84cea69ffffffff,2.0,0.0,0.0
84ceaa9ffffffff,5.0,0.0,0.0
84ceae1ffffffff,4.0,0.0,0.0
84ceb01ffffffff,2.0,0.0,0.0
84ceb19ffffffff,2.0,0.0,0.0
84ceb31ffffffff,5.0,0.0,0.0
84ceb33ffffffff,1.0,0.0,0.0
84ceb35ffffffff,3.0,0.0,0.0
84ceb37ffffffff,13.0,0.0,0.0
84ceb4bffffffff,10.0,0.0,0.0
84cf105ffffffff,13.0,0.0,0.0
84cf121ffffffff,132.0,10.0,0.0
84cf123ffffffff,641.0,51.0,1.0
84cf125ffffffff,14.0,0.0,0.0
84cf127ffffffff,132.0,21.0,0.0
84cf129ffffffff,442.0,25.0,13.0
84cf12bffffffff,333.0,58.0,7.0
84cf135ffffffff,42.0,0.0,0.0
84cf13dffffffff,139.0,12.0,0.0
84cf161ffffffff,8.0,0.0,0.0
84cf163ffffffff,46.0,0.0,0.0
84cf165ffffffff,287.0,6.0,0.0
84cf167ffffffff,82.0,2.0,0.0
84cf169ffffffff,6.0,0.0,0.0
84cf16bffffffff,2.0,0.0,0.0
84cf16dffffffff,184.0,3.0,2.0
84cf325ffffffff,18.0,2.0,0.0
84cf32dffffffff,2.0,0.0,0.0
84cf813ffffffff,21.0,0.0,0.0
84cf829ffffffff,10.0,0.0,0.0
84cf831ffffffff,4.0,0.0,0.0
84cf833ffffffff,2.0,0.0,0.0
84cf851ffffffff,20.0,2.0,0.0
84cf853ffffffff,194.0,16.0,0.0
84cf859ffffffff,1.0,0.0,0.0
84cf85bffffffff,10.0,0.0,0.0
84cf881ffffffff,59.0,1.0,0.0
84cf885ffffffff,7.0,0.0,0.0
84cf887ffffffff,94.0,11.0,1.0
84cf889ffffffff,2.0,0.0,0.0
84cf88dffffffff,73.0,0.0,0.0
84cf891ffffffff,1.0,0.0,0.0
84cf893ffffffff,2.0,0.0,0.0
84cf8a3ffffffff,147.0,30.0,0.0
84cf8a7ffffffff,2.0,0.0,0.0
84cf8adffffffff,6.0,0.0,0.0
84cf8b3ffffffff,2.0,0.0,0.0
84cf8b5ffffffff,26.0,6.0,0.0
84cf8b9ffffffff,4.0,2.0,0.0
84cf8bbffffffff,34.0,17.0,0.0
84cf8bdffffffff,82.0,7.0,0.0
84cf8c1ffffffff,99.0,0.0,0.0
84cf8c3ffffffff,19.0,2.0,0.0
84cf8c5ffffffff,402.0,0.0,0.0
84cf8c7ffffffff,54.0,2.0,0.0
84cf8c9ffffffff,21.0,0.0,0.0
84cf8cbffffffff,11.0,0.0,0.0
84cf8cdffffffff,6.0,0.0,0.0
84cf8d5ffffffff,21.0,0.0,0.0
84cf8ddffffffff,13.0,0.0,0.0
84cf8e1ffffffff,15.0,0.0,0.0
84cf8e3ffffffff,4.0,0.0,0.0
84cf8e9ffffffff,213.0,0.0,0.0
84cf8ebffffffff,295.0,0.0,0.0
84cf8edffffffff,28.0,0.0,0.0
84cf901ffffffff,5.0,0.0,0.0
84cf909ffffffff,10.0,0.0,0.0
84cf911ffffffff,3.0,0.0,0.0
84cf913ffffffff,12.0,0.0,0.0
84cf943ffffffff,105.0,0.0,0.0
84cf955ffffffff,5.0,0.0,0.0
84cf959ffffffff,5.0,0.0,0.0
84cf95dffffffff,4.0,0.0,0.0
84cf989ffffffff,21.0,0.0,0.0
84cf98bffffffff,75.0,0.0,0.0
84cf98dffffffff,10.0,0.0,0.0
84cf999ffffffff,2.0,0.0,0.0
84cf9c7ffffffff,5.0,0.0,0.0
84cf9d3ffffffff,15.0,0.0,0.0
84cf9d5ffffffff,1.0,0.0,0.0
84cf9e1ffffffff,9.0,0.0,0.0
84cf9e3ffffffff,2.0,0.0,0.0
84cf9e9ffffffff,8.0,0.0,0.0
84cf9ebffffffff,34.0,0.0,0.0
84cfa01ffffffff,61.0,0.0,0.0
84cfa05ffffffff,118.0,0.0,0.0
84cfa07ffffffff,44.0,0.0,0.0
84cfa09ffffffff,92.0,0.0,0.0
84cfa0dffffffff,276.0,0.0,0.0
84cfa13ffffffff,13.0,0.0,0.0
84cfa17ffffffff,21.0,0.0,0.0
84cfa19ffffffff,18.0,0.0,0.0
84cfa1bffffffff,11.0,0.0,0.0
84cfa21ffffffff,335.0,0.0,0.0
84cfa23ffffffff,71.0,0.0,0.0
84cfa27ffffffff,90.0,0.0,0.0
84cfa2bffffffff,144.0,0.0,0.0
84cfa33ffffffff,2.0,0.0,0.0
84cfa35ffffffff,31.0,0.0,0.0
84cfa37ffffffff,2.0,0.0,0.0
84cfa41ffffffff,114.0,0.0,0.0
84cfa43ffffffff,33.0,0.0,0.0
84cfa45ffffffff,617.0,0.0,0.0
84cfa47ffffffff,3869.0,0.0,0.0
84cfa49ffffffff,622.0,19.0,28.0
84cfa4bffffffff,153.0,1.0,0.0
84cfa4dffffffff,93.0,0.0,0.0
84cfa55ffffffff,15.0,0.0,0.0
84cfa57ffffffff,8.0,0.0,0.0
84cfa59ffffffff,58.0,5.0,2.0
84cfa5bffffffff,36.0,0.0,0.0
84cfa5dffffffff,56.0,0.0,0.0
84cfa81ffffffff,24.0,0.0,0.0
84cfa87ffffffff,15.0,0.0,0.0
84cfa89ffffffff,93.0,0.0,0.0
84cfaa1ffffffff,452.0,29.0,0.0
84cfaa3ffffffff,37.0,0.0,0.0
84cfaa5ffffffff,5.0,0.0,0.0
84cfaa7ffffffff,5.0,0.0,0.0
84cfaadffffffff,209.0,8.0,0.0
84cfab7ffffffff,2.0,0.0,0.0
84cfabdffffffff,3.0,3.0,0.0
84cfac5ffffffff,31.0,0.0,0.0
84cfac7ffffffff,23.0,0.0,0.0
84cfac9ffffffff,166.0,0.0,0.0
84cfacbffffffff,2.0,0.0,0.0
84cfacdffffffff,704.0,0.0,0.0
84cfae1ffffffff,15.0,0.0,0.0
84cfae3ffffffff,31.0,0.0,0.0
84cfae7ffffffff,51.0,1.0,0.0
84cfaebffffffff,4.0,0.0,0.0
84cfb11ffffffff,4.0,0.0,0.0
84cfb13ffffffff,35.0,0.0,0.0
84cfb17ffffffff,2.0,0.0,0.0
84de625ffffffff,2.0,0.0,0.0
84de629ffffffff,36.0,0.0,0.0
84de62dffffffff,261.0,0.0,0.0
84de661ffffffff,12.0,0.0,0.0
84de665ffffffff,53.0,0.0,0.0
84de667ffffffff,3.0,0.0,0.0
84de701ffffffff,95.0,0.0,0.0
84de703ffffffff,24.0,0.0,0.0
84de707ffffffff,487.0,0.0,0.0
84de709ffffffff,15.0,0.0,0.0
84de70bffffffff,14.0,0.0,0.0
84de719ffffffff,44.0,0.0,0.0
84de71dffffffff,7.0,0.0,0.0
84de739ffffffff,2.0,0.0,0.0
84de743ffffffff,91.0,0.0,0.0
84de74bffffffff,1.0,0.0,0.0
84de753ffffffff,113.0,0.0,0.0
84de757ffffffff,3.0,0.0,0.0
84de75bffffffff,1.0,0.0,0.0
84df401ffffffff,2.0,0.0,0.0
84df409ffffffff,10.0,0.0,0.0
84df419ffffffff,164.0,4.0,20.0
84df41bffffffff,107.0,3.0,14.0
84df41dffffffff,76.0,2.0,8.0
84df423ffffffff,3.0,0.0,0.0
84df42bffffffff,3.0,0.0,0.0
84df447ffffffff,1.0,0.0,0.0
84df44dffffffff,2.0,0.0,0.0
84df451ffffffff,1074.0,7.0,73.0
84df455ffffffff,283.0,4.0,26.0
84df457ffffffff,77.0,0.0,3.0
84df459ffffffff,778.0,11.0,113.0
84df45bffffffff,9.0,0.0,0.0
84df45dffffffff,3.0,0.0,0.0
84df4c9ffffffff,7.0,0.0,0.0
84df4d9ffffffff,71.0,0.0,0.0
84df5b3ffffffff,2.0,0.0,0.0
84df681ffffffff,26.0,1.0,0.0
84df683ffffffff,744.0,3.0,66.0
84df685ffffffff,12.0,0.0,0.0
84df687ffffffff,360.0,20.0,52.0
84df689ffffffff,383.0,6.0,13.0
84df68bffffffff,663.0,22.0,40.0
84df68dffffffff,24.0,2.0,0.0
84df691ffffffff,358.0,24.0,13.0
84df693ffffffff,179.0,14.0,7.0
84df695ffffffff,54.0,2.0,0.0
84df697ffffffff,277.0,13.0,0.0
84df699ffffffff,1157.0,33.0,46.0
84df69bffffffff,41.0,2.0,1.0
84df69dffffffff,1075.0,25.0,73.0
84df6a1ffffffff,5.0,0.0,0.0
84df6a3ffffffff,100.0,0.0,0.0
84df6a5ffffffff,25.0,0.0,0.0
84df6a7ffffffff,485.0,5.0,12.0
84df6a9ffffffff,17.0,0.0,0.0
84df6abffffffff,30.0,2.0,0.0
84df6adffffffff,87.0,0.0,5.0
84df6b1ffffffff,60.0,0.0,6.0
84df6b3ffffffff,58.0,0.0,0.0
84df6b5ffffffff,96.0,1.0,0.0
84df6b7ffffffff,64.0,0.0,0.0
84df6b9ffffffff,13.0,0.0,4.0
84df6bbffffffff,228.0,5.0,8.0
84df6bdffffffff,98.0,6.0,15.0
84df6d3ffffffff,4.0,0.0,0.0
84df6d5ffffffff,25.0,0.0,0.0
84df6d7ffffffff,291.0,11.0,12.0
84df6d9ffffffff,2.0,0.0,0.0
84df6e1ffffffff,4.0,0.0,0.0
84df6e7ffffffff,26.0,0.0,0.0
