cell_id,Dryobates villosus,Dryobates villosus [villosus Group],Dryobates villosus [harrisi Group],Dryobates villosus orius/icastus,Dryobates villosus jardinii/sanctorum,Dryobates villosus extimus
82271ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,86.0,2.0,0.0,0.0,0.0,0.0
82274ffffffffff,859.0,3.0,0.0,0.0,0.0,0.0
822757fffffffff,13.0,6.0,0.0,0.0,0.0,0.0
82275ffffffffff,91.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,73.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,19.0,2.0,0.0,0.0,0.0,0.0
822787fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,4.0,1.0,0.0,2.0,0.0,0.0
8227a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,142.0,0.0,5.0,1.0,0.0,0.0
82281ffffffffff,26.0,0.0,13.0,0.0,0.0,0.0
822837fffffffff,242.0,0.0,8.0,0.0,0.0,0.0
822887fffffffff,32.0,0.0,0.0,2.0,0.0,0.0
82288ffffffffff,43.0,0.0,0.0,18.0,0.0,0.0
822897fffffffff,6.0,0.0,0.0,1.0,0.0,0.0
82289ffffffffff,21.0,0.0,0.0,20.0,0.0,0.0
8228affffffffff,11.0,0.0,10.0,0.0,0.0,0.0
8228b7fffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8228c7fffffffff,11.0,0.0,11.0,0.0,0.0,0.0
8228d7fffffffff,40.0,0.0,10.0,24.0,0.0,0.0
8228dffffffffff,4.0,0.0,2.0,0.0,0.0,0.0
8228f7fffffffff,53.0,0.0,15.0,0.0,0.0,0.0
822987fffffffff,7.0,0.0,0.0,4.0,0.0,0.0
82298ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
822997fffffffff,30.0,0.0,0.0,19.0,0.0,0.0
82299ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8229a7fffffffff,144.0,0.0,7.0,0.0,0.0,0.0
8229affffffffff,28.0,0.0,4.0,0.0,0.0,0.0
8229b7fffffffff,17.0,0.0,0.0,3.0,0.0,0.0
822a07fffffffff,8.0,2.0,0.0,0.0,0.0,0.0
822a17fffffffff,6997.0,644.0,0.0,0.0,0.0,0.0
822a37fffffffff,97.0,38.0,0.0,0.0,0.0,0.0
822a87fffffffff,8.0,2.0,0.0,0.0,0.0,0.0
822a8ffffffffff,19.0,1.0,0.0,0.0,0.0,0.0
822a97fffffffff,4.0,1.0,0.0,0.0,0.0,0.0
822a9ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0
822aa7fffffffff,29.0,15.0,0.0,0.0,0.0,0.0
822aaffffffffff,612.0,160.0,0.0,0.0,0.0,0.0
822ab7fffffffff,547.0,96.0,0.0,0.0,0.0,0.0
822ad7fffffffff,55.0,6.0,0.0,0.0,0.0,0.0
822af7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,6.0,1.0,0.0,0.0,0.0,0.0
822b0ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,37.0,30.0,0.0,0.0,0.0,0.0
822b1ffffffffff,33.0,23.0,0.0,0.0,0.0,0.0
822b27fffffffff,28.0,1.0,0.0,0.0,0.0,0.0
822b87fffffffff,10.0,3.0,0.0,0.0,0.0,0.0
822b8ffffffffff,311.0,28.0,0.0,0.0,0.0,0.0
822b9ffffffffff,18.0,6.0,0.0,0.0,0.0,0.0
822baffffffffff,187.0,73.0,0.0,0.0,0.0,0.0
822bb7fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
824417fffffffff,555.0,43.0,0.0,0.0,0.0,0.0
82441ffffffffff,149.0,4.0,0.0,0.0,0.0,0.0
824447fffffffff,85.0,2.0,0.0,0.0,0.0,0.0
82444ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,100.0,0.0,0.0,0.0,0.0,0.0
824487fffffffff,85.0,17.0,0.0,0.0,0.0,0.0
8244a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,290.0,17.0,0.0,0.0,0.0,0.0
8244c7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,34.0,13.0,0.0,0.0,0.0,0.0
8244d7fffffffff,1472.0,40.0,0.0,0.0,0.0,0.0
8244dffffffffff,193.0,4.0,0.0,0.0,0.0,0.0
8244e7fffffffff,114.0,3.0,0.0,0.0,0.0,0.0
8244effffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8244f7fffffffff,189.0,9.0,0.0,0.0,0.0,0.0
824527fffffffff,14.0,0.0,0.0,0.0,6.0,0.0
824817fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,31.0,0.0,5.0,0.0,0.0,0.0
82489ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,62.0,0.0,0.0,27.0,0.0,0.0
8248cffffffffff,376.0,0.0,0.0,144.0,0.0,0.0
8248d7fffffffff,17.0,0.0,0.0,2.0,0.0,0.0
8248dffffffffff,25.0,0.0,0.0,13.0,0.0,0.0
8248effffffffff,337.0,0.0,0.0,82.0,0.0,0.0
824997fffffffff,15.0,0.0,0.0,0.0,5.0,0.0
8249a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,376.0,0.0,0.0,0.0,0.0,367.0
826d17fffffffff,13.0,0.0,0.0,0.0,4.0,0.0
826d27fffffffff,10.0,0.0,0.0,0.0,2.0,0.0
826d2ffffffffff,28.0,0.0,0.0,0.0,27.0,0.0
826d37fffffffff,14.0,0.0,0.0,0.0,14.0,0.0
826d6ffffffffff,7.0,0.0,0.0,0.0,0.0,5.0
