cell_id,Ramphastos vitellinus,Ramphastos vitellinus citreolaemus,Ramphastos vitellinus culminatus/pintoi,Ramphastos vitellinus vitellinus,Ramphastos vitellinus ariel,Ramphastos vitellinus citreolaemus x culminatus,Ramphastos vitellinus culminatus x vitellinus,Ramphastos vitellinus culminatus x ariel
845e667ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
845f1cbffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
845f583ffffffff,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
845f5b9ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
84660a7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84660e7ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466113ffffffff,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466193ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84661c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661c9ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661cdffffffff,113.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661ddffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e9ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846641dffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8466485ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d81ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dadffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8466de1ffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84806abffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
84806e9ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8481125ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848145dffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
8481635ffffffff,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8481637ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8481711ffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
848183bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481851ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481857ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a809ffffffff,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
848a9cdffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
848b42dffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
848b44bffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
848b44dffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
848b717ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
848bb59ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
848f73dffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84a8125ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84a8311ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84a882dffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84a8917ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84a8919ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84a8a19ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
84a8c05ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84a8c25ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84a8ec9ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
