cell_id,Canachites canadensis,Canachites canadensis [canadensis Group],Canachites canadensis franklinii/isleibi,Canachites canadensis [canadensis Group] x franklinii/isleibi
8412d63ffffffff,2.0,0.0,0.0,0.0
8412d83ffffffff,8.0,0.0,0.0,0.0
8412d8bffffffff,9.0,0.0,0.0,0.0
8412d91ffffffff,1.0,0.0,1.0,0.0
8412d9dffffffff,1.0,0.0,0.0,0.0
8412da9ffffffff,2.0,0.0,0.0,0.0
8412dd1ffffffff,2.0,0.0,0.0,0.0
8412dd7ffffffff,1.0,0.0,1.0,0.0
8412dedffffffff,2.0,0.0,2.0,0.0
8412e31ffffffff,9.0,8.0,0.0,0.0
8412e33ffffffff,2.0,0.0,0.0,0.0
8412e3bffffffff,2.0,0.0,0.0,0.0
8412ea5ffffffff,19.0,1.0,0.0,0.0
8412f13ffffffff,1.0,0.0,1.0,0.0
8413829ffffffff,1.0,0.0,0.0,0.0
841382bffffffff,1.0,0.0,0.0,0.0
841383bffffffff,2.0,2.0,0.0,0.0
841aa6bffffffff,1.0,0.0,0.0,0.0
841ab59ffffffff,2.0,0.0,0.0,0.0
841b98dffffffff,2.0,0.0,0.0,0.0
841b9e1ffffffff,9.0,0.0,0.0,0.0
841b9ebffffffff,3.0,0.0,0.0,0.0
8427013ffffffff,2.0,0.0,0.0,0.0
842703bffffffff,2.0,0.0,0.0,0.0
842709bffffffff,13.0,3.0,0.0,0.0
84271d9ffffffff,6.0,0.0,0.0,0.0
8427299ffffffff,2.0,0.0,0.0,0.0
842742dffffffff,1.0,0.0,0.0,0.0
8427445ffffffff,2.0,0.0,0.0,0.0
8427449ffffffff,4.0,0.0,0.0,0.0
8427467ffffffff,24.0,2.0,0.0,0.0
8427469ffffffff,33.0,0.0,0.0,0.0
842746bffffffff,20.0,0.0,0.0,0.0
842746dffffffff,14.0,0.0,0.0,0.0
8427509ffffffff,23.0,0.0,0.0,0.0
842755bffffffff,115.0,3.0,0.0,0.0
8427631ffffffff,485.0,14.0,0.0,0.0
8427633ffffffff,8.0,2.0,0.0,0.0
8427635ffffffff,2.0,0.0,0.0,0.0
8427637ffffffff,23.0,3.0,0.0,0.0
8427643ffffffff,2.0,0.0,0.0,0.0
8427665ffffffff,3.0,0.0,0.0,0.0
84276a3ffffffff,15.0,0.0,0.0,0.0
84276a7ffffffff,1.0,0.0,0.0,0.0
84276abffffffff,1.0,0.0,0.0,0.0
8427717ffffffff,4.0,0.0,0.0,0.0
8427721ffffffff,2.0,0.0,0.0,0.0
8427761ffffffff,1.0,0.0,0.0,0.0
8427927ffffffff,1.0,0.0,0.0,0.0
8428813ffffffff,9.0,0.0,9.0,0.0
8428817ffffffff,34.0,0.0,19.0,0.0
8428861ffffffff,2.0,0.0,0.0,0.0
8428863ffffffff,2.0,0.0,0.0,0.0
8428915ffffffff,2.0,0.0,2.0,0.0
8428989ffffffff,4.0,0.0,0.0,0.0
842898dffffffff,2.0,0.0,2.0,0.0
84289a3ffffffff,1.0,0.0,0.0,0.0
84289a9ffffffff,3.0,0.0,0.0,0.0
84289bdffffffff,4.0,0.0,0.0,0.0
8428d21ffffffff,1.0,0.0,0.0,0.0
8428d23ffffffff,3.0,0.0,2.0,0.0
8428d2bffffffff,16.0,0.0,2.0,0.0
8428d35ffffffff,39.0,0.0,10.0,0.0
8428d67ffffffff,4.0,0.0,3.0,0.0
8428da5ffffffff,4.0,0.0,0.0,0.0
8428dadffffffff,2.0,0.0,0.0,0.0
8428f21ffffffff,15.0,0.0,6.0,0.0
8428f23ffffffff,7.0,0.0,2.0,0.0
8428f27ffffffff,26.0,0.0,5.0,0.0
842a36dffffffff,1.0,0.0,0.0,0.0
842b01bffffffff,16.0,0.0,0.0,0.0
842b0c5ffffffff,1.0,0.0,0.0,0.0
842b0cdffffffff,5.0,0.0,0.0,0.0
842b0e9ffffffff,5.0,0.0,0.0,0.0
842b0edffffffff,9.0,0.0,0.0,0.0
842b107ffffffff,2.0,0.0,0.0,0.0
842b123ffffffff,4.0,0.0,0.0,0.0
842b133ffffffff,14.0,0.0,0.0,0.0
842b135ffffffff,2.0,2.0,0.0,0.0
842b137ffffffff,4.0,0.0,0.0,0.0
842b181ffffffff,3.0,0.0,0.0,0.0
842b187ffffffff,2.0,0.0,0.0,0.0
842b189ffffffff,5.0,0.0,0.0,0.0
842b1ebffffffff,16.0,0.0,0.0,0.0
842b1edffffffff,3.0,0.0,0.0,0.0
842b217ffffffff,8.0,0.0,0.0,0.0
842b23bffffffff,12.0,0.0,0.0,0.0
842b2a1ffffffff,4.0,0.0,0.0,0.0
842b2a5ffffffff,5.0,0.0,0.0,0.0
842b2a7ffffffff,10.0,0.0,0.0,0.0
842b2c5ffffffff,2.0,0.0,0.0,0.0
842b2e9ffffffff,2.0,0.0,0.0,0.0
842b327ffffffff,18.0,0.0,0.0,0.0
842b82dffffffff,6.0,0.0,0.0,0.0
842b851ffffffff,6.0,0.0,0.0,0.0
842b855ffffffff,4.0,0.0,0.0,0.0
842b90dffffffff,3.0,0.0,0.0,0.0
842b917ffffffff,6.0,0.0,0.0,0.0
842b921ffffffff,3.0,0.0,0.0,0.0
842b933ffffffff,6.0,0.0,0.0,0.0
842b939ffffffff,1.0,0.0,0.0,0.0
842b949ffffffff,2.0,0.0,0.0,0.0
842b94bffffffff,2.0,0.0,0.0,0.0
842b9c1ffffffff,2.0,0.0,0.0,0.0
842b9c5ffffffff,45.0,2.0,0.0,0.0
842b9cdffffffff,95.0,6.0,0.0,0.0
842b9e9ffffffff,4.0,0.0,0.0,0.0
842ba09ffffffff,5.0,0.0,0.0,0.0
842ba19ffffffff,2.0,0.0,0.0,0.0
842ba47ffffffff,2.0,0.0,0.0,0.0
842ba49ffffffff,2.0,0.0,0.0,0.0
842ba83ffffffff,6.0,0.0,0.0,0.0
842ba89ffffffff,5.0,0.0,0.0,0.0
842ba8bffffffff,11.0,0.0,0.0,0.0
842ba91ffffffff,2.0,0.0,0.0,0.0
842ba97ffffffff,2.0,0.0,0.0,0.0
842ba99ffffffff,2.0,0.0,0.0,0.0
842ba9dffffffff,13.0,0.0,0.0,0.0
842bab9ffffffff,10.0,7.0,0.0,0.0
842babbffffffff,2.0,0.0,0.0,0.0
842bac1ffffffff,5.0,0.0,0.0,0.0
842bac3ffffffff,2.0,0.0,0.0,0.0
842bad1ffffffff,3.0,0.0,0.0,0.0
842bad7ffffffff,5.0,0.0,0.0,0.0
842baebffffffff,2.0,0.0,0.0,0.0
