cell_id,Leiothlypis celata,Leiothlypis celata celata,Leiothlypis celata orestera,Leiothlypis celata lutescens,Leiothlypis celata sordida,Leiothlypis celata celata/orestera
830c14fffffffff,102.0,93.0,0.0,0.0,0.0,0.0
830c15fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
830c1efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830c41fffffffff,11.0,3.0,0.0,1.0,0.0,0.0
830c42fffffffff,6.0,0.0,0.0,4.0,0.0,0.0
830c44fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c45fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,14.0,11.0,0.0,2.0,0.0,0.0
830c50fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
830c51fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
830c54fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c55fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,27.0,1.0,0.0,0.0,0.0,0.0
830c68fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c69fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,26.0,4.0,0.0,4.0,0.0,0.0
830c74fffffffff,5.0,3.0,0.0,0.0,0.0,0.0
830c76fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
830ca4fffffffff,36.0,4.0,0.0,6.0,0.0,0.0
830d5afffffffff,11.0,0.0,0.0,0.0,0.0,0.0
830d62fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e45fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e51fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830e62fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e63fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e6afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e6cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e89fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
830ec2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ec5fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
830ed4fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
830ed5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ee1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830eecfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830eeefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ef2fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83125bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83128bfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
831290fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8312adfffffffff,6.0,0.0,0.0,0.0,0.0,6.0
8312b0fffffffff,80.0,5.0,0.0,0.0,0.0,0.0
8312b4fffffffff,2.0,1.0,0.0,1.0,0.0,0.0
8312b6fffffffff,12.0,5.0,0.0,5.0,0.0,0.0
8312c0fffffffff,4.0,0.0,2.0,0.0,0.0,0.0
8312c1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312ccfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8312cdfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8312d0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312d1fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8312d8fffffffff,15.0,0.0,11.0,0.0,0.0,0.0
8312dafffffffff,8.0,0.0,0.0,6.0,0.0,2.0
8312dbfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,19.0,0.0,8.0,3.0,0.0,0.0
8312e1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312e2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312e8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312eafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
