cell_id,Malurus assimilis,Malurus assimilis dulcis/rogersi,Malurus assimilis assimilis/bernieri
849c2cbffffffff,2.0,0.0,0.0
849c2d3ffffffff,6.0,0.0,0.0
849c2ddffffffff,13.0,0.0,0.0
849c40bffffffff,1.0,0.0,1.0
849c417ffffffff,11.0,0.0,0.0
849c433ffffffff,1.0,0.0,0.0
849c439ffffffff,2.0,0.0,0.0
849c43bffffffff,2.0,0.0,0.0
849c443ffffffff,7.0,0.0,4.0
849c44bffffffff,3.0,0.0,0.0
849c45dffffffff,2.0,0.0,0.0
849c499ffffffff,5.0,0.0,2.0
849c4b3ffffffff,2.0,0.0,0.0
849c4d3ffffffff,4.0,0.0,0.0
849c4e1ffffffff,8.0,0.0,5.0
849c605ffffffff,44.0,0.0,10.0
849c607ffffffff,4.0,0.0,0.0
849c621ffffffff,1.0,0.0,0.0
849c62dffffffff,3.0,0.0,0.0
849c641ffffffff,1.0,0.0,1.0
849c649ffffffff,14.0,0.0,0.0
849c64bffffffff,2.0,0.0,0.0
849c663ffffffff,2.0,0.0,0.0
849c687ffffffff,4.0,0.0,0.0
849c693ffffffff,4.0,0.0,0.0
849c69bffffffff,2.0,0.0,0.0
849c6b9ffffffff,2.0,0.0,0.0
849c6bbffffffff,2.0,0.0,0.0
849c6cbffffffff,1.0,0.0,0.0
849c6d1ffffffff,3.0,0.0,3.0
849c6ddffffffff,2.0,0.0,0.0
849c741ffffffff,3.0,0.0,0.0
849c743ffffffff,25.0,0.0,3.0
849c747ffffffff,5.0,0.0,0.0
849c753ffffffff,2.0,0.0,0.0
849d0cdffffffff,2.0,0.0,0.0
849d0dbffffffff,2.0,0.0,0.0
849d0e9ffffffff,2.0,0.0,0.0
849d289ffffffff,10.0,0.0,5.0
849d28bffffffff,3.0,0.0,0.0
849d28dffffffff,2.0,0.0,0.0
849d29dffffffff,2.0,0.0,0.0
849d2bdffffffff,5.0,0.0,0.0
849d2c3ffffffff,16.0,0.0,2.0
849d2d1ffffffff,2.0,0.0,0.0
849d2ddffffffff,3.0,0.0,0.0
849d407ffffffff,2.0,0.0,0.0
849d40dffffffff,1.0,0.0,0.0
849d431ffffffff,4.0,0.0,0.0
849d443ffffffff,65.0,0.0,11.0
849d447ffffffff,29.0,0.0,7.0
849d449ffffffff,2.0,0.0,0.0
849d44bffffffff,22.0,0.0,10.0
849d459ffffffff,4.0,0.0,0.0
849d46bffffffff,42.0,0.0,14.0
849d48dffffffff,2.0,0.0,0.0
849d4a1ffffffff,142.0,0.0,31.0
849d4a3ffffffff,19.0,0.0,0.0
849d4a7ffffffff,12.0,0.0,2.0
849d4abffffffff,4.0,0.0,0.0
849d4adffffffff,16.0,0.0,3.0
849d4c9ffffffff,2.0,0.0,0.0
849d4ddffffffff,1.0,0.0,0.0
849d4e7ffffffff,7.0,0.0,0.0
849d507ffffffff,1.0,0.0,0.0
849d541ffffffff,2.0,0.0,0.0
849d551ffffffff,4.0,0.0,0.0
849d559ffffffff,7.0,0.0,0.0
849d55bffffffff,2.0,0.0,0.0
849d55dffffffff,2.0,0.0,2.0
849d5dbffffffff,39.0,0.0,16.0
849d601ffffffff,2.0,0.0,0.0
849d609ffffffff,2.0,0.0,0.0
849d60bffffffff,2.0,0.0,0.0
849d625ffffffff,21.0,0.0,5.0
849d637ffffffff,4.0,0.0,4.0
849d63dffffffff,12.0,0.0,3.0
849d657ffffffff,7.0,0.0,3.0
849d683ffffffff,6.0,0.0,2.0
849d68bffffffff,31.0,0.0,5.0
849d6a7ffffffff,2.0,0.0,0.0
849d6a9ffffffff,4.0,0.0,0.0
849d6b5ffffffff,1.0,0.0,0.0
849d6d1ffffffff,3.0,0.0,1.0
849d6d9ffffffff,5.0,0.0,0.0
849d6dbffffffff,41.0,0.0,4.0
849d6e5ffffffff,6.0,0.0,0.0
849d6e7ffffffff,3.0,0.0,1.0
849d70dffffffff,2.0,0.0,0.0
849d719ffffffff,6.0,0.0,0.0
849d72dffffffff,1.0,0.0,0.0
849d741ffffffff,2.0,0.0,0.0
849d755ffffffff,2.0,0.0,0.0
849d75dffffffff,13.0,0.0,4.0
849d761ffffffff,1.0,0.0,0.0
849d76dffffffff,2.0,0.0,0.0
84a6049ffffffff,5.0,0.0,0.0
84a604dffffffff,1.0,0.0,0.0
84a6103ffffffff,8.0,0.0,0.0
84a6107ffffffff,25.0,0.0,1.0
84a611dffffffff,3.0,0.0,1.0
84a6129ffffffff,6.0,0.0,2.0
84a612dffffffff,7.0,0.0,0.0
84a6139ffffffff,12.0,0.0,0.0
84a6167ffffffff,8.0,0.0,0.0
84a6205ffffffff,8.0,0.0,2.0
84a6223ffffffff,10.0,0.0,0.0
84a6225ffffffff,6.0,0.0,0.0
84a622dffffffff,2.0,0.0,0.0
84a6261ffffffff,10.0,0.0,4.0
84a6267ffffffff,50.0,0.0,7.0
84a626bffffffff,1.0,0.0,0.0
84a626dffffffff,5.0,0.0,0.0
84a630dffffffff,4.0,0.0,2.0
84a6319ffffffff,2.0,0.0,0.0
84a631bffffffff,41.0,0.0,9.0
84a6345ffffffff,2.0,0.0,2.0
84a6353ffffffff,1.0,0.0,0.0
84a6359ffffffff,10.0,0.0,2.0
84a635bffffffff,2.0,0.0,0.0
84a6a43ffffffff,2.0,0.0,2.0
84a6a4dffffffff,11.0,0.0,2.0
84a6a5dffffffff,7.0,0.0,0.0
84a6a61ffffffff,4.0,0.0,0.0
84a6a65ffffffff,2.0,0.0,0.0
84a6a6bffffffff,6.0,0.0,0.0
84a6a6dffffffff,4.0,0.0,0.0
84a7005ffffffff,9.0,0.0,2.0
84a7021ffffffff,5.0,0.0,0.0
84a7023ffffffff,4.0,0.0,0.0
84a7027ffffffff,2.0,0.0,0.0
84a7029ffffffff,9.0,0.0,4.0
84a702bffffffff,4.0,0.0,4.0
84a7035ffffffff,2.0,0.0,2.0
84a7037ffffffff,2.0,0.0,0.0
84a703dffffffff,4.0,0.0,0.0
84a7041ffffffff,1.0,0.0,0.0
84a704dffffffff,3.0,0.0,0.0
84a7061ffffffff,2.0,0.0,0.0
84a7063ffffffff,2.0,0.0,0.0
84a7067ffffffff,1.0,0.0,0.0
84a706dffffffff,4.0,0.0,0.0
84a710bffffffff,5.0,0.0,0.0
84a711bffffffff,2.0,0.0,2.0
84a7121ffffffff,2.0,0.0,2.0
84a7123ffffffff,3.0,0.0,0.0
84a7125ffffffff,3.0,0.0,0.0
84a712bffffffff,2.0,0.0,0.0
84a712dffffffff,7.0,0.0,2.0
84a7145ffffffff,8.0,0.0,0.0
84a7163ffffffff,2.0,0.0,0.0
84a7165ffffffff,4.0,0.0,2.0
84a7167ffffffff,3.0,0.0,1.0
84a7183ffffffff,6.0,0.0,2.0
84a7195ffffffff,1.0,0.0,0.0
84a71b3ffffffff,4.0,0.0,0.0
84a71bbffffffff,32.0,0.0,8.0
84a71c3ffffffff,4.0,0.0,0.0
84a71cbffffffff,20.0,0.0,4.0
84a71d1ffffffff,10.0,0.0,2.0
84a71d5ffffffff,4.0,0.0,4.0
84a71d9ffffffff,7.0,0.0,2.0
84a71ddffffffff,9.0,0.0,2.0
84a71e9ffffffff,2.0,0.0,0.0
84a71edffffffff,4.0,0.0,0.0
84a7221ffffffff,14.0,0.0,0.0
84a7227ffffffff,2.0,0.0,0.0
84a722dffffffff,8.0,0.0,0.0
84a7265ffffffff,43.0,0.0,4.0
84a7267ffffffff,18.0,0.0,2.0
84a726dffffffff,283.0,0.0,29.0
84a7311ffffffff,1.0,0.0,0.0
84a7317ffffffff,2.0,0.0,0.0
84a7319ffffffff,4.0,0.0,0.0
84a7333ffffffff,2.0,0.0,0.0
84a7825ffffffff,2.0,0.0,0.0
84a7829ffffffff,34.0,0.0,1.0
84a782bffffffff,4.0,0.0,0.0
84a7831ffffffff,3.0,0.0,0.0
84a7835ffffffff,3.0,0.0,0.0
84a7837ffffffff,2.0,0.0,0.0
84a7839ffffffff,4.0,0.0,0.0
84a7863ffffffff,1.0,0.0,0.0
84a7881ffffffff,1.0,0.0,1.0
84a788dffffffff,1.0,0.0,0.0
84a78a1ffffffff,9.0,0.0,5.0
84a78abffffffff,2.0,0.0,2.0
84a78bbffffffff,2.0,0.0,0.0
84a78bdffffffff,2.0,0.0,0.0
84a78e7ffffffff,21.0,0.0,4.0
84a791bffffffff,2.0,0.0,0.0
84a7993ffffffff,1.0,0.0,0.0
84a7999ffffffff,1.0,0.0,0.0
84a79a3ffffffff,3.0,0.0,2.0
84a79d1ffffffff,21.0,0.0,1.0
84a79d3ffffffff,3.0,0.0,0.0
84a79d9ffffffff,7.0,0.0,0.0
84a79dbffffffff,10.0,0.0,0.0
84a79ddffffffff,25.0,0.0,0.0
84a7a19ffffffff,2.0,0.0,0.0
84a7a1dffffffff,2.0,0.0,0.0
84a7a3dffffffff,2.0,0.0,0.0
84a7a4bffffffff,2.0,0.0,0.0
84a7a57ffffffff,2.0,0.0,0.0
84a7a61ffffffff,2.0,0.0,0.0
84a7ab5ffffffff,4.0,0.0,4.0
84a7b45ffffffff,3.0,0.0,0.0
84b8125ffffffff,2.0,0.0,0.0
84b812dffffffff,6.0,0.0,0.0
84b8165ffffffff,2.0,0.0,0.0
84b8167ffffffff,2.0,0.0,0.0
84b8341ffffffff,7.0,0.0,5.0
84b8343ffffffff,11.0,0.0,3.0
84b8345ffffffff,2.0,0.0,0.0
84b836bffffffff,3.0,0.0,0.0
84b8427ffffffff,2.0,0.0,2.0
84b849bffffffff,2.0,0.0,0.0
84b84b1ffffffff,2.0,0.0,2.0
84b84b5ffffffff,2.0,0.0,0.0
84b8503ffffffff,4.0,0.0,4.0
84b851dffffffff,4.0,0.0,4.0
84b8561ffffffff,2.0,0.0,2.0
84b856dffffffff,6.0,0.0,6.0
84b8591ffffffff,12.0,0.0,2.0
84b8803ffffffff,2.0,0.0,2.0
84b8809ffffffff,11.0,0.0,4.0
84b880bffffffff,9.0,0.0,6.0
84b8813ffffffff,1.0,0.0,0.0
84b8819ffffffff,69.0,0.0,22.0
84b881bffffffff,14.0,0.0,5.0
84b8831ffffffff,1.0,0.0,1.0
84b8843ffffffff,51.0,0.0,5.0
84b8847ffffffff,24.0,0.0,6.0
84b884bffffffff,2.0,0.0,0.0
84b8853ffffffff,3.0,0.0,2.0
84b8855ffffffff,156.0,0.0,55.0
84b8857ffffffff,7.0,0.0,2.0
84b8889ffffffff,16.0,0.0,10.0
84b8921ffffffff,2.0,0.0,1.0
84b8935ffffffff,2.0,0.0,0.0
84b89adffffffff,37.0,0.0,12.0
84b89c1ffffffff,2.0,0.0,0.0
84b89cbffffffff,2.0,0.0,0.0
84b89ebffffffff,2.0,0.0,0.0
84b8a01ffffffff,2.0,0.0,2.0
84b8a07ffffffff,2.0,0.0,2.0
84b8a13ffffffff,4.0,0.0,2.0
84b8a15ffffffff,2.0,0.0,0.0
84b8a17ffffffff,4.0,0.0,2.0
84b8a29ffffffff,8.0,0.0,2.0
84b8a2dffffffff,4.0,0.0,1.0
84b8a45ffffffff,5.0,0.0,2.0
84b8a47ffffffff,2.0,0.0,2.0
84b8a49ffffffff,2.0,0.0,0.0
84b8a63ffffffff,2.0,0.0,0.0
84b8a69ffffffff,2.0,0.0,0.0
84b8a81ffffffff,10.0,0.0,0.0
84b8a83ffffffff,8.0,0.0,4.0
84b8a8dffffffff,4.0,0.0,0.0
84b8a91ffffffff,28.0,0.0,4.0
84b8a9dffffffff,72.0,0.0,20.0
84b8aa5ffffffff,16.0,0.0,6.0
84b8abdffffffff,23.0,0.0,3.0
84b8acbffffffff,12.0,0.0,0.0
84b8ae1ffffffff,2.0,0.0,0.0
84b8ae3ffffffff,4.0,0.0,4.0
84b8ae5ffffffff,17.0,0.0,3.0
84b8aedffffffff,6.0,0.0,5.0
84b8b25ffffffff,2.0,0.0,0.0
84b8b27ffffffff,3.0,0.0,0.0
84b8b6dffffffff,1.0,0.0,0.0
84b8c21ffffffff,2.0,0.0,2.0
84b8f3dffffffff,1.0,0.0,0.0
84b8f57ffffffff,1.0,0.0,0.0
84b9105ffffffff,1.0,0.0,0.0
84b9109ffffffff,1.0,0.0,0.0
84b9119ffffffff,1.0,0.0,0.0
84b9121ffffffff,4.0,0.0,0.0
84b9125ffffffff,26.0,0.0,2.0
84b9127ffffffff,90.0,0.0,27.0
84b912dffffffff,2.0,0.0,0.0
84b9135ffffffff,2.0,0.0,0.0
84b9139ffffffff,2.0,0.0,0.0
84b913dffffffff,7.0,0.0,0.0
84b9155ffffffff,65.0,0.0,6.0
84b9167ffffffff,3.0,0.0,0.0
84b91abffffffff,2.0,0.0,0.0
84b9803ffffffff,16.0,0.0,7.0
84b9807ffffffff,7.0,0.0,1.0
84b9809ffffffff,3.0,0.0,0.0
84b980dffffffff,2.0,0.0,0.0
84b9813ffffffff,16.0,0.0,2.0
84b9815ffffffff,7.0,0.0,0.0
84b9823ffffffff,3.0,0.0,3.0
84b983bffffffff,2.0,0.0,0.0
84b9841ffffffff,18.0,0.0,8.0
84b9843ffffffff,4.0,0.0,0.0
84b9845ffffffff,2.0,0.0,2.0
84b984bffffffff,4.0,0.0,0.0
84b9855ffffffff,41.0,0.0,5.0
84b9857ffffffff,1.0,0.0,0.0
84b9859ffffffff,6.0,0.0,0.0
84b985dffffffff,2.0,0.0,0.0
84b9861ffffffff,9.0,0.0,5.0
84b9865ffffffff,11.0,0.0,6.0
84b986bffffffff,2.0,0.0,0.0
84b988bffffffff,13.0,0.0,6.0
84b989dffffffff,4.0,0.0,0.0
84b98abffffffff,2.0,0.0,0.0
84b98c5ffffffff,2.0,0.0,0.0
84b98ebffffffff,2.0,0.0,2.0
84b990bffffffff,8.0,0.0,0.0
84b9911ffffffff,2.0,0.0,0.0
84b9915ffffffff,8.0,0.0,0.0
84b9917ffffffff,1.0,0.0,0.0
84b9957ffffffff,2.0,0.0,0.0
84b995bffffffff,2.0,0.0,0.0
84b996bffffffff,7.0,0.0,0.0
84b99c1ffffffff,2.0,0.0,2.0
84b99c5ffffffff,2.0,0.0,2.0
84b99c9ffffffff,26.0,0.0,14.0
84b99cbffffffff,3.0,0.0,2.0
84b99e5ffffffff,4.0,0.0,0.0
84b99e7ffffffff,1.0,0.0,0.0
84b99e9ffffffff,17.0,0.0,3.0
84b99edffffffff,4.0,0.0,0.0
84b9a01ffffffff,3.0,0.0,0.0
84b9a05ffffffff,6.0,0.0,0.0
84b9a11ffffffff,2.0,0.0,0.0
84b9a13ffffffff,122.0,0.0,22.0
84b9a1bffffffff,29.0,0.0,0.0
84b9a1dffffffff,2.0,0.0,0.0
84b9a31ffffffff,39.0,0.0,11.0
84b9a33ffffffff,26.0,0.0,0.0
84b9a37ffffffff,5.0,0.0,0.0
84b9a3bffffffff,15.0,0.0,0.0
84b9a49ffffffff,4.0,0.0,0.0
84b9a4bffffffff,116.0,0.0,19.0
84b9a4dffffffff,16.0,0.0,0.0
84b9a51ffffffff,5.0,0.0,0.0
84b9a59ffffffff,79.0,0.0,10.0
84b9a63ffffffff,7.0,0.0,0.0
84b9a65ffffffff,63.0,0.0,7.0
84b9aa1ffffffff,1.0,0.0,0.0
84b9aa5ffffffff,1.0,0.0,0.0
84b9aa7ffffffff,1.0,0.0,0.0
84b9ab1ffffffff,8.0,0.0,8.0
84b9ab7ffffffff,2.0,0.0,0.0
84b9ac1ffffffff,10.0,0.0,0.0
84b9ac9ffffffff,6.0,0.0,2.0
84b9acbffffffff,53.0,0.0,21.0
84b9acdffffffff,2.0,0.0,0.0
84b9ad1ffffffff,2.0,0.0,0.0
84b9ad3ffffffff,4.0,0.0,0.0
84b9ad5ffffffff,31.0,0.0,2.0
84b9addffffffff,1.0,0.0,1.0
84b9b01ffffffff,2.0,0.0,0.0
84b9b05ffffffff,2.0,0.0,2.0
84b9b07ffffffff,2.0,0.0,0.0
84b9b09ffffffff,3.0,0.0,0.0
84b9b0bffffffff,1.0,0.0,0.0
84b9b15ffffffff,7.0,0.0,0.0
84b9b1dffffffff,1.0,0.0,0.0
84b9b21ffffffff,21.0,0.0,8.0
84b9b23ffffffff,31.0,0.0,7.0
84b9b2bffffffff,58.0,0.0,2.0
84b9b31ffffffff,34.0,0.0,7.0
84b9b33ffffffff,19.0,0.0,11.0
84b9b35ffffffff,2.0,0.0,2.0
84b9b37ffffffff,12.0,0.0,4.0
84b9b3dffffffff,9.0,0.0,0.0
84b9b45ffffffff,5.0,0.0,0.0
84b9b47ffffffff,3.0,0.0,0.0
84b9b4bffffffff,12.0,0.0,2.0
84b9b51ffffffff,36.0,0.0,2.0
84b9b55ffffffff,45.0,0.0,0.0
84b9b59ffffffff,2.0,0.0,0.0
84b9b63ffffffff,2.0,0.0,0.0
84be097ffffffff,4.0,0.0,0.0
84be0b7ffffffff,2.0,0.0,0.0
84be1bdffffffff,1.0,0.0,0.0
84be401ffffffff,5.0,0.0,0.0
84be403ffffffff,30.0,0.0,4.0
84be405ffffffff,6.0,0.0,0.0
84be407ffffffff,2.0,0.0,0.0
84be409ffffffff,198.0,0.0,45.0
84be40bffffffff,3.0,0.0,2.0
84be415ffffffff,2.0,0.0,0.0
84be417ffffffff,27.0,0.0,2.0
84be41dffffffff,9.0,0.0,0.0
84be421ffffffff,19.0,0.0,5.0
84be425ffffffff,2.0,0.0,0.0
84be429ffffffff,63.0,0.0,5.0
84be431ffffffff,3.0,0.0,0.0
84be433ffffffff,9.0,0.0,2.0
84be435ffffffff,11.0,0.0,0.0
84be437ffffffff,1.0,0.0,0.0
84be439ffffffff,174.0,0.0,61.0
84be43bffffffff,60.0,0.0,10.0
84be43dffffffff,2.0,0.0,2.0
84be455ffffffff,39.0,0.0,5.0
84be457ffffffff,24.0,0.0,4.0
84be485ffffffff,4.0,0.0,2.0
84be487ffffffff,14.0,0.0,0.0
84be489ffffffff,2.0,0.0,0.0
84be48bffffffff,1.0,0.0,0.0
84be48dffffffff,6.0,0.0,0.0
84be491ffffffff,8.0,0.0,3.0
84be495ffffffff,4.0,0.0,0.0
84be497ffffffff,228.0,0.0,16.0
84be499ffffffff,3.0,0.0,0.0
84be49dffffffff,2.0,0.0,0.0
84be4a1ffffffff,41.0,0.0,28.0
84be4a3ffffffff,51.0,0.0,0.0
84be4a7ffffffff,6.0,0.0,0.0
84be4a9ffffffff,20.0,0.0,5.0
84be4abffffffff,19.0,0.0,0.0
84be4adffffffff,34.0,0.0,20.0
84be4b1ffffffff,23.0,0.0,2.0
84be4b3ffffffff,86.0,0.0,6.0
84be4b5ffffffff,80.0,0.0,13.0
84be4b7ffffffff,18.0,0.0,4.0
84be4bbffffffff,5.0,0.0,0.0
84be4bdffffffff,11.0,0.0,0.0
84be4c1ffffffff,2.0,0.0,0.0
84be4c5ffffffff,13.0,0.0,0.0
84be4c7ffffffff,8.0,0.0,0.0
84be4c9ffffffff,130.0,0.0,23.0
84be4cbffffffff,19.0,0.0,2.0
84be4cdffffffff,93.0,0.0,6.0
84be4d3ffffffff,22.0,0.0,1.0
84be4d5ffffffff,6.0,0.0,0.0
84be4d7ffffffff,3.0,0.0,0.0
84be4dbffffffff,2.0,0.0,0.0
84be4ddffffffff,8.0,0.0,0.0
84be4e1ffffffff,28.0,0.0,2.0
84be4e3ffffffff,6.0,0.0,0.0
84be4e5ffffffff,136.0,0.0,44.0
84be4e7ffffffff,3.0,0.0,0.0
84be4e9ffffffff,63.0,0.0,16.0
84be4ebffffffff,28.0,0.0,5.0
84be4edffffffff,7.0,0.0,0.0
84be501ffffffff,12.0,0.0,0.0
84be503ffffffff,13.0,0.0,0.0
84be505ffffffff,16.0,0.0,0.0
84be507ffffffff,348.0,0.0,34.0
84be509ffffffff,6.0,0.0,0.0
84be50bffffffff,6.0,0.0,5.0
84be50dffffffff,3.0,0.0,0.0
84be517ffffffff,11.0,0.0,9.0
84be519ffffffff,11.0,0.0,0.0
84be529ffffffff,5.0,0.0,1.0
84be52bffffffff,9.0,0.0,0.0
84be531ffffffff,1.0,0.0,0.0
84be533ffffffff,8.0,0.0,0.0
84be539ffffffff,45.0,0.0,9.0
84be53bffffffff,17.0,0.0,3.0
84be541ffffffff,8.0,0.0,2.0
84be545ffffffff,2.0,0.0,0.0
84be547ffffffff,8.0,0.0,0.0
84be551ffffffff,182.0,0.0,16.0
84be555ffffffff,26.0,0.0,0.0
84be557ffffffff,126.0,0.0,11.0
84be55dffffffff,15.0,0.0,0.0
84be565ffffffff,5.0,0.0,0.0
84be569ffffffff,4.0,0.0,0.0
84be56bffffffff,2.0,0.0,0.0
84be58bffffffff,1.0,0.0,0.0
84be591ffffffff,1.0,0.0,0.0
84be593ffffffff,31.0,0.0,20.0
84be5a5ffffffff,1.0,0.0,0.0
84be5a7ffffffff,14.0,0.0,2.0
84be5b1ffffffff,7.0,0.0,0.0
84be5b3ffffffff,2.0,0.0,0.0
84be5b9ffffffff,25.0,0.0,9.0
84be5c9ffffffff,2.0,0.0,0.0
84be5cbffffffff,2.0,0.0,0.0
84be5d1ffffffff,1.0,0.0,0.0
84be5d3ffffffff,62.0,0.0,13.0
84be5d5ffffffff,21.0,0.0,13.0
84be5d9ffffffff,3.0,0.0,0.0
84be5dbffffffff,49.0,0.0,10.0
84be6a7ffffffff,3.0,0.0,0.0
84be6b3ffffffff,2.0,0.0,0.0
84be6b5ffffffff,10.0,0.0,0.0
84be6b7ffffffff,3.0,0.0,0.0
84be89bffffffff,1.0,0.0,0.0
84bec05ffffffff,4.0,0.0,0.0
84bec07ffffffff,8.0,0.0,0.0
84bec17ffffffff,7.0,0.0,2.0
84bec49ffffffff,2.0,0.0,0.0
84bec4dffffffff,13.0,0.0,0.0
84bec57ffffffff,1.0,0.0,0.0
84bec5dffffffff,18.0,0.0,0.0
84bec61ffffffff,2.0,0.0,2.0
84bec63ffffffff,28.0,0.0,1.0
84bec67ffffffff,2.0,0.0,0.0
84bec6bffffffff,5.0,0.0,0.0
84bec89ffffffff,1.0,0.0,0.0
84bec8bffffffff,35.0,0.0,5.0
84bec8dffffffff,2.0,0.0,0.0
84bec93ffffffff,14.0,0.0,1.0
84beca3ffffffff,2.0,0.0,0.0
84becb3ffffffff,3.0,0.0,0.0
84becb5ffffffff,4.0,0.0,0.0
84becb7ffffffff,3.0,0.0,0.0
84becc3ffffffff,4.0,0.0,2.0
84becc7ffffffff,4.0,0.0,1.0
84becd1ffffffff,5.0,0.0,1.0
84becddffffffff,5.0,0.0,0.0
84bece5ffffffff,4.0,0.0,2.0
84bece9ffffffff,216.0,0.0,33.0
84becebffffffff,30.0,0.0,1.0
84bed09ffffffff,2.0,0.0,0.0
84bed19ffffffff,15.0,0.0,0.0
84bed41ffffffff,6.0,0.0,0.0
84bed43ffffffff,2.0,0.0,0.0
84bed45ffffffff,2.0,0.0,0.0
84bed47ffffffff,2.0,0.0,0.0
84bed57ffffffff,1.0,0.0,0.0
84bed59ffffffff,12.0,0.0,0.0
84bed87ffffffff,4.0,0.0,0.0
84bed89ffffffff,1.0,0.0,0.0
84bed9bffffffff,2.0,0.0,0.0
84bedb1ffffffff,1.0,0.0,1.0
84bedb3ffffffff,1.0,0.0,0.0
84bedcbffffffff,6.0,0.0,0.0
84bedcdffffffff,7.0,0.0,0.0
84bedd1ffffffff,10.0,0.0,2.0
84bedd5ffffffff,2.0,0.0,0.0
84bede5ffffffff,9.0,0.0,0.0
84bee01ffffffff,28.0,0.0,4.0
84bee03ffffffff,9.0,0.0,4.0
84bee05ffffffff,7.0,0.0,0.0
84bee07ffffffff,4.0,0.0,0.0
84bee0bffffffff,4.0,0.0,0.0
84bee11ffffffff,3.0,0.0,0.0
84bee13ffffffff,8.0,0.0,2.0
84bee15ffffffff,3.0,0.0,0.0
84bee17ffffffff,18.0,0.0,0.0
84bee19ffffffff,16.0,0.0,2.0
84bee1bffffffff,9.0,0.0,0.0
84bee21ffffffff,2.0,0.0,0.0
84bee23ffffffff,2.0,0.0,0.0
84bee25ffffffff,15.0,0.0,0.0
84bee29ffffffff,11.0,0.0,0.0
84bee2bffffffff,9.0,0.0,0.0
84bee2dffffffff,18.0,0.0,0.0
84bee31ffffffff,2.0,0.0,0.0
84bee33ffffffff,2.0,0.0,0.0
84bee37ffffffff,7.0,0.0,0.0
84bee3bffffffff,20.0,0.0,0.0
84bee3dffffffff,3.0,0.0,0.0
84bee41ffffffff,2.0,0.0,0.0
84bee4bffffffff,6.0,0.0,1.0
84bee51ffffffff,2.0,0.0,0.0
84bee53ffffffff,1.0,0.0,0.0
84bee55ffffffff,1.0,0.0,0.0
84bee5bffffffff,1.0,0.0,0.0
84bee5dffffffff,2.0,0.0,0.0
84bee61ffffffff,9.0,0.0,0.0
84bee65ffffffff,7.0,0.0,0.0
84bee67ffffffff,7.0,0.0,2.0
84bee6bffffffff,5.0,0.0,3.0
84bee6dffffffff,2.0,0.0,0.0
84bee83ffffffff,2.0,0.0,0.0
84bee85ffffffff,17.0,0.0,2.0
84bee93ffffffff,3.0,0.0,1.0
84bee9dffffffff,2.0,0.0,0.0
84beea1ffffffff,2.0,0.0,0.0
