cell_id,Dendrocincla fuliginosa,Dendrocincla fuliginosa [meruloides Group],Dendrocincla fuliginosa fuliginosa/rufoolivacea,Dendrocincla fuliginosa atrirostris/trumaii
836631fffffffff,4.0,0.0,0.0,0.0
836641fffffffff,160.0,0.0,0.0,0.0
836644fffffffff,1.0,0.0,0.0,0.0
83664efffffffff,7.0,0.0,0.0,0.0
836650fffffffff,1.0,0.0,0.0,0.0
836651fffffffff,2.0,0.0,0.0,0.0
836652fffffffff,53.0,0.0,0.0,0.0
836653fffffffff,2.0,0.0,0.0,0.0
836654fffffffff,9.0,0.0,0.0,0.0
836655fffffffff,1.0,0.0,0.0,0.0
836656fffffffff,70.0,0.0,0.0,0.0
83665afffffffff,189.0,2.0,0.0,0.0
83665bfffffffff,70.0,0.0,0.0,0.0
83665efffffffff,2.0,0.0,0.0,0.0
836663fffffffff,3.0,0.0,0.0,0.0
83666bfffffffff,2.0,0.0,0.0,0.0
83666cfffffffff,6.0,0.0,0.0,0.0
83666efffffffff,5.0,0.0,0.0,0.0
836670fffffffff,1.0,0.0,0.0,0.0
836672fffffffff,19.0,0.0,0.0,0.0
836673fffffffff,9.0,0.0,0.0,0.0
836674fffffffff,1.0,0.0,0.0,0.0
836675fffffffff,1.0,0.0,0.0,0.0
8366a0fffffffff,278.0,25.0,0.0,0.0
8366a5fffffffff,4378.0,358.0,0.0,0.0
8366adfffffffff,1.0,0.0,0.0,0.0
8366b4fffffffff,1166.0,0.0,0.0,0.0
8366b5fffffffff,108.0,0.0,0.0,0.0
8366c0fffffffff,57.0,0.0,0.0,0.0
8366c1fffffffff,6.0,0.0,0.0,0.0
8366c2fffffffff,241.0,1.0,0.0,0.0
8366c3fffffffff,2.0,0.0,0.0,0.0
8366c4fffffffff,21.0,0.0,0.0,0.0
8366c5fffffffff,52.0,0.0,0.0,0.0
8366c6fffffffff,3.0,0.0,0.0,0.0
8366c9fffffffff,1.0,0.0,0.0,0.0
8366cdfffffffff,1.0,0.0,0.0,0.0
8366cefffffffff,33.0,0.0,0.0,0.0
8366d0fffffffff,233.0,11.0,0.0,0.0
8366d1fffffffff,112.0,0.0,0.0,0.0
8366d2fffffffff,45.0,0.0,0.0,0.0
8366d3fffffffff,2799.0,313.0,0.0,0.0
8366d4fffffffff,2.0,0.0,0.0,0.0
8366d5fffffffff,2.0,0.0,0.0,0.0
8366d8fffffffff,23.0,4.0,0.0,0.0
8366dafffffffff,75.0,3.0,0.0,0.0
8366dbfffffffff,5.0,0.0,0.0,0.0
8366dcfffffffff,473.0,64.0,0.0,0.0
8366ddfffffffff,32.0,2.0,0.0,0.0
8366defffffffff,420.0,39.0,0.0,0.0
8366e0fffffffff,173.0,0.0,0.0,0.0
8366e1fffffffff,152.0,0.0,0.0,0.0
8366e2fffffffff,3.0,0.0,0.0,0.0
8366e3fffffffff,45.0,0.0,0.0,0.0
8366e4fffffffff,47.0,0.0,0.0,0.0
8366e5fffffffff,921.0,0.0,0.0,0.0
8366e6fffffffff,943.0,8.0,0.0,0.0
8366e8fffffffff,3.0,0.0,0.0,0.0
8366e9fffffffff,3.0,0.0,0.0,0.0
8366eafffffffff,14.0,0.0,0.0,0.0
8366ecfffffffff,208.0,0.0,0.0,0.0
8366eefffffffff,71.0,0.0,0.0,0.0
8366f0fffffffff,651.0,4.0,0.0,0.0
8366f1fffffffff,91.0,0.0,0.0,0.0
8366f3fffffffff,4.0,0.0,0.0,0.0
8366f5fffffffff,81.0,2.0,0.0,0.0
836741fffffffff,364.0,6.0,0.0,0.0
836742fffffffff,98.0,0.0,0.0,0.0
836743fffffffff,261.0,2.0,0.0,0.0
83674afffffffff,4.0,0.0,0.0,0.0
83674cfffffffff,270.0,9.0,0.0,0.0
83674efffffffff,105.0,0.0,0.0,0.0
836751fffffffff,52.0,2.0,0.0,0.0
836752fffffffff,1.0,0.0,0.0,0.0
836753fffffffff,21.0,0.0,0.0,0.0
836755fffffffff,3.0,0.0,0.0,0.0
836758fffffffff,6.0,0.0,0.0,0.0
836759fffffffff,15.0,0.0,0.0,0.0
83675afffffffff,54.0,0.0,0.0,0.0
83675cfffffffff,112.0,0.0,0.0,0.0
83675efffffffff,20.0,0.0,0.0,0.0
836793fffffffff,11.0,0.0,0.0,0.0
836796fffffffff,34.0,0.0,0.0,0.0
83679afffffffff,1235.0,0.0,0.0,0.0
83679bfffffffff,250.0,0.0,0.0,0.0
836d68fffffffff,134.0,0.0,0.0,0.0
836d69fffffffff,857.0,0.0,0.0,0.0
836d6dfffffffff,188.0,0.0,0.0,0.0
838044fffffffff,8.0,0.0,0.0,0.0
838046fffffffff,72.0,0.0,0.0,0.0
838061fffffffff,8.0,0.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0,0.0
838065fffffffff,21.0,0.0,0.0,0.0
838066fffffffff,5.0,0.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0,0.0
83806bfffffffff,9.0,0.0,0.0,0.0
838071fffffffff,9.0,0.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0,0.0
838073fffffffff,6.0,0.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0,0.0
838075fffffffff,8.0,0.0,0.0,0.0
838140fffffffff,9.0,0.0,0.0,0.0
838142fffffffff,4.0,0.0,0.0,0.0
838143fffffffff,13.0,0.0,0.0,0.0
838144fffffffff,4.0,0.0,0.0,0.0
838145fffffffff,27.0,0.0,0.0,0.0
83814afffffffff,55.0,0.0,0.0,0.0
83814cfffffffff,2.0,0.0,0.0,0.0
83814dfffffffff,24.0,0.0,0.0,0.0
83814efffffffff,32.0,0.0,0.0,0.0
838158fffffffff,1.0,0.0,0.0,0.0
838159fffffffff,4.0,0.0,0.0,0.0
83815cfffffffff,9.0,0.0,0.0,0.0
83815dfffffffff,23.0,0.0,0.0,0.0
83815efffffffff,4.0,0.0,2.0,0.0
838163fffffffff,39.0,0.0,2.0,0.0
838171fffffffff,13.0,0.0,0.0,0.0
838a00fffffffff,7.0,0.0,0.0,0.0
838a01fffffffff,8.0,0.0,2.0,0.0
838a05fffffffff,12.0,0.0,0.0,1.0
838a10fffffffff,9.0,0.0,0.0,0.0
838a13fffffffff,1.0,0.0,0.0,0.0
838a15fffffffff,6.0,0.0,0.0,0.0
838a1afffffffff,12.0,0.0,0.0,0.0
838a1efffffffff,2.0,0.0,0.0,0.0
838a21fffffffff,3.0,0.0,0.0,0.0
838a23fffffffff,2.0,0.0,0.0,0.0
838a2cfffffffff,1.0,0.0,0.0,0.0
838a31fffffffff,20.0,0.0,0.0,7.0
838a35fffffffff,1.0,0.0,0.0,0.0
838a43fffffffff,2.0,0.0,0.0,0.0
838a45fffffffff,80.0,0.0,0.0,0.0
838a4bfffffffff,5.0,0.0,0.0,0.0
838a56fffffffff,2.0,0.0,0.0,0.0
838a63fffffffff,19.0,2.0,1.0,0.0
838a68fffffffff,7.0,0.0,0.0,0.0
838a69fffffffff,48.0,0.0,0.0,0.0
838a6dfffffffff,216.0,12.0,0.0,0.0
838a70fffffffff,2.0,0.0,0.0,0.0
838a75fffffffff,3.0,0.0,0.0,0.0
838a80fffffffff,18.0,0.0,0.0,0.0
838a81fffffffff,6.0,0.0,0.0,0.0
838a82fffffffff,9.0,0.0,0.0,0.0
838a90fffffffff,1.0,0.0,0.0,0.0
838a91fffffffff,4.0,0.0,0.0,0.0
838a9cfffffffff,36.0,0.0,0.0,0.0
838aa8fffffffff,18.0,0.0,0.0,0.0
838aa9fffffffff,6.0,0.0,0.0,0.0
838aaafffffffff,15.0,0.0,0.0,0.0
838aacfffffffff,2.0,0.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0,0.0
838ad1fffffffff,2.0,0.0,0.0,0.0
838ad8fffffffff,6.0,0.0,0.0,0.0
838adcfffffffff,7.0,0.0,0.0,0.0
838ae1fffffffff,1.0,0.0,0.0,0.0
838af0fffffffff,24.0,1.0,0.0,0.0
838af1fffffffff,2.0,0.0,0.0,0.0
838af2fffffffff,59.0,3.0,2.0,0.0
838af4fffffffff,33.0,5.0,2.0,0.0
838af6fffffffff,421.0,4.0,1.0,0.0
838b0cfffffffff,3.0,0.0,0.0,1.0
838b1dfffffffff,3.0,0.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0,0.0
838b21fffffffff,5.0,0.0,0.0,0.0
838b22fffffffff,4.0,0.0,0.0,0.0
838b2afffffffff,2.0,0.0,0.0,0.0
838b2cfffffffff,9.0,0.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0,0.0
838b40fffffffff,10.0,0.0,0.0,0.0
838b42fffffffff,1.0,0.0,0.0,0.0
838b44fffffffff,76.0,0.0,0.0,3.0
838b45fffffffff,1.0,0.0,0.0,0.0
838b46fffffffff,7.0,0.0,0.0,0.0
838b4efffffffff,3.0,0.0,0.0,0.0
838b51fffffffff,8.0,0.0,0.0,0.0
838b52fffffffff,2.0,0.0,0.0,0.0
838b53fffffffff,2.0,0.0,0.0,0.0
838b56fffffffff,8.0,0.0,0.0,0.0
838b5cfffffffff,5.0,0.0,0.0,0.0
838b5dfffffffff,3.0,0.0,0.0,0.0
838b61fffffffff,110.0,0.0,0.0,0.0
838b62fffffffff,16.0,0.0,0.0,0.0
838b63fffffffff,116.0,0.0,0.0,3.0
838b69fffffffff,8.0,0.0,0.0,0.0
838b6efffffffff,41.0,0.0,0.0,0.0
838b71fffffffff,186.0,0.0,0.0,1.0
838b74fffffffff,12.0,0.0,0.0,0.0
838b75fffffffff,11.0,0.0,0.0,0.0
838b76fffffffff,4.0,0.0,0.0,0.0
838b84fffffffff,10.0,0.0,0.0,0.0
838b88fffffffff,2.0,0.0,0.0,0.0
838b96fffffffff,7.0,0.0,0.0,7.0
838b99fffffffff,16.0,0.0,0.0,0.0
838b9dfffffffff,83.0,0.0,0.0,2.0
838ba0fffffffff,4.0,0.0,0.0,0.0
838ba6fffffffff,1.0,0.0,0.0,0.0
838e64fffffffff,12.0,0.0,0.0,0.0
838f0dfffffffff,438.0,28.0,0.0,0.0
838f28fffffffff,46.0,5.0,0.0,0.0
838f29fffffffff,78.0,0.0,0.0,0.0
838f2afffffffff,252.0,16.0,0.0,0.0
838f2bfffffffff,122.0,11.0,0.0,0.0
838f2cfffffffff,297.0,2.0,0.0,0.0
838f2dfffffffff,4.0,0.0,0.0,0.0
838f2efffffffff,24.0,1.0,0.0,0.0
838f40fffffffff,38.0,0.0,0.0,0.0
838f42fffffffff,1.0,0.0,0.0,0.0
838f43fffffffff,6.0,0.0,0.0,0.0
838f46fffffffff,98.0,0.0,0.0,0.0
838f48fffffffff,21.0,0.0,0.0,0.0
838f4afffffffff,4.0,0.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0,0.0
838f5dfffffffff,4.0,0.0,0.0,0.0
838f61fffffffff,29.0,0.0,0.0,0.0
838f65fffffffff,27.0,0.0,0.0,0.0
838f6bfffffffff,2.0,0.0,0.0,0.0
838f6efffffffff,3.0,0.0,0.0,0.0
838f70fffffffff,7.0,0.0,0.0,0.0
838f71fffffffff,6.0,0.0,0.0,0.0
838f72fffffffff,55.0,5.0,0.0,0.0
838f74fffffffff,26.0,0.0,0.0,0.0
838f76fffffffff,21.0,0.0,0.0,0.0
83a8c9fffffffff,1.0,0.0,0.0,1.0
83a8ccfffffffff,1.0,0.0,0.0,0.0
