cell_id,Dendrocincla fuliginosa,Dendrocincla fuliginosa [meruloides Group],Dendrocincla fuliginosa fuliginosa/rufoolivacea,Dendrocincla fuliginosa atrirostris/trumaii
834536fffffffff,4.0,0.0,0.0,0.0
835f00fffffffff,1.0,0.0,0.0,0.0
835f02fffffffff,2.0,0.0,0.0,0.0
835f03fffffffff,41.0,0.0,0.0,0.0
835f09fffffffff,2.0,0.0,0.0,0.0
835f0dfffffffff,4.0,0.0,0.0,0.0
835f10fffffffff,4.0,0.0,0.0,0.0
835f12fffffffff,5.0,0.0,0.0,0.0
835f13fffffffff,2.0,0.0,0.0,0.0
835f14fffffffff,2.0,0.0,0.0,0.0
835f15fffffffff,1.0,0.0,0.0,0.0
835f16fffffffff,1.0,0.0,0.0,0.0
835f1cfffffffff,2.0,0.0,0.0,0.0
835f22fffffffff,1.0,0.0,0.0,0.0
835f29fffffffff,12.0,0.0,0.0,0.0
835f2bfffffffff,224.0,0.0,0.0,0.0
835f40fffffffff,6.0,0.0,0.0,0.0
835f42fffffffff,8.0,0.0,0.0,0.0
835f48fffffffff,4.0,0.0,0.0,0.0
835f4afffffffff,52.0,0.0,0.0,0.0
835f4bfffffffff,20.0,0.0,0.0,0.0
835f50fffffffff,7.0,0.0,0.0,0.0
835f54fffffffff,12.0,0.0,0.0,0.0
835f58fffffffff,564.0,0.0,0.0,0.0
835f59fffffffff,3.0,0.0,0.0,0.0
835f5bfffffffff,122.0,0.0,0.0,0.0
835f5dfffffffff,6.0,0.0,0.0,0.0
835f68fffffffff,18.0,0.0,0.0,0.0
835f70fffffffff,3.0,0.0,0.0,0.0
835f71fffffffff,13.0,0.0,0.0,0.0
835f75fffffffff,21.0,0.0,0.0,0.0
836602fffffffff,1.0,0.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0,0.0
836604fffffffff,8.0,0.0,0.0,0.0
836606fffffffff,10.0,0.0,0.0,0.0
836608fffffffff,361.0,5.0,0.0,0.0
836609fffffffff,1.0,0.0,0.0,0.0
83660afffffffff,116.0,5.0,0.0,0.0
83660bfffffffff,2.0,0.0,0.0,0.0
83660cfffffffff,23.0,0.0,0.0,0.0
83660dfffffffff,39.0,0.0,0.0,0.0
83660efffffffff,32.0,0.0,0.0,0.0
836610fffffffff,456.0,30.0,0.0,0.0
836611fffffffff,30.0,0.0,0.0,0.0
836612fffffffff,22.0,0.0,0.0,0.0
836613fffffffff,320.0,33.0,0.0,0.0
836616fffffffff,346.0,43.0,0.0,0.0
836618fffffffff,117.0,0.0,0.0,0.0
836619fffffffff,829.0,0.0,0.0,0.0
83661afffffffff,78.0,0.0,0.0,0.0
83661bfffffffff,130.0,0.0,0.0,0.0
83661cfffffffff,51.0,0.0,0.0,0.0
83661dfffffffff,75.0,0.0,0.0,0.0
83661efffffffff,115.0,0.0,0.0,0.0
836620fffffffff,457.0,14.0,0.0,0.0
836621fffffffff,5.0,0.0,0.0,0.0
836622fffffffff,154.0,9.0,0.0,0.0
836623fffffffff,4.0,0.0,0.0,0.0
836629fffffffff,30.0,0.0,0.0,0.0
83662bfffffffff,8.0,0.0,0.0,0.0
83662dfffffffff,12.0,0.0,0.0,0.0
83662efffffffff,7.0,0.0,0.0,0.0
