cell_id,Pseudastur albicollis,Pseudastur albicollis ghiesbreghti,Pseudastur albicollis costaricensis,Pseudastur albicollis williaminae,Pseudastur albicollis albicollis
835f75fffffffff,12.0,0.0,0.0,0.0,0.0
835f76fffffffff,6.0,0.0,0.0,0.0,0.0
836602fffffffff,8.0,0.0,0.0,0.0,0.0
836608fffffffff,2.0,0.0,0.0,0.0,0.0
836609fffffffff,1.0,0.0,0.0,0.0,0.0
83660afffffffff,10.0,0.0,0.0,0.0,0.0
83660dfffffffff,5.0,0.0,0.0,0.0,0.0
83660efffffffff,7.0,0.0,0.0,0.0,0.0
836610fffffffff,247.0,0.0,15.0,0.0,0.0
836611fffffffff,12.0,0.0,0.0,0.0,0.0
836612fffffffff,38.0,0.0,0.0,0.0,0.0
836613fffffffff,204.0,0.0,36.0,0.0,0.0
836616fffffffff,323.0,0.0,19.0,0.0,0.0
83661afffffffff,32.0,0.0,0.0,0.0,0.0
83661efffffffff,2.0,0.0,0.0,0.0,0.0
836620fffffffff,35.0,0.0,0.0,0.0,0.0
836621fffffffff,5.0,0.0,0.0,0.0,0.0
836622fffffffff,3.0,0.0,0.0,0.0,0.0
83662bfffffffff,2.0,0.0,0.0,0.0,0.0
83662efffffffff,3.0,0.0,0.0,0.0,0.0
836641fffffffff,13.0,0.0,0.0,0.0,0.0
836656fffffffff,15.0,0.0,0.0,0.0,0.0
83665afffffffff,41.0,0.0,0.0,0.0,0.0
83665bfffffffff,5.0,0.0,0.0,0.0,0.0
836663fffffffff,6.0,0.0,0.0,0.0,0.0
83666efffffffff,1.0,0.0,0.0,0.0,0.0
836676fffffffff,1.0,0.0,0.0,0.0,0.0
836684fffffffff,19.0,0.0,0.0,0.0,0.0
8366a0fffffffff,449.0,0.0,9.0,0.0,0.0
8366a1fffffffff,1.0,0.0,0.0,0.0,0.0
8366a3fffffffff,67.0,0.0,2.0,0.0,0.0
8366a5fffffffff,995.0,0.0,58.0,0.0,0.0
8366a6fffffffff,9.0,0.0,0.0,0.0,0.0
8366b0fffffffff,712.0,0.0,0.0,0.0,0.0
8366b1fffffffff,11.0,0.0,0.0,0.0,0.0
8366b4fffffffff,524.0,0.0,0.0,0.0,0.0
8366b5fffffffff,509.0,0.0,4.0,0.0,0.0
8366b6fffffffff,26.0,0.0,0.0,0.0,0.0
8366c0fffffffff,3.0,0.0,0.0,0.0,0.0
8366c2fffffffff,57.0,0.0,0.0,0.0,0.0
8366c3fffffffff,1.0,0.0,0.0,0.0,0.0
8366c5fffffffff,7.0,0.0,0.0,0.0,0.0
8366cefffffffff,4.0,0.0,0.0,0.0,0.0
8366d1fffffffff,50.0,0.0,0.0,0.0,2.0
8366d8fffffffff,37.0,0.0,0.0,0.0,0.0
8366dafffffffff,15.0,0.0,0.0,0.0,0.0
8366dbfffffffff,2.0,0.0,0.0,0.0,0.0
8366dcfffffffff,136.0,0.0,0.0,0.0,10.0
8366ddfffffffff,15.0,0.0,0.0,0.0,2.0
8366defffffffff,102.0,0.0,0.0,0.0,0.0
8366e3fffffffff,20.0,0.0,0.0,0.0,0.0
8366e5fffffffff,7.0,0.0,0.0,0.0,0.0
836741fffffffff,9.0,0.0,0.0,0.0,0.0
836742fffffffff,8.0,0.0,0.0,0.0,0.0
836743fffffffff,67.0,0.0,0.0,0.0,5.0
83674cfffffffff,10.0,0.0,0.0,0.0,2.0
83674efffffffff,4.0,0.0,0.0,0.0,0.0
836751fffffffff,3.0,0.0,0.0,0.0,0.0
83675cfffffffff,27.0,0.0,0.0,0.0,0.0
83675dfffffffff,2.0,0.0,0.0,0.0,0.0
83678bfffffffff,4.0,0.0,0.0,0.0,0.0
836792fffffffff,3.0,0.0,0.0,0.0,0.0
836793fffffffff,2.0,0.0,0.0,0.0,0.0
836794fffffffff,7.0,0.0,0.0,0.0,0.0
836796fffffffff,93.0,0.0,0.0,0.0,0.0
83679afffffffff,222.0,0.0,0.0,0.0,0.0
83679bfffffffff,58.0,0.0,0.0,0.0,0.0
836d04fffffffff,2.0,0.0,0.0,0.0,0.0
836d05fffffffff,137.0,56.0,0.0,0.0,0.0
836d20fffffffff,5.0,0.0,0.0,0.0,0.0
836d21fffffffff,112.0,12.0,0.0,0.0,0.0
836d22fffffffff,16.0,2.0,0.0,0.0,0.0
836d23fffffffff,26.0,8.0,0.0,0.0,0.0
836d25fffffffff,2.0,0.0,0.0,0.0,0.0
836d2afffffffff,2.0,0.0,0.0,0.0,0.0
836d2bfffffffff,181.0,10.0,0.0,0.0,0.0
836d2cfffffffff,264.0,25.0,0.0,0.0,0.0
836d2dfffffffff,58.0,19.0,0.0,0.0,0.0
836d30fffffffff,80.0,11.0,0.0,0.0,0.0
836d31fffffffff,36.0,0.0,0.0,0.0,0.0
836d34fffffffff,5.0,0.0,0.0,0.0,0.0
836d35fffffffff,87.0,5.0,0.0,0.0,0.0
836d65fffffffff,23.0,0.0,0.0,0.0,0.0
836d68fffffffff,823.0,0.0,0.0,0.0,0.0
836d69fffffffff,4091.0,0.0,0.0,0.0,0.0
836d6bfffffffff,264.0,0.0,0.0,0.0,0.0
836d6dfffffffff,50.0,0.0,0.0,0.0,0.0
836d74fffffffff,9.0,0.0,0.0,0.0,0.0
838046fffffffff,12.0,0.0,0.0,0.0,3.0
83804dfffffffff,2.0,0.0,0.0,0.0,1.0
838061fffffffff,1.0,0.0,0.0,0.0,0.0
838065fffffffff,14.0,0.0,0.0,0.0,0.0
83806bfffffffff,2.0,0.0,0.0,0.0,0.0
838075fffffffff,7.0,0.0,0.0,0.0,0.0
83812dfffffffff,2.0,0.0,0.0,0.0,0.0
83814afffffffff,61.0,0.0,0.0,0.0,0.0
83814dfffffffff,48.0,0.0,0.0,0.0,0.0
83814efffffffff,37.0,0.0,0.0,0.0,1.0
83815afffffffff,2.0,0.0,0.0,0.0,0.0
83815dfffffffff,20.0,0.0,0.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0,0.0,0.0
838171fffffffff,3.0,0.0,0.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0,0.0,0.0
838a23fffffffff,2.0,0.0,0.0,0.0,0.0
838a35fffffffff,1.0,0.0,0.0,0.0,0.0
838a63fffffffff,3.0,0.0,0.0,0.0,0.0
838a69fffffffff,2.0,0.0,0.0,0.0,0.0
838a6dfffffffff,6.0,0.0,0.0,0.0,0.0
838a80fffffffff,4.0,0.0,0.0,0.0,0.0
838a90fffffffff,1.0,0.0,0.0,0.0,0.0
838a92fffffffff,4.0,0.0,0.0,0.0,0.0
838a9cfffffffff,25.0,0.0,0.0,0.0,0.0
838aa5fffffffff,2.0,0.0,0.0,0.0,0.0
838aa8fffffffff,12.0,0.0,0.0,0.0,0.0
838aa9fffffffff,2.0,0.0,0.0,0.0,0.0
838aabfffffffff,2.0,0.0,0.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0,0.0,0.0
838adbfffffffff,9.0,0.0,0.0,0.0,5.0
838adcfffffffff,2.0,0.0,0.0,0.0,0.0
838af0fffffffff,7.0,0.0,0.0,0.0,1.0
838af1fffffffff,3.0,0.0,0.0,0.0,0.0
838af2fffffffff,82.0,0.0,0.0,0.0,3.0
838af3fffffffff,1.0,0.0,0.0,0.0,0.0
838af6fffffffff,184.0,0.0,0.0,0.0,18.0
838b10fffffffff,1.0,0.0,0.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0,0.0,0.0
838b22fffffffff,6.0,0.0,0.0,0.0,0.0
838b23fffffffff,2.0,0.0,0.0,0.0,0.0
838b2cfffffffff,5.0,0.0,0.0,0.0,0.0
838b40fffffffff,2.0,0.0,0.0,0.0,0.0
838b44fffffffff,2.0,0.0,0.0,0.0,0.0
838b45fffffffff,2.0,0.0,0.0,0.0,0.0
838b56fffffffff,2.0,0.0,0.0,0.0,0.0
838b5cfffffffff,2.0,0.0,0.0,0.0,0.0
838b61fffffffff,111.0,0.0,0.0,0.0,0.0
838b63fffffffff,31.0,0.0,0.0,0.0,0.0
838b69fffffffff,3.0,0.0,0.0,0.0,0.0
838b6cfffffffff,3.0,0.0,0.0,0.0,0.0
838b6efffffffff,2.0,0.0,0.0,0.0,0.0
838b70fffffffff,1.0,0.0,0.0,0.0,0.0
838b74fffffffff,50.0,0.0,0.0,0.0,1.0
838b75fffffffff,2.0,0.0,0.0,0.0,0.0
838b99fffffffff,8.0,0.0,0.0,0.0,0.0
838b9dfffffffff,29.0,0.0,0.0,0.0,6.0
838ba0fffffffff,2.0,0.0,0.0,0.0,0.0
838ba6fffffffff,7.0,0.0,0.0,0.0,4.0
838bb5fffffffff,50.0,0.0,0.0,0.0,6.0
838e64fffffffff,15.0,0.0,0.0,0.0,0.0
838e6dfffffffff,2.0,0.0,0.0,0.0,0.0
838f40fffffffff,89.0,0.0,0.0,0.0,8.0
838f42fffffffff,8.0,0.0,0.0,0.0,0.0
838f43fffffffff,13.0,0.0,0.0,0.0,1.0
838f46fffffffff,15.0,0.0,0.0,0.0,0.0
838f4afffffffff,7.0,0.0,0.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0,0.0,0.0
838f5dfffffffff,4.0,0.0,0.0,0.0,0.0
838f6efffffffff,2.0,0.0,0.0,0.0,0.0
838f70fffffffff,3.0,0.0,0.0,0.0,0.0
838f72fffffffff,59.0,0.0,0.0,0.0,6.0
838f73fffffffff,3.0,0.0,0.0,0.0,1.0
838f74fffffffff,11.0,0.0,0.0,0.0,0.0
83a844fffffffff,1.0,0.0,0.0,0.0,0.0
83a853fffffffff,1.0,0.0,0.0,0.0,0.0
83a859fffffffff,5.0,0.0,0.0,0.0,0.0
83a85dfffffffff,2.0,0.0,0.0,0.0,0.0
83a873fffffffff,2.0,0.0,0.0,0.0,0.0
83a8c0fffffffff,2.0,0.0,0.0,0.0,0.0
83a8c1fffffffff,2.0,0.0,0.0,0.0,0.0
83a8c2fffffffff,2.0,0.0,0.0,0.0,0.0
83a8d1fffffffff,9.0,0.0,0.0,0.0,0.0
83a8dafffffffff,2.0,0.0,0.0,0.0,0.0
83b324fffffffff,3.0,0.0,0.0,0.0,0.0
