cell_id,Nycticorax nycticorax,Nycticorax nycticorax nycticorax,Nycticorax nycticorax hoactli,Nycticorax nycticorax obscurus,Nycticorax nycticorax falklandicus
8224d7fffffffff,3.0,1.0,0.0,0.0,0.0
822517fffffffff,2.0,0.0,0.0,0.0,0.0
822607fffffffff,7.0,0.0,0.0,0.0,0.0
82260ffffffffff,4.0,0.0,0.0,0.0,0.0
822617fffffffff,5.0,0.0,0.0,0.0,0.0
822627fffffffff,2.0,0.0,0.0,0.0,0.0
82262ffffffffff,67.0,0.0,0.0,0.0,0.0
822637fffffffff,3.0,0.0,0.0,0.0,0.0
822647fffffffff,75.0,0.0,4.0,0.0,0.0
82264ffffffffff,251.0,0.0,3.0,0.0,0.0
822657fffffffff,48.0,0.0,0.0,0.0,0.0
82265ffffffffff,11.0,0.0,0.0,0.0,0.0
822667fffffffff,116.0,0.0,3.0,0.0,0.0
82266ffffffffff,206.0,0.0,0.0,0.0,0.0
822677fffffffff,21.0,0.0,0.0,0.0,0.0
822687fffffffff,51.0,0.0,3.0,0.0,0.0
82268ffffffffff,221.0,0.0,0.0,0.0,0.0
822697fffffffff,413.0,0.0,2.0,0.0,0.0
82269ffffffffff,64.0,0.0,5.0,0.0,0.0
8226a7fffffffff,2.0,0.0,0.0,0.0,0.0
8226affffffffff,33.0,0.0,2.0,0.0,0.0
8226b7fffffffff,14.0,0.0,0.0,0.0,0.0
8226c7fffffffff,26.0,0.0,0.0,0.0,0.0
8226cffffffffff,32.0,0.0,0.0,0.0,0.0
8226d7fffffffff,25.0,0.0,0.0,0.0,0.0
8226dffffffffff,19.0,0.0,0.0,0.0,0.0
8226e7fffffffff,49.0,0.0,6.0,0.0,0.0
8226effffffffff,7.0,0.0,0.0,0.0,0.0
8226f7fffffffff,51.0,0.0,0.0,0.0,0.0
822707fffffffff,8.0,0.0,0.0,0.0,0.0
822717fffffffff,11.0,0.0,0.0,0.0,0.0
82271ffffffffff,5.0,0.0,0.0,0.0,0.0
822747fffffffff,36.0,0.0,0.0,0.0,0.0
82274ffffffffff,366.0,0.0,1.0,0.0,0.0
822757fffffffff,34.0,0.0,5.0,0.0,0.0
82275ffffffffff,47.0,0.0,1.0,0.0,0.0
822767fffffffff,57.0,0.0,0.0,0.0,0.0
82276ffffffffff,100.0,0.0,24.0,0.0,0.0
822777fffffffff,2.0,0.0,0.0,0.0,0.0
822787fffffffff,6.0,0.0,0.0,0.0,0.0
82278ffffffffff,3.0,0.0,0.0,0.0,0.0
822797fffffffff,5.0,0.0,0.0,0.0,0.0
82279ffffffffff,16.0,0.0,0.0,0.0,0.0
8227a7fffffffff,11.0,0.0,0.0,0.0,0.0
8227affffffffff,11.0,0.0,0.0,0.0,0.0
822817fffffffff,136.0,0.0,0.0,0.0,0.0
82281ffffffffff,62.0,0.0,0.0,0.0,0.0
822837fffffffff,943.0,0.0,13.0,0.0,0.0
822887fffffffff,25.0,0.0,0.0,0.0,0.0
82288ffffffffff,39.0,0.0,0.0,0.0,0.0
822897fffffffff,19.0,0.0,0.0,0.0,0.0
82289ffffffffff,3.0,0.0,0.0,0.0,0.0
8228a7fffffffff,5.0,0.0,0.0,0.0,0.0
8228affffffffff,8.0,0.0,2.0,0.0,0.0
8228b7fffffffff,27.0,0.0,0.0,0.0,0.0
8228c7fffffffff,2.0,0.0,0.0,0.0,0.0
8228d7fffffffff,73.0,0.0,0.0,0.0,0.0
8228dffffffffff,60.0,0.0,0.0,0.0,0.0
8228f7fffffffff,138.0,0.0,0.0,0.0,0.0
822917fffffffff,45.0,0.0,3.0,0.0,0.0
82291ffffffffff,1.0,0.0,1.0,0.0,0.0
822987fffffffff,57.0,0.0,3.0,0.0,0.0
82298ffffffffff,47.0,0.0,1.0,0.0,0.0
822997fffffffff,12.0,0.0,0.0,0.0,0.0
8229a7fffffffff,263.0,0.0,11.0,0.0,0.0
8229affffffffff,28.0,0.0,3.0,0.0,0.0
8229b7fffffffff,40.0,0.0,0.0,0.0,0.0
822a07fffffffff,4.0,0.0,0.0,0.0,0.0
822a17fffffffff,390.0,0.0,56.0,0.0,0.0
822a37fffffffff,476.0,0.0,7.0,0.0,0.0
822a4ffffffffff,7.0,0.0,0.0,0.0,0.0
822a87fffffffff,50.0,0.0,0.0,0.0,0.0
822a8ffffffffff,54.0,0.0,0.0,0.0,0.0
822a97fffffffff,64.0,0.0,0.0,0.0,0.0
822a9ffffffffff,25.0,0.0,1.0,0.0,0.0
822aa7fffffffff,208.0,0.0,2.0,0.0,0.0
822aaffffffffff,1268.0,0.0,40.0,0.0,0.0
822ab7fffffffff,521.0,0.0,47.0,0.0,0.0
822ac7fffffffff,1.0,0.0,0.0,0.0,0.0
822ad7fffffffff,32.0,0.0,0.0,0.0,0.0
822af7fffffffff,80.0,0.0,2.0,0.0,0.0
822b07fffffffff,4.0,0.0,2.0,0.0,0.0
822b0ffffffffff,123.0,0.0,0.0,0.0,0.0
822b17fffffffff,107.0,0.0,0.0,0.0,0.0
822b1ffffffffff,19.0,0.0,1.0,0.0,0.0
822b37fffffffff,5.0,0.0,0.0,0.0,0.0
822b87fffffffff,179.0,0.0,10.0,0.0,0.0
822b8ffffffffff,330.0,0.0,33.0,0.0,0.0
822b97fffffffff,20.0,0.0,0.0,0.0,0.0
822b9ffffffffff,554.0,0.0,123.0,0.0,0.0
822ba7fffffffff,4.0,0.0,0.0,0.0,0.0
822baffffffffff,380.0,0.0,4.0,0.0,0.0
822c07fffffffff,10.0,4.0,0.0,0.0,0.0
822c2ffffffffff,6.0,0.0,0.0,0.0,0.0
822c57fffffffff,7.0,2.0,0.0,0.0,0.0
822c5ffffffffff,2.0,0.0,0.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0,0.0,0.0
822c77fffffffff,2.0,0.0,0.0,0.0,0.0
822c97fffffffff,18.0,0.0,0.0,0.0,0.0
822caffffffffff,3.0,0.0,0.0,0.0,0.0
822cf7fffffffff,9.0,0.0,0.0,0.0,0.0
822d07fffffffff,4.0,0.0,0.0,0.0,0.0
822d37fffffffff,3.0,0.0,0.0,0.0,0.0
822d67fffffffff,6.0,0.0,0.0,0.0,0.0
822da7fffffffff,7.0,0.0,0.0,0.0,0.0
822daffffffffff,12.0,0.0,0.0,0.0,0.0
822db7fffffffff,26.0,1.0,0.0,0.0,0.0
822e47fffffffff,2.0,0.0,0.0,0.0,0.0
823037fffffffff,9.0,0.0,0.0,0.0,0.0
823087fffffffff,4.0,0.0,0.0,0.0,0.0
82309ffffffffff,103.0,2.0,0.0,0.0,0.0
8230b7fffffffff,4.0,0.0,0.0,0.0,0.0
823197fffffffff,2.0,0.0,0.0,0.0,0.0
823427fffffffff,2.0,2.0,0.0,0.0,0.0
823437fffffffff,18.0,0.0,0.0,0.0,0.0
82344ffffffffff,2.0,0.0,0.0,0.0,0.0
823467fffffffff,3.0,0.0,0.0,0.0,0.0
82346ffffffffff,9.0,4.0,0.0,0.0,0.0
82351ffffffffff,26.0,0.0,0.0,0.0,0.0
8235affffffffff,6.0,0.0,0.0,0.0,0.0
823827fffffffff,2.0,0.0,0.0,0.0,0.0
823867fffffffff,9.0,0.0,0.0,0.0,0.0
823877fffffffff,14.0,3.0,0.0,0.0,0.0
823907fffffffff,99.0,30.0,0.0,0.0,0.0
82390ffffffffff,28.0,4.0,0.0,0.0,0.0
823917fffffffff,60.0,7.0,0.0,0.0,0.0
82391ffffffffff,24.0,8.0,0.0,0.0,0.0
823927fffffffff,29.0,1.0,0.0,0.0,0.0
82392ffffffffff,54.0,0.0,0.0,0.0,0.0
823937fffffffff,17.0,4.0,0.0,0.0,0.0
823947fffffffff,56.0,37.0,0.0,0.0,0.0
823957fffffffff,11.0,9.0,0.0,0.0,0.0
82396ffffffffff,2.0,0.0,0.0,0.0,0.0
823977fffffffff,111.0,85.0,0.0,0.0,0.0
823c07fffffffff,7.0,2.0,0.0,0.0,0.0
823c17fffffffff,19.0,11.0,0.0,0.0,0.0
823c1ffffffffff,24.0,8.0,0.0,0.0,0.0
823c37fffffffff,13.0,5.0,0.0,0.0,0.0
823c5ffffffffff,15.0,2.0,0.0,0.0,0.0
823c77fffffffff,2.0,0.0,0.0,0.0,0.0
823c87fffffffff,5.0,0.0,0.0,0.0,0.0
823c8ffffffffff,15.0,13.0,0.0,0.0,0.0
823c9ffffffffff,5.0,5.0,0.0,0.0,0.0
823ca7fffffffff,2.0,0.0,0.0,0.0,0.0
823caffffffffff,8.0,0.0,0.0,0.0,0.0
823cc7fffffffff,7.0,0.0,0.0,0.0,0.0
823ccffffffffff,2.0,2.0,0.0,0.0,0.0
823ce7fffffffff,14.0,2.0,0.0,0.0,0.0
823ceffffffffff,21.0,1.0,0.0,0.0,0.0
823cf7fffffffff,71.0,0.0,0.0,0.0,0.0
823d07fffffffff,15.0,0.0,0.0,0.0,0.0
823d17fffffffff,17.0,0.0,0.0,0.0,0.0
823d87fffffffff,6.0,5.0,0.0,0.0,0.0
823d8ffffffffff,4.0,0.0,0.0,0.0,0.0
823d97fffffffff,2.0,0.0,0.0,0.0,0.0
823d9ffffffffff,3.0,0.0,0.0,0.0,0.0
823da7fffffffff,10.0,7.0,0.0,0.0,0.0
823daffffffffff,2.0,0.0,0.0,0.0,0.0
823e47fffffffff,8.0,0.0,0.0,0.0,0.0
823e5ffffffffff,3.0,0.0,0.0,0.0,0.0
823e67fffffffff,9.0,4.0,0.0,0.0,0.0
823e6ffffffffff,25.0,2.0,0.0,0.0,0.0
823f2ffffffffff,6.0,0.0,0.0,0.0,0.0
823f37fffffffff,1.0,0.0,0.0,0.0,0.0
823f4ffffffffff,1.0,1.0,0.0,0.0,0.0
823f77fffffffff,5.0,0.0,0.0,0.0,0.0
82406ffffffffff,6.0,0.0,0.0,0.0,0.0
824097fffffffff,1.0,1.0,0.0,0.0,0.0
8240affffffffff,1.0,0.0,0.0,0.0,0.0
8240e7fffffffff,3.0,0.0,0.0,0.0,0.0
82411ffffffffff,1.0,0.0,0.0,0.0,0.0
824147fffffffff,3.0,1.0,0.0,0.0,0.0
82414ffffffffff,2.0,0.0,0.0,0.0,0.0
8241a7fffffffff,10.0,0.0,0.0,0.0,0.0
8241b7fffffffff,6.0,2.0,0.0,0.0,0.0
824237fffffffff,1.0,0.0,0.0,0.0,0.0
82424ffffffffff,1.0,1.0,0.0,0.0,0.0
8242c7fffffffff,13.0,2.0,0.0,0.0,0.0
8242cffffffffff,8.0,0.0,0.0,0.0,0.0
8242dffffffffff,20.0,0.0,0.0,0.0,0.0
8243a7fffffffff,1.0,1.0,0.0,0.0,0.0
8243affffffffff,10.0,1.0,0.0,0.0,0.0
824417fffffffff,24.0,0.0,3.0,0.0,0.0
82441ffffffffff,28.0,0.0,2.0,0.0,0.0
824447fffffffff,43.0,0.0,0.0,0.0,0.0
82444ffffffffff,33.0,0.0,0.0,0.0,0.0
824457fffffffff,33.0,0.0,0.0,0.0,0.0
82445ffffffffff,13.0,0.0,0.0,0.0,0.0
824467fffffffff,2.0,0.0,0.0,0.0,0.0
82446ffffffffff,28.0,0.0,1.0,0.0,0.0
824477fffffffff,6.0,0.0,0.0,0.0,0.0
824487fffffffff,6.0,0.0,1.0,0.0,0.0
8244a7fffffffff,22.0,0.0,2.0,0.0,0.0
8244affffffffff,51.0,0.0,16.0,0.0,0.0
8244b7fffffffff,15.0,0.0,0.0,0.0,0.0
8244c7fffffffff,263.0,0.0,6.0,0.0,0.0
8244cffffffffff,90.0,0.0,1.0,0.0,0.0
8244d7fffffffff,149.0,0.0,8.0,0.0,0.0
8244dffffffffff,54.0,0.0,0.0,0.0,0.0
8244e7fffffffff,21.0,0.0,0.0,0.0,0.0
8244effffffffff,7.0,0.0,0.0,0.0,0.0
8244f7fffffffff,66.0,0.0,3.0,0.0,0.0
824507fffffffff,12.0,0.0,0.0,0.0,0.0
82450ffffffffff,80.0,0.0,70.0,0.0,0.0
824527fffffffff,39.0,0.0,0.0,0.0,0.0
82452ffffffffff,135.0,0.0,6.0,0.0,0.0
824537fffffffff,7.0,0.0,0.0,0.0,0.0
824577fffffffff,15.0,0.0,15.0,0.0,0.0
82458ffffffffff,2.0,0.0,0.0,0.0,0.0
8245a7fffffffff,10.0,0.0,0.0,0.0,0.0
82464ffffffffff,2.0,0.0,0.0,0.0,0.0
82480ffffffffff,20.0,0.0,20.0,0.0,0.0
824817fffffffff,3.0,0.0,0.0,0.0,0.0
824827fffffffff,23.0,0.0,0.0,0.0,0.0
824837fffffffff,5.0,0.0,0.0,0.0,0.0
824857fffffffff,11.0,0.0,11.0,0.0,0.0
82485ffffffffff,66.0,0.0,21.0,0.0,0.0
824877fffffffff,4.0,0.0,0.0,0.0,0.0
824887fffffffff,10.0,0.0,0.0,0.0,0.0
82488ffffffffff,4.0,0.0,0.0,0.0,0.0
824897fffffffff,22.0,0.0,1.0,0.0,0.0
82489ffffffffff,70.0,0.0,1.0,0.0,0.0
8248affffffffff,6.0,0.0,0.0,0.0,0.0
8248b7fffffffff,19.0,0.0,3.0,0.0,0.0
8248c7fffffffff,24.0,0.0,2.0,0.0,0.0
8248cffffffffff,8.0,0.0,0.0,0.0,0.0
8248d7fffffffff,6.0,0.0,0.0,0.0,0.0
8248dffffffffff,41.0,0.0,0.0,0.0,0.0
8248e7fffffffff,2.0,0.0,2.0,0.0,0.0
8248effffffffff,250.0,0.0,72.0,0.0,0.0
8248f7fffffffff,28.0,0.0,0.0,0.0,0.0
824987fffffffff,41.0,0.0,41.0,0.0,0.0
824997fffffffff,292.0,0.0,258.0,0.0,0.0
82499ffffffffff,1.0,0.0,1.0,0.0,0.0
8249a7fffffffff,1.0,0.0,0.0,0.0,0.0
8249affffffffff,127.0,0.0,124.0,0.0,0.0
8249b7fffffffff,5.0,0.0,0.0,0.0,0.0
824b87fffffffff,13.0,1.0,0.0,0.0,0.0
824b9ffffffffff,2.0,0.0,0.0,0.0,0.0
824ba7fffffffff,95.0,17.0,0.0,0.0,0.0
824bb7fffffffff,157.0,15.0,0.0,0.0,0.0
824c87fffffffff,2.0,0.0,0.0,0.0,0.0
824c97fffffffff,1.0,0.0,0.0,0.0,0.0
824cc7fffffffff,20.0,0.0,4.0,0.0,0.0
824cd7fffffffff,11.0,0.0,0.0,0.0,0.0
824ceffffffffff,40.0,0.0,2.0,0.0,0.0
824cf7fffffffff,2.0,0.0,2.0,0.0,0.0
824d4ffffffffff,5.0,0.0,0.0,0.0,0.0
8252d7fffffffff,2.0,0.0,0.0,0.0,0.0
8253a7fffffffff,2.0,0.0,0.0,0.0,0.0
825417fffffffff,2.0,0.0,0.0,0.0,0.0
8254c7fffffffff,4.0,0.0,0.0,0.0,0.0
8254f7fffffffff,1.0,0.0,0.0,0.0,0.0
82585ffffffffff,2.0,0.0,0.0,0.0,0.0
825977fffffffff,1.0,0.0,0.0,0.0,0.0
825d17fffffffff,141.0,0.0,20.0,0.0,0.0
825e47fffffffff,2.0,0.0,0.0,0.0,0.0
825e4ffffffffff,7.0,0.0,3.0,0.0,0.0
825e5ffffffffff,3.0,0.0,0.0,0.0,0.0
825e67fffffffff,16.0,0.0,0.0,0.0,0.0
825e77fffffffff,12.0,0.0,0.0,0.0,0.0
825f0ffffffffff,2.0,0.0,0.0,0.0,0.0
825f4ffffffffff,2.0,0.0,0.0,0.0,0.0
825f5ffffffffff,10.0,0.0,1.0,0.0,0.0
826007fffffffff,49.0,0.0,0.0,0.0,0.0
826017fffffffff,24.0,2.0,0.0,0.0,0.0
82601ffffffffff,9.0,0.0,0.0,0.0,0.0
826027fffffffff,32.0,0.0,0.0,0.0,0.0
826037fffffffff,100.0,4.0,0.0,0.0,0.0
82608ffffffffff,12.0,1.0,0.0,0.0,0.0
82609ffffffffff,6.0,0.0,0.0,0.0,0.0
8260a7fffffffff,2.0,0.0,0.0,0.0,0.0
8260affffffffff,51.0,0.0,0.0,0.0,0.0
8260b7fffffffff,2.0,0.0,0.0,0.0,0.0
826107fffffffff,5.0,4.0,0.0,0.0,0.0
82611ffffffffff,3.0,1.0,0.0,0.0,0.0
82618ffffffffff,24.0,0.0,0.0,0.0,0.0
82619ffffffffff,5.0,0.0,0.0,0.0,0.0
8261affffffffff,14.0,0.0,0.0,0.0,0.0
82640ffffffffff,4.0,0.0,0.0,0.0,0.0
82642ffffffffff,6.0,0.0,0.0,0.0,0.0
82648ffffffffff,5.0,4.0,0.0,0.0,0.0
82649ffffffffff,3.0,3.0,0.0,0.0,0.0
8264a7fffffffff,4.0,4.0,0.0,0.0,0.0
8264b7fffffffff,1.0,0.0,0.0,0.0,0.0
826507fffffffff,96.0,0.0,0.0,0.0,0.0
82650ffffffffff,7.0,4.0,0.0,0.0,0.0
82651ffffffffff,126.0,0.0,0.0,0.0,0.0
826527fffffffff,41.0,2.0,0.0,0.0,0.0
826557fffffffff,2.0,2.0,0.0,0.0,0.0
826587fffffffff,18.0,15.0,0.0,0.0,0.0
82658ffffffffff,4.0,0.0,0.0,0.0,0.0
82659ffffffffff,4.0,0.0,0.0,0.0,0.0
82660ffffffffff,3.0,0.0,0.0,0.0,0.0
826617fffffffff,12.0,0.0,0.0,0.0,0.0
82661ffffffffff,8.0,0.0,0.0,0.0,0.0
826627fffffffff,6.0,0.0,1.0,0.0,0.0
82662ffffffffff,4.0,0.0,0.0,0.0,0.0
8266a7fffffffff,18.0,0.0,0.0,0.0,0.0
8266b7fffffffff,7.0,0.0,1.0,0.0,0.0
8266d7fffffffff,27.0,0.0,5.0,0.0,0.0
8266dffffffffff,9.0,0.0,0.0,0.0,0.0
8266e7fffffffff,8.0,0.0,0.0,0.0,0.0
8266f7fffffffff,2.0,0.0,0.0,0.0,0.0
826747fffffffff,52.0,0.0,2.0,0.0,0.0
82674ffffffffff,14.0,0.0,1.0,0.0,0.0
82675ffffffffff,16.0,0.0,7.0,0.0,0.0
826777fffffffff,7.0,0.0,0.0,0.0,0.0
826947fffffffff,9.0,0.0,0.0,0.0,0.0
826d07fffffffff,2.0,0.0,0.0,0.0,0.0
826d27fffffffff,5.0,0.0,0.0,0.0,0.0
826d2ffffffffff,109.0,0.0,6.0,0.0,0.0
826d37fffffffff,4.0,0.0,0.0,0.0,0.0
826d67fffffffff,1.0,0.0,0.0,0.0,0.0
826d6ffffffffff,11.0,0.0,1.0,0.0,0.0
826d77fffffffff,13.0,0.0,1.0,0.0,0.0
827a47fffffffff,12.0,0.0,0.0,0.0,0.0
827a67fffffffff,4.0,0.0,0.0,0.0,0.0
827a6ffffffffff,9.0,2.0,0.0,0.0,0.0
827b4ffffffffff,36.0,5.0,0.0,0.0,0.0
827b5ffffffffff,2.0,0.0,0.0,0.0,0.0
828a6ffffffffff,1.0,0.0,0.0,0.0,0.0
828b0ffffffffff,12.0,0.0,12.0,0.0,0.0
828b27fffffffff,8.0,0.0,8.0,0.0,0.0
828b2ffffffffff,9.0,0.0,9.0,0.0,0.0
828b37fffffffff,3.0,0.0,3.0,0.0,0.0
828b57fffffffff,2.0,0.0,2.0,0.0,0.0
828b67fffffffff,2.0,0.0,0.0,2.0,0.0
828c17fffffffff,2.0,2.0,0.0,0.0,0.0
828e47fffffffff,6.0,0.0,2.0,0.0,0.0
828e67fffffffff,23.0,0.0,5.0,0.0,0.0
828f2ffffffffff,3.0,0.0,0.0,0.0,0.0
828f47fffffffff,3.0,0.0,0.0,0.0,0.0
828f57fffffffff,6.0,0.0,0.0,0.0,0.0
828f5ffffffffff,3.0,0.0,3.0,0.0,0.0
829507fffffffff,2.0,0.0,0.0,0.0,0.0
8295a7fffffffff,1.0,0.0,0.0,0.0,0.0
82974ffffffffff,4.0,0.0,0.0,0.0,0.0
82a237fffffffff,29.0,3.0,0.0,0.0,0.0
82a817fffffffff,2.0,0.0,2.0,0.0,0.0
82a837fffffffff,2.0,0.0,2.0,0.0,0.0
82a88ffffffffff,1.0,0.0,1.0,0.0,0.0
82a90ffffffffff,2.0,0.0,0.0,0.0,0.0
82a91ffffffffff,2.0,0.0,0.0,0.0,0.0
82a92ffffffffff,1.0,0.0,0.0,0.0,0.0
82a94ffffffffff,5.0,0.0,0.0,0.0,0.0
82a957fffffffff,1.0,0.0,1.0,0.0,0.0
82a967fffffffff,50.0,0.0,5.0,0.0,0.0
82a96ffffffffff,34.0,0.0,0.0,0.0,0.0
82b207fffffffff,2.0,0.0,0.0,2.0,0.0
82b21ffffffffff,12.0,0.0,0.0,0.0,0.0
82b227fffffffff,1.0,0.0,1.0,0.0,0.0
82b247fffffffff,1.0,0.0,1.0,0.0,0.0
82b24ffffffffff,241.0,0.0,0.0,0.0,0.0
82b25ffffffffff,1.0,0.0,1.0,0.0,0.0
82b267fffffffff,2.0,0.0,0.0,0.0,0.0
82b26ffffffffff,269.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,47.0,0.0,0.0,15.0,0.0
82b2cffffffffff,1.0,0.0,0.0,1.0,0.0
82b2dffffffffff,2.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,1.0,0.0,1.0,0.0,0.0
82b307fffffffff,61.0,0.0,37.0,12.0,0.0
82b327fffffffff,2.0,0.0,2.0,0.0,0.0
82b32ffffffffff,13.0,0.0,13.0,0.0,0.0
82b357fffffffff,2.0,0.0,2.0,0.0,0.0
82bc47fffffffff,2.0,0.0,0.0,0.0,0.0
82bc6ffffffffff,9.0,0.0,0.0,0.0,0.0
82bc8ffffffffff,3.0,0.0,0.0,0.0,0.0
82bcd7fffffffff,6.0,0.0,0.0,0.0,0.0
82bcdffffffffff,9.0,7.0,0.0,0.0,0.0
82bcf7fffffffff,9.0,4.0,0.0,0.0,0.0
82c21ffffffffff,9.0,0.0,9.0,0.0,0.0
82c2c7fffffffff,14.0,0.0,1.0,0.0,0.0
82c2cffffffffff,267.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,4.0,0.0,0.0,0.0,0.0
82c2dffffffffff,3.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,13.0,0.0,0.0,0.0,0.0
82c2effffffffff,19.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,7.0,0.0,0.0,0.0,0.0
82c34ffffffffff,31.0,0.0,0.0,0.0,0.0
82ce87fffffffff,1.0,0.0,0.0,1.0,0.0
82ce8ffffffffff,7.0,0.0,0.0,1.0,0.0
82ce9ffffffffff,8.0,0.0,0.0,0.0,0.0
82ceaffffffffff,29.0,0.0,0.0,29.0,0.0
82cf8ffffffffff,2.0,0.0,0.0,2.0,0.0
82cfaffffffffff,4.0,0.0,0.0,4.0,0.0
82de67fffffffff,6.0,0.0,0.0,0.0,6.0
82de77fffffffff,2.0,0.0,0.0,0.0,2.0
82df47fffffffff,4.0,0.0,0.0,2.0,0.0
82df6ffffffffff,11.0,0.0,0.0,9.0,0.0
