cell_id,Rynchops niger,Rynchops niger niger,Rynchops niger cinerascens,Rynchops niger intercedens
840e4dbffffffff,6.0,0.0,0.0,0.0
842646bffffffff,1.0,0.0,0.0,0.0
84264b9ffffffff,4.0,0.0,0.0,0.0
84266adffffffff,1.0,0.0,0.0,0.0
8426e67ffffffff,3.0,0.0,0.0,0.0
842802bffffffff,11.0,0.0,0.0,0.0
8428069ffffffff,2.0,0.0,0.0,0.0
84281cbffffffff,1.0,0.0,0.0,0.0
8428301ffffffff,11.0,0.0,0.0,0.0
8428309ffffffff,239.0,1.0,0.0,0.0
842830bffffffff,29.0,0.0,0.0,0.0
842831dffffffff,16.0,0.0,0.0,0.0
842832bffffffff,5.0,0.0,0.0,0.0
8428341ffffffff,28.0,0.0,0.0,0.0
8428347ffffffff,167.0,0.0,0.0,0.0
842834dffffffff,232.0,0.0,0.0,0.0
8429125ffffffff,61.0,0.0,0.0,0.0
84291a7ffffffff,3.0,0.0,0.0,0.0
8429a01ffffffff,1.0,0.0,0.0,0.0
8429a09ffffffff,7.0,0.0,0.0,0.0
8429a0bffffffff,6.0,0.0,0.0,0.0
8429a19ffffffff,27.0,0.0,0.0,0.0
8429a29ffffffff,1.0,0.0,0.0,0.0
8429a41ffffffff,2.0,0.0,0.0,0.0
8429a45ffffffff,2.0,0.0,0.0,0.0
8429a49ffffffff,6.0,0.0,0.0,0.0
8429a4dffffffff,6.0,0.0,0.0,0.0
8429a51ffffffff,3.0,0.0,0.0,0.0
8429a55ffffffff,189.0,0.0,0.0,0.0
8429a57ffffffff,57.0,4.0,0.0,0.0
8429a59ffffffff,8.0,0.0,0.0,0.0
8429a61ffffffff,47.0,0.0,0.0,0.0
8429a6dffffffff,138.0,2.0,0.0,0.0
8429a81ffffffff,3.0,0.0,0.0,0.0
8429a89ffffffff,11.0,0.0,0.0,0.0
8429ac9ffffffff,1.0,0.0,0.0,0.0
8429ad1ffffffff,79.0,0.0,0.0,0.0
8429addffffffff,3.0,0.0,0.0,0.0
8429b0bffffffff,2.0,0.0,0.0,0.0
842a101ffffffff,20.0,0.0,0.0,0.0
842a103ffffffff,179.0,1.0,0.0,0.0
842a107ffffffff,153.0,2.0,0.0,0.0
842a109ffffffff,70.0,12.0,0.0,0.0
842a10bffffffff,21.0,0.0,0.0,0.0
842a12bffffffff,1.0,0.0,0.0,0.0
842a133ffffffff,36.0,0.0,0.0,0.0
842a139ffffffff,19.0,0.0,0.0,0.0
842a13bffffffff,4.0,0.0,0.0,0.0
842a143ffffffff,83.0,1.0,0.0,0.0
842a151ffffffff,3.0,0.0,0.0,0.0
842a157ffffffff,3.0,0.0,0.0,0.0
842a159ffffffff,34.0,0.0,0.0,0.0
842a1a1ffffffff,1.0,0.0,0.0,0.0
842a1a5ffffffff,343.0,6.0,0.0,0.0
842a301ffffffff,130.0,0.0,0.0,0.0
842a303ffffffff,5.0,0.0,0.0,0.0
842a307ffffffff,44.0,0.0,0.0,0.0
842a30dffffffff,5.0,0.0,0.0,0.0
842a311ffffffff,119.0,0.0,0.0,0.0
842a313ffffffff,25.0,0.0,0.0,0.0
842a315ffffffff,99.0,0.0,0.0,0.0
