cell_id,Glaucidium brasilianum,Glaucidium brasilianum [brasilianum Group],Glaucidium brasilianum tucumanum
83660cfffffffff,2.0,0.0,0.0
83660efffffffff,3.0,0.0,0.0
836611fffffffff,8.0,0.0,0.0
836620fffffffff,585.0,27.0,0.0
836621fffffffff,111.0,25.0,0.0
836622fffffffff,613.0,59.0,0.0
836623fffffffff,33.0,2.0,0.0
836625fffffffff,435.0,45.0,0.0
83662cfffffffff,102.0,1.0,0.0
83662dfffffffff,10.0,0.0,0.0
83662efffffffff,16.0,0.0,0.0
836631fffffffff,325.0,0.0,0.0
836641fffffffff,242.0,0.0,0.0
836644fffffffff,11.0,0.0,0.0
836645fffffffff,8.0,0.0,0.0
83664efffffffff,3.0,0.0,0.0
836650fffffffff,3.0,0.0,0.0
836652fffffffff,153.0,0.0,0.0
836654fffffffff,20.0,0.0,0.0
836656fffffffff,25.0,0.0,0.0
83665bfffffffff,2.0,0.0,0.0
83665efffffffff,11.0,0.0,0.0
836660fffffffff,18.0,0.0,0.0
836661fffffffff,2.0,0.0,0.0
836662fffffffff,5.0,0.0,0.0
836663fffffffff,46.0,0.0,0.0
836664fffffffff,8.0,0.0,0.0
836665fffffffff,1.0,0.0,0.0
83666bfffffffff,2.0,0.0,0.0
836670fffffffff,8.0,0.0,0.0
836672fffffffff,2.0,0.0,0.0
836673fffffffff,40.0,0.0,0.0
836674fffffffff,1.0,0.0,0.0
836675fffffffff,2.0,0.0,0.0
8366a0fffffffff,314.0,16.0,0.0
8366a1fffffffff,351.0,61.0,0.0
8366a3fffffffff,161.0,17.0,0.0
8366aefffffffff,4.0,0.0,0.0
8366b0fffffffff,4.0,0.0,0.0
8366b4fffffffff,282.0,0.0,0.0
8366b5fffffffff,2.0,0.0,0.0
8366b6fffffffff,245.0,0.0,0.0
8366c0fffffffff,76.0,0.0,0.0
8366c1fffffffff,6.0,0.0,0.0
8366c2fffffffff,709.0,0.0,0.0
8366c3fffffffff,6.0,0.0,0.0
8366c5fffffffff,96.0,0.0,0.0
8366cdfffffffff,2.0,0.0,0.0
8366cefffffffff,70.0,0.0,0.0
8366d1fffffffff,33.0,0.0,0.0
8366d8fffffffff,101.0,2.0,0.0
8366dafffffffff,18.0,0.0,0.0
8366dbfffffffff,29.0,3.0,0.0
8366dcfffffffff,1128.0,137.0,0.0
8366ddfffffffff,69.0,13.0,0.0
8366defffffffff,338.0,28.0,0.0
8366e0fffffffff,15.0,0.0,0.0
8366e1fffffffff,73.0,0.0,0.0
8366e3fffffffff,134.0,0.0,0.0
8366e5fffffffff,109.0,0.0,0.0
8366e8fffffffff,9.0,0.0,0.0
8366e9fffffffff,3.0,0.0,0.0
8366eafffffffff,2.0,0.0,0.0
8366ecfffffffff,392.0,0.0,0.0
8366eefffffffff,47.0,0.0,0.0
836741fffffffff,255.0,7.0,0.0
836742fffffffff,49.0,0.0,0.0
836743fffffffff,212.0,1.0,0.0
83674afffffffff,98.0,16.0,0.0
83674cfffffffff,169.0,4.0,0.0
83674dfffffffff,4.0,0.0,0.0
83674efffffffff,63.0,5.0,0.0
836750fffffffff,3.0,0.0,0.0
836751fffffffff,9.0,0.0,0.0
836752fffffffff,197.0,0.0,0.0
836753fffffffff,309.0,0.0,0.0
836755fffffffff,649.0,1.0,0.0
836756fffffffff,12.0,0.0,0.0
836759fffffffff,38.0,6.0,0.0
83675afffffffff,4.0,0.0,0.0
83675cfffffffff,78.0,0.0,0.0
83675dfffffffff,10.0,0.0,0.0
83675efffffffff,12.0,0.0,0.0
836769fffffffff,1.0,0.0,0.0
83676bfffffffff,5.0,0.0,0.0
836792fffffffff,2.0,0.0,0.0
836794fffffffff,8.0,0.0,0.0
836796fffffffff,10.0,0.0,0.0
8367b2fffffffff,8.0,0.0,0.0
836d04fffffffff,427.0,80.0,0.0
836d05fffffffff,495.0,110.0,0.0
836d06fffffffff,28.0,0.0,0.0
836d14fffffffff,60.0,15.0,0.0
836d15fffffffff,594.0,78.0,0.0
836d20fffffffff,181.0,0.0,0.0
836d21fffffffff,98.0,16.0,0.0
836d22fffffffff,25.0,0.0,0.0
836d23fffffffff,641.0,62.0,0.0
836d24fffffffff,71.0,0.0,0.0
836d25fffffffff,155.0,20.0,0.0
836d26fffffffff,21.0,0.0,0.0
836d28fffffffff,36.0,0.0,0.0
836d29fffffffff,1051.0,29.0,0.0
836d2afffffffff,219.0,27.0,0.0
836d2bfffffffff,1148.0,0.0,0.0
836d2cfffffffff,27.0,0.0,0.0
836d2dfffffffff,652.0,163.0,0.0
836d2efffffffff,162.0,13.0,0.0
836d30fffffffff,386.0,19.0,0.0
836d31fffffffff,684.0,75.0,0.0
836d32fffffffff,6.0,0.0,0.0
836d33fffffffff,372.0,32.0,0.0
836d34fffffffff,885.0,33.0,0.0
836d35fffffffff,1226.0,10.0,0.0
836d36fffffffff,58.0,6.0,0.0
836d60fffffffff,470.0,0.0,0.0
836d61fffffffff,824.0,0.0,0.0
836d63fffffffff,53.0,0.0,0.0
836d64fffffffff,2180.0,0.0,0.0
836d65fffffffff,459.0,0.0,0.0
836d66fffffffff,873.0,0.0,0.0
836d68fffffffff,1428.0,0.0,0.0
836d69fffffffff,5520.0,0.0,0.0
836d6afffffffff,21.0,0.0,0.0
836d6bfffffffff,418.0,0.0,0.0
836d6cfffffffff,26.0,0.0,0.0
836d6dfffffffff,19.0,0.0,0.0
836d6efffffffff,226.0,0.0,0.0
836d74fffffffff,990.0,0.0,0.0
836d75fffffffff,266.0,0.0,0.0
836d76fffffffff,107.0,6.0,0.0
838000fffffffff,6.0,0.0,0.0
838002fffffffff,10.0,0.0,0.0
838005fffffffff,8.0,1.0,0.0
838006fffffffff,10.0,0.0,0.0
838008fffffffff,1.0,0.0,0.0
83800cfffffffff,8.0,0.0,0.0
838010fffffffff,153.0,8.0,0.0
838011fffffffff,28.0,0.0,0.0
838014fffffffff,146.0,5.0,0.0
838015fffffffff,2.0,0.0,0.0
838016fffffffff,17.0,0.0,0.0
83801cfffffffff,2.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0
83802bfffffffff,5.0,0.0,0.0
83802cfffffffff,1.0,0.0,0.0
838030fffffffff,116.0,5.0,0.0
838032fffffffff,2.0,0.0,0.0
838035fffffffff,5.0,0.0,0.0
838036fffffffff,5.0,0.0,0.0
838054fffffffff,4.0,0.0,0.0
83806bfffffffff,1.0,1.0,0.0
838074fffffffff,2.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0
838101fffffffff,5.0,0.0,0.0
838102fffffffff,194.0,10.0,0.0
838104fffffffff,2.0,0.0,0.0
838106fffffffff,11.0,0.0,0.0
838109fffffffff,6.0,0.0,0.0
838111fffffffff,7.0,0.0,0.0
838112fffffffff,1.0,0.0,0.0
838114fffffffff,6.0,0.0,0.0
838116fffffffff,24.0,0.0,0.0
838118fffffffff,2.0,0.0,0.0
838119fffffffff,7.0,0.0,0.0
83811afffffffff,4.0,2.0,0.0
83811cfffffffff,4.0,0.0,0.0
83811efffffffff,3.0,0.0,0.0
838121fffffffff,86.0,2.0,0.0
838123fffffffff,1.0,0.0,0.0
838124fffffffff,64.0,3.0,0.0
83812bfffffffff,15.0,0.0,0.0
83812dfffffffff,40.0,5.0,0.0
838130fffffffff,11.0,0.0,0.0
838132fffffffff,48.0,2.0,0.0
838133fffffffff,61.0,5.0,0.0
838134fffffffff,8.0,0.0,0.0
838136fffffffff,16.0,2.0,0.0
838140fffffffff,4.0,0.0,0.0
838141fffffffff,2.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0
838143fffffffff,4.0,0.0,0.0
838145fffffffff,2.0,0.0,0.0
838146fffffffff,8.0,0.0,0.0
83814afffffffff,2.0,0.0,0.0
83814dfffffffff,2.0,0.0,0.0
83814efffffffff,4.0,0.0,0.0
838151fffffffff,8.0,0.0,0.0
83815afffffffff,1.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0
838162fffffffff,31.0,0.0,0.0
838163fffffffff,1.0,0.0,0.0
838166fffffffff,6.0,0.0,0.0
838170fffffffff,2.0,2.0,0.0
838171fffffffff,112.0,6.0,0.0
838173fffffffff,4.0,0.0,0.0
838174fffffffff,6.0,0.0,0.0
838175fffffffff,23.0,0.0,0.0
838180fffffffff,9.0,0.0,0.0
838183fffffffff,3.0,0.0,0.0
838185fffffffff,66.0,5.0,0.0
838188fffffffff,27.0,0.0,0.0
83818afffffffff,7.0,0.0,0.0
83818bfffffffff,9.0,0.0,0.0
83818cfffffffff,2.0,0.0,0.0
83818dfffffffff,4.0,0.0,0.0
8381a1fffffffff,14.0,2.0,0.0
8381a8fffffffff,2.0,0.0,0.0
8381a9fffffffff,3.0,0.0,0.0
8381adfffffffff,15.0,1.0,0.0
838a00fffffffff,29.0,2.0,0.0
838a05fffffffff,7.0,0.0,0.0
838a19fffffffff,1.0,1.0,0.0
838a1afffffffff,2.0,0.0,0.0
838a24fffffffff,3.0,0.0,0.0
838a25fffffffff,4.0,0.0,0.0
838a31fffffffff,1.0,0.0,0.0
838a35fffffffff,2.0,0.0,0.0
838a43fffffffff,2.0,0.0,0.0
838a45fffffffff,173.0,0.0,0.0
838a4efffffffff,2.0,0.0,0.0
838a52fffffffff,4.0,0.0,0.0
838a63fffffffff,24.0,0.0,0.0
838a68fffffffff,10.0,0.0,0.0
838a69fffffffff,77.0,0.0,0.0
838a6dfffffffff,472.0,0.0,0.0
838a6efffffffff,3.0,0.0,0.0
838a70fffffffff,13.0,0.0,0.0
838a73fffffffff,4.0,0.0,0.0
838a8dfffffffff,1.0,0.0,0.0
838ab2fffffffff,1.0,0.0,0.0
838ad8fffffffff,9.0,0.0,0.0
838adafffffffff,33.0,1.0,0.0
838adbfffffffff,54.0,6.0,0.0
838adcfffffffff,5.0,0.0,0.0
838adefffffffff,4.0,2.0,0.0
838ae5fffffffff,11.0,0.0,0.0
838af0fffffffff,17.0,7.0,0.0
838af1fffffffff,2.0,0.0,0.0
838af2fffffffff,2.0,0.0,0.0
838af4fffffffff,21.0,0.0,0.0
838af6fffffffff,13.0,5.0,0.0
838b04fffffffff,13.0,0.0,0.0
838b05fffffffff,3.0,0.0,0.0
838b08fffffffff,7.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0bfffffffff,6.0,0.0,0.0
838b0cfffffffff,51.0,0.0,0.0
838b0dfffffffff,127.0,0.0,0.0
838b0efffffffff,2.0,0.0,0.0
838b10fffffffff,7.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0
838b1cfffffffff,4.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0
838b20fffffffff,56.0,0.0,0.0
838b21fffffffff,4.0,0.0,0.0
838b22fffffffff,180.0,0.0,0.0
838b23fffffffff,1.0,0.0,0.0
838b25fffffffff,2.0,0.0,0.0
838b26fffffffff,17.0,0.0,0.0
838b2afffffffff,23.0,0.0,0.0
838b2bfffffffff,3.0,0.0,0.0
838b2cfffffffff,4.0,0.0,0.0
838b2efffffffff,7.0,0.0,0.0
838b31fffffffff,36.0,0.0,0.0
838b34fffffffff,2.0,0.0,0.0
838b36fffffffff,4.0,0.0,0.0
838b40fffffffff,29.0,0.0,0.0
838b42fffffffff,12.0,0.0,0.0
838b44fffffffff,162.0,0.0,0.0
838b45fffffffff,5.0,0.0,0.0
838b46fffffffff,7.0,0.0,0.0
838b4efffffffff,5.0,0.0,0.0
838b51fffffffff,6.0,0.0,0.0
838b52fffffffff,4.0,0.0,0.0
838b56fffffffff,15.0,0.0,0.0
838b5cfffffffff,54.0,3.0,0.0
838b5dfffffffff,6.0,0.0,0.0
838b61fffffffff,58.0,0.0,0.0
838b62fffffffff,11.0,0.0,0.0
838b63fffffffff,153.0,0.0,0.0
838b69fffffffff,12.0,0.0,0.0
838b6cfffffffff,2.0,0.0,0.0
838b6efffffffff,110.0,0.0,0.0
838b71fffffffff,201.0,0.0,0.0
838b72fffffffff,3.0,0.0,0.0
838b74fffffffff,3.0,0.0,0.0
838b75fffffffff,23.0,0.0,0.0
838b76fffffffff,10.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0
838b84fffffffff,23.0,6.0,0.0
838b88fffffffff,1.0,0.0,0.0
838b99fffffffff,4.0,0.0,0.0
838b9dfffffffff,3.0,0.0,0.0
838ba0fffffffff,22.0,0.0,0.0
838ba4fffffffff,6.0,0.0,0.0
838ba6fffffffff,68.0,4.0,0.0
838bb5fffffffff,195.0,38.0,0.0
838e64fffffffff,7.0,0.0,0.0
838e65fffffffff,3.0,0.0,0.0
838e6dfffffffff,2.0,0.0,0.0
838f40fffffffff,210.0,1.0,0.0
838f42fffffffff,2.0,0.0,0.0
838f43fffffffff,101.0,4.0,0.0
838f44fffffffff,8.0,0.0,0.0
838f46fffffffff,284.0,2.0,0.0
838f48fffffffff,49.0,0.0,0.0
838f4afffffffff,14.0,0.0,0.0
838f4bfffffffff,14.0,0.0,0.0
838f4cfffffffff,14.0,0.0,0.0
838f55fffffffff,6.0,0.0,0.0
838f5cfffffffff,1.0,0.0,0.0
838f5dfffffffff,5.0,0.0,0.0
838f61fffffffff,208.0,0.0,0.0
838f63fffffffff,7.0,0.0,0.0
838f65fffffffff,8.0,0.0,0.0
838f6bfffffffff,23.0,4.0,0.0
838f6cfffffffff,9.0,0.0,0.0
838f6efffffffff,63.0,0.0,0.0
838f70fffffffff,3.0,0.0,0.0
838f71fffffffff,14.0,0.0,0.0
838f72fffffffff,30.0,1.0,0.0
838f73fffffffff,3.0,0.0,0.0
838f74fffffffff,34.0,0.0,0.0
838f76fffffffff,2.0,0.0,0.0
83a596fffffffff,2.0,0.0,0.0
83a801fffffffff,28.0,0.0,0.0
83a804fffffffff,6.0,0.0,0.0
83a805fffffffff,7.0,0.0,0.0
83a806fffffffff,9.0,3.0,0.0
83a80bfffffffff,1.0,0.0,0.0
83a80cfffffffff,8.0,0.0,0.0
83a80dfffffffff,1.0,0.0,0.0
83a810fffffffff,114.0,6.0,0.0
83a811fffffffff,6.0,0.0,0.0
83a812fffffffff,12.0,2.0,0.0
83a814fffffffff,10.0,0.0,0.0
83a815fffffffff,8.0,1.0,0.0
83a818fffffffff,22.0,0.0,0.0
83a819fffffffff,7.0,0.0,0.0
83a81afffffffff,11.0,0.0,0.0
83a81bfffffffff,13.0,0.0,0.0
83a81cfffffffff,26.0,0.0,0.0
83a81efffffffff,7.0,0.0,0.0
83a820fffffffff,8.0,0.0,0.0
83a821fffffffff,15.0,0.0,0.0
83a822fffffffff,32.0,0.0,0.0
83a823fffffffff,6.0,0.0,0.0
83a824fffffffff,9.0,0.0,0.0
83a828fffffffff,7.0,0.0,0.0
83a829fffffffff,6.0,0.0,0.0
83a82afffffffff,6.0,0.0,0.0
83a82bfffffffff,12.0,0.0,0.0
83a82dfffffffff,20.0,0.0,0.0
83a82efffffffff,5.0,0.0,0.0
83a840fffffffff,234.0,6.0,0.0
83a841fffffffff,30.0,0.0,0.0
83a842fffffffff,21.0,0.0,0.0
83a843fffffffff,12.0,0.0,0.0
83a844fffffffff,93.0,0.0,0.0
83a845fffffffff,3.0,0.0,0.0
83a846fffffffff,214.0,27.0,0.0
83a84afffffffff,2.0,2.0,0.0
83a84bfffffffff,2.0,0.0,0.0
83a84efffffffff,10.0,0.0,0.0
83a850fffffffff,3.0,0.0,0.0
83a851fffffffff,2.0,0.0,0.0
83a853fffffffff,1.0,0.0,0.0
83a855fffffffff,36.0,0.0,0.0
83a856fffffffff,3.0,0.0,0.0
83a859fffffffff,1281.0,193.0,0.0
83a85afffffffff,5.0,0.0,0.0
83a85bfffffffff,9.0,2.0,0.0
83a85cfffffffff,3.0,0.0,0.0
83a85dfffffffff,402.0,39.0,0.0
83a860fffffffff,59.0,0.0,0.0
83a862fffffffff,69.0,0.0,0.0
83a863fffffffff,6.0,0.0,0.0
83a865fffffffff,36.0,0.0,0.0
83a866fffffffff,24.0,0.0,0.0
83a869fffffffff,2.0,0.0,0.0
83a86afffffffff,1.0,0.0,0.0
83a86bfffffffff,1.0,0.0,0.0
83a86cfffffffff,6.0,0.0,0.0
83a86dfffffffff,8.0,0.0,0.0
83a86efffffffff,8.0,0.0,0.0
83a870fffffffff,4.0,0.0,0.0
83a871fffffffff,8.0,0.0,0.0
83a873fffffffff,6.0,0.0,0.0
83a875fffffffff,26.0,0.0,0.0
83a876fffffffff,20.0,0.0,0.0
83a881fffffffff,78.0,5.0,0.0
83a882fffffffff,33.0,4.0,0.0
83a883fffffffff,28.0,2.0,0.0
83a884fffffffff,65.0,0.0,0.0
83a885fffffffff,2.0,0.0,0.0
83a886fffffffff,21.0,0.0,0.0
83a888fffffffff,1.0,0.0,0.0
83a889fffffffff,6.0,0.0,0.0
83a88afffffffff,4.0,0.0,0.0
83a88bfffffffff,21.0,0.0,0.0
83a88dfffffffff,14.0,2.0,0.0
83a88efffffffff,49.0,0.0,0.0
83a891fffffffff,89.0,5.0,0.0
83a895fffffffff,11.0,0.0,0.0
83a89bfffffffff,5.0,0.0,0.0
83a89efffffffff,2.0,0.0,0.0
83a8a0fffffffff,39.0,0.0,0.0
83a8a1fffffffff,86.0,3.0,0.0
83a8a2fffffffff,313.0,10.0,0.0
83a8a3fffffffff,54.0,2.0,0.0
83a8a5fffffffff,4.0,0.0,0.0
83a8a8fffffffff,3.0,0.0,0.0
83a8a9fffffffff,82.0,10.0,0.0
83a8abfffffffff,9.0,0.0,0.0
83a8acfffffffff,13.0,0.0,0.0
83a8adfffffffff,2.0,0.0,0.0
83a8b1fffffffff,11.0,0.0,0.0
83a8c0fffffffff,112.0,4.0,0.0
83a8c1fffffffff,3.0,0.0,0.0
83a8c2fffffffff,29.0,10.0,0.0
83a8c4fffffffff,20.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0
83a8c9fffffffff,4.0,4.0,0.0
83a8cafffffffff,5.0,0.0,0.0
83a8ccfffffffff,1.0,1.0,0.0
83a8cefffffffff,1.0,0.0,0.0
83a8d0fffffffff,4.0,0.0,0.0
83a8d1fffffffff,82.0,1.0,0.0
83a8d2fffffffff,1.0,0.0,0.0
83a8d3fffffffff,80.0,0.0,0.0
83a8d4fffffffff,43.0,0.0,0.0
83a8d5fffffffff,11.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8d9fffffffff,10.0,0.0,0.0
83a8dafffffffff,11.0,2.0,0.0
83a8ddfffffffff,3.0,0.0,0.0
83a8defffffffff,17.0,0.0,0.0
83a8e0fffffffff,2.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e6fffffffff,14.0,0.0,0.0
83a8ecfffffffff,43.0,18.0,0.0
83a8f1fffffffff,8.0,1.0,0.0
83a8f4fffffffff,17.0,0.0,0.0
83a8f5fffffffff,5.0,0.0,0.0
83a8f6fffffffff,2.0,0.0,0.0
83a901fffffffff,3.0,0.0,0.0
83a903fffffffff,2.0,0.0,0.0
83a90afffffffff,2.0,0.0,0.0
83a90efffffffff,3.0,0.0,0.0
83a919fffffffff,2.0,0.0,0.0
83a91bfffffffff,2.0,0.0,0.0
83a92afffffffff,1.0,0.0,0.0
83a92cfffffffff,247.0,2.0,0.0
83a92dfffffffff,3.0,0.0,0.0
83a92efffffffff,3.0,0.0,0.0
83a940fffffffff,1.0,0.0,0.0
83a941fffffffff,79.0,0.0,0.0
83a942fffffffff,91.0,0.0,0.0
83a943fffffffff,97.0,0.0,0.0
83a944fffffffff,10.0,0.0,0.0
83a945fffffffff,10.0,0.0,0.0
83a946fffffffff,54.0,0.0,0.0
83a948fffffffff,1.0,0.0,0.0
83a949fffffffff,4.0,0.0,0.0
83a94bfffffffff,2.0,0.0,0.0
83a94cfffffffff,48.0,0.0,0.0
83a94dfffffffff,11.0,0.0,0.0
83a94efffffffff,56.0,0.0,0.0
83a950fffffffff,242.0,0.0,0.0
83a951fffffffff,16.0,0.0,0.0
83a952fffffffff,6.0,0.0,0.0
83a953fffffffff,615.0,0.0,0.0
83a954fffffffff,5.0,0.0,0.0
83a955fffffffff,78.0,0.0,0.0
83a959fffffffff,12.0,0.0,0.0
83a95afffffffff,186.0,0.0,0.0
83a95bfffffffff,28.0,0.0,0.0
83a95cfffffffff,126.0,0.0,0.0
83a95dfffffffff,14.0,0.0,0.0
83a95efffffffff,18.0,0.0,0.0
83a961fffffffff,25.0,0.0,0.0
83a962fffffffff,2.0,0.0,0.0
83a963fffffffff,2.0,0.0,0.0
83a964fffffffff,3.0,0.0,0.0
83a968fffffffff,71.0,0.0,0.0
83a96afffffffff,67.0,0.0,0.0
83a96bfffffffff,24.0,0.0,0.0
83a96cfffffffff,11.0,0.0,0.0
83a96efffffffff,25.0,0.0,0.0
83a971fffffffff,3.0,0.0,0.0
83a973fffffffff,3.0,0.0,0.0
83a976fffffffff,2.0,0.0,0.0
83b240fffffffff,8.0,0.0,0.0
83b241fffffffff,88.0,0.0,0.0
83b242fffffffff,22.0,0.0,0.0
83b243fffffffff,75.0,0.0,0.0
83b244fffffffff,3.0,0.0,0.0
83b246fffffffff,2.0,0.0,0.0
83b249fffffffff,1.0,0.0,0.0
83b24afffffffff,21.0,0.0,0.0
83b24cfffffffff,21.0,0.0,0.0
83b24dfffffffff,29.0,0.0,0.0
83b24efffffffff,29.0,0.0,0.0
83b251fffffffff,120.0,0.0,0.0
83b255fffffffff,2.0,0.0,0.0
83b256fffffffff,3.0,0.0,0.0
83b258fffffffff,70.0,0.0,0.0
83b259fffffffff,19.0,0.0,0.0
83b25afffffffff,2.0,0.0,0.0
83b25bfffffffff,12.0,0.0,0.0
83b25cfffffffff,96.0,0.0,0.0
83b25dfffffffff,85.0,0.0,0.0
83b25efffffffff,96.0,0.0,0.0
83b261fffffffff,9.0,0.0,0.0
83b262fffffffff,29.0,0.0,0.0
83b263fffffffff,2.0,0.0,0.0
83b266fffffffff,3.0,0.0,0.0
83b268fffffffff,38.0,0.0,0.0
83b269fffffffff,40.0,0.0,0.0
83b26afffffffff,2.0,0.0,0.0
83b26dfffffffff,6.0,0.0,0.0
83b270fffffffff,7.0,0.0,0.0
83b271fffffffff,10.0,0.0,0.0
83b272fffffffff,1.0,0.0,0.0
83b274fffffffff,3.0,0.0,0.0
83b275fffffffff,29.0,0.0,0.0
83b2cefffffffff,7.0,0.0,0.0
83b2e9fffffffff,31.0,0.0,0.0
83b2eafffffffff,1.0,0.0,0.0
83b2ebfffffffff,13.0,0.0,0.0
83b2ecfffffffff,4.0,0.0,0.0
83b2edfffffffff,4.0,0.0,0.0
83b2eefffffffff,3.0,0.0,0.0
83b321fffffffff,2.0,0.0,0.0
83b342fffffffff,93.0,0.0,0.0
83b343fffffffff,6.0,0.0,0.0
83b344fffffffff,15.0,0.0,0.0
83b346fffffffff,23.0,0.0,0.0
83b348fffffffff,10.0,0.0,0.0
83b349fffffffff,17.0,0.0,0.0
83b34afffffffff,10.0,0.0,0.0
83b34bfffffffff,54.0,0.0,0.0
