cell_id,Lanius borealis,Lanius borealis [mollis Group],Lanius borealis borealis
83269cfffffffff,10.0,0.0,0.0
83269dfffffffff,10.0,0.0,2.0
8326a8fffffffff,14.0,0.0,0.0
8326aafffffffff,29.0,0.0,0.0
8326abfffffffff,9.0,0.0,0.0
8326acfffffffff,2.0,0.0,0.0
8326adfffffffff,1.0,0.0,0.0
8326aefffffffff,3.0,0.0,0.0
8326b5fffffffff,4.0,0.0,0.0
8326b6fffffffff,6.0,0.0,0.0
8326c0fffffffff,2.0,0.0,0.0
8326c1fffffffff,6.0,0.0,0.0
8326c4fffffffff,6.0,0.0,0.0
8326c5fffffffff,31.0,0.0,0.0
8326c8fffffffff,3.0,0.0,0.0
8326cbfffffffff,107.0,0.0,4.0
8326d0fffffffff,2.0,0.0,0.0
8326d1fffffffff,1.0,0.0,0.0
8326d2fffffffff,2.0,0.0,0.0
8326d4fffffffff,17.0,0.0,0.0
8326d5fffffffff,8.0,0.0,0.0
8326d6fffffffff,1.0,0.0,0.0
8326defffffffff,35.0,0.0,1.0
8326e0fffffffff,8.0,0.0,0.0
8326e1fffffffff,11.0,0.0,0.0
8326e2fffffffff,27.0,0.0,0.0
8326e3fffffffff,9.0,0.0,0.0
8326e4fffffffff,4.0,0.0,0.0
8326e5fffffffff,56.0,0.0,0.0
8326ecfffffffff,38.0,0.0,0.0
8326edfffffffff,2.0,0.0,0.0
8326eefffffffff,2.0,0.0,0.0
8326f0fffffffff,8.0,0.0,0.0
8326f1fffffffff,2.0,0.0,0.0
8326f2fffffffff,27.0,0.0,0.0
8326f3fffffffff,2.0,0.0,0.0
832702fffffffff,4.0,0.0,0.0
832703fffffffff,2.0,0.0,0.0
832706fffffffff,3.0,0.0,0.0
832709fffffffff,9.0,0.0,6.0
83270afffffffff,2.0,0.0,0.0
83270bfffffffff,2.0,0.0,2.0
83270cfffffffff,2.0,0.0,0.0
832712fffffffff,2.0,0.0,0.0
832718fffffffff,12.0,0.0,0.0
832719fffffffff,4.0,0.0,0.0
83271cfffffffff,1.0,0.0,0.0
832741fffffffff,4.0,0.0,0.0
832742fffffffff,3.0,0.0,3.0
832743fffffffff,10.0,0.0,0.0
832745fffffffff,1.0,0.0,0.0
832746fffffffff,5.0,0.0,0.0
832748fffffffff,13.0,0.0,0.0
832749fffffffff,2.0,0.0,0.0
83274afffffffff,1.0,0.0,0.0
83274bfffffffff,3.0,0.0,0.0
83274dfffffffff,17.0,0.0,0.0
83274efffffffff,12.0,0.0,0.0
832750fffffffff,2.0,0.0,0.0
832751fffffffff,7.0,0.0,0.0
832752fffffffff,2.0,0.0,0.0
832753fffffffff,2.0,0.0,0.0
832754fffffffff,5.0,0.0,0.0
832755fffffffff,7.0,0.0,0.0
832759fffffffff,45.0,0.0,0.0
83275afffffffff,2.0,0.0,0.0
83275bfffffffff,5.0,0.0,0.0
83275cfffffffff,11.0,0.0,2.0
83275dfffffffff,6.0,0.0,0.0
83275efffffffff,4.0,0.0,0.0
832760fffffffff,2.0,0.0,2.0
832763fffffffff,37.0,0.0,0.0
832766fffffffff,2.0,0.0,0.0
83276bfffffffff,7.0,0.0,0.0
83276cfffffffff,3.0,0.0,0.0
83276dfffffffff,35.0,0.0,33.0
83276efffffffff,25.0,0.0,2.0
832770fffffffff,2.0,0.0,0.0
832792fffffffff,2.0,0.0,0.0
832796fffffffff,2.0,0.0,0.0
8327a0fffffffff,23.0,0.0,0.0
8327a8fffffffff,2.0,0.0,0.0
8327adfffffffff,2.0,0.0,0.0
8327b0fffffffff,1.0,0.0,0.0
8327b2fffffffff,2.0,0.0,0.0
832800fffffffff,1.0,0.0,0.0
832802fffffffff,135.0,0.0,2.0
832803fffffffff,7.0,0.0,0.0
832806fffffffff,2.0,0.0,0.0
832810fffffffff,13.0,0.0,0.0
832811fffffffff,9.0,0.0,0.0
832812fffffffff,1.0,0.0,0.0
832813fffffffff,83.0,0.0,0.0
832815fffffffff,14.0,0.0,2.0
832816fffffffff,2.0,0.0,0.0
83281bfffffffff,12.0,0.0,0.0
83281cfffffffff,58.0,0.0,0.0
83281efffffffff,9.0,0.0,0.0
832830fffffffff,47.0,0.0,0.0
832831fffffffff,2.0,0.0,0.0
832832fffffffff,28.0,0.0,0.0
832833fffffffff,143.0,0.0,0.0
832834fffffffff,1.0,0.0,0.0
832836fffffffff,13.0,0.0,0.0
832884fffffffff,2.0,0.0,0.0
832888fffffffff,2.0,0.0,0.0
83288afffffffff,4.0,0.0,0.0
83288cfffffffff,4.0,0.0,0.0
83288dfffffffff,1.0,0.0,0.0
832890fffffffff,2.0,0.0,0.0
832891fffffffff,2.0,0.0,0.0
832892fffffffff,5.0,0.0,0.0
832893fffffffff,8.0,0.0,0.0
832894fffffffff,7.0,0.0,0.0
832896fffffffff,2.0,0.0,0.0
832898fffffffff,3.0,0.0,0.0
83289afffffffff,4.0,0.0,0.0
83289bfffffffff,8.0,0.0,0.0
83289dfffffffff,2.0,0.0,0.0
83289efffffffff,8.0,0.0,0.0
8328a1fffffffff,3.0,0.0,0.0
8328a8fffffffff,2.0,0.0,0.0
8328abfffffffff,2.0,0.0,0.0
8328adfffffffff,14.0,0.0,0.0
8328aefffffffff,9.0,0.0,0.0
8328b0fffffffff,9.0,0.0,0.0
8328b1fffffffff,2.0,0.0,0.0
8328b3fffffffff,1.0,0.0,0.0
8328b5fffffffff,1.0,0.0,0.0
8328b6fffffffff,8.0,0.0,0.0
8328c6fffffffff,4.0,0.0,0.0
8328d1fffffffff,8.0,0.0,0.0
8328d2fffffffff,2.0,0.0,0.0
8328d3fffffffff,2.0,0.0,0.0
8328d4fffffffff,6.0,0.0,0.0
8328d5fffffffff,145.0,0.0,0.0
8328d6fffffffff,3.0,0.0,3.0
8328d8fffffffff,15.0,0.0,0.0
8328defffffffff,48.0,0.0,0.0
8328f0fffffffff,14.0,0.0,0.0
8328f1fffffffff,2.0,0.0,0.0
8328f2fffffffff,4.0,0.0,0.0
8328f3fffffffff,10.0,0.0,0.0
8328f5fffffffff,44.0,0.0,0.0
8328f6fffffffff,4.0,0.0,1.0
832980fffffffff,2.0,0.0,0.0
832981fffffffff,5.0,0.0,0.0
832982fffffffff,1.0,0.0,0.0
832984fffffffff,1.0,0.0,0.0
832985fffffffff,1.0,0.0,0.0
832989fffffffff,45.0,0.0,5.0
83298cfffffffff,20.0,0.0,0.0
83298dfffffffff,2.0,0.0,0.0
832990fffffffff,7.0,0.0,0.0
832991fffffffff,3.0,0.0,0.0
832992fffffffff,2.0,0.0,0.0
832995fffffffff,8.0,0.0,0.0
832996fffffffff,3.0,0.0,0.0
8329a1fffffffff,15.0,0.0,1.0
8329a3fffffffff,2.0,0.0,0.0
8329a6fffffffff,6.0,0.0,0.0
8329a9fffffffff,2.0,0.0,0.0
8329aafffffffff,1.0,0.0,0.0
8329b2fffffffff,5.0,0.0,0.0
8329b6fffffffff,2.0,0.0,0.0
832a10fffffffff,95.0,0.0,2.0
832a12fffffffff,82.0,0.0,0.0
832a13fffffffff,113.0,0.0,4.0
832a14fffffffff,195.0,0.0,1.0
832a15fffffffff,37.0,0.0,0.0
832a16fffffffff,23.0,0.0,0.0
832a30fffffffff,13.0,0.0,0.0
832a31fffffffff,89.0,0.0,0.0
832a32fffffffff,59.0,0.0,0.0
832a33fffffffff,71.0,0.0,2.0
832a34fffffffff,8.0,0.0,0.0
832a36fffffffff,4.0,0.0,0.0
832a80fffffffff,10.0,0.0,0.0
832a81fffffffff,2.0,0.0,0.0
832a82fffffffff,5.0,0.0,0.0
832a84fffffffff,64.0,0.0,0.0
832a85fffffffff,42.0,0.0,0.0
832a86fffffffff,8.0,0.0,0.0
832a90fffffffff,30.0,0.0,0.0
832a91fffffffff,2.0,0.0,0.0
832a93fffffffff,10.0,0.0,0.0
832a94fffffffff,4.0,0.0,0.0
832a95fffffffff,13.0,0.0,0.0
832a96fffffffff,3.0,0.0,0.0
832aa0fffffffff,52.0,0.0,1.0
832aa1fffffffff,32.0,0.0,0.0
832aa2fffffffff,25.0,0.0,0.0
832aa3fffffffff,35.0,0.0,0.0
832aa4fffffffff,456.0,0.0,0.0
832aa5fffffffff,12.0,0.0,0.0
832aa6fffffffff,29.0,0.0,0.0
832aa8fffffffff,226.0,0.0,5.0
832aa9fffffffff,24.0,0.0,2.0
832aaafffffffff,166.0,0.0,7.0
832aabfffffffff,3.0,0.0,0.0
832aacfffffffff,81.0,0.0,3.0
832aadfffffffff,26.0,0.0,0.0
832aaefffffffff,10.0,0.0,0.0
832ab0fffffffff,4.0,0.0,0.0
832ab1fffffffff,103.0,0.0,0.0
832ab2fffffffff,12.0,0.0,2.0
832ab3fffffffff,19.0,0.0,0.0
832ab4fffffffff,42.0,0.0,29.0
832ab5fffffffff,33.0,0.0,1.0
832ab6fffffffff,19.0,0.0,10.0
832b01fffffffff,2.0,0.0,0.0
832b02fffffffff,1.0,0.0,0.0
832b03fffffffff,2.0,0.0,0.0
832b05fffffffff,9.0,0.0,0.0
832b0afffffffff,7.0,0.0,1.0
832b0cfffffffff,2.0,0.0,0.0
832b11fffffffff,1.0,0.0,0.0
832b12fffffffff,11.0,0.0,0.0
832b14fffffffff,2.0,0.0,0.0
832b16fffffffff,7.0,0.0,0.0
832b18fffffffff,4.0,0.0,0.0
832b1afffffffff,7.0,0.0,0.0
832b21fffffffff,2.0,0.0,0.0
832b30fffffffff,7.0,0.0,0.0
832b31fffffffff,4.0,0.0,1.0
832b33fffffffff,2.0,0.0,0.0
832b34fffffffff,4.0,0.0,0.0
832b36fffffffff,2.0,0.0,0.0
832b80fffffffff,1.0,0.0,0.0
832b81fffffffff,14.0,0.0,6.0
832b82fffffffff,2.0,0.0,0.0
832b83fffffffff,22.0,0.0,8.0
832b85fffffffff,24.0,0.0,0.0
832b88fffffffff,2.0,0.0,0.0
832b89fffffffff,5.0,0.0,0.0
832b8afffffffff,45.0,0.0,0.0
832b8bfffffffff,23.0,0.0,0.0
832b8cfffffffff,7.0,0.0,0.0
832b8dfffffffff,5.0,0.0,0.0
832b8efffffffff,32.0,0.0,17.0
832b90fffffffff,4.0,0.0,2.0
832b92fffffffff,2.0,0.0,0.0
832b93fffffffff,5.0,0.0,3.0
832b94fffffffff,2.0,0.0,1.0
832b98fffffffff,60.0,0.0,43.0
832b99fffffffff,17.0,0.0,5.0
832b9afffffffff,16.0,0.0,3.0
832b9bfffffffff,75.0,0.0,41.0
832b9cfffffffff,119.0,0.0,21.0
832b9dfffffffff,359.0,0.0,183.0
832b9efffffffff,9.0,0.0,0.0
832ba0fffffffff,14.0,0.0,0.0
832ba1fffffffff,2.0,0.0,0.0
832ba5fffffffff,20.0,0.0,0.0
832ba8fffffffff,3.0,0.0,0.0
832baafffffffff,142.0,0.0,0.0
832babfffffffff,7.0,0.0,1.0
832bacfffffffff,18.0,0.0,0.0
832badfffffffff,2.0,0.0,0.0
832baefffffffff,34.0,0.0,0.0
832bb2fffffffff,2.0,0.0,0.0
832bb3fffffffff,3.0,0.0,0.0
832e74fffffffff,2.0,0.0,0.0
832eadfffffffff,6.0,6.0,0.0
8330e1fffffffff,3.0,0.0,0.0
83316efffffffff,6.0,2.0,0.0
833185fffffffff,26.0,0.0,0.0
83489afffffffff,115.0,0.0,0.0
8348c3fffffffff,76.0,0.0,0.0
8348c8fffffffff,1.0,0.0,0.0
8348cafffffffff,3.0,0.0,0.0
8348cbfffffffff,6.0,0.0,0.0
8348cdfffffffff,12.0,0.0,0.0
8348d0fffffffff,2.0,0.0,0.0
8348d4fffffffff,3.0,0.0,0.0
8348d8fffffffff,31.0,0.0,0.0
8348dafffffffff,4.0,0.0,0.0
8348dcfffffffff,5.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0
