cell_id,Monticola solitarius,Monticola solitarius solitarius/longirostris,Monticola solitarius pandoo,Monticola solitarius philippensis,Monticola solitarius madoci,Monticola solitarius pandoo x philippensis
82184ffffffffff,3.0,3.0,0.0,0.0,0.0,0.0
82194ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821eaffffffffff,2.0,2.0,0.0,0.0,0.0,0.0
821ecffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
82209ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
822c0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
823007fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,54.0,0.0,0.0,40.0,0.0,0.0
8230affffffffff,5.0,0.0,0.0,1.0,0.0,0.0
8230effffffffff,3.0,0.0,3.0,0.0,0.0,0.0
823187fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
82346ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8238dffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8238e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,99.0,38.0,0.0,0.0,0.0,0.0
82390ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,10.0,4.0,0.0,0.0,0.0,0.0
823927fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,43.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,21.0,2.0,0.0,0.0,0.0,0.0
823957fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,16.0,5.0,0.0,0.0,0.0,0.0
823c07fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,2.0,0.0,1.0,0.0,0.0,0.0
823c5ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
823ca7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,19.0,0.0,0.0,0.0,0.0,7.0
823cc7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
823cf7fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
823d07fffffffff,12.0,3.0,0.0,0.0,0.0,0.0
823d1ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823d27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
823d8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
823d97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,2.0,0.0,2.0,0.0,0.0,0.0
824107fffffffff,3.0,0.0,0.0,2.0,0.0,0.0
82411ffffffffff,4.0,0.0,2.0,0.0,0.0,0.0
824147fffffffff,2.0,0.0,2.0,0.0,0.0,0.0
82416ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8241a7fffffffff,7.0,0.0,7.0,0.0,0.0,0.0
8241b7fffffffff,36.0,0.0,17.0,0.0,0.0,4.0
82425ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,1.0,1.0,0.0,0.0,0.0,0.0
82438ffffffffff,7.0,7.0,0.0,0.0,0.0,0.0
8243affffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824b27fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
824b6ffffffffff,1.0,0.0,0.0,1.0,0.0,0.0
824b87fffffffff,21.0,0.0,3.0,0.0,0.0,0.0
824ba7fffffffff,49.0,0.0,11.0,0.0,0.0,0.0
824bb7fffffffff,13.0,0.0,7.0,0.0,0.0,0.0
82524ffffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8254affffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8254e7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
825977fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826007fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,24.0,0.0,1.0,0.0,0.0,0.0
826097fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82609ffffffffff,4.0,0.0,2.0,0.0,0.0,0.0
8260a7fffffffff,63.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,20.0,0.0,1.0,0.0,0.0,0.0
8260b7fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
826337fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
826427fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
826507fffffffff,10.0,0.0,0.0,0.0,1.0,0.0
82651ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
826527fffffffff,16.0,0.0,2.0,2.0,0.0,0.0
826587fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
8265b7fffffffff,4.0,0.0,3.0,0.0,0.0,0.0
826807fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
82694ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
82739ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82956ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82a617fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
