cell_id,Argya striata,Argya striata [striata Group],Argya striata somervillei
843cb3dffffffff,7.0,0.0,0.0
843cb41ffffffff,32.0,0.0,0.0
843cb45ffffffff,134.0,0.0,0.0
843cb47ffffffff,44.0,0.0,0.0
843cb49ffffffff,4.0,0.0,0.0
843cb4bffffffff,45.0,0.0,0.0
843cb4dffffffff,262.0,0.0,0.0
843cb51ffffffff,44.0,0.0,0.0
843cb53ffffffff,3.0,0.0,0.0
843cb55ffffffff,9.0,0.0,0.0
843cb57ffffffff,2.0,0.0,0.0
843cb59ffffffff,127.0,0.0,0.0
843cb5dffffffff,1680.0,0.0,0.0
843cb61ffffffff,6.0,0.0,0.0
843cb65ffffffff,139.0,0.0,0.0
843cb69ffffffff,68.0,0.0,0.0
843cb6bffffffff,67.0,0.0,0.0
843cb6dffffffff,119.0,0.0,0.0
843cc21ffffffff,1.0,0.0,0.0
843cc29ffffffff,4.0,0.0,0.0
843cc41ffffffff,1.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0
843cd43ffffffff,1.0,0.0,0.0
843cd4bffffffff,3.0,0.0,0.0
843ce01ffffffff,3.0,0.0,0.0
843ce03ffffffff,16.0,0.0,0.0
843ce09ffffffff,60.0,0.0,0.0
843ce0bffffffff,18.0,0.0,0.0
843ce11ffffffff,63.0,0.0,0.0
843ce13ffffffff,5.0,0.0,0.0
843ce15ffffffff,649.0,0.0,0.0
843ce19ffffffff,12.0,0.0,0.0
843ce1bffffffff,46.0,0.0,0.0
843ce1dffffffff,185.0,0.0,0.0
843ce29ffffffff,13.0,0.0,0.0
843ce2bffffffff,5.0,0.0,0.0
843ce2dffffffff,10.0,0.0,0.0
843ce37ffffffff,2.0,0.0,0.0
843ce41ffffffff,12.0,0.0,0.0
843ce43ffffffff,57.0,0.0,0.0
843ce45ffffffff,33.0,0.0,0.0
843ce47ffffffff,60.0,0.0,0.0
843ce4bffffffff,2.0,0.0,0.0
843ce4dffffffff,50.0,0.0,0.0
843ce51ffffffff,4.0,0.0,0.0
843ce55ffffffff,167.0,0.0,0.0
843ce57ffffffff,156.0,0.0,0.0
843ce5dffffffff,8.0,0.0,0.0
843ce63ffffffff,3.0,0.0,0.0
843ce6dffffffff,2.0,0.0,0.0
843cec1ffffffff,10.0,0.0,0.0
843cf01ffffffff,6.0,0.0,0.0
843cf05ffffffff,200.0,0.0,0.0
843cf0bffffffff,59.0,0.0,0.0
843cf0dffffffff,55.0,0.0,0.0
843cf11ffffffff,285.0,0.0,0.0
843cf13ffffffff,35.0,0.0,0.0
843cf17ffffffff,6.0,0.0,0.0
843cf1bffffffff,16.0,0.0,0.0
843cf21ffffffff,65.0,0.0,0.0
843cf25ffffffff,27.0,0.0,0.0
843cf27ffffffff,152.0,2.0,0.0
843cf29ffffffff,828.0,9.0,0.0
843cf2bffffffff,2.0,0.0,0.0
843cf2dffffffff,2031.0,21.0,0.0
843cf31ffffffff,3.0,0.0,0.0
843cf33ffffffff,2.0,0.0,0.0
843cf35ffffffff,2.0,0.0,0.0
843cf39ffffffff,2.0,0.0,0.0
843cf3bffffffff,2.0,0.0,0.0
843cf3dffffffff,3.0,0.0,0.0
843cf41ffffffff,48.0,0.0,0.0
843cf43ffffffff,126.0,1.0,0.0
843cf45ffffffff,3.0,0.0,0.0
843cf47ffffffff,100.0,0.0,0.0
843cf49ffffffff,9.0,0.0,0.0
843cf4bffffffff,18.0,0.0,0.0
843cf51ffffffff,8.0,0.0,0.0
843cf59ffffffff,3.0,0.0,0.0
843cf5bffffffff,2.0,0.0,0.0
843cf5dffffffff,2.0,0.0,0.0
843cf61ffffffff,149.0,0.0,0.0
843cf63ffffffff,6.0,0.0,0.0
843cf65ffffffff,46.0,0.0,0.0
843cf67ffffffff,130.0,4.0,0.0
843cf69ffffffff,117.0,0.0,0.0
843cf6bffffffff,46.0,5.0,0.0
843cf6dffffffff,12.0,0.0,0.0
843d101ffffffff,106.0,0.0,0.0
843d103ffffffff,94.0,0.0,0.0
843d105ffffffff,3.0,0.0,0.0
843d107ffffffff,3567.0,0.0,0.0
843d109ffffffff,221.0,0.0,0.0
843d10dffffffff,320.0,0.0,0.0
843d115ffffffff,9.0,0.0,0.0
843d123ffffffff,4.0,0.0,0.0
843d129ffffffff,2.0,0.0,0.0
843d12dffffffff,2.0,0.0,0.0
843d131ffffffff,70.0,0.0,0.0
843d133ffffffff,60.0,0.0,0.0
843d135ffffffff,585.0,0.0,0.0
843d137ffffffff,687.0,0.0,0.0
843d139ffffffff,4535.0,0.0,0.0
843d13bffffffff,46.0,0.0,0.0
843d13dffffffff,798.0,0.0,0.0
843d141ffffffff,29.0,0.0,0.0
843d143ffffffff,35.0,0.0,0.0
843d145ffffffff,26.0,0.0,0.0
843d147ffffffff,486.0,0.0,0.0
843d149ffffffff,58.0,0.0,0.0
843d14bffffffff,25.0,0.0,0.0
843d14dffffffff,41.0,0.0,0.0
843d155ffffffff,10.0,0.0,0.0
843d15dffffffff,18.0,0.0,0.0
843d161ffffffff,6.0,0.0,0.0
843d165ffffffff,6.0,0.0,0.0
843d167ffffffff,9.0,0.0,0.0
843d169ffffffff,9.0,0.0,0.0
843d16bffffffff,72.0,0.0,0.0
843d1a7ffffffff,3.0,0.0,0.0
843d1a9ffffffff,2.0,0.0,0.0
843d1adffffffff,17.0,0.0,0.0
843d1e1ffffffff,2.0,0.0,0.0
843d1e5ffffffff,6.0,0.0,0.0
843d1e7ffffffff,8.0,0.0,0.0
843d1edffffffff,126.0,0.0,0.0
843d305ffffffff,59.0,0.0,0.0
843d307ffffffff,20.0,0.0,0.0
843d30dffffffff,63.0,0.0,0.0
843d321ffffffff,5.0,0.0,0.0
843d323ffffffff,163.0,0.0,0.0
843d325ffffffff,56.0,0.0,0.0
843d327ffffffff,7.0,0.0,0.0
843d32bffffffff,9.0,0.0,0.0
843d32dffffffff,2.0,0.0,0.0
843d335ffffffff,26.0,0.0,0.0
843d337ffffffff,24.0,0.0,0.0
843d33dffffffff,8.0,0.0,0.0
843d341ffffffff,2.0,0.0,0.0
843d345ffffffff,44.0,0.0,0.0
843d349ffffffff,1.0,0.0,0.0
843d34bffffffff,2.0,0.0,0.0
843d34dffffffff,7.0,0.0,0.0
843d361ffffffff,9.0,0.0,0.0
843d363ffffffff,388.0,0.0,0.0
843d36bffffffff,112.0,0.0,0.0
843d803ffffffff,2.0,0.0,0.0
843d805ffffffff,6.0,0.0,0.0
843d80bffffffff,11.0,0.0,0.0
843d80dffffffff,124.0,0.0,0.0
843d817ffffffff,14.0,0.0,0.0
843d81bffffffff,2.0,0.0,0.0
843d839ffffffff,29.0,0.0,0.0
843d83bffffffff,14.0,0.0,0.0
843d83dffffffff,2.0,0.0,0.0
843d843ffffffff,2.0,0.0,0.0
843d845ffffffff,474.0,0.0,0.0
843d847ffffffff,124.0,0.0,0.0
843d849ffffffff,2.0,0.0,0.0
843d84bffffffff,2.0,0.0,0.0
843d84dffffffff,1.0,0.0,0.0
843d851ffffffff,50.0,0.0,0.0
843d853ffffffff,258.0,0.0,0.0
843d855ffffffff,8.0,0.0,0.0
843d859ffffffff,216.0,0.0,0.0
843d85bffffffff,143.0,0.0,0.0
843d85dffffffff,7.0,0.0,0.0
843d861ffffffff,2.0,0.0,0.0
843d863ffffffff,18.0,0.0,0.0
843d86bffffffff,219.0,0.0,0.0
843d86dffffffff,2.0,0.0,0.0
843d881ffffffff,2.0,0.0,0.0
843d883ffffffff,7.0,0.0,0.0
843d88dffffffff,1.0,0.0,0.0
843d891ffffffff,3.0,0.0,0.0
843d895ffffffff,1.0,0.0,0.0
843d899ffffffff,25.0,0.0,0.0
843d8a3ffffffff,2.0,0.0,0.0
843d8adffffffff,4.0,0.0,0.0
843d8b1ffffffff,374.0,0.0,0.0
843d8b5ffffffff,2.0,0.0,0.0
843d8b7ffffffff,4.0,0.0,0.0
843d8b9ffffffff,43.0,0.0,0.0
843d8bdffffffff,11.0,0.0,0.0
843d8c1ffffffff,101.0,0.0,0.0
843d8c3ffffffff,29.0,0.0,0.0
843d8c7ffffffff,2.0,0.0,0.0
843d8c9ffffffff,2.0,0.0,0.0
843d8d1ffffffff,30.0,0.0,0.0
843d8d5ffffffff,440.0,0.0,0.0
843d8dbffffffff,2.0,0.0,0.0
843d8ddffffffff,302.0,0.0,0.0
843d8e5ffffffff,6.0,0.0,0.0
843d8edffffffff,2.0,0.0,0.0
843d907ffffffff,24.0,0.0,0.0
843d90dffffffff,14.0,0.0,0.0
843d911ffffffff,4.0,0.0,0.0
843d915ffffffff,230.0,0.0,0.0
843d917ffffffff,4.0,0.0,0.0
843d921ffffffff,5.0,0.0,0.0
843d923ffffffff,8.0,0.0,0.0
843d929ffffffff,323.0,0.0,0.0
843d92bffffffff,7.0,0.0,0.0
843d92dffffffff,43.0,0.0,0.0
843d933ffffffff,9.0,0.0,0.0
843d935ffffffff,2.0,0.0,0.0
843d939ffffffff,19.0,0.0,0.0
843d93bffffffff,117.0,0.0,0.0
843d93dffffffff,90.0,0.0,0.0
843d943ffffffff,1.0,0.0,0.0
843d94bffffffff,1.0,0.0,0.0
843d957ffffffff,2.0,0.0,0.0
843d959ffffffff,3.0,0.0,0.0
843d963ffffffff,55.0,0.0,0.0
843d967ffffffff,410.0,0.0,0.0
843d96bffffffff,18.0,0.0,0.0
843d96dffffffff,10.0,0.0,0.0
843d981ffffffff,10.0,0.0,0.0
843d983ffffffff,49.0,0.0,0.0
843d985ffffffff,13.0,0.0,0.0
843d987ffffffff,125.0,0.0,0.0
843d989ffffffff,1.0,0.0,0.0
843d98bffffffff,3.0,0.0,0.0
843d98dffffffff,105.0,0.0,0.0
843d991ffffffff,2.0,0.0,0.0
843d993ffffffff,336.0,0.0,0.0
843d995ffffffff,2.0,0.0,0.0
843d997ffffffff,30.0,0.0,0.0
843d999ffffffff,1.0,0.0,0.0
843d99bffffffff,1.0,0.0,0.0
843d9a5ffffffff,8.0,0.0,0.0
843d9a7ffffffff,226.0,0.0,0.0
843d9a9ffffffff,2.0,0.0,0.0
843d9abffffffff,26.0,0.0,0.0
843d9adffffffff,67.0,0.0,0.0
843d9b1ffffffff,45.0,0.0,0.0
843d9b5ffffffff,3.0,0.0,0.0
843d9b7ffffffff,2006.0,0.0,0.0
843d9b9ffffffff,222.0,0.0,0.0
843d9bbffffffff,6.0,0.0,0.0
843d9bdffffffff,9.0,0.0,0.0
843d9cbffffffff,2.0,0.0,0.0
843d9d1ffffffff,550.0,0.0,0.0
843d9d3ffffffff,360.0,0.0,0.0
843d9d7ffffffff,7.0,0.0,0.0
843d9dbffffffff,504.0,0.0,0.0
843d9e3ffffffff,4.0,0.0,0.0
843d9e5ffffffff,1443.0,0.0,0.0
843d9e7ffffffff,238.0,0.0,0.0
843d9edffffffff,78.0,0.0,0.0
843da01ffffffff,2.0,0.0,0.0
843da03ffffffff,40.0,0.0,0.0
843da09ffffffff,5.0,0.0,0.0
843da0bffffffff,15.0,0.0,0.0
843da0dffffffff,4.0,0.0,0.0
843da11ffffffff,4672.0,0.0,0.0
843da13ffffffff,323.0,0.0,0.0
843da15ffffffff,30.0,0.0,0.0
843da17ffffffff,8.0,0.0,0.0
843da19ffffffff,203.0,0.0,0.0
843da1bffffffff,236.0,0.0,0.0
843da1dffffffff,1268.0,0.0,0.0
843da21ffffffff,253.0,0.0,0.0
843da23ffffffff,5.0,0.0,0.0
843da25ffffffff,33.0,0.0,0.0
843da2bffffffff,4.0,0.0,0.0
843da2dffffffff,4.0,0.0,0.0
843da33ffffffff,118.0,0.0,0.0
843da35ffffffff,1.0,0.0,0.0
843da37ffffffff,2183.0,0.0,0.0
843da39ffffffff,1.0,0.0,0.0
843da3bffffffff,5.0,0.0,0.0
843da3dffffffff,28.0,0.0,0.0
843da43ffffffff,2.0,0.0,0.0
843da53ffffffff,5.0,0.0,0.0
843da55ffffffff,4.0,0.0,0.0
843da57ffffffff,79.0,0.0,0.0
843da61ffffffff,6.0,0.0,0.0
843da63ffffffff,2.0,0.0,0.0
843da67ffffffff,7.0,0.0,0.0
843da69ffffffff,77.0,0.0,0.0
843da6bffffffff,4.0,0.0,0.0
843da6dffffffff,2.0,0.0,0.0
843da81ffffffff,36.0,0.0,0.0
843da85ffffffff,25.0,0.0,0.0
843da89ffffffff,5.0,0.0,0.0
843da8bffffffff,8.0,0.0,0.0
843da8dffffffff,16.0,0.0,0.0
843da91ffffffff,25.0,0.0,0.0
843da93ffffffff,3.0,0.0,0.0
843da95ffffffff,19.0,0.0,0.0
843da97ffffffff,62.0,0.0,0.0
843da99ffffffff,60.0,0.0,0.0
843da9dffffffff,62.0,0.0,0.0
843daa1ffffffff,5.0,0.0,0.0
843daa5ffffffff,27.0,0.0,0.0
843daa7ffffffff,2.0,0.0,0.0
843daadffffffff,1.0,0.0,0.0
843dab3ffffffff,3.0,0.0,0.0
843dab5ffffffff,13.0,0.0,0.0
843dab9ffffffff,2.0,0.0,0.0
843dabbffffffff,4.0,0.0,0.0
843dac1ffffffff,8.0,0.0,0.0
843dac5ffffffff,7.0,0.0,0.0
843dac7ffffffff,2.0,0.0,0.0
843dac9ffffffff,490.0,0.0,0.0
843dacbffffffff,6.0,0.0,0.0
843dacdffffffff,7.0,0.0,0.0
843dad1ffffffff,942.0,0.0,0.0
843dad3ffffffff,2.0,0.0,0.0
843dad5ffffffff,123.0,0.0,0.0
843dad7ffffffff,49.0,0.0,0.0
843dad9ffffffff,301.0,0.0,0.0
843dadbffffffff,37.0,0.0,0.0
843daddffffffff,1345.0,0.0,0.0
843dae1ffffffff,30.0,0.0,0.0
843dae5ffffffff,5.0,0.0,0.0
843dae7ffffffff,17.0,0.0,0.0
843daebffffffff,9.0,0.0,0.0
843daedffffffff,3.0,0.0,0.0
843db01ffffffff,10.0,0.0,0.0
843db03ffffffff,115.0,0.0,0.0
843db07ffffffff,129.0,0.0,0.0
843db09ffffffff,200.0,0.0,0.0
843db0bffffffff,9.0,0.0,0.0
843db0dffffffff,8.0,0.0,0.0
843db13ffffffff,527.0,0.0,0.0
843db1bffffffff,2.0,0.0,0.0
843db23ffffffff,18.0,0.0,0.0
843db25ffffffff,25.0,0.0,0.0
843db27ffffffff,14.0,0.0,0.0
843db29ffffffff,26.0,0.0,0.0
843db2bffffffff,4.0,0.0,0.0
843db2dffffffff,95.0,0.0,0.0
843db31ffffffff,52.0,0.0,0.0
843db33ffffffff,12.0,0.0,0.0
843db35ffffffff,432.0,0.0,0.0
843db37ffffffff,111.0,0.0,0.0
843db39ffffffff,175.0,0.0,0.0
843db3bffffffff,43.0,0.0,0.0
843db3dffffffff,1.0,0.0,0.0
843db41ffffffff,2.0,0.0,0.0
843db43ffffffff,5.0,0.0,0.0
843db47ffffffff,2.0,0.0,0.0
843db49ffffffff,2.0,0.0,0.0
843db4dffffffff,3.0,0.0,0.0
843db51ffffffff,15.0,0.0,0.0
843db53ffffffff,7.0,0.0,0.0
843db55ffffffff,8.0,0.0,0.0
843db57ffffffff,18.0,0.0,0.0
843db5bffffffff,10.0,0.0,0.0
843db61ffffffff,28.0,0.0,0.0
843db65ffffffff,39.0,0.0,0.0
843db67ffffffff,242.0,0.0,0.0
843db6bffffffff,3.0,0.0,0.0
843db6dffffffff,26.0,0.0,0.0
8442481ffffffff,6.0,0.0,0.0
8442483ffffffff,5.0,0.0,0.0
8442491ffffffff,5.0,0.0,0.0
8442493ffffffff,489.0,0.0,0.0
8442495ffffffff,1.0,0.0,0.0
8442497ffffffff,2.0,0.0,0.0
8442499ffffffff,135.0,0.0,0.0
844249bffffffff,97.0,0.0,0.0
844249dffffffff,14.0,0.0,0.0
84424a1ffffffff,4.0,0.0,0.0
84424b5ffffffff,5.0,0.0,0.0
84424b9ffffffff,2.0,0.0,0.0
84424d7ffffffff,2.0,0.0,0.0
8442515ffffffff,1.0,0.0,0.0
8442531ffffffff,9.0,0.0,0.0
8442533ffffffff,9.0,0.0,0.0
8442545ffffffff,13.0,0.0,0.0
8442581ffffffff,5.0,0.0,0.0
8442589ffffffff,4.0,0.0,0.0
844258bffffffff,59.0,0.0,0.0
8442599ffffffff,2.0,0.0,0.0
844259dffffffff,47.0,0.0,0.0
84425a5ffffffff,4.0,0.0,0.0
84425a7ffffffff,24.0,0.0,0.0
84425a9ffffffff,1.0,0.0,0.0
84425abffffffff,2.0,0.0,0.0
84425b7ffffffff,2.0,0.0,0.0
84425d3ffffffff,7.0,0.0,0.0
8442683ffffffff,2.0,0.0,0.0
8442693ffffffff,3.0,0.0,0.0
8442695ffffffff,25.0,0.0,0.0
8442697ffffffff,21.0,0.0,0.0
8442699ffffffff,14.0,0.0,0.0
844269bffffffff,47.0,0.0,0.0
844269dffffffff,2.0,0.0,0.0
84426d1ffffffff,2.0,0.0,0.0
8442c01ffffffff,74.0,0.0,0.0
8442c05ffffffff,74.0,0.0,0.0
8442c07ffffffff,54.0,0.0,0.0
8442c0dffffffff,31.0,0.0,0.0
8442c11ffffffff,4.0,0.0,0.0
8442c13ffffffff,195.0,0.0,0.0
8442c15ffffffff,2.0,0.0,0.0
8442c17ffffffff,1.0,0.0,0.0
8442c1bffffffff,7.0,0.0,0.0
8442c21ffffffff,14.0,0.0,0.0
8442c23ffffffff,36.0,0.0,0.0
8442c25ffffffff,7.0,0.0,0.0
8442c27ffffffff,307.0,0.0,0.0
8442c29ffffffff,23.0,0.0,0.0
8442c2bffffffff,1.0,0.0,0.0
8442c2dffffffff,48.0,0.0,0.0
8442c31ffffffff,74.0,0.0,0.0
8442c33ffffffff,3.0,0.0,0.0
8442c39ffffffff,31.0,0.0,0.0
8442c3bffffffff,2.0,0.0,0.0
8442c3dffffffff,2.0,0.0,0.0
8442c61ffffffff,5.0,0.0,0.0
8442c63ffffffff,6.0,0.0,0.0
8442c67ffffffff,21.0,0.0,0.0
8442c69ffffffff,4.0,0.0,0.0
8442c6dffffffff,2.0,0.0,0.0
8442c81ffffffff,3.0,0.0,0.0
8442c83ffffffff,37.0,0.0,0.0
8442c85ffffffff,16.0,0.0,0.0
8442c87ffffffff,4.0,0.0,0.0
8442c89ffffffff,3.0,0.0,0.0
8442c8bffffffff,25.0,0.0,0.0
8442c8dffffffff,14.0,0.0,0.0
8442c91ffffffff,2.0,0.0,0.0
8442c93ffffffff,8.0,0.0,0.0
8442c9dffffffff,16.0,0.0,0.0
8442ca1ffffffff,22.0,0.0,0.0
8442ca3ffffffff,2.0,0.0,0.0
8442ca5ffffffff,59.0,0.0,0.0
8442ca7ffffffff,23.0,0.0,0.0
8442ca9ffffffff,268.0,0.0,0.0
8442cabffffffff,396.0,0.0,0.0
8442cb1ffffffff,1.0,0.0,0.0
8442cb9ffffffff,57.0,0.0,0.0
8442cbbffffffff,4.0,0.0,0.0
8442cbdffffffff,68.0,0.0,0.0
8442cc1ffffffff,6.0,0.0,0.0
8442cc3ffffffff,14.0,0.0,0.0
8442cc5ffffffff,476.0,0.0,0.0
8442cc7ffffffff,806.0,0.0,0.0
8442cc9ffffffff,6.0,0.0,0.0
