cell_id,Leptotila cassinii,Leptotila cassinii cerviniventris,Leptotila cassinii rufinucha,Leptotila cassinii cassinii
8445203ffffffff,89.0,0.0,0.0,0.0
8445205ffffffff,6.0,1.0,0.0,0.0
8445207ffffffff,54.0,0.0,0.0,0.0
844520bffffffff,63.0,0.0,0.0,0.0
844520dffffffff,22.0,0.0,0.0,0.0
8445211ffffffff,10.0,0.0,0.0,0.0
8445213ffffffff,2.0,0.0,0.0,0.0
8445215ffffffff,203.0,0.0,0.0,0.0
8445217ffffffff,179.0,0.0,0.0,0.0
8445219ffffffff,2.0,0.0,0.0,0.0
844521dffffffff,64.0,0.0,0.0,0.0
8445221ffffffff,57.0,0.0,0.0,0.0
8445225ffffffff,289.0,0.0,0.0,0.0
8445233ffffffff,613.0,0.0,0.0,0.0
844523bffffffff,83.0,0.0,0.0,0.0
8445253ffffffff,4.0,0.0,0.0,0.0
8445257ffffffff,45.0,0.0,0.0,0.0
8445263ffffffff,273.0,6.0,0.0,0.0
8445267ffffffff,2.0,0.0,0.0,0.0
844526bffffffff,35.0,0.0,0.0,0.0
8445289ffffffff,2.0,0.0,0.0,0.0
84452c3ffffffff,7.0,0.0,0.0,0.0
84452c5ffffffff,1.0,0.0,0.0,0.0
84452cbffffffff,3.0,0.0,0.0,0.0
84452d9ffffffff,22.0,0.0,0.0,0.0
84452dbffffffff,2.0,0.0,0.0,0.0
84452e1ffffffff,1058.0,0.0,0.0,0.0
84452e5ffffffff,824.0,0.0,0.0,0.0
84452e7ffffffff,10.0,0.0,0.0,0.0
84452e9ffffffff,39.0,0.0,0.0,0.0
84452ebffffffff,20.0,0.0,0.0,0.0
84452edffffffff,36.0,0.0,0.0,0.0
8445303ffffffff,6.0,0.0,0.0,0.0
8445305ffffffff,4.0,0.0,0.0,0.0
8445319ffffffff,45.0,5.0,0.0,0.0
844532bffffffff,17.0,0.0,0.0,0.0
8445343ffffffff,3.0,0.0,0.0,0.0
844534dffffffff,9.0,0.0,0.0,0.0
8445351ffffffff,11.0,0.0,0.0,0.0
8445353ffffffff,4.0,0.0,0.0,0.0
8445363ffffffff,8.0,0.0,0.0,0.0
8445365ffffffff,14.0,0.0,0.0,0.0
8445367ffffffff,8.0,0.0,0.0,0.0
8466021ffffffff,1.0,0.0,0.0,0.0
846602bffffffff,2.0,0.0,0.0,0.0
8466089ffffffff,1.0,0.0,0.0,0.0
846608dffffffff,2.0,0.0,0.0,0.0
84660a1ffffffff,3.0,0.0,0.0,0.0
84660a7ffffffff,80.0,0.0,0.0,0.0
84660a9ffffffff,2.0,0.0,0.0,0.0
84660adffffffff,2.0,0.0,0.0,0.0
84660ebffffffff,2.0,0.0,0.0,0.0
8466107ffffffff,122.0,0.0,0.0,10.0
8466113ffffffff,3.0,0.0,0.0,0.0
8466117ffffffff,8.0,0.0,0.0,0.0
8466129ffffffff,11.0,0.0,0.0,0.0
8466131ffffffff,18.0,0.0,0.0,0.0
8466139ffffffff,155.0,0.0,0.0,5.0
846613bffffffff,4.0,0.0,0.0,0.0
846613dffffffff,1.0,0.0,0.0,0.0
8466163ffffffff,70.0,0.0,0.0,5.0
8466165ffffffff,15.0,0.0,0.0,1.0
8466167ffffffff,8.0,0.0,0.0,0.0
846619bffffffff,17.0,0.0,0.0,0.0
84661a5ffffffff,37.0,0.0,0.0,0.0
84661adffffffff,21.0,0.0,0.0,0.0
84661ebffffffff,28.0,0.0,0.0,0.0
8466a01ffffffff,21.0,0.0,0.0,0.0
8466a0bffffffff,229.0,0.0,0.0,9.0
8466a2dffffffff,2.0,0.0,0.0,0.0
8466a33ffffffff,4.0,0.0,0.0,0.0
8466a51ffffffff,2140.0,0.0,0.0,117.0
8466a55ffffffff,58.0,0.0,0.0,7.0
8466a57ffffffff,69.0,0.0,0.0,0.0
8466a59ffffffff,15.0,0.0,0.0,1.0
8466a5bffffffff,105.0,0.0,0.0,8.0
8466a5dffffffff,34.0,0.0,0.0,6.0
8466a65ffffffff,11.0,0.0,0.0,0.0
8466a67ffffffff,1.0,0.0,0.0,0.0
8466b01ffffffff,204.0,0.0,0.0,0.0
8466b09ffffffff,256.0,0.0,0.0,0.0
8466b0bffffffff,632.0,0.0,0.0,0.0
8466b19ffffffff,2.0,0.0,0.0,0.0
8466b1dffffffff,15.0,0.0,5.0,0.0
8466b41ffffffff,154.0,0.0,0.0,0.0
8466b43ffffffff,61.0,0.0,0.0,0.0
8466b45ffffffff,42.0,0.0,0.0,0.0
8466b47ffffffff,76.0,0.0,0.0,0.0
8466b49ffffffff,473.0,0.0,0.0,0.0
8466b4bffffffff,47.0,0.0,0.0,0.0
8466b4dffffffff,71.0,0.0,0.0,0.0
8466b51ffffffff,49.0,0.0,0.0,0.0
8466b53ffffffff,29.0,0.0,1.0,0.0
8466b55ffffffff,981.0,0.0,0.0,0.0
8466b57ffffffff,22.0,0.0,0.0,0.0
8466b59ffffffff,23.0,0.0,0.0,0.0
8466b5bffffffff,17.0,0.0,0.0,0.0
8466b5dffffffff,9.0,0.0,0.0,0.0
8466b69ffffffff,2.0,0.0,0.0,0.0
8466e4bffffffff,1.0,0.0,0.0,0.0
8467909ffffffff,3.0,0.0,0.0,0.0
846790dffffffff,5.0,0.0,0.0,0.0
8467921ffffffff,3.0,0.0,0.0,0.0
8467925ffffffff,2.0,0.0,0.0,0.0
846792dffffffff,2.0,0.0,0.0,0.0
8467931ffffffff,1.0,0.0,0.0,0.0
8467937ffffffff,2.0,0.0,0.0,0.0
846793bffffffff,3.0,0.0,0.0,0.0
8467945ffffffff,1.0,0.0,0.0,0.0
8467961ffffffff,17.0,0.0,0.0,0.0
8467963ffffffff,1.0,0.0,0.0,0.0
8467969ffffffff,1.0,0.0,0.0,0.0
84679a1ffffffff,62.0,0.0,0.0,0.0
84679a3ffffffff,32.0,0.0,0.0,0.0
84679a5ffffffff,1829.0,0.0,0.0,0.0
84679a7ffffffff,138.0,0.0,0.0,0.0
84679adffffffff,75.0,0.0,0.0,0.0
84679b3ffffffff,33.0,0.0,0.0,0.0
84679b5ffffffff,77.0,0.0,0.0,0.0
84679b7ffffffff,246.0,0.0,0.0,0.0
846d21bffffffff,44.0,6.0,0.0,0.0
846d21dffffffff,11.0,0.0,0.0,0.0
846d257ffffffff,2.0,0.0,0.0,0.0
846d2c1ffffffff,5.0,2.0,0.0,0.0
846d2c3ffffffff,22.0,4.0,0.0,0.0
846d2c9ffffffff,67.0,14.0,0.0,0.0
846d2cbffffffff,9.0,0.0,0.0,0.0
846d2cdffffffff,1.0,0.0,0.0,0.0
846d2d1ffffffff,104.0,0.0,0.0,0.0
846d2d9ffffffff,12.0,0.0,0.0,0.0
846d2ddffffffff,8.0,0.0,0.0,0.0
846d643ffffffff,2.0,0.0,0.0,0.0
846d651ffffffff,21.0,0.0,0.0,0.0
846d653ffffffff,15.0,0.0,0.0,0.0
846d655ffffffff,15.0,0.0,0.0,0.0
846d659ffffffff,1.0,0.0,0.0,0.0
846d65bffffffff,6.0,0.0,0.0,0.0
846d65dffffffff,26.0,0.0,0.0,0.0
846d681ffffffff,144.0,0.0,0.0,0.0
846d683ffffffff,4.0,0.0,0.0,0.0
846d689ffffffff,59.0,0.0,0.0,0.0
846d68bffffffff,496.0,0.0,0.0,0.0
846d68dffffffff,24.0,0.0,0.0,0.0
846d691ffffffff,108.0,0.0,0.0,0.0
846d693ffffffff,64.0,0.0,0.0,0.0
846d697ffffffff,1514.0,0.0,0.0,0.0
846d699ffffffff,145.0,0.0,0.0,0.0
846d69bffffffff,102.0,0.0,0.0,0.0
846d69dffffffff,887.0,0.0,0.0,0.0
846d6d1ffffffff,13.0,0.0,0.0,0.0
846d6d3ffffffff,76.0,0.0,0.0,0.0
846d6d5ffffffff,17.0,0.0,0.0,0.0
846d6d7ffffffff,6.0,0.0,0.0,0.0
846d6ddffffffff,2.0,0.0,0.0,0.0
