cell_id,Platycercus elegans,Platycercus elegans [elegans Group],Platycercus elegans flaveolus,Platycercus elegans adelaidae/subadelaidae,Platycercus elegans [elegans Group] x flaveolus
84be0d9ffffffff,145.0,15.0,0.0,0.0,0.0
84be0dbffffffff,129.0,9.0,0.0,0.0,0.0
84be0ddffffffff,587.0,121.0,0.0,0.0,0.0
84be0e3ffffffff,167.0,17.0,0.0,0.0,0.0
84be0e7ffffffff,23.0,1.0,0.0,0.0,0.0
84be181ffffffff,121.0,4.0,0.0,0.0,0.0
84be183ffffffff,64.0,13.0,0.0,0.0,0.0
84be185ffffffff,2.0,2.0,0.0,0.0,0.0
84be187ffffffff,121.0,32.0,0.0,0.0,0.0
84be189ffffffff,3.0,2.0,0.0,0.0,0.0
84be18bffffffff,13.0,2.0,0.0,0.0,0.0
84be18dffffffff,3.0,0.0,0.0,0.0,0.0
84be191ffffffff,24.0,2.0,0.0,0.0,0.0
84be193ffffffff,18.0,1.0,0.0,0.0,0.0
84be195ffffffff,15.0,0.0,0.0,0.0,0.0
84be197ffffffff,8.0,0.0,0.0,0.0,0.0
84be199ffffffff,208.0,70.0,0.0,0.0,0.0
84be19bffffffff,1.0,0.0,0.0,0.0,0.0
84be19dffffffff,74.0,9.0,0.0,0.0,0.0
84be1a1ffffffff,19.0,0.0,0.0,0.0,0.0
84be1a3ffffffff,109.0,12.0,0.0,0.0,0.0
84be1a5ffffffff,1.0,0.0,0.0,0.0,0.0
84be1a7ffffffff,10.0,2.0,0.0,0.0,0.0
84be1abffffffff,1.0,0.0,0.0,0.0,0.0
84be1b1ffffffff,137.0,8.0,0.0,0.0,0.0
84be1b3ffffffff,24.0,3.0,0.0,0.0,0.0
84be1b5ffffffff,32.0,4.0,0.0,0.0,0.0
84be1b7ffffffff,48.0,15.0,0.0,0.0,0.0
84be1b9ffffffff,44.0,7.0,0.0,0.0,0.0
84be1bbffffffff,4.0,0.0,0.0,0.0,0.0
84be1bdffffffff,30.0,10.0,0.0,0.0,0.0
84be1d1ffffffff,3.0,0.0,0.0,0.0,0.0
84be1d3ffffffff,14.0,1.0,0.0,0.0,0.0
84be1d5ffffffff,10.0,0.0,0.0,0.0,0.0
84be1d7ffffffff,19.0,5.0,0.0,0.0,0.0
84be1dbffffffff,15.0,0.0,0.0,0.0,0.0
84be293ffffffff,85.0,8.0,0.0,0.0,0.0
84be297ffffffff,3.0,0.0,0.0,0.0,0.0
84be29bffffffff,17.0,7.0,0.0,0.0,0.0
84be2b3ffffffff,184.0,10.0,0.0,0.0,0.0
84be401ffffffff,64.0,0.0,53.0,0.0,0.0
84be403ffffffff,15.0,0.0,8.0,0.0,0.0
84be405ffffffff,52.0,0.0,38.0,0.0,0.0
84be407ffffffff,30.0,0.0,20.0,0.0,0.0
84be409ffffffff,33.0,13.0,2.0,0.0,0.0
84be40dffffffff,263.0,0.0,220.0,0.0,0.0
84be419ffffffff,10.0,4.0,0.0,0.0,0.0
84be421ffffffff,15.0,0.0,14.0,0.0,0.0
84be425ffffffff,2.0,0.0,2.0,0.0,0.0
84be427ffffffff,28.0,0.0,18.0,0.0,0.0
84be429ffffffff,120.0,0.0,98.0,0.0,0.0
84be431ffffffff,22.0,0.0,16.0,0.0,0.0
84be433ffffffff,4.0,0.0,2.0,0.0,0.0
84be435ffffffff,30.0,0.0,17.0,0.0,0.0
84be437ffffffff,6.0,0.0,5.0,0.0,0.0
84be439ffffffff,15.0,0.0,13.0,0.0,0.0
84be43dffffffff,2.0,0.0,2.0,0.0,0.0
84be441ffffffff,341.0,184.0,0.0,0.0,0.0
84be443ffffffff,263.0,117.0,0.0,0.0,0.0
84be445ffffffff,194.0,118.0,36.0,0.0,0.0
84be447ffffffff,38.0,8.0,2.0,0.0,0.0
84be449ffffffff,213.0,93.0,0.0,0.0,0.0
84be44bffffffff,50.0,25.0,0.0,0.0,0.0
84be44dffffffff,250.0,101.0,0.0,0.0,0.0
84be451ffffffff,26.0,9.0,0.0,0.0,0.0
84be453ffffffff,26.0,0.0,0.0,0.0,0.0
84be455ffffffff,106.0,25.0,0.0,0.0,0.0
84be457ffffffff,23.0,0.0,0.0,0.0,0.0
84be459ffffffff,229.0,51.0,0.0,0.0,0.0
84be45bffffffff,54.0,21.0,0.0,0.0,0.0
84be45dffffffff,504.0,132.0,0.0,0.0,0.0
84be461ffffffff,22.0,0.0,15.0,0.0,0.0
84be463ffffffff,299.0,0.0,238.0,0.0,0.0
84be467ffffffff,12.0,0.0,9.0,0.0,0.0
84be469ffffffff,87.0,28.0,23.0,0.0,0.0
84be46bffffffff,84.0,1.0,58.0,0.0,0.0
84be46dffffffff,59.0,4.0,36.0,0.0,0.0
84be48bffffffff,1.0,0.0,0.0,0.0,0.0
84be491ffffffff,25.0,0.0,0.0,9.0,0.0
84be493ffffffff,279.0,0.0,0.0,117.0,0.0
84be497ffffffff,567.0,0.0,6.0,246.0,0.0
84be49dffffffff,2.0,0.0,0.0,0.0,0.0
84be4a1ffffffff,77.0,0.0,71.0,0.0,0.0
84be4a3ffffffff,179.0,0.0,123.0,4.0,0.0
84be4a7ffffffff,3.0,0.0,3.0,0.0,0.0
84be4adffffffff,10.0,0.0,10.0,0.0,0.0
84be4b1ffffffff,139.0,0.0,94.0,0.0,0.0
84be4b3ffffffff,7.0,0.0,6.0,0.0,0.0
84be4b5ffffffff,213.0,0.0,184.0,2.0,0.0
84be4b7ffffffff,119.0,0.0,78.0,9.0,0.0
84be4bbffffffff,10.0,0.0,0.0,0.0,0.0
84be4bdffffffff,60.0,0.0,40.0,3.0,0.0
84be4c1ffffffff,1.0,0.0,0.0,0.0,0.0
84be4c9ffffffff,93.0,16.0,0.0,0.0,0.0
84be4cbffffffff,45.0,6.0,0.0,0.0,0.0
84be4cdffffffff,10.0,3.0,0.0,0.0,0.0
84be4d3ffffffff,2.0,0.0,0.0,0.0,0.0
84be4d5ffffffff,8.0,0.0,0.0,0.0,0.0
84be4d9ffffffff,24.0,2.0,0.0,0.0,0.0
84be4ddffffffff,40.0,4.0,0.0,0.0,0.0
84be4e5ffffffff,605.0,0.0,508.0,0.0,0.0
84be503ffffffff,5.0,0.0,5.0,0.0,0.0
84be505ffffffff,1.0,0.0,1.0,0.0,0.0
84be507ffffffff,4.0,0.0,4.0,0.0,0.0
84be509ffffffff,2.0,0.0,0.0,0.0,0.0
84be515ffffffff,7.0,0.0,6.0,0.0,0.0
84be545ffffffff,1.0,0.0,0.0,0.0,0.0
84be547ffffffff,2.0,2.0,0.0,0.0,0.0
84be549ffffffff,4.0,0.0,1.0,0.0,0.0
84be54bffffffff,6.0,0.0,2.0,0.0,0.0
84be54dffffffff,1.0,0.0,0.0,0.0,0.0
84be551ffffffff,50.0,0.0,45.0,0.0,0.0
84be553ffffffff,19.0,0.0,13.0,0.0,0.0
84be555ffffffff,2.0,0.0,0.0,0.0,0.0
84be557ffffffff,9.0,0.0,6.0,0.0,0.0
84be559ffffffff,2.0,0.0,2.0,0.0,0.0
84be55bffffffff,1.0,0.0,1.0,0.0,0.0
84be55dffffffff,45.0,0.0,33.0,0.0,0.0
84be569ffffffff,6.0,0.0,0.0,0.0,0.0
84be58bffffffff,5.0,0.0,2.0,0.0,0.0
84be5b9ffffffff,2.0,0.0,2.0,0.0,0.0
84be5d3ffffffff,116.0,0.0,94.0,0.0,0.0
84be5d9ffffffff,39.0,0.0,25.0,0.0,0.0
84be5dbffffffff,70.0,0.0,63.0,0.0,0.0
84be601ffffffff,2.0,0.0,0.0,0.0,0.0
84be605ffffffff,139.0,44.0,0.0,0.0,0.0
84be607ffffffff,120.0,46.0,0.0,0.0,0.0
84be60dffffffff,284.0,108.0,0.0,0.0,0.0
84be613ffffffff,208.0,37.0,0.0,0.0,0.0
84be617ffffffff,684.0,160.0,0.0,0.0,0.0
84be621ffffffff,71.0,17.0,0.0,0.0,0.0
84be623ffffffff,819.0,271.0,0.0,0.0,0.0
84be625ffffffff,2.0,0.0,0.0,0.0,0.0
84be627ffffffff,178.0,72.0,0.0,0.0,0.0
84be629ffffffff,361.0,28.0,0.0,0.0,0.0
84be62bffffffff,355.0,93.0,0.0,0.0,0.0
84be62dffffffff,32.0,8.0,0.0,0.0,0.0
84be631ffffffff,357.0,114.0,0.0,0.0,0.0
84be633ffffffff,850.0,456.0,0.0,0.0,0.0
84be635ffffffff,696.0,263.0,0.0,0.0,0.0
84be637ffffffff,188.0,70.0,0.0,0.0,0.0
84be639ffffffff,342.0,54.0,0.0,0.0,0.0
84be63bffffffff,1532.0,655.0,0.0,0.0,0.0
84be63dffffffff,1181.0,426.0,0.0,0.0,0.0
84be661ffffffff,15.0,0.0,0.0,0.0,0.0
84be663ffffffff,183.0,54.0,0.0,0.0,0.0
84be665ffffffff,15.0,5.0,0.0,0.0,0.0
84be667ffffffff,103.0,19.0,0.0,0.0,0.0
84be681ffffffff,79.0,26.0,0.0,0.0,0.0
84be683ffffffff,163.0,60.0,0.0,0.0,0.0
84be685ffffffff,1.0,1.0,0.0,0.0,0.0
84be687ffffffff,6.0,3.0,0.0,0.0,0.0
84be68bffffffff,6.0,2.0,0.0,0.0,0.0
84be68dffffffff,40.0,21.0,0.0,0.0,0.0
84be695ffffffff,94.0,10.0,0.0,0.0,0.0
84be6a1ffffffff,263.0,47.0,0.0,0.0,0.0
84be6a3ffffffff,26.0,7.0,0.0,0.0,0.0
84be6a5ffffffff,53.0,19.0,0.0,0.0,0.0
84be6a7ffffffff,36.0,9.0,0.0,0.0,0.0
84be6a9ffffffff,52.0,16.0,0.0,0.0,0.0
84be6abffffffff,5.0,0.0,0.0,0.0,0.0
84be6adffffffff,98.0,22.0,0.0,0.0,0.0
84be6b1ffffffff,74.0,11.0,0.0,0.0,0.0
84be6b3ffffffff,21.0,3.0,0.0,0.0,0.0
84be6b5ffffffff,56.0,12.0,0.0,0.0,0.0
84be6b7ffffffff,30.0,8.0,0.0,0.0,0.0
84be6b9ffffffff,57.0,40.0,0.0,0.0,0.0
84be6bbffffffff,69.0,5.0,0.0,0.0,0.0
84be6bdffffffff,15.0,5.0,0.0,0.0,0.0
84be6c5ffffffff,34.0,11.0,0.0,0.0,0.0
84be6e1ffffffff,40.0,8.0,0.0,0.0,0.0
84be6e3ffffffff,6.0,4.0,0.0,0.0,0.0
84be6e5ffffffff,135.0,64.0,0.0,0.0,0.0
84be6e7ffffffff,7.0,0.0,0.0,0.0,0.0
84be6e9ffffffff,312.0,112.0,0.0,0.0,0.0
84be6ebffffffff,102.0,33.0,0.0,0.0,0.0
84be6edffffffff,310.0,111.0,0.0,0.0,0.0
84be701ffffffff,54.0,16.0,0.0,0.0,0.0
84be703ffffffff,16.0,8.0,0.0,0.0,0.0
84be705ffffffff,32.0,7.0,0.0,0.0,0.0
84be707ffffffff,29.0,0.0,0.0,0.0,0.0
84be709ffffffff,19.0,0.0,0.0,0.0,0.0
84be70bffffffff,7.0,0.0,0.0,0.0,0.0
84be70dffffffff,65.0,7.0,0.0,0.0,0.0
84be711ffffffff,67.0,17.0,1.0,0.0,0.0
84be713ffffffff,246.0,98.0,31.0,0.0,0.0
84be715ffffffff,20.0,4.0,4.0,0.0,0.0
84be717ffffffff,452.0,86.0,114.0,0.0,0.0
84be719ffffffff,4.0,0.0,0.0,0.0,0.0
84be71bffffffff,154.0,35.0,0.0,0.0,0.0
84be71dffffffff,85.0,40.0,0.0,0.0,0.0
84be721ffffffff,351.0,48.0,0.0,0.0,0.0
84be723ffffffff,136.0,14.0,6.0,0.0,1.0
84be725ffffffff,1212.0,68.0,0.0,0.0,0.0
84be727ffffffff,51.0,6.0,11.0,0.0,2.0
84be729ffffffff,404.0,8.0,0.0,0.0,0.0
84be72bffffffff,31.0,2.0,0.0,0.0,0.0
84be72dffffffff,8251.0,279.0,0.0,0.0,0.0
84be731ffffffff,5.0,2.0,0.0,0.0,0.0
84be735ffffffff,70.0,2.0,37.0,0.0,10.0
84be737ffffffff,7.0,0.0,5.0,0.0,0.0
84be739ffffffff,35.0,0.0,0.0,0.0,0.0
84be73bffffffff,175.0,1.0,113.0,0.0,5.0
84be73dffffffff,2.0,0.0,0.0,0.0,0.0
84be741ffffffff,70.0,27.0,0.0,0.0,0.0
84be743ffffffff,44.0,0.0,0.0,0.0,0.0
84be745ffffffff,256.0,24.0,0.0,0.0,0.0
84be747ffffffff,53.0,11.0,0.0,0.0,0.0
84be749ffffffff,50.0,13.0,0.0,0.0,0.0
84be74bffffffff,242.0,92.0,0.0,0.0,0.0
84be74dffffffff,414.0,135.0,0.0,0.0,0.0
84be751ffffffff,467.0,75.0,0.0,0.0,0.0
84be753ffffffff,1.0,0.0,0.0,0.0,0.0
84be755ffffffff,26.0,4.0,0.0,0.0,0.0
84be757ffffffff,11.0,2.0,0.0,0.0,0.0
84be759ffffffff,267.0,95.0,0.0,0.0,0.0
84be75bffffffff,87.0,4.0,0.0,0.0,0.0
84be75dffffffff,341.0,105.0,0.0,0.0,0.0
84be761ffffffff,11.0,0.0,0.0,0.0,0.0
84be763ffffffff,20.0,2.0,0.0,0.0,0.0
84be765ffffffff,16.0,2.0,0.0,0.0,0.0
84be767ffffffff,91.0,13.0,0.0,0.0,0.0
84be769ffffffff,65.0,6.0,0.0,0.0,0.0
84be76bffffffff,90.0,7.0,0.0,0.0,0.0
84be76dffffffff,33.0,9.0,0.0,0.0,0.0
84be88bffffffff,9.0,1.0,0.0,0.0,0.0
84be899ffffffff,2.0,2.0,0.0,0.0,0.0
84be89bffffffff,173.0,11.0,0.0,0.0,0.0
84be89dffffffff,30.0,4.0,0.0,0.0,0.0
84be8d1ffffffff,694.0,74.0,0.0,0.0,0.0
84be8d3ffffffff,32.0,0.0,0.0,0.0,0.0
84be8d7ffffffff,134.0,16.0,0.0,0.0,0.0
84be8d9ffffffff,95.0,7.0,0.0,0.0,0.0
84be8dbffffffff,2.0,0.0,0.0,0.0,0.0
84bea97ffffffff,3.0,0.0,0.0,0.0,0.0
84beab3ffffffff,2397.0,420.0,0.0,0.0,0.0
84beabbffffffff,77.0,19.0,0.0,0.0,0.0
84bee01ffffffff,71.0,7.0,0.0,0.0,0.0
84bee25ffffffff,1.0,0.0,0.0,0.0,0.0
84bee2dffffffff,19.0,4.0,0.0,0.0,0.0
84bee41ffffffff,2.0,0.0,0.0,0.0,0.0
84bee45ffffffff,2.0,0.0,0.0,0.0,0.0
84bee49ffffffff,12.0,2.0,0.0,0.0,0.0
84bee4bffffffff,27.0,7.0,0.0,0.0,0.0
84bee4dffffffff,1.0,0.0,0.0,0.0,0.0
84bee59ffffffff,4.0,0.0,0.0,0.0,0.0
84bee65ffffffff,7.0,0.0,0.0,0.0,0.0
84bee67ffffffff,30.0,0.0,0.0,0.0,0.0
84bee69ffffffff,2.0,0.0,0.0,0.0,0.0
84bee6dffffffff,8.0,2.0,0.0,0.0,0.0
84bef05ffffffff,2.0,0.0,0.0,0.0,0.0
84bef09ffffffff,2.0,0.0,0.0,0.0,0.0
84bef0dffffffff,561.0,80.0,0.0,0.0,0.0
84bef25ffffffff,7.0,0.0,0.0,0.0,0.0
84bef2dffffffff,2.0,2.0,0.0,0.0,0.0
84bef41ffffffff,37.0,3.0,0.0,0.0,0.0
84bef43ffffffff,52.0,4.0,0.0,0.0,0.0
84bef45ffffffff,8.0,6.0,0.0,0.0,0.0
84bef47ffffffff,55.0,5.0,0.0,0.0,0.0
84bef49ffffffff,6.0,6.0,0.0,0.0,0.0
84bef4bffffffff,37.0,2.0,0.0,0.0,0.0
84bef51ffffffff,15.0,0.0,0.0,0.0,0.0
84bef55ffffffff,2.0,0.0,0.0,0.0,0.0
84bef59ffffffff,20.0,0.0,0.0,0.0,0.0
84bef5dffffffff,116.0,0.0,0.0,0.0,0.0
84bef61ffffffff,70.0,17.0,0.0,0.0,0.0
84bef63ffffffff,96.0,42.0,0.0,0.0,0.0
84bef65ffffffff,12.0,2.0,0.0,0.0,0.0
84bef67ffffffff,253.0,40.0,0.0,0.0,0.0
84bef69ffffffff,2.0,0.0,0.0,0.0,0.0
84bef6bffffffff,91.0,15.0,0.0,0.0,0.0
84bef6dffffffff,207.0,26.0,0.0,0.0,0.0
