cell_id,Nycticorax nycticorax,Nycticorax nycticorax nycticorax,Nycticorax nycticorax hoactli,Nycticorax nycticorax obscurus,Nycticorax nycticorax falklandicus
820e4ffffffffff,65.0,0.0,0.0,0.0,0.0
82124ffffffffff,42.0,0.0,0.0,0.0,0.0
821257fffffffff,26.0,0.0,0.0,0.0,0.0
82125ffffffffff,125.0,0.0,0.0,0.0,0.0
8212cffffffffff,1777.0,0.0,0.0,0.0,0.0
8212dffffffffff,3.0,0.0,0.0,0.0,0.0
8212e7fffffffff,3.0,0.0,0.0,0.0,0.0
8212effffffffff,531.0,0.0,0.0,0.0,0.0
821847fffffffff,14.0,0.0,0.0,0.0,0.0
82184ffffffffff,1693.0,3.0,0.0,0.0,0.0
821867fffffffff,4.0,0.0,0.0,0.0,0.0
82186ffffffffff,137.0,4.0,0.0,0.0,0.0
82194ffffffffff,12.0,2.0,0.0,0.0,0.0
821e07fffffffff,957.0,73.0,0.0,0.0,0.0
821e0ffffffffff,947.0,32.0,0.0,0.0,0.0
821e17fffffffff,216.0,10.0,0.0,0.0,0.0
821e1ffffffffff,670.0,23.0,0.0,0.0,0.0
821e27fffffffff,5.0,0.0,0.0,0.0,0.0
821e2ffffffffff,49.0,0.0,0.0,0.0,0.0
821e37fffffffff,439.0,8.0,0.0,0.0,0.0
821e47fffffffff,15.0,0.0,0.0,0.0,0.0
821e4ffffffffff,17.0,0.0,0.0,0.0,0.0
821e57fffffffff,59.0,0.0,0.0,0.0,0.0
821e5ffffffffff,397.0,22.0,0.0,0.0,0.0
821e67fffffffff,3.0,0.0,0.0,0.0,0.0
821e6ffffffffff,20.0,0.0,0.0,0.0,0.0
821e77fffffffff,2.0,0.0,0.0,0.0,0.0
821e87fffffffff,92.0,2.0,0.0,0.0,0.0
821e8ffffffffff,6.0,0.0,0.0,0.0,0.0
821e97fffffffff,10.0,4.0,0.0,0.0,0.0
821e9ffffffffff,2.0,0.0,0.0,0.0,0.0
821ea7fffffffff,165.0,12.0,0.0,0.0,0.0
821eaffffffffff,35.0,2.0,0.0,0.0,0.0
821eb7fffffffff,77.0,7.0,0.0,0.0,0.0
821ec7fffffffff,574.0,33.0,0.0,0.0,0.0
821ecffffffffff,304.0,35.0,0.0,0.0,0.0
821ed7fffffffff,80.0,2.0,0.0,0.0,0.0
821edffffffffff,188.0,9.0,0.0,0.0,0.0
821ee7fffffffff,53.0,0.0,0.0,0.0,0.0
821eeffffffffff,144.0,45.0,0.0,0.0,0.0
821ef7fffffffff,49.0,4.0,0.0,0.0,0.0
821f57fffffffff,4.0,0.0,0.0,0.0,0.0
821f87fffffffff,95.0,0.0,0.0,0.0,0.0
821f8ffffffffff,66.0,21.0,0.0,0.0,0.0
821f97fffffffff,105.0,27.0,0.0,0.0,0.0
821f9ffffffffff,184.0,2.0,0.0,0.0,0.0
821faffffffffff,113.0,0.0,0.0,0.0,0.0
821fb7fffffffff,54.0,4.0,0.0,0.0,0.0
82200ffffffffff,20.0,4.0,0.0,0.0,0.0
822017fffffffff,19.0,4.0,0.0,0.0,0.0
82201ffffffffff,10.0,5.0,0.0,0.0,0.0
82208ffffffffff,1.0,0.0,0.0,0.0,0.0
82209ffffffffff,5.0,0.0,0.0,0.0,0.0
8220a7fffffffff,8.0,0.0,0.0,0.0,0.0
8220e7fffffffff,18.0,2.0,0.0,0.0,0.0
8220effffffffff,4.0,0.0,0.0,0.0,0.0
822187fffffffff,2.0,0.0,0.0,0.0,0.0
82219ffffffffff,2.0,0.0,0.0,0.0,0.0
8221a7fffffffff,4.0,0.0,0.0,0.0,0.0
82240ffffffffff,2.0,0.0,0.0,0.0,0.0
82244ffffffffff,13.0,8.0,0.0,0.0,0.0
822487fffffffff,4.0,2.0,0.0,0.0,0.0
82248ffffffffff,2.0,0.0,0.0,0.0,0.0
8224c7fffffffff,2.0,0.0,0.0,0.0,0.0
8224d7fffffffff,1.0,0.0,0.0,0.0,0.0
8224effffffffff,3.0,1.0,0.0,0.0,0.0
8225b7fffffffff,9.0,4.0,0.0,0.0,0.0
822607fffffffff,123.0,0.0,0.0,0.0,0.0
82260ffffffffff,118.0,0.0,0.0,0.0,0.0
822617fffffffff,55.0,0.0,0.0,0.0,0.0
82261ffffffffff,55.0,0.0,0.0,0.0,0.0
822627fffffffff,246.0,0.0,0.0,0.0,0.0
82262ffffffffff,453.0,0.0,0.0,0.0,0.0
822637fffffffff,1052.0,0.0,0.0,0.0,0.0
822647fffffffff,1010.0,0.0,0.0,0.0,0.0
82264ffffffffff,1315.0,0.0,0.0,0.0,0.0
822657fffffffff,301.0,0.0,0.0,0.0,0.0
82265ffffffffff,269.0,0.0,2.0,0.0,0.0
822667fffffffff,6826.0,0.0,0.0,0.0,0.0
82266ffffffffff,1589.0,0.0,0.0,0.0,0.0
822677fffffffff,287.0,0.0,0.0,0.0,0.0
822687fffffffff,1884.0,0.0,0.0,0.0,0.0
82268ffffffffff,5301.0,0.0,0.0,0.0,0.0
822697fffffffff,3085.0,0.0,0.0,0.0,0.0
82269ffffffffff,467.0,0.0,0.0,0.0,0.0
8226a7fffffffff,2.0,0.0,0.0,0.0,0.0
8226affffffffff,1392.0,0.0,0.0,0.0,0.0
8226b7fffffffff,41.0,0.0,0.0,0.0,0.0
8226c7fffffffff,307.0,0.0,0.0,0.0,0.0
8226cffffffffff,1435.0,0.0,0.0,0.0,0.0
8226d7fffffffff,745.0,0.0,0.0,0.0,0.0
8226dffffffffff,1204.0,0.0,0.0,0.0,0.0
8226e7fffffffff,1346.0,0.0,0.0,0.0,0.0
8226effffffffff,33.0,0.0,0.0,0.0,0.0
8226f7fffffffff,542.0,0.0,0.0,0.0,0.0
822707fffffffff,510.0,0.0,0.0,0.0,0.0
82270ffffffffff,2.0,0.0,0.0,0.0,0.0
822717fffffffff,658.0,0.0,0.0,0.0,0.0
82271ffffffffff,338.0,0.0,0.0,0.0,0.0
822747fffffffff,791.0,0.0,0.0,0.0,0.0
82274ffffffffff,1225.0,0.0,0.0,0.0,0.0
822757fffffffff,136.0,0.0,0.0,0.0,0.0
82275ffffffffff,3502.0,0.0,0.0,0.0,0.0
822767fffffffff,129.0,0.0,17.0,0.0,0.0
82276ffffffffff,682.0,0.0,0.0,0.0,0.0
822787fffffffff,219.0,0.0,0.0,0.0,0.0
82278ffffffffff,2.0,0.0,0.0,0.0,0.0
822797fffffffff,341.0,0.0,0.0,0.0,0.0
82279ffffffffff,26.0,0.0,0.0,0.0,0.0
8227a7fffffffff,261.0,0.0,0.0,0.0,0.0
8227affffffffff,600.0,0.0,0.0,0.0,0.0
8227b7fffffffff,180.0,0.0,0.0,0.0,0.0
822807fffffffff,4199.0,0.0,0.0,0.0,0.0
822817fffffffff,2219.0,0.0,0.0,0.0,0.0
82281ffffffffff,815.0,0.0,0.0,0.0,0.0
822837fffffffff,37125.0,0.0,279.0,0.0,0.0
822887fffffffff,1497.0,0.0,0.0,0.0,0.0
82288ffffffffff,2114.0,0.0,0.0,0.0,0.0
822897fffffffff,379.0,0.0,0.0,0.0,0.0
8228a7fffffffff,251.0,0.0,0.0,0.0,0.0
8228affffffffff,1713.0,0.0,0.0,0.0,0.0
8228b7fffffffff,1443.0,0.0,0.0,0.0,0.0
8228d7fffffffff,12.0,0.0,0.0,0.0,0.0
8228dffffffffff,1939.0,0.0,0.0,0.0,0.0
8228f7fffffffff,329.0,0.0,0.0,0.0,0.0
822917fffffffff,5389.0,0.0,0.0,0.0,0.0
82291ffffffffff,1405.0,0.0,0.0,0.0,0.0
822987fffffffff,2552.0,0.0,0.0,0.0,0.0
82298ffffffffff,2039.0,0.0,0.0,0.0,0.0
822997fffffffff,298.0,0.0,0.0,0.0,0.0
82299ffffffffff,261.0,0.0,0.0,0.0,0.0
