cell_id,Columba livia,Columba livia (Wild type)
84118bdffffffff,4.0,0.0
84118c1ffffffff,12.0,0.0
84118c5ffffffff,8.0,0.0
84118c9ffffffff,25.0,0.0
84118cdffffffff,180.0,0.0
84118d5ffffffff,2.0,0.0
84118e1ffffffff,24.0,0.0
84118e5ffffffff,6.0,0.0
84118e9ffffffff,77.0,0.0
841191bffffffff,1.0,0.0
8411965ffffffff,2.0,0.0
8411989ffffffff,1.0,0.0
84119d1ffffffff,2.0,0.0
84119ebffffffff,15.0,0.0
8411a0dffffffff,4.0,0.0
8411a43ffffffff,4.0,0.0
8411a6bffffffff,21.0,0.0
8411a85ffffffff,2.0,0.0
8411a8dffffffff,1.0,0.0
8411aa1ffffffff,56.0,0.0
8411aa3ffffffff,16.0,0.0
8411aa5ffffffff,224.0,0.0
8411aa7ffffffff,977.0,0.0
8411aa9ffffffff,18.0,0.0
8411aabffffffff,19.0,0.0
8411aadffffffff,18.0,0.0
8411ab1ffffffff,24.0,0.0
8411ab5ffffffff,31.0,0.0
8411ab7ffffffff,10.0,0.0
8411ab9ffffffff,4.0,0.0
8411abdffffffff,7.0,0.0
8411ad7ffffffff,1.0,0.0
8411ae1ffffffff,2.0,0.0
8411ae3ffffffff,290.0,0.0
8411ae5ffffffff,8.0,0.0
8411ae7ffffffff,55.0,0.0
8411b4dffffffff,10.0,0.0
84120a5ffffffff,4.0,0.0
84120c5ffffffff,1.0,0.0
8412143ffffffff,1.0,0.0
8412187ffffffff,42.0,0.0
84121b1ffffffff,5.0,0.0
84121b9ffffffff,4.0,0.0
84121bbffffffff,31.0,0.0
84121e3ffffffff,14.0,0.0
8412485ffffffff,4.0,0.0
841249dffffffff,5.0,0.0
84124a1ffffffff,3.0,0.0
84124a5ffffffff,1.0,0.0
84124a7ffffffff,7.0,0.0
84124abffffffff,2.0,0.0
84124adffffffff,8.0,0.0
84124b5ffffffff,6.0,0.0
84124b7ffffffff,8.0,0.0
84124bbffffffff,4.0,0.0
84124e7ffffffff,2.0,0.0
8412505ffffffff,1.0,0.0
8412515ffffffff,88.0,0.0
8412517ffffffff,2.0,0.0
841251bffffffff,1.0,0.0
8412521ffffffff,13.0,0.0
8412523ffffffff,61.0,0.0
8412525ffffffff,37.0,0.0
8412527ffffffff,120.0,0.0
8412529ffffffff,7.0,0.0
841252bffffffff,2.0,0.0
841252dffffffff,11.0,0.0
8412531ffffffff,12.0,0.0
8412535ffffffff,69.0,0.0
8412537ffffffff,2.0,0.0
8412539ffffffff,47.0,0.0
841253bffffffff,5.0,0.0
8412549ffffffff,61.0,0.0
8412581ffffffff,26.0,0.0
8412583ffffffff,8.0,0.0
841258bffffffff,3.0,0.0
841258dffffffff,4.0,0.0
8412591ffffffff,1315.0,0.0
8412593ffffffff,46.0,0.0
8412595ffffffff,23.0,0.0
8412597ffffffff,231.0,0.0
8412599ffffffff,12.0,0.0
841259bffffffff,16.0,0.0
841259dffffffff,18.0,0.0
84125a3ffffffff,5.0,0.0
84125a5ffffffff,10.0,0.0
84125a9ffffffff,2.0,0.0
84125adffffffff,8.0,0.0
84125b1ffffffff,26.0,0.0
84125b3ffffffff,6.0,0.0
84125b7ffffffff,8.0,0.0
84125b9ffffffff,14.0,0.0
84125bbffffffff,28.0,0.0
84125bdffffffff,2.0,0.0
84125c7ffffffff,4.0,0.0
84125cdffffffff,2.0,0.0
84125d1ffffffff,5.0,0.0
84125d3ffffffff,13.0,0.0
84125d5ffffffff,3.0,0.0
84125d7ffffffff,89.0,0.0
84125d9ffffffff,1.0,0.0
84125dbffffffff,28.0,0.0
84125e1ffffffff,12.0,0.0
84125e3ffffffff,4.0,0.0
84125e5ffffffff,13.0,0.0
84125e7ffffffff,3.0,0.0
84126a1ffffffff,2.0,0.0
84126b5ffffffff,6.0,0.0
8412723ffffffff,15.0,0.0
8412847ffffffff,14.0,0.0
8412861ffffffff,2.0,0.0
8412865ffffffff,23.0,0.0
841286dffffffff,101.0,0.0
8412883ffffffff,1.0,0.0
8412899ffffffff,2.0,0.0
841289bffffffff,103.0,0.0
84128d3ffffffff,109.0,0.0
8412947ffffffff,11.0,0.0
84129b9ffffffff,34.0,0.0
84129bbffffffff,61.0,0.0
84129d9ffffffff,5.0,0.0
8412ab3ffffffff,59.0,0.0
8412ab5ffffffff,110.0,0.0
8412b01ffffffff,31.0,0.0
8412b03ffffffff,372.0,0.0
8412b33ffffffff,4.0,0.0
8412b3bffffffff,1.0,0.0
8412b49ffffffff,29.0,0.0
8412b4bffffffff,83.0,0.0
8412b63ffffffff,34.0,0.0
8412c01ffffffff,2.0,0.0
8412c03ffffffff,68.0,0.0
8412c05ffffffff,10.0,0.0
8412c07ffffffff,28.0,0.0
8412c0dffffffff,2.0,0.0
8412c11ffffffff,397.0,0.0
8412c13ffffffff,4.0,0.0
8412c17ffffffff,3.0,0.0
8412c1bffffffff,688.0,0.0
8412c1dffffffff,60.0,0.0
8412c21ffffffff,18.0,0.0
8412c25ffffffff,3.0,0.0
8412c33ffffffff,4.0,0.0
8412c39ffffffff,2.0,0.0
8412c3bffffffff,22.0,0.0
8412c49ffffffff,2.0,0.0
8412c4dffffffff,1.0,0.0
8412c53ffffffff,2.0,0.0
8412c5bffffffff,20.0,0.0
8412c81ffffffff,56.0,0.0
8412c83ffffffff,35.0,0.0
8412c85ffffffff,151.0,0.0
8412c87ffffffff,44.0,0.0
8412c89ffffffff,26.0,0.0
8412c8bffffffff,390.0,0.0
8412c8dffffffff,11.0,0.0
8412c91ffffffff,58.0,0.0
8412c93ffffffff,6.0,0.0
8412c95ffffffff,25.0,0.0
8412c97ffffffff,304.0,0.0
8412c9bffffffff,110.0,0.0
8412c9dffffffff,118.0,0.0
8412ca1ffffffff,3.0,0.0
8412ca5ffffffff,27.0,0.0
8412ca7ffffffff,3.0,0.0
8412cabffffffff,2.0,0.0
8412cadffffffff,12.0,0.0
8412cb1ffffffff,37.0,0.0
8412cb5ffffffff,9.0,0.0
8412cb7ffffffff,3.0,0.0
8412cb9ffffffff,13.0,0.0
8412cbbffffffff,90.0,0.0
8412cbdffffffff,3.0,0.0
8412cc1ffffffff,1042.0,0.0
8412cc3ffffffff,16.0,0.0
8412cc5ffffffff,219.0,0.0
8412cc7ffffffff,275.0,0.0
8412cc9ffffffff,1657.0,0.0
8412ccbffffffff,68.0,0.0
8412ccdffffffff,8656.0,0.0
8412cd1ffffffff,16.0,0.0
8412cd3ffffffff,18.0,0.0
8412cd5ffffffff,40.0,0.0
8412cd7ffffffff,100.0,0.0
8412cd9ffffffff,163.0,0.0
8412cdbffffffff,64.0,0.0
8412cddffffffff,10.0,0.0
8412ce3ffffffff,24.0,0.0
8412ce5ffffffff,55.0,0.0
8412ce7ffffffff,12.0,0.0
8412cebffffffff,10.0,0.0
8412d01ffffffff,154.0,0.0
8412d03ffffffff,117.0,0.0
8412d05ffffffff,50.0,0.0
8412d07ffffffff,12.0,0.0
8412d0bffffffff,85.0,0.0
8412d0dffffffff,61.0,0.0
8412d11ffffffff,217.0,0.0
8412d17ffffffff,747.0,0.0
8412d19ffffffff,540.0,0.0
8412d1dffffffff,25.0,0.0
8412d23ffffffff,4.0,0.0
8412d2bffffffff,4.0,0.0
8412d33ffffffff,232.0,0.0
8412d37ffffffff,12.0,0.0
8412d3bffffffff,23.0,0.0
8412d3dffffffff,16.0,0.0
8412d41ffffffff,5.0,0.0
8412d53ffffffff,4.0,0.0
8412d55ffffffff,4.0,0.0
8412d57ffffffff,7.0,0.0
8412d69ffffffff,5.0,0.0
8412d6bffffffff,50.0,0.0
8412d81ffffffff,4.0,0.0
8412d85ffffffff,29.0,0.0
8412d87ffffffff,25.0,0.0
8412d89ffffffff,276.0,0.0
8412d8dffffffff,4.0,0.0
8412d95ffffffff,132.0,0.0
8412d97ffffffff,2.0,0.0
8412d9bffffffff,40.0,0.0
8412d9dffffffff,67.0,0.0
8412da1ffffffff,6.0,0.0
8412da3ffffffff,1.0,0.0
8412da5ffffffff,161.0,0.0
8412da7ffffffff,105.0,0.0
8412da9ffffffff,10.0,0.0
8412dabffffffff,2.0,0.0
8412dadffffffff,41.0,0.0
8412db1ffffffff,98.0,0.0
8412db3ffffffff,192.0,0.0
8412db5ffffffff,113.0,0.0
8412db7ffffffff,316.0,0.0
8412db9ffffffff,14.0,0.0
8412dbbffffffff,11.0,0.0
8412dbdffffffff,44.0,0.0
8412dc1ffffffff,10.0,0.0
8412dc3ffffffff,649.0,0.0
8412dc7ffffffff,21.0,0.0
8412dc9ffffffff,1.0,0.0
8412dd3ffffffff,4.0,0.0
8412dd5ffffffff,11.0,0.0
8412dd7ffffffff,174.0,0.0
8412dd9ffffffff,50.0,0.0
8412ddbffffffff,2025.0,0.0
8412dddffffffff,15.0,0.0
8412de3ffffffff,44.0,0.0
8412de5ffffffff,738.0,0.0
8412de7ffffffff,475.0,0.0
8412dedffffffff,448.0,0.0
8412e03ffffffff,2.0,0.0
8412e11ffffffff,22.0,0.0
8412e13ffffffff,1299.0,0.0
8412e15ffffffff,45.0,0.0
8412e17ffffffff,132.0,0.0
8412e19ffffffff,15.0,0.0
8412e1bffffffff,143.0,0.0
8412e25ffffffff,3.0,0.0
8412e27ffffffff,22.0,0.0
8412e31ffffffff,2.0,0.0
8412e33ffffffff,3.0,0.0
8412e39ffffffff,23.0,0.0
8412e3bffffffff,7.0,0.0
8412e3dffffffff,9.0,0.0
8412e41ffffffff,2.0,0.0
8412e4dffffffff,3.0,0.0
8412e53ffffffff,34.0,0.0
8412e5bffffffff,3.0,0.0
8412e69ffffffff,2.0,0.0
8412e6bffffffff,1.0,0.0
8412e81ffffffff,4.0,0.0
8412e83ffffffff,4.0,0.0
8412e85ffffffff,4.0,0.0
8412e87ffffffff,18.0,0.0
8412e89ffffffff,28.0,0.0
8412e8bffffffff,41.0,0.0
8412e8dffffffff,9.0,0.0
8412e93ffffffff,2.0,0.0
8412e95ffffffff,11.0,0.0
8412e97ffffffff,2.0,0.0
8412e99ffffffff,2.0,0.0
8412ea1ffffffff,63.0,0.0
8412ea3ffffffff,348.0,0.0
8412ea5ffffffff,71.0,0.0
8412ea7ffffffff,1341.0,0.0
8412ea9ffffffff,60.0,0.0
8412eabffffffff,13.0,0.0
8412eadffffffff,12.0,0.0
8412eb1ffffffff,13.0,0.0
8412eb3ffffffff,30.0,0.0
8412eb5ffffffff,37.0,0.0
8412eb7ffffffff,19.0,0.0
8412eb9ffffffff,26.0,0.0
8412ebbffffffff,9.0,0.0
8412ebdffffffff,79.0,0.0
8412ec1ffffffff,426.0,0.0
8412ec3ffffffff,44.0,0.0
8412ec5ffffffff,345.0,0.0
8412ec7ffffffff,251.0,0.0
8412ec9ffffffff,155.0,0.0
8412ecbffffffff,55.0,0.0
8412ecdffffffff,1452.0,0.0
8412ed1ffffffff,9.0,0.0
8412ed5ffffffff,14.0,0.0
8412ed9ffffffff,24.0,0.0
8412edbffffffff,3.0,0.0
8412eddffffffff,7.0,0.0
8412ee3ffffffff,67.0,0.0
8412ee7ffffffff,12.0,0.0
8412ee9ffffffff,16.0,0.0
8412eebffffffff,6.0,0.0
8412eedffffffff,4.0,0.0
8412f01ffffffff,3.0,0.0
8412f13ffffffff,86.0,0.0
8412f15ffffffff,1.0,0.0
8412f1bffffffff,1.0,0.0
8412f61ffffffff,2.0,0.0
8412f65ffffffff,13.0,0.0
8412f6dffffffff,162.0,0.0
8413911ffffffff,89.0,0.0
8413917ffffffff,1.0,0.0
8413919ffffffff,7.0,0.0
841391dffffffff,3.0,0.0
84139e1ffffffff,210.0,0.0
84139edffffffff,7.0,0.0
8414361ffffffff,1.0,0.0
841496bffffffff,2.0,0.0
84149adffffffff,4.0,0.0
8414ae1ffffffff,2.0,0.0
8414ae5ffffffff,237.0,0.0
8414aedffffffff,4.0,0.0
8414d65ffffffff,5.0,0.0
8415869ffffffff,2.0,0.0
8415909ffffffff,4.0,0.0
8415923ffffffff,5.0,0.0
8415927ffffffff,5.0,0.0
8415929ffffffff,2.0,0.0
841592bffffffff,12.0,0.0
841598bffffffff,8.0,0.0
841598dffffffff,1.0,0.0
84159c1ffffffff,1.0,0.0
8415b05ffffffff,1.0,0.0
8415b07ffffffff,4.0,0.0
8415b65ffffffff,3.0,0.0
8416161ffffffff,10.0,0.0
8416163ffffffff,30.0,0.0
84176bdffffffff,12.0,0.0
841788bffffffff,2.0,0.0
8418013ffffffff,4.0,3.0
8418019ffffffff,14.0,0.0
841801bffffffff,2.0,0.0
841801dffffffff,20.0,0.0
841804bffffffff,11.0,5.0
8418053ffffffff,114.0,84.0
8418057ffffffff,12.0,10.0
8418059ffffffff,15.0,7.0
841805bffffffff,13.0,0.0
84180c9ffffffff,9.0,2.0
84180cdffffffff,57.0,6.0
8418203ffffffff,2.0,0.0
841820bffffffff,4.0,0.0
8418215ffffffff,4.0,0.0
8418219ffffffff,4.0,0.0
8418233ffffffff,5.0,0.0
8418235ffffffff,59.0,0.0
8418237ffffffff,9.0,0.0
8418239ffffffff,2.0,0.0
841823dffffffff,11.0,0.0
8418243ffffffff,8.0,0.0
8418251ffffffff,7.0,0.0
8418253ffffffff,6.0,0.0
8418259ffffffff,37.0,0.0
841825bffffffff,2.0,0.0
8418281ffffffff,14.0,0.0
8418285ffffffff,6.0,0.0
8418287ffffffff,4.0,0.0
8418289ffffffff,11.0,0.0
841828bffffffff,169.0,0.0
841828dffffffff,15.0,0.0
8418299ffffffff,72.0,0.0
84182a1ffffffff,5.0,0.0
84182a3ffffffff,73.0,2.0
84182a5ffffffff,19.0,0.0
84182a7ffffffff,4.0,0.0
84182a9ffffffff,2.0,0.0
84182abffffffff,21.0,2.0
84182c1ffffffff,1069.0,0.0
84182c3ffffffff,32.0,0.0
84182c5ffffffff,2.0,0.0
84182c9ffffffff,224.0,0.0
84182cbffffffff,475.0,0.0
84182cdffffffff,14.0,0.0
84182d3ffffffff,13.0,0.0
84182d5ffffffff,11.0,0.0
84182d9ffffffff,3.0,0.0
84182e1ffffffff,1.0,0.0
84182e3ffffffff,11.0,0.0
84182e5ffffffff,416.0,6.0
84182e7ffffffff,8.0,0.0
84182e9ffffffff,10.0,0.0
84182ebffffffff,2.0,0.0
84182edffffffff,2.0,0.0
8418443ffffffff,19.0,0.0
8418447ffffffff,12.0,0.0
841844dffffffff,1.0,0.0
8418453ffffffff,1.0,0.0
8418455ffffffff,6.0,0.0
8418457ffffffff,4.0,0.0
8418459ffffffff,15.0,0.0
841845bffffffff,1.0,0.0
841845dffffffff,7.0,0.0
8418461ffffffff,9.0,0.0
8418469ffffffff,11.0,0.0
841846bffffffff,5.0,0.0
841846dffffffff,38.0,0.0
8418491ffffffff,18.0,0.0
8418493ffffffff,24.0,0.0
8418495ffffffff,1526.0,0.0
8418497ffffffff,48.0,0.0
8418499ffffffff,8.0,0.0
841849bffffffff,7.0,0.0
841849dffffffff,41.0,0.0
84184b1ffffffff,159.0,3.0
84184b3ffffffff,16.0,0.0
84184b5ffffffff,291.0,4.0
84184b7ffffffff,136.0,0.0
84184b9ffffffff,76.0,0.0
84184bbffffffff,397.0,0.0
84184bdffffffff,57.0,5.0
84184c3ffffffff,6.0,0.0
84184c9ffffffff,6.0,0.0
84184d5ffffffff,10.0,0.0
84184d9ffffffff,9.0,0.0
84184ddffffffff,74.0,0.0
8418593ffffffff,3.0,0.0
8418597ffffffff,6.0,0.0
84185b5ffffffff,230.0,0.0
84185b7ffffffff,1.0,0.0
84185bbffffffff,91.0,0.0
8418603ffffffff,1.0,0.0
