cell_id,Contopus latirostris,Contopus latirostris brunneicapillus,Contopus latirostris blancoi,Contopus latirostris latirostris
834cc0fffffffff,21.0,0.0,12.0,0.0
834cc5fffffffff,104.0,0.0,29.0,0.0
835e46fffffffff,1.0,0.0,0.0,0.0
835e71fffffffff,1.0,0.0,0.0,1.0
