cell_id,Galbula ruficauda,Galbula ruficauda melanogenia,Galbula ruficauda [ruficauda Group],Galbula ruficauda rufoviridis/heterogyna
84661d1ffffffff,4.0,0.0,0.0,0.0
84661d3ffffffff,9.0,0.0,0.0,0.0
84661d5ffffffff,2.0,0.0,0.0,0.0
84661dbffffffff,3.0,0.0,0.0,0.0
84661ddffffffff,24.0,0.0,0.0,0.0
84661ebffffffff,17.0,0.0,0.0,0.0
8466201ffffffff,193.0,0.0,9.0,0.0
8466203ffffffff,219.0,0.0,32.0,0.0
8466205ffffffff,466.0,0.0,70.0,0.0
8466207ffffffff,18.0,0.0,8.0,0.0
846620bffffffff,1186.0,0.0,109.0,0.0
8466211ffffffff,7.0,0.0,0.0,0.0
8466213ffffffff,14.0,0.0,0.0,0.0
8466217ffffffff,2.0,0.0,0.0,0.0
8466219ffffffff,50.0,0.0,9.0,0.0
846621bffffffff,4.0,0.0,0.0,0.0
846621dffffffff,11.0,0.0,2.0,0.0
8466221ffffffff,17.0,0.0,2.0,0.0
8466225ffffffff,49.0,0.0,4.0,0.0
8466227ffffffff,127.0,0.0,0.0,0.0
846622bffffffff,1081.0,0.0,150.0,0.0
8466231ffffffff,2.0,0.0,0.0,0.0
846623bffffffff,11.0,0.0,0.0,0.0
846623dffffffff,1.0,0.0,0.0,0.0
8466251ffffffff,1.0,0.0,0.0,0.0
8466257ffffffff,29.0,0.0,0.0,0.0
8466283ffffffff,2.0,0.0,0.0,0.0
8466285ffffffff,4.0,0.0,0.0,0.0
8466291ffffffff,4.0,0.0,0.0,0.0
8466293ffffffff,10.0,0.0,0.0,0.0
846629bffffffff,12.0,0.0,0.0,0.0
846629dffffffff,26.0,0.0,0.0,0.0
84662b5ffffffff,66.0,0.0,0.0,0.0
84662b7ffffffff,5.0,0.0,0.0,0.0
84662bdffffffff,1.0,0.0,0.0,0.0
84662cdffffffff,16.0,0.0,0.0,0.0
84662d3ffffffff,11.0,0.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0,0.0
84662d9ffffffff,3.0,0.0,0.0,0.0
84662e1ffffffff,17.0,0.0,0.0,0.0
84662e5ffffffff,29.0,0.0,0.0,0.0
84662e9ffffffff,1.0,0.0,0.0,0.0
8466311ffffffff,39.0,0.0,0.0,0.0
8466313ffffffff,336.0,0.0,1.0,0.0
8466317ffffffff,3.0,0.0,0.0,0.0
846631bffffffff,123.0,0.0,0.0,0.0
846640dffffffff,3.0,0.0,0.0,0.0
8466441ffffffff,4.0,0.0,0.0,0.0
8466449ffffffff,3.0,0.0,0.0,0.0
846645dffffffff,1.0,0.0,0.0,0.0
8466529ffffffff,34.0,0.0,0.0,0.0
8466545ffffffff,137.0,0.0,0.0,0.0
8466547ffffffff,4.0,0.0,0.0,0.0
8466549ffffffff,13.0,0.0,0.0,0.0
846654bffffffff,54.0,0.0,0.0,0.0
8466561ffffffff,5.0,0.0,0.0,0.0
8466563ffffffff,1.0,0.0,0.0,0.0
8466565ffffffff,2.0,0.0,0.0,0.0
8466569ffffffff,38.0,0.0,0.0,0.0
846656bffffffff,8.0,0.0,0.0,0.0
846656dffffffff,75.0,0.0,0.0,0.0
8466601ffffffff,2.0,0.0,0.0,0.0
8466603ffffffff,3.0,0.0,0.0,0.0
846660bffffffff,2.0,0.0,0.0,0.0
846660dffffffff,2.0,0.0,0.0,0.0
8466623ffffffff,4.0,0.0,0.0,0.0
8466639ffffffff,9.0,0.0,0.0,0.0
846663dffffffff,10.0,0.0,0.0,0.0
8466645ffffffff,4.0,0.0,0.0,0.0
8466647ffffffff,21.0,0.0,0.0,0.0
846664dffffffff,4.0,0.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0,0.0
8466701ffffffff,1.0,0.0,0.0,0.0
8466705ffffffff,5.0,0.0,0.0,0.0
846670dffffffff,34.0,0.0,0.0,0.0
8466715ffffffff,4.0,0.0,0.0,0.0
8466723ffffffff,6.0,0.0,0.0,0.0
8466725ffffffff,24.0,0.0,0.0,0.0
8466727ffffffff,177.0,0.0,0.0,0.0
8466729ffffffff,15.0,0.0,0.0,0.0
8466733ffffffff,1.0,0.0,0.0,0.0
8466735ffffffff,28.0,0.0,0.0,0.0
8466737ffffffff,7.0,0.0,0.0,0.0
8466749ffffffff,1.0,0.0,0.0,0.0
846674bffffffff,3.0,0.0,0.0,0.0
8466759ffffffff,1.0,0.0,0.0,0.0
846675dffffffff,106.0,0.0,2.0,0.0
8466763ffffffff,25.0,0.0,0.0,0.0
8466767ffffffff,2.0,0.0,0.0,0.0
8466769ffffffff,3.0,0.0,0.0,0.0
846676dffffffff,4.0,0.0,0.0,0.0
8466a67ffffffff,2.0,0.0,0.0,0.0
8466b01ffffffff,171.0,0.0,0.0,0.0
8466b09ffffffff,100.0,0.0,0.0,0.0
8466b0bffffffff,307.0,0.0,0.0,0.0
8466b1dffffffff,11.0,0.0,0.0,0.0
8466b41ffffffff,5.0,0.0,0.0,0.0
8466b43ffffffff,29.0,0.0,0.0,0.0
8466b45ffffffff,42.0,0.0,0.0,0.0
8466b47ffffffff,12.0,0.0,0.0,0.0
8466b49ffffffff,523.0,0.0,0.0,0.0
8466b4bffffffff,6.0,0.0,0.0,0.0
8466b4dffffffff,287.0,0.0,0.0,0.0
8466b51ffffffff,14.0,0.0,0.0,0.0
8466b55ffffffff,597.0,0.0,0.0,0.0
8466b57ffffffff,150.0,1.0,0.0,0.0
8466b59ffffffff,12.0,1.0,0.0,0.0
8466b5bffffffff,30.0,4.0,0.0,0.0
8466b69ffffffff,3.0,0.0,0.0,0.0
8466c41ffffffff,17.0,0.0,0.0,0.0
8466c45ffffffff,7.0,0.0,0.0,0.0
8466c47ffffffff,140.0,0.0,6.0,0.0
8466c49ffffffff,162.0,0.0,0.0,0.0
8466c4dffffffff,4.0,0.0,0.0,0.0
8466c6bffffffff,6.0,0.0,0.0,0.0
8466d01ffffffff,2.0,0.0,0.0,0.0
8466d05ffffffff,2.0,0.0,0.0,0.0
8466d07ffffffff,59.0,6.0,0.0,0.0
8466d0bffffffff,8.0,0.0,0.0,0.0
8466d23ffffffff,31.0,0.0,0.0,0.0
8466d31ffffffff,50.0,7.0,0.0,0.0
8466d35ffffffff,499.0,40.0,0.0,0.0
8466d37ffffffff,32.0,8.0,0.0,0.0
8466d3dffffffff,21.0,0.0,0.0,0.0
8466d55ffffffff,29.0,0.0,0.0,0.0
8466e05ffffffff,90.0,0.0,0.0,0.0
8466e0bffffffff,4.0,0.0,0.0,0.0
8466e0dffffffff,291.0,0.0,3.0,0.0
8466e11ffffffff,9.0,0.0,0.0,0.0
8466e1dffffffff,10.0,0.0,0.0,0.0
8466e23ffffffff,71.0,0.0,0.0,0.0
8466e27ffffffff,17.0,0.0,0.0,0.0
8466e29ffffffff,45.0,0.0,0.0,0.0
8466e2bffffffff,73.0,0.0,0.0,0.0
8466e39ffffffff,2.0,0.0,0.0,0.0
8466e3bffffffff,1.0,0.0,0.0,0.0
8466e41ffffffff,22.0,0.0,0.0,0.0
8466e43ffffffff,2.0,0.0,0.0,0.0
8466e45ffffffff,347.0,0.0,3.0,0.0
8466e47ffffffff,68.0,0.0,0.0,0.0
8466e49ffffffff,7.0,0.0,0.0,0.0
8466e4bffffffff,1.0,0.0,0.0,0.0
8466e57ffffffff,6.0,0.0,0.0,0.0
8466e59ffffffff,19.0,0.0,0.0,0.0
8466e5bffffffff,2.0,0.0,0.0,0.0
8466e61ffffffff,1.0,0.0,0.0,0.0
8466e63ffffffff,574.0,0.0,4.0,0.0
8466e67ffffffff,8.0,0.0,0.0,0.0
8466e69ffffffff,120.0,0.0,6.0,0.0
8466e6bffffffff,184.0,0.0,0.0,0.0
8466f03ffffffff,898.0,6.0,0.0,0.0
8466f0bffffffff,366.0,16.0,0.0,0.0
8466f1dffffffff,32.0,0.0,0.0,0.0
8466f5dffffffff,2.0,0.0,0.0,0.0
8467413ffffffff,904.0,0.0,12.0,0.0
8467417ffffffff,25.0,0.0,0.0,0.0
8467421ffffffff,6.0,0.0,0.0,0.0
8467423ffffffff,7.0,0.0,0.0,0.0
8467425ffffffff,325.0,0.0,4.0,0.0
8467427ffffffff,11.0,0.0,0.0,0.0
8467429ffffffff,3.0,0.0,0.0,0.0
846742bffffffff,1.0,0.0,0.0,0.0
846742dffffffff,16.0,0.0,2.0,0.0
8467431ffffffff,7.0,0.0,0.0,0.0
8467433ffffffff,244.0,0.0,3.0,0.0
8467435ffffffff,7.0,0.0,0.0,0.0
8467437ffffffff,198.0,0.0,10.0,0.0
846743bffffffff,224.0,0.0,0.0,0.0
846743dffffffff,111.0,0.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0,0.0
84674a1ffffffff,2.0,0.0,0.0,0.0
84674a5ffffffff,4.0,0.0,0.0,0.0
84674a7ffffffff,63.0,0.0,9.0,0.0
84674c1ffffffff,33.0,0.0,0.0,0.0
84674c5ffffffff,963.0,0.0,25.0,0.0
84674c7ffffffff,16.0,0.0,0.0,0.0
84674c9ffffffff,31.0,0.0,0.0,0.0
84674cbffffffff,8.0,0.0,0.0,0.0
84674cdffffffff,297.0,0.0,0.0,0.0
84674d9ffffffff,10.0,0.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0,0.0
84674e1ffffffff,110.0,0.0,0.0,0.0
84674e5ffffffff,13.0,0.0,0.0,0.0
84674e9ffffffff,93.0,0.0,0.0,0.0
84674ebffffffff,20.0,0.0,0.0,0.0
84674edffffffff,220.0,0.0,13.0,0.0
8467503ffffffff,3.0,0.0,0.0,0.0
8467519ffffffff,118.0,0.0,0.0,0.0
846751bffffffff,1.0,0.0,0.0,0.0
846751dffffffff,8.0,0.0,0.0,0.0
8467523ffffffff,8.0,0.0,0.0,0.0
8467527ffffffff,4.0,0.0,0.0,0.0
8467531ffffffff,27.0,0.0,0.0,0.0
8467535ffffffff,154.0,0.0,1.0,0.0
8467537ffffffff,86.0,0.0,0.0,0.0
8467539ffffffff,105.0,0.0,0.0,0.0
846753dffffffff,2.0,0.0,0.0,0.0
8467553ffffffff,49.0,0.0,2.0,0.0
8467581ffffffff,2.0,0.0,0.0,0.0
8467585ffffffff,6.0,0.0,0.0,0.0
8467589ffffffff,3.0,0.0,0.0,0.0
846758dffffffff,3.0,0.0,0.0,0.0
8467599ffffffff,57.0,0.0,4.0,0.0
84675a1ffffffff,2.0,0.0,0.0,0.0
84675a5ffffffff,12.0,0.0,0.0,0.0
84675a7ffffffff,1.0,0.0,0.0,0.0
84675a9ffffffff,36.0,0.0,0.0,0.0
84675abffffffff,101.0,0.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0,0.0
84675b3ffffffff,6.0,0.0,0.0,0.0
84675b5ffffffff,1.0,0.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0,0.0
84675c1ffffffff,48.0,0.0,0.0,0.0
84675c3ffffffff,2.0,0.0,0.0,0.0
84675c5ffffffff,274.0,0.0,0.0,0.0
84675c7ffffffff,65.0,0.0,0.0,0.0
84675c9ffffffff,7.0,0.0,0.0,0.0
84675cbffffffff,238.0,0.0,0.0,0.0
84675cdffffffff,4.0,0.0,0.0,0.0
84675d5ffffffff,9.0,0.0,0.0,0.0
84675d9ffffffff,7.0,0.0,0.0,0.0
84675ddffffffff,15.0,0.0,0.0,0.0
84675e1ffffffff,12.0,0.0,0.0,0.0
84676b7ffffffff,1.0,0.0,0.0,0.0
8467909ffffffff,7.0,0.0,0.0,0.0
846790dffffffff,4.0,0.0,0.0,0.0
846792dffffffff,1.0,0.0,0.0,0.0
8467945ffffffff,2.0,0.0,0.0,0.0
846794dffffffff,5.0,0.0,0.0,0.0
8467961ffffffff,17.0,0.0,0.0,0.0
8467963ffffffff,3.0,0.0,0.0,0.0
8467969ffffffff,2.0,0.0,0.0,0.0
84679a1ffffffff,8.0,0.0,0.0,0.0
84679a3ffffffff,2.0,0.0,0.0,0.0
84679a5ffffffff,3184.0,0.0,0.0,0.0
84679a7ffffffff,20.0,0.0,0.0,0.0
84679adffffffff,7.0,0.0,0.0,0.0
84679b7ffffffff,17.0,0.0,0.0,0.0
846d203ffffffff,55.0,0.0,0.0,0.0
846d219ffffffff,1.0,0.0,0.0,0.0
846d21bffffffff,5.0,0.0,0.0,0.0
846d21dffffffff,44.0,9.0,0.0,0.0
846d257ffffffff,3.0,0.0,0.0,0.0
846d2c1ffffffff,31.0,19.0,0.0,0.0
846d2c3ffffffff,86.0,3.0,0.0,0.0
846d2c9ffffffff,494.0,65.0,0.0,0.0
846d2cbffffffff,89.0,49.0,0.0,0.0
846d2cdffffffff,2.0,0.0,0.0,0.0
846d2d1ffffffff,74.0,0.0,0.0,0.0
846d2dbffffffff,4.0,0.0,0.0,0.0
846d2ddffffffff,39.0,0.0,0.0,0.0
846d30dffffffff,34.0,9.0,0.0,0.0
846d651ffffffff,2.0,0.0,0.0,0.0
846d653ffffffff,125.0,0.0,0.0,0.0
846d681ffffffff,81.0,0.0,0.0,0.0
846d68bffffffff,514.0,0.0,0.0,0.0
846d691ffffffff,900.0,0.0,0.0,0.0
846d693ffffffff,22.0,0.0,0.0,0.0
846d697ffffffff,1804.0,0.0,0.0,0.0
846d699ffffffff,199.0,0.0,0.0,0.0
846d69bffffffff,175.0,0.0,0.0,0.0
846d69dffffffff,4732.0,0.0,0.0,0.0
846d6d1ffffffff,3.0,0.0,0.0,0.0
846d6d3ffffffff,47.0,0.0,0.0,0.0
846d6d5ffffffff,1.0,0.0,0.0,0.0
8480023ffffffff,2.0,0.0,0.0,0.0
8480051ffffffff,2.0,0.0,0.0,0.0
8480053ffffffff,9.0,0.0,0.0,2.0
8480055ffffffff,2.0,0.0,0.0,0.0
8480061ffffffff,4.0,0.0,0.0,0.0
84800c5ffffffff,2.0,0.0,0.0,0.0
84800c7ffffffff,4.0,0.0,0.0,0.0
84800cbffffffff,4.0,0.0,0.0,0.0
8480101ffffffff,23.0,0.0,0.0,3.0
8480105ffffffff,29.0,0.0,0.0,0.0
8480107ffffffff,8.0,0.0,0.0,0.0
8480109ffffffff,126.0,0.0,0.0,2.0
848010dffffffff,1.0,0.0,0.0,0.0
848011bffffffff,3.0,0.0,0.0,0.0
8480141ffffffff,2.0,0.0,0.0,0.0
8480153ffffffff,3.0,0.0,0.0,0.0
8480165ffffffff,5.0,0.0,0.0,0.0
84801c9ffffffff,2.0,0.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0,0.0
8480301ffffffff,33.0,0.0,0.0,1.0
8480305ffffffff,12.0,0.0,0.0,1.0
8480309ffffffff,25.0,0.0,0.0,0.0
848030dffffffff,11.0,0.0,0.0,0.0
848032dffffffff,2.0,0.0,0.0,0.0
8480363ffffffff,99.0,0.0,0.0,4.0
8480369ffffffff,1.0,0.0,0.0,0.0
8480469ffffffff,2.0,0.0,0.0,0.0
8480619ffffffff,7.0,0.0,0.0,0.0
8480643ffffffff,3.0,0.0,0.0,0.0
8480653ffffffff,2.0,0.0,0.0,0.0
8480655ffffffff,14.0,0.0,0.0,0.0
848066bffffffff,4.0,0.0,0.0,0.0
8480713ffffffff,1.0,0.0,0.0,0.0
848072dffffffff,1.0,0.0,0.0,0.0
8480737ffffffff,3.0,0.0,0.0,0.0
8480747ffffffff,10.0,0.0,0.0,0.0
848074bffffffff,1.0,0.0,0.0,0.0
8481005ffffffff,34.0,0.0,0.0,5.0
8481021ffffffff,4.0,0.0,0.0,0.0
8481023ffffffff,7.0,0.0,0.0,0.0
8481029ffffffff,109.0,0.0,0.0,1.0
8481049ffffffff,2.0,0.0,0.0,0.0
8481061ffffffff,6.0,0.0,0.0,0.0
8481063ffffffff,14.0,0.0,0.0,2.0
8481069ffffffff,1.0,0.0,0.0,0.0
8481099ffffffff,7.0,0.0,0.0,0.0
8481105ffffffff,4.0,0.0,0.0,0.0
8481125ffffffff,40.0,0.0,0.0,9.0
848112dffffffff,5.0,0.0,0.0,0.0
8481149ffffffff,7.0,0.0,0.0,0.0
848114bffffffff,4.0,0.0,0.0,0.0
8481161ffffffff,7.0,0.0,0.0,0.0
8481163ffffffff,5.0,0.0,0.0,1.0
8481167ffffffff,31.0,0.0,0.0,0.0
84811e1ffffffff,7.0,0.0,0.0,0.0
8481211ffffffff,29.0,0.0,0.0,1.0
848121dffffffff,9.0,0.0,0.0,1.0
8481241ffffffff,2.0,0.0,0.0,0.0
8481245ffffffff,17.0,0.0,0.0,3.0
848124bffffffff,97.0,0.0,0.0,10.0
848124dffffffff,65.0,0.0,0.0,5.0
8481291ffffffff,2.0,0.0,0.0,0.0
84812bdffffffff,3.0,0.0,0.0,0.0
84812c9ffffffff,2.0,0.0,0.0,0.0
84812d1ffffffff,18.0,0.0,0.0,0.0
84812d3ffffffff,2.0,0.0,0.0,0.0
84812d7ffffffff,20.0,0.0,0.0,0.0
8481303ffffffff,3.0,0.0,0.0,0.0
8481307ffffffff,2.0,0.0,0.0,0.0
8481309ffffffff,1.0,0.0,0.0,0.0
8481321ffffffff,38.0,0.0,0.0,0.0
8481327ffffffff,52.0,0.0,0.0,8.0
8481329ffffffff,4.0,0.0,0.0,0.0
848132dffffffff,2.0,0.0,0.0,0.0
8481335ffffffff,4.0,0.0,0.0,0.0
8481337ffffffff,3.0,0.0,0.0,0.0
8481339ffffffff,63.0,0.0,0.0,4.0
8481343ffffffff,9.0,0.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0,0.0
8481363ffffffff,14.0,0.0,0.0,2.0
8481367ffffffff,2.0,0.0,0.0,0.0
8481401ffffffff,8.0,0.0,0.0,0.0
8481403ffffffff,4.0,0.0,0.0,0.0
848141dffffffff,1.0,0.0,0.0,0.0
8481423ffffffff,2.0,0.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0,0.0
848142bffffffff,1.0,0.0,0.0,0.0
8481431ffffffff,2.0,0.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0,0.0
8481445ffffffff,16.0,0.0,0.0,0.0
8481447ffffffff,1.0,0.0,0.0,0.0
8481449ffffffff,4.0,0.0,0.0,0.0
848144bffffffff,12.0,0.0,0.0,0.0
848145dffffffff,75.0,0.0,0.0,0.0
8481469ffffffff,3.0,0.0,0.0,0.0
848146bffffffff,12.0,0.0,0.0,0.0
84814a9ffffffff,13.0,0.0,0.0,0.0
84814adffffffff,61.0,0.0,0.0,0.0
84814c7ffffffff,2.0,0.0,0.0,0.0
84814d1ffffffff,3.0,0.0,0.0,0.0
84814d5ffffffff,73.0,0.0,0.0,0.0
84814d7ffffffff,1.0,0.0,0.0,0.0
84814d9ffffffff,9.0,0.0,0.0,0.0
84814dbffffffff,2.0,0.0,0.0,0.0
84814e3ffffffff,6.0,0.0,0.0,0.0
84814e5ffffffff,12.0,0.0,0.0,0.0
84814e7ffffffff,25.0,0.0,0.0,0.0
84814ebffffffff,9.0,0.0,0.0,0.0
8481513ffffffff,2.0,0.0,0.0,0.0
8481581ffffffff,7.0,0.0,0.0,0.0
84815abffffffff,1.0,0.0,0.0,0.0
