cell_id,Campephilus haematogaster,Campephilus haematogaster splendens,Campephilus haematogaster haematogaster
82660ffffffffff,6.0,0.0,0.0
826617fffffffff,3.0,0.0,0.0
82661ffffffffff,28.0,3.0,0.0
8266a7fffffffff,40.0,0.0,0.0
8266c7fffffffff,24.0,0.0,0.0
8266d7fffffffff,14.0,0.0,0.0
8266dffffffffff,2.0,0.0,0.0
8266e7fffffffff,7.0,0.0,0.0
828f4ffffffffff,3.0,0.0,0.0
