cell_id,Turdus schlegelii,Turdus schlegelii hygroscopus,Turdus schlegelii celebensis,Turdus schlegelii schlegelii,Turdus schlegelii sterlingi
8368d2fffffffff,3.0,0.0,0.0,0.0,0.0
839423fffffffff,88.0,0.0,0.0,26.0,0.0
83942cfffffffff,9.0,0.0,0.0,0.0,0.0
83942dfffffffff,17.0,0.0,0.0,0.0,0.0
83942efffffffff,12.0,0.0,0.0,0.0,0.0
839500fffffffff,3.0,0.0,2.0,0.0,0.0
839521fffffffff,1.0,0.0,0.0,0.0,0.0
83952efffffffff,1.0,0.0,0.0,0.0,0.0
