cell_id,Larus michahellis,Larus michahellis atlantis,Larus michahellis michahellis
84075d1ffffffff,5.0,0.0,0.0
84099bdffffffff,3.0,0.0,0.0
8418019ffffffff,5.0,1.0,2.0
841801dffffffff,1.0,0.0,0.0
841820bffffffff,1.0,0.0,0.0
841823dffffffff,6.0,6.0,0.0
841828bffffffff,1.0,0.0,1.0
84182a3ffffffff,4.0,0.0,0.0
84182a7ffffffff,2.0,0.0,0.0
84182abffffffff,2.0,0.0,0.0
84182c1ffffffff,8.0,2.0,2.0
84182c3ffffffff,2.0,0.0,0.0
8418495ffffffff,66.0,0.0,0.0
841849dffffffff,2.0,0.0,2.0
84184a3ffffffff,2.0,0.0,2.0
84184b1ffffffff,4.0,0.0,0.0
84184b5ffffffff,1.0,0.0,1.0
84184b7ffffffff,11.0,0.0,0.0
84184b9ffffffff,10.0,0.0,0.0
84184bbffffffff,6.0,0.0,0.0
84184bdffffffff,1.0,0.0,0.0
8418593ffffffff,2.0,0.0,0.0
8418597ffffffff,6.0,0.0,1.0
84185b1ffffffff,2.0,0.0,0.0
84185b5ffffffff,14.0,0.0,0.0
84185bbffffffff,163.0,0.0,2.0
8418659ffffffff,1.0,0.0,0.0
84186adffffffff,2.0,0.0,0.0
841870dffffffff,9.0,1.0,0.0
8418729ffffffff,6.0,0.0,0.0
8418747ffffffff,2.0,0.0,0.0
8418749ffffffff,1.0,0.0,0.0
8419413ffffffff,12.0,0.0,11.0
8419427ffffffff,3.0,0.0,0.0
8419429ffffffff,2.0,0.0,0.0
841942bffffffff,7.0,0.0,7.0
8419435ffffffff,11.0,0.0,0.0
84194c5ffffffff,16.0,0.0,16.0
84194e7ffffffff,2.0,0.0,2.0
84194edffffffff,2.0,0.0,2.0
8419513ffffffff,2.0,0.0,2.0
8419519ffffffff,2.0,0.0,0.0
841951bffffffff,22.0,0.0,7.0
8419591ffffffff,3.0,0.0,0.0
8419733ffffffff,2.0,0.0,0.0
8419739ffffffff,2.0,0.0,0.0
841973bffffffff,2.0,0.0,0.0
841aa07ffffffff,47.0,0.0,0.0
841aa35ffffffff,1.0,0.0,0.0
841e025ffffffff,2.0,0.0,2.0
841e02dffffffff,3.0,0.0,1.0
841e041ffffffff,1.0,0.0,0.0
841e045ffffffff,2.0,0.0,0.0
841e051ffffffff,4.0,0.0,0.0
841e05bffffffff,1.0,0.0,0.0
841e05dffffffff,5.0,0.0,0.0
841e061ffffffff,1.0,0.0,0.0
841e065ffffffff,1.0,0.0,0.0
841e0a9ffffffff,5.0,0.0,0.0
841e0e1ffffffff,10.0,0.0,0.0
841e125ffffffff,1.0,0.0,0.0
841e131ffffffff,2.0,0.0,2.0
841e1c1ffffffff,1.0,0.0,1.0
841e1cbffffffff,3.0,0.0,3.0
841e1ddffffffff,5.0,0.0,0.0
841e20bffffffff,2.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0
841e243ffffffff,1.0,0.0,0.0
841e24bffffffff,21.0,0.0,0.0
841e259ffffffff,1.0,0.0,0.0
841e25dffffffff,10.0,0.0,0.0
841e287ffffffff,2.0,0.0,0.0
841e2bbffffffff,3.0,0.0,0.0
841e327ffffffff,2.0,0.0,2.0
841e341ffffffff,10.0,0.0,0.0
841e34bffffffff,4.0,0.0,0.0
841e425ffffffff,2.0,0.0,0.0
841ea03ffffffff,3.0,0.0,0.0
841ea09ffffffff,1.0,0.0,0.0
841ea0bffffffff,9.0,0.0,0.0
841ea49ffffffff,1.0,0.0,1.0
841ea4dffffffff,2.0,0.0,2.0
841ea53ffffffff,4.0,0.0,0.0
841ea55ffffffff,11.0,0.0,3.0
841eab3ffffffff,1.0,0.0,1.0
841eb4dffffffff,2.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0
841ec1dffffffff,13.0,0.0,0.0
841ec47ffffffff,2.0,0.0,0.0
841ec91ffffffff,1.0,0.0,0.0
841ec9bffffffff,2.0,0.0,0.0
841ec9dffffffff,2.0,0.0,0.0
841eca9ffffffff,4.0,0.0,0.0
841eccbffffffff,9.0,0.0,0.0
841ed29ffffffff,2.0,0.0,2.0
841ed6bffffffff,2.0,0.0,2.0
841ee91ffffffff,3.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0
841eeb7ffffffff,3.0,0.0,0.0
841f001ffffffff,2.0,0.0,0.0
841f0e1ffffffff,4.0,0.0,0.0
841f183ffffffff,4.0,0.0,0.0
841f2a3ffffffff,2.0,0.0,2.0
841f31dffffffff,2.0,0.0,1.0
841f357ffffffff,1.0,0.0,0.0
841f565ffffffff,2.0,0.0,0.0
841f567ffffffff,2.0,0.0,0.0
841f5c7ffffffff,2.0,0.0,0.0
841f823ffffffff,7.0,0.0,0.0
841f827ffffffff,2.0,0.0,0.0
841f883ffffffff,15.0,0.0,1.0
841f887ffffffff,3.0,0.0,0.0
841f897ffffffff,1.0,0.0,1.0
841f8d1ffffffff,4.0,0.0,0.0
841f8e9ffffffff,2.0,0.0,0.0
841f8ebffffffff,6.0,0.0,0.0
841f8edffffffff,1.0,0.0,0.0
841f91bffffffff,1.0,0.0,0.0
841f98bffffffff,1.0,0.0,1.0
841f99dffffffff,2.0,0.0,2.0
841f9abffffffff,3.0,0.0,0.0
841f9d7ffffffff,2.0,0.0,2.0
841fa31ffffffff,1.0,0.0,0.0
841fac7ffffffff,1.0,0.0,0.0
841fae3ffffffff,2.0,0.0,0.0
841fb17ffffffff,2.0,0.0,0.0
842aa85ffffffff,8.0,0.0,0.0
842b125ffffffff,1.0,0.0,0.0
842c0c1ffffffff,2.0,0.0,2.0
842c13dffffffff,2.0,0.0,0.0
842c145ffffffff,4.0,0.0,0.0
842c203ffffffff,26.0,0.0,26.0
842c215ffffffff,9.0,0.0,9.0
842c219ffffffff,22.0,0.0,22.0
842c21dffffffff,7.0,0.0,7.0
842c2a1ffffffff,7.0,0.0,0.0
842c2abffffffff,2.0,0.0,0.0
842cac5ffffffff,1.0,0.0,0.0
842d0e5ffffffff,1.0,0.0,0.0
842d183ffffffff,1.0,0.0,0.0
842d293ffffffff,3.0,0.0,0.0
842d331ffffffff,2.0,0.0,0.0
842da25ffffffff,4.0,0.0,0.0
842da81ffffffff,4.0,0.0,0.0
842da8bffffffff,1.0,0.0,1.0
842da91ffffffff,1.0,0.0,0.0
842db03ffffffff,1.0,0.0,0.0
842db0bffffffff,5.0,0.0,0.0
842db67ffffffff,1.0,0.0,0.0
8434229ffffffff,2.0,2.0,0.0
8434349ffffffff,5.0,5.0,0.0
843466bffffffff,3.0,0.0,0.0
84351a1ffffffff,3.0,3.0,0.0
84351a3ffffffff,24.0,24.0,0.0
8435a9bffffffff,5.0,5.0,0.0
843823bffffffff,1.0,0.0,0.0
8438251ffffffff,2.0,0.0,2.0
843825bffffffff,2.0,0.0,2.0
8438299ffffffff,2.0,0.0,0.0
843829bffffffff,3.0,0.0,0.0
84382d7ffffffff,1.0,0.0,0.0
8438349ffffffff,2.0,0.0,0.0
8438625ffffffff,9.0,0.0,0.0
8438629ffffffff,5.0,0.0,0.0
843862bffffffff,2.0,0.0,0.0
843862dffffffff,2.0,0.0,0.0
843863dffffffff,1.0,0.0,0.0
8438667ffffffff,3.0,0.0,0.0
8438711ffffffff,1.0,0.0,0.0
8438719ffffffff,3.0,0.0,0.0
8438751ffffffff,2.0,0.0,0.0
8438753ffffffff,6.0,0.0,0.0
8438759ffffffff,4.0,0.0,0.0
843875bffffffff,26.0,0.0,0.0
8439011ffffffff,6.0,0.0,0.0
8439019ffffffff,10.0,0.0,0.0
843901bffffffff,36.0,0.0,0.0
8439025ffffffff,5.0,0.0,0.0
8439029ffffffff,12.0,0.0,0.0
843902bffffffff,1.0,0.0,0.0
843902dffffffff,9.0,0.0,0.0
8439041ffffffff,2.0,0.0,0.0
8439043ffffffff,1.0,0.0,0.0
8439047ffffffff,2.0,0.0,0.0
843904bffffffff,5.0,0.0,0.0
8439061ffffffff,4.0,0.0,0.0
8439067ffffffff,3.0,0.0,0.0
8439069ffffffff,2.0,0.0,0.0
843906bffffffff,2.0,0.0,0.0
843906dffffffff,5.0,0.0,0.0
8439089ffffffff,7.0,0.0,0.0
84390a1ffffffff,5.0,0.0,0.0
84390a3ffffffff,2.0,0.0,0.0
84390a5ffffffff,7.0,0.0,0.0
84390adffffffff,2.0,0.0,0.0
84390c3ffffffff,2.0,0.0,0.0
84390c7ffffffff,5.0,0.0,0.0
84390cbffffffff,4.0,0.0,0.0
84390d1ffffffff,8.0,0.0,0.0
84390d7ffffffff,2.0,0.0,0.0
84390d9ffffffff,2.0,0.0,0.0
8439101ffffffff,23.0,0.0,3.0
8439103ffffffff,7.0,0.0,0.0
8439111ffffffff,3.0,0.0,0.0
8439115ffffffff,14.0,0.0,0.0
843911dffffffff,3.0,0.0,0.0
8439159ffffffff,2.0,0.0,0.0
843915bffffffff,2.0,0.0,0.0
8439195ffffffff,1.0,0.0,0.0
84391abffffffff,6.0,0.0,4.0
84391c7ffffffff,2.0,0.0,0.0
8439209ffffffff,2.0,0.0,2.0
843920dffffffff,9.0,0.0,0.0
8439223ffffffff,2.0,0.0,0.0
8439227ffffffff,11.0,0.0,0.0
843923dffffffff,25.0,0.0,0.0
8439241ffffffff,5.0,0.0,0.0
8439243ffffffff,1.0,0.0,1.0
843925bffffffff,1.0,0.0,0.0
843928dffffffff,4.0,0.0,0.0
843929dffffffff,2.0,0.0,2.0
84392a1ffffffff,3.0,0.0,0.0
84392a3ffffffff,15.0,0.0,0.0
84392a7ffffffff,36.0,0.0,0.0
84392adffffffff,65.0,0.0,5.0
84392b5ffffffff,15.0,0.0,0.0
84392d1ffffffff,2.0,0.0,0.0
84392dbffffffff,6.0,0.0,0.0
84392e1ffffffff,26.0,0.0,0.0
843931bffffffff,16.0,0.0,0.0
8439331ffffffff,2.0,0.0,0.0
8439337ffffffff,24.0,0.0,0.0
8439423ffffffff,4.0,0.0,0.0
8439427ffffffff,4.0,0.0,2.0
8439435ffffffff,5.0,0.0,5.0
8439459ffffffff,8.0,0.0,8.0
8439469ffffffff,1.0,0.0,1.0
843946dffffffff,67.0,0.0,67.0
8439493ffffffff,3.0,0.0,3.0
843951dffffffff,8.0,0.0,0.0
8439541ffffffff,21.0,0.0,19.0
8439563ffffffff,9.0,0.0,9.0
8439567ffffffff,10.0,0.0,9.0
84395a5ffffffff,11.0,0.0,0.0
84395c1ffffffff,5.0,0.0,0.0
84395c9ffffffff,10.0,0.0,0.0
8439689ffffffff,1.0,0.0,1.0
8439709ffffffff,4.0,0.0,4.0
843971dffffffff,2.0,0.0,0.0
8439721ffffffff,2.0,0.0,0.0
8439729ffffffff,16.0,0.0,0.0
8439733ffffffff,48.0,0.0,48.0
