cell_id,Larus canus,Larus canus canus,Larus canus heinei,Larus canus kamtschatschensis
82180ffffffffff,17.0,4.0,0.0,0.0
821827fffffffff,371.0,125.0,0.0,0.0
82182ffffffffff,1490.0,397.0,0.0,0.0
821847fffffffff,49.0,8.0,0.0,0.0
82184ffffffffff,570.0,0.0,0.0,0.0
82185ffffffffff,263.0,0.0,0.0,0.0
821867fffffffff,117.0,65.0,0.0,0.0
82186ffffffffff,22.0,0.0,0.0,0.0
821877fffffffff,191.0,21.0,0.0,0.0
821907fffffffff,60.0,13.0,0.0,0.0
82190ffffffffff,2381.0,415.0,0.0,0.0
82191ffffffffff,3.0,1.0,0.0,0.0
821927fffffffff,153.0,15.0,0.0,0.0
82192ffffffffff,1280.0,549.0,0.0,0.0
821947fffffffff,6504.0,2080.0,0.0,0.0
82194ffffffffff,5604.0,963.0,0.0,0.0
821957fffffffff,1619.0,690.0,0.0,0.0
82195ffffffffff,2210.0,319.0,0.0,0.0
82196ffffffffff,2869.0,651.0,0.0,0.0
821977fffffffff,1565.0,268.0,0.0,0.0
821e07fffffffff,944.0,103.0,0.0,0.0
821e0ffffffffff,384.0,118.0,0.0,0.0
821e17fffffffff,272.0,4.0,0.0,0.0
821e1ffffffffff,271.0,71.0,0.0,0.0
821e27fffffffff,384.0,7.0,0.0,0.0
821e2ffffffffff,155.0,4.0,0.0,0.0
821e37fffffffff,297.0,5.0,0.0,0.0
821e47fffffffff,22.0,0.0,0.0,0.0
821e4ffffffffff,24.0,0.0,0.0,0.0
821e57fffffffff,13.0,0.0,0.0,0.0
821e5ffffffffff,86.0,0.0,0.0,0.0
821e67fffffffff,50.0,0.0,0.0,0.0
821e6ffffffffff,51.0,0.0,0.0,0.0
821e77fffffffff,22.0,0.0,0.0,0.0
821e87fffffffff,18.0,4.0,0.0,0.0
821e8ffffffffff,2.0,0.0,0.0,0.0
821e9ffffffffff,2.0,2.0,0.0,0.0
821ea7fffffffff,72.0,0.0,0.0,0.0
821eaffffffffff,1.0,0.0,0.0,0.0
821eb7fffffffff,11.0,1.0,0.0,0.0
821ec7fffffffff,56.0,12.0,0.0,0.0
821ecffffffffff,344.0,6.0,0.0,0.0
821ed7fffffffff,37.0,0.0,0.0,0.0
821edffffffffff,2.0,0.0,0.0,0.0
821ee7fffffffff,71.0,1.0,0.0,0.0
821eeffffffffff,78.0,17.0,0.0,0.0
821ef7fffffffff,15.0,0.0,0.0,0.0
821f07fffffffff,1851.0,607.0,0.0,0.0
821f0ffffffffff,473.0,24.0,0.0,0.0
821f17fffffffff,364.0,63.0,0.0,0.0
821f1ffffffffff,340.0,15.0,0.0,0.0
821f27fffffffff,801.0,213.0,0.0,0.0
821f2ffffffffff,1927.0,998.0,0.0,0.0
821f37fffffffff,1046.0,210.0,0.0,0.0
821f47fffffffff,42.0,5.0,0.0,0.0
821f4ffffffffff,227.0,0.0,0.0,0.0
821f57fffffffff,347.0,9.0,0.0,0.0
821f5ffffffffff,59.0,7.0,0.0,0.0
821f67fffffffff,221.0,6.0,0.0,0.0
821f6ffffffffff,8.0,0.0,0.0,0.0
821f77fffffffff,1133.0,22.0,0.0,0.0
821f87fffffffff,289.0,35.0,0.0,0.0
821f8ffffffffff,526.0,150.0,0.0,0.0
821f97fffffffff,31.0,8.0,0.0,0.0
821f9ffffffffff,64.0,18.0,0.0,0.0
821fa7fffffffff,246.0,33.0,0.0,0.0
821faffffffffff,73.0,2.0,0.0,0.0
821fb7fffffffff,53.0,7.0,0.0,0.0
82206ffffffffff,1.0,0.0,1.0,0.0
8220e7fffffffff,2.0,0.0,0.0,0.0
82212ffffffffff,1.0,0.0,0.0,0.0
82214ffffffffff,1.0,0.0,0.0,0.0
822157fffffffff,39.0,0.0,20.0,0.0
822177fffffffff,1.0,0.0,0.0,0.0
82242ffffffffff,9.0,0.0,0.0,0.0
822437fffffffff,5.0,0.0,0.0,0.0
822467fffffffff,11.0,0.0,0.0,0.0
82246ffffffffff,5.0,0.0,0.0,0.0
822477fffffffff,31.0,0.0,0.0,0.0
822517fffffffff,6.0,0.0,0.0,0.0
822547fffffffff,89.0,0.0,69.0,0.0
82255ffffffffff,15.0,0.0,0.0,0.0
82256ffffffffff,2.0,0.0,2.0,0.0
822c0ffffffffff,258.0,0.0,0.0,0.0
822c27fffffffff,50.0,0.0,5.0,0.0
822c2ffffffffff,28.0,0.0,19.0,0.0
822c67fffffffff,5.0,0.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0,0.0
822c77fffffffff,7.0,0.0,0.0,0.0
822c8ffffffffff,3.0,0.0,0.0,0.0
822c97fffffffff,31.0,0.0,0.0,0.0
822cc7fffffffff,47.0,0.0,0.0,0.0
822ce7fffffffff,31.0,0.0,6.0,0.0
822cf7fffffffff,47.0,0.0,3.0,0.0
822d07fffffffff,30.0,0.0,0.0,0.0
822d0ffffffffff,1.0,0.0,0.0,0.0
822d17fffffffff,4.0,0.0,0.0,0.0
822d1ffffffffff,5.0,0.0,0.0,0.0
822d27fffffffff,39.0,0.0,0.0,0.0
822d2ffffffffff,16.0,0.0,0.0,0.0
822d37fffffffff,17.0,0.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0,0.0
822d5ffffffffff,5.0,0.0,0.0,0.0
822d67fffffffff,42.0,0.0,0.0,0.0
822d77fffffffff,23.0,0.0,0.0,0.0
822da7fffffffff,41.0,0.0,0.0,0.0
822db7fffffffff,26.0,10.0,0.0,0.0
822e0ffffffffff,1.0,0.0,0.0,0.0
822e17fffffffff,256.0,0.0,0.0,174.0
822e1ffffffffff,7.0,0.0,0.0,2.0
822e2ffffffffff,5.0,0.0,0.0,3.0
822e47fffffffff,4.0,0.0,0.0,2.0
822e67fffffffff,42.0,0.0,0.0,15.0
822e6ffffffffff,10.0,0.0,0.0,0.0
822e77fffffffff,7.0,0.0,0.0,0.0
822e8ffffffffff,3.0,0.0,0.0,1.0
822e9ffffffffff,7.0,0.0,0.0,7.0
822eaffffffffff,207.0,0.0,0.0,142.0
822ec7fffffffff,2.0,0.0,0.0,2.0
822ef7fffffffff,2.0,0.0,0.0,0.0
822f5ffffffffff,177.0,0.0,0.0,125.0
823007fffffffff,17.0,0.0,0.0,0.0
823017fffffffff,8.0,0.0,0.0,0.0
82302ffffffffff,2.0,0.0,0.0,0.0
823037fffffffff,36.0,0.0,0.0,27.0
823087fffffffff,4.0,0.0,0.0,0.0
82309ffffffffff,19.0,0.0,0.0,2.0
8230a7fffffffff,4.0,0.0,0.0,0.0
8230affffffffff,5.0,0.0,0.0,0.0
8230c7fffffffff,40.0,0.0,0.0,18.0
8230cffffffffff,5.0,0.0,0.0,0.0
8230d7fffffffff,1.0,0.0,0.0,0.0
8230dffffffffff,2.0,0.0,0.0,0.0
8230e7fffffffff,31.0,0.0,0.0,11.0
8230effffffffff,96.0,0.0,0.0,31.0
82311ffffffffff,4.0,0.0,0.0,0.0
823137fffffffff,2.0,0.0,0.0,0.0
82315ffffffffff,28.0,0.0,0.0,0.0
82316ffffffffff,9.0,0.0,0.0,0.0
823187fffffffff,22.0,0.0,7.0,0.0
82318ffffffffff,168.0,0.0,0.0,5.0
8231affffffffff,48.0,0.0,2.0,0.0
823827fffffffff,10.0,0.0,0.0,0.0
823907fffffffff,1.0,0.0,0.0,0.0
823917fffffffff,127.0,0.0,0.0,0.0
82391ffffffffff,108.0,0.0,0.0,0.0
823927fffffffff,649.0,0.0,0.0,0.0
82392ffffffffff,6.0,0.0,0.0,0.0
823937fffffffff,340.0,2.0,0.0,0.0
823947fffffffff,22.0,0.0,0.0,0.0
82396ffffffffff,14.0,1.0,0.0,0.0
823977fffffffff,20.0,0.0,0.0,0.0
823987fffffffff,11.0,2.0,0.0,0.0
823997fffffffff,8.0,0.0,0.0,0.0
8239affffffffff,2.0,0.0,0.0,0.0
823e6ffffffffff,16.0,2.0,0.0,0.0
823f37fffffffff,2.0,0.0,0.0,0.0
823f67fffffffff,33.0,0.0,0.0,0.0
823f6ffffffffff,6.0,0.0,0.0,0.0
8240c7fffffffff,3.0,0.0,0.0,0.0
8240e7fffffffff,12.0,0.0,0.0,0.0
82411ffffffffff,16.0,0.0,0.0,10.0
824317fffffffff,3.0,0.0,0.0,0.0
82431ffffffffff,20.0,0.0,0.0,0.0
82438ffffffffff,1.0,0.0,0.0,0.0
82439ffffffffff,3.0,0.0,0.0,0.0
8243affffffffff,5.0,0.0,0.0,0.0
824b67fffffffff,17.0,0.0,0.0,9.0
824b77fffffffff,7.0,0.0,0.0,6.0
824ba7fffffffff,30.0,0.0,0.0,0.0
824bb7fffffffff,6.0,0.0,0.0,1.0
825367fffffffff,1.0,0.0,0.0,0.0
