cell_id,Motacilla tschutschensis,Motacilla tschutschensis tschutschensis/plexa,Motacilla tschutschensis taivana,Motacilla tschutschensis macronyx
843ca97ffffffff,18.0,0.0,0.0,0.0
843cc21ffffffff,1.0,0.0,0.0,0.0
843cc2dffffffff,1.0,0.0,0.0,0.0
843cc4bffffffff,2.0,0.0,0.0,0.0
843cc6bffffffff,11.0,0.0,0.0,0.0
843cd1bffffffff,3.0,0.0,0.0,0.0
843cd5bffffffff,3.0,0.0,0.0,0.0
843ce03ffffffff,2.0,2.0,0.0,0.0
843ce0bffffffff,1.0,0.0,0.0,0.0
843ce11ffffffff,1.0,1.0,0.0,0.0
843ce15ffffffff,1.0,0.0,0.0,0.0
843ce57ffffffff,3.0,0.0,0.0,0.0
843cea1ffffffff,1.0,0.0,0.0,0.0
843cea7ffffffff,3.0,0.0,0.0,0.0
843cec1ffffffff,22.0,0.0,0.0,0.0
843cec3ffffffff,7.0,0.0,0.0,0.0
843cec9ffffffff,1.0,0.0,0.0,0.0
843cecbffffffff,2.0,0.0,0.0,0.0
843cf05ffffffff,1.0,0.0,0.0,0.0
843cf0dffffffff,25.0,0.0,0.0,0.0
843cf11ffffffff,11.0,0.0,3.0,0.0
843cf17ffffffff,1.0,0.0,0.0,0.0
843cf21ffffffff,9.0,0.0,0.0,0.0
843cf27ffffffff,59.0,0.0,0.0,0.0
843cf29ffffffff,463.0,5.0,0.0,0.0
843cf2dffffffff,91.0,0.0,0.0,0.0
843cf43ffffffff,2.0,0.0,0.0,0.0
843cf61ffffffff,7.0,0.0,0.0,0.0
843cf63ffffffff,4.0,0.0,0.0,0.0
843cf65ffffffff,1.0,0.0,0.0,0.0
843cf67ffffffff,12.0,0.0,0.0,0.0
843cf69ffffffff,6.0,0.0,0.0,0.0
84404cbffffffff,9.0,5.0,0.0,0.0
84411cbffffffff,25.0,2.0,2.0,2.0
84414d9ffffffff,7.0,0.0,0.0,0.0
8441837ffffffff,4.0,0.0,0.0,0.0
8441a09ffffffff,6.0,0.0,0.0,2.0
8441a43ffffffff,12.0,0.0,0.0,0.0
8441a55ffffffff,45.0,7.0,4.0,4.0
8441b29ffffffff,1.0,0.0,1.0,0.0
8441b43ffffffff,25.0,13.0,0.0,12.0
8441b51ffffffff,2.0,0.0,0.0,0.0
8441b55ffffffff,3.0,3.0,0.0,0.0
8441b5dffffffff,7.0,2.0,0.0,1.0
8443acdffffffff,3.0,0.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0,0.0
844b26dffffffff,65.0,0.0,21.0,1.0
844b621ffffffff,6.0,0.0,0.0,0.0
844b759ffffffff,3.0,0.0,3.0,0.0
844b845ffffffff,21.0,3.0,6.0,0.0
844b847ffffffff,2.0,0.0,0.0,0.0
844b849ffffffff,3.0,0.0,0.0,0.0
844b863ffffffff,1.0,0.0,0.0,0.0
844b86dffffffff,3.0,0.0,0.0,0.0
844b913ffffffff,3.0,1.0,0.0,0.0
844b9cdffffffff,23.0,0.0,0.0,0.0
844ba05ffffffff,2.0,0.0,0.0,0.0
844ba09ffffffff,1.0,0.0,0.0,0.0
844ba0bffffffff,4.0,0.0,0.0,0.0
844ba11ffffffff,1.0,0.0,0.0,0.0
844ba15ffffffff,6.0,0.0,0.0,0.0
844ba1dffffffff,6.0,0.0,0.0,2.0
844ba2bffffffff,35.0,0.0,0.0,0.0
844ba2dffffffff,2.0,0.0,0.0,0.0
844ba39ffffffff,2.0,0.0,0.0,0.0
844ba57ffffffff,7.0,1.0,0.0,0.0
844ba67ffffffff,4.0,4.0,0.0,0.0
844ba81ffffffff,6.0,1.0,0.0,0.0
844ba85ffffffff,2.0,0.0,0.0,0.0
844ba91ffffffff,8.0,6.0,0.0,0.0
844bb19ffffffff,11.0,0.0,3.0,0.0
844bb53ffffffff,26.0,1.0,2.0,0.0
844e649ffffffff,4.0,0.0,0.0,0.0
845536dffffffff,6.0,0.0,0.0,0.0
8460025ffffffff,12.0,0.0,0.0,0.0
8460113ffffffff,6.0,0.0,0.0,0.0
8460141ffffffff,2.0,0.0,0.0,0.0
8460143ffffffff,2.0,0.0,0.0,0.0
8460145ffffffff,1.0,0.0,0.0,0.0
846014bffffffff,5.0,0.0,0.0,0.0
846014dffffffff,16.0,0.0,0.0,0.0
8460159ffffffff,2.0,0.0,0.0,0.0
846015dffffffff,2.0,0.0,0.0,0.0
8460169ffffffff,62.0,0.0,0.0,0.0
84601e9ffffffff,3.0,0.0,0.0,0.0
8460227ffffffff,1.0,0.0,0.0,0.0
8460229ffffffff,1.0,0.0,0.0,0.0
8460313ffffffff,2.0,0.0,0.0,0.0
846031bffffffff,3.0,0.0,0.0,0.0
8460321ffffffff,1.0,0.0,0.0,0.0
846033bffffffff,6.0,0.0,0.0,0.0
846088dffffffff,1.0,0.0,0.0,0.0
84608b5ffffffff,2.0,0.0,0.0,0.0
8460905ffffffff,1.0,0.0,0.0,0.0
84609e1ffffffff,3.0,0.0,0.0,0.0
8460a03ffffffff,5.0,0.0,0.0,0.0
8460a05ffffffff,2.0,0.0,0.0,0.0
8460a91ffffffff,1.0,0.0,0.0,0.0
8460aadffffffff,1.0,0.0,0.0,0.0
8460acdffffffff,3.0,3.0,0.0,0.0
8460ad7ffffffff,2.0,0.0,0.0,0.0
8460b1bffffffff,6.0,0.0,0.0,0.0
8461021ffffffff,2.0,0.0,0.0,0.0
8461029ffffffff,1.0,0.0,0.0,0.0
8461035ffffffff,1.0,0.0,0.0,0.0
8461067ffffffff,4.0,0.0,0.0,0.0
84611cbffffffff,156.0,0.0,0.0,2.0
84611e7ffffffff,4.0,0.0,0.0,0.0
8461893ffffffff,37.0,0.0,0.0,0.0
846189bffffffff,1.0,0.0,0.0,0.0
84618c5ffffffff,30.0,0.0,0.0,0.0
84618cbffffffff,6.0,0.0,0.0,0.0
84618d1ffffffff,1.0,0.0,0.0,0.0
84618e1ffffffff,2.0,0.0,0.0,0.0
8461987ffffffff,1.0,0.0,0.0,0.0
84619abffffffff,4.0,0.0,0.0,0.0
84640a7ffffffff,6.0,0.0,0.0,0.0
84640b9ffffffff,25.0,0.0,0.0,0.0
84640bdffffffff,2.0,0.0,0.0,0.0
8464193ffffffff,2.0,0.0,0.0,0.0
84641bdffffffff,8.0,0.0,0.0,0.0
846428bffffffff,26.0,0.0,0.0,0.0
846429dffffffff,5.0,0.0,0.0,0.0
8464813ffffffff,3.0,0.0,0.0,3.0
8464829ffffffff,6.0,6.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0,0.0
846491dffffffff,1.0,0.0,1.0,0.0
8464a41ffffffff,4.0,2.0,0.0,0.0
8464a49ffffffff,3.0,0.0,0.0,1.0
8464a4dffffffff,2.0,0.0,0.0,1.0
8464b61ffffffff,1.0,0.0,1.0,0.0
8464e49ffffffff,773.0,5.0,0.0,0.0
8464e4dffffffff,43.0,4.0,0.0,0.0
8464e69ffffffff,2.0,0.0,0.0,0.0
8464e6dffffffff,6.0,0.0,0.0,0.0
8465015ffffffff,45.0,0.0,0.0,1.0
8465019ffffffff,2.0,0.0,0.0,0.0
8465037ffffffff,3.0,0.0,0.0,0.0
8465039ffffffff,5.0,0.0,0.0,0.0
846518bffffffff,42.0,0.0,0.0,0.0
846518dffffffff,4.0,0.0,0.0,0.0
8465199ffffffff,1.0,0.0,0.0,0.0
84651d1ffffffff,4.0,0.0,0.0,0.0
84651d9ffffffff,37.0,0.0,0.0,0.0
84651dbffffffff,2.0,0.0,0.0,0.0
846520dffffffff,144.0,4.0,0.0,2.0
8465231ffffffff,6.0,0.0,0.0,0.0
8465233ffffffff,5.0,0.0,0.0,0.0
8465263ffffffff,20.0,0.0,0.0,0.0
846526bffffffff,4.0,0.0,0.0,0.0
8465313ffffffff,8.0,0.0,0.0,0.0
846580dffffffff,2.0,2.0,0.0,0.0
8465821ffffffff,2.0,0.0,2.0,0.0
8465859ffffffff,1.0,0.0,0.0,0.0
84658b5ffffffff,3.0,0.0,0.0,0.0
8465993ffffffff,2.0,0.0,0.0,0.0
84659c9ffffffff,2.0,0.0,2.0,0.0
8468025ffffffff,4.0,0.0,0.0,0.0
8468285ffffffff,2.0,0.0,1.0,0.0
84682b7ffffffff,3.0,0.0,0.0,0.0
8468435ffffffff,4.0,0.0,0.0,0.0
8468459ffffffff,1.0,0.0,0.0,0.0
84684e5ffffffff,6.0,0.0,0.0,0.0
846858dffffffff,4.0,0.0,0.0,0.0
8468f61ffffffff,1.0,0.0,0.0,0.0
8469417ffffffff,3.0,0.0,0.0,0.0
846943bffffffff,2.0,0.0,0.0,0.0
84694e5ffffffff,6.0,0.0,0.0,0.0
84694edffffffff,6.0,0.0,0.0,0.0
84696c1ffffffff,3.0,0.0,0.0,0.0
849451dffffffff,3.0,1.0,0.0,0.0
84945a7ffffffff,1.0,1.0,0.0,0.0
8494803ffffffff,5.0,0.0,0.0,3.0
8494ed3ffffffff,7.0,7.0,0.0,0.0
84956a5ffffffff,3.0,0.0,3.0,0.0
8495a49ffffffff,3.0,3.0,0.0,0.0
849c191ffffffff,2.0,0.0,0.0,0.0
849c6c1ffffffff,2.0,0.0,0.0,0.0
849c6cbffffffff,2.0,0.0,0.0,0.0
849c8a5ffffffff,1.0,0.0,0.0,0.0
849d0b5ffffffff,2.0,0.0,0.0,0.0
84a7265ffffffff,2.0,0.0,0.0,0.0
84a726dffffffff,13.0,0.0,0.0,0.0
84a79a7ffffffff,8.0,0.0,0.0,0.0
84b89adffffffff,2.0,0.0,0.0,0.0
84b9169ffffffff,8.0,0.0,0.0,0.0
84b9365ffffffff,9.0,0.0,0.0,0.0
84be1d3ffffffff,21.0,0.0,0.0,0.0
84be1dbffffffff,3.0,0.0,0.0,0.0
84be639ffffffff,15.0,0.0,0.0,0.0
84be63bffffffff,11.0,0.0,0.0,0.0
84be6edffffffff,2.0,0.0,0.0,0.0
84be8d1ffffffff,30.0,3.0,0.0,0.0
84be8d3ffffffff,4.0,0.0,0.0,0.0
84be8d5ffffffff,2.0,0.0,0.0,0.0
84beabbffffffff,2.0,0.0,0.0,0.0
84bf4ebffffffff,11.0,0.0,0.0,0.0
84c986bffffffff,2.0,0.0,0.0,0.0
84c9931ffffffff,6.0,0.0,0.0,0.0
