cell_id,Serpophaga subcristata,Serpophaga subcristata subcristata/straminea,Serpophaga subcristata munda
84a81a1ffffffff,1.0,1.0,0.0
84a81a5ffffffff,1.0,1.0,0.0
84a81a9ffffffff,1.0,0.0,0.0
84a81abffffffff,8.0,8.0,0.0
84a81adffffffff,2.0,2.0,0.0
84a81b3ffffffff,3.0,2.0,0.0
84a81b9ffffffff,3.0,3.0,0.0
84a81bbffffffff,4.0,4.0,0.0
84a81bdffffffff,2.0,2.0,0.0
84a81c3ffffffff,12.0,2.0,0.0
84a81c5ffffffff,3.0,3.0,0.0
84a81c7ffffffff,10.0,9.0,0.0
84a81c9ffffffff,1.0,0.0,0.0
84a81cdffffffff,220.0,204.0,0.0
84a81d1ffffffff,5.0,5.0,0.0
84a81d9ffffffff,6.0,4.0,0.0
84a81e1ffffffff,96.0,81.0,0.0
84a81e3ffffffff,21.0,19.0,0.0
84a81e5ffffffff,2.0,2.0,0.0
84a81e7ffffffff,10.0,10.0,0.0
84a81e9ffffffff,161.0,160.0,0.0
84a81ebffffffff,32.0,31.0,0.0
84a81edffffffff,857.0,835.0,0.0
84a8203ffffffff,3.0,2.0,0.0
84a8211ffffffff,2.0,2.0,0.0
84a8219ffffffff,6.0,6.0,0.0
84a821bffffffff,3.0,3.0,0.0
84a8223ffffffff,2.0,2.0,0.0
84a8225ffffffff,7.0,7.0,0.0
84a8227ffffffff,1.0,1.0,0.0
84a8235ffffffff,2.0,2.0,0.0
84a8237ffffffff,2.0,2.0,0.0
84a823dffffffff,2.0,2.0,0.0
84a8241ffffffff,17.0,6.0,0.0
84a8245ffffffff,15.0,4.0,0.0
84a8247ffffffff,1.0,1.0,0.0
84a824bffffffff,1.0,0.0,0.0
84a8251ffffffff,3.0,2.0,0.0
84a8253ffffffff,2.0,2.0,0.0
84a8255ffffffff,2.0,0.0,0.0
84a8257ffffffff,31.0,29.0,0.0
84a8261ffffffff,5.0,5.0,0.0
84a8267ffffffff,5.0,5.0,0.0
84a826dffffffff,6.0,6.0,0.0
84a8287ffffffff,2.0,2.0,0.0
84a8291ffffffff,2.0,2.0,0.0
84a82a5ffffffff,1.0,1.0,0.0
84a82abffffffff,2.0,2.0,0.0
84a82b9ffffffff,2.0,2.0,0.0
84a82bdffffffff,13.0,13.0,0.0
84a82c9ffffffff,1.0,0.0,0.0
84a82d7ffffffff,1.0,0.0,0.0
84a82ddffffffff,1.0,1.0,0.0
84a82e3ffffffff,2.0,2.0,0.0
84a82e7ffffffff,2.0,2.0,0.0
84a8311ffffffff,8.0,8.0,0.0
84a8313ffffffff,48.0,48.0,0.0
84a8315ffffffff,4.0,2.0,0.0
84a8317ffffffff,3.0,3.0,0.0
84a831bffffffff,51.0,45.0,0.0
84a831dffffffff,15.0,11.0,0.0
84a8333ffffffff,8.0,8.0,0.0
84a833bffffffff,1.0,0.0,0.0
84a834bffffffff,7.0,7.0,0.0
84a8353ffffffff,5.0,4.0,0.0
84a8357ffffffff,2.0,2.0,0.0
84a8359ffffffff,2.0,2.0,0.0
84a835bffffffff,5.0,5.0,0.0
84a835dffffffff,6.0,6.0,0.0
84a8403ffffffff,2.0,2.0,0.0
84a840dffffffff,36.0,19.0,17.0
84a844dffffffff,3.0,3.0,0.0
84a845bffffffff,4.0,0.0,4.0
84a8463ffffffff,4.0,4.0,0.0
84a8591ffffffff,13.0,13.0,0.0
84a8599ffffffff,11.0,11.0,0.0
84a85d3ffffffff,16.0,16.0,0.0
84a8601ffffffff,12.0,12.0,0.0
84a8605ffffffff,4.0,0.0,4.0
84a8647ffffffff,1.0,0.0,0.0
84a865bffffffff,8.0,5.0,3.0
84a8663ffffffff,2.0,2.0,0.0
84a86d1ffffffff,1.0,0.0,0.0
84a86d5ffffffff,1.0,1.0,0.0
84a871bffffffff,2.0,2.0,0.0
84a8805ffffffff,60.0,60.0,0.0
84a8807ffffffff,16.0,16.0,0.0
84a8809ffffffff,1.0,1.0,0.0
84a8811ffffffff,18.0,17.0,0.0
84a8813ffffffff,1.0,0.0,0.0
84a8819ffffffff,11.0,9.0,0.0
84a881bffffffff,36.0,28.0,0.0
84a8823ffffffff,1.0,0.0,0.0
84a8825ffffffff,6.0,6.0,0.0
84a882dffffffff,31.0,31.0,0.0
84a8831ffffffff,2.0,2.0,0.0
84a8849ffffffff,45.0,41.0,0.0
84a8853ffffffff,4.0,4.0,0.0
84a8855ffffffff,1.0,0.0,0.0
84a8857ffffffff,13.0,13.0,0.0
84a885bffffffff,2.0,2.0,0.0
84a8863ffffffff,2.0,2.0,0.0
84a8867ffffffff,2.0,2.0,0.0
84a886dffffffff,3.0,2.0,0.0
84a88a9ffffffff,2.0,2.0,0.0
84a88adffffffff,1.0,1.0,0.0
84a88cdffffffff,7.0,4.0,0.0
84a88ddffffffff,6.0,6.0,0.0
84a88ebffffffff,2.0,2.0,0.0
84a8917ffffffff,3.0,3.0,0.0
84a8919ffffffff,7.0,4.0,0.0
84a895bffffffff,2.0,2.0,0.0
84a89b3ffffffff,4.0,4.0,0.0
84a8a03ffffffff,5.0,5.0,0.0
84a8a07ffffffff,22.0,22.0,0.0
84a8a11ffffffff,19.0,12.0,0.0
84a8a13ffffffff,216.0,190.0,0.0
84a8a15ffffffff,5.0,5.0,0.0
84a8a17ffffffff,25.0,18.0,0.0
84a8a19ffffffff,15.0,13.0,0.0
84a8a1bffffffff,13.0,6.0,0.0
84a8a1dffffffff,5.0,5.0,0.0
84a8a23ffffffff,56.0,53.0,0.0
84a8a25ffffffff,2.0,2.0,0.0
84a8a27ffffffff,7.0,4.0,0.0
84a8a2bffffffff,52.0,51.0,0.0
84a8a31ffffffff,3.0,3.0,0.0
84a8a35ffffffff,9.0,9.0,0.0
84a8a39ffffffff,2.0,2.0,0.0
84a8a3bffffffff,8.0,8.0,0.0
84a8a3dffffffff,13.0,12.0,0.0
84a8a53ffffffff,3.0,3.0,0.0
84a8a85ffffffff,2.0,2.0,0.0
84a8a89ffffffff,1.0,0.0,0.0
84a8a8bffffffff,2.0,0.0,0.0
84a8a8dffffffff,3.0,2.0,0.0
84a8a91ffffffff,11.0,8.0,0.0
84a8a93ffffffff,5.0,4.0,0.0
84a8a97ffffffff,36.0,30.0,0.0
84a8aa5ffffffff,2.0,2.0,0.0
84a8aa7ffffffff,2.0,2.0,0.0
84a8aabffffffff,2.0,2.0,0.0
84a8aadffffffff,14.0,12.0,0.0
84a8ac1ffffffff,2.0,2.0,0.0
84a8ac3ffffffff,2.0,2.0,0.0
84a8ac5ffffffff,13.0,9.0,0.0
84a8ac9ffffffff,34.0,27.0,0.0
84a8acbffffffff,5.0,2.0,0.0
84a8acdffffffff,20.0,19.0,0.0
84a8ad1ffffffff,11.0,11.0,0.0
84a8ad3ffffffff,5.0,5.0,0.0
84a8ad5ffffffff,6.0,6.0,0.0
84a8ad9ffffffff,2.0,2.0,0.0
84a8addffffffff,2.0,2.0,0.0
84a8ae1ffffffff,10.0,10.0,0.0
84a8ae3ffffffff,16.0,16.0,0.0
84a8ae5ffffffff,26.0,26.0,0.0
84a8ae7ffffffff,4.0,4.0,0.0
84a8ae9ffffffff,5.0,5.0,0.0
84a8aebffffffff,6.0,6.0,0.0
84a8b17ffffffff,3.0,3.0,0.0
84a8de1ffffffff,3.0,3.0,0.0
84a8e61ffffffff,2.0,2.0,0.0
84a8e65ffffffff,1.0,1.0,0.0
84a8e6dffffffff,6.0,6.0,0.0
84a8f09ffffffff,1.0,0.0,0.0
84a8f2bffffffff,2.0,2.0,0.0
84a8f41ffffffff,6.0,6.0,0.0
84a8f43ffffffff,4.0,4.0,0.0
84a8f45ffffffff,3.0,3.0,0.0
84a8f4dffffffff,2.0,2.0,0.0
84a9011ffffffff,30.0,27.0,0.0
84a9013ffffffff,22.0,22.0,0.0
84a9017ffffffff,36.0,31.0,0.0
84a9031ffffffff,7.0,7.0,0.0
84a9033ffffffff,6.0,6.0,0.0
84a903bffffffff,8.0,8.0,0.0
84a9051ffffffff,11.0,8.0,0.0
84a9053ffffffff,4.0,4.0,0.0
84a9057ffffffff,36.0,32.0,0.0
84a9089ffffffff,2.0,2.0,0.0
84a908bffffffff,4.0,2.0,0.0
84a9091ffffffff,4.0,4.0,0.0
84a9095ffffffff,26.0,26.0,0.0
84a909dffffffff,6.0,6.0,0.0
84a90a5ffffffff,6.0,2.0,0.0
84a90a7ffffffff,8.0,6.0,0.0
84a90adffffffff,1.0,0.0,0.0
84a90b3ffffffff,4.0,4.0,0.0
84a90bbffffffff,5.0,5.0,0.0
84a90c1ffffffff,2.0,1.0,0.0
84a90c3ffffffff,3.0,0.0,0.0
84a90c5ffffffff,6.0,6.0,0.0
84a90c7ffffffff,2.0,2.0,0.0
84a90c9ffffffff,4.0,4.0,0.0
84a90cbffffffff,2.0,2.0,0.0
84a90cdffffffff,2.0,2.0,0.0
84a90d5ffffffff,2.0,2.0,0.0
84a90d9ffffffff,2.0,2.0,0.0
84a90dbffffffff,18.0,18.0,0.0
84a90e5ffffffff,53.0,45.0,0.0
84a90e7ffffffff,5.0,3.0,0.0
84a90e9ffffffff,27.0,22.0,0.0
84a90ebffffffff,3.0,3.0,0.0
84a9181ffffffff,22.0,17.0,0.0
84a9187ffffffff,4.0,0.0,0.0
84a918bffffffff,6.0,6.0,0.0
84a9191ffffffff,92.0,70.0,0.0
84a9193ffffffff,2.0,2.0,0.0
84a9195ffffffff,17.0,17.0,0.0
84a9199ffffffff,2.0,2.0,0.0
84a919bffffffff,7.0,6.0,0.0
84a91b1ffffffff,10.0,5.0,0.0
84a91b5ffffffff,31.0,21.0,0.0
84a91b7ffffffff,14.0,9.0,0.0
84a91b9ffffffff,2.0,2.0,0.0
84a91bbffffffff,9.0,9.0,0.0
84a91bdffffffff,1.0,1.0,0.0
84a91d1ffffffff,6.0,6.0,0.0
84a91d3ffffffff,1.0,1.0,0.0
84a91d5ffffffff,11.0,9.0,0.0
84a91d7ffffffff,4.0,4.0,0.0
84a91d9ffffffff,30.0,25.0,0.0
84a91dbffffffff,6.0,6.0,0.0
84a91ddffffffff,12.0,12.0,0.0
84a9213ffffffff,9.0,9.0,0.0
84a9217ffffffff,2.0,2.0,0.0
84a921bffffffff,11.0,11.0,0.0
84a9283ffffffff,2.0,2.0,0.0
84a9289ffffffff,6.0,6.0,0.0
84a928bffffffff,3.0,3.0,0.0
84a9291ffffffff,6.0,6.0,0.0
84a9293ffffffff,17.0,14.0,0.0
84a9295ffffffff,2.0,2.0,0.0
84a92a3ffffffff,1.0,1.0,0.0
84a92a5ffffffff,4.0,4.0,0.0
84a92adffffffff,2.0,2.0,0.0
84a92bbffffffff,3.0,3.0,0.0
84a92bdffffffff,3.0,3.0,0.0
84a92c3ffffffff,10.0,8.0,0.0
84a92c5ffffffff,14.0,12.0,0.0
84a92c7ffffffff,4.0,4.0,0.0
84a92c9ffffffff,1.0,0.0,0.0
84a92cbffffffff,524.0,496.0,0.0
84a92cdffffffff,5.0,5.0,0.0
84a92d1ffffffff,2.0,0.0,0.0
84a92d5ffffffff,1.0,0.0,0.0
84a92d7ffffffff,4.0,0.0,0.0
84a92d9ffffffff,24.0,20.0,0.0
84a92ddffffffff,17.0,4.0,0.0
84a92e1ffffffff,66.0,51.0,0.0
84a92e3ffffffff,8.0,7.0,0.0
84a92e9ffffffff,26.0,24.0,0.0
84a92ebffffffff,38.0,37.0,0.0
84a9407ffffffff,1.0,1.0,0.0
84a940dffffffff,3.0,3.0,0.0
84a9411ffffffff,100.0,100.0,0.0
84a9413ffffffff,16.0,11.0,0.0
84a9417ffffffff,7.0,6.0,0.0
84a9419ffffffff,8.0,6.0,2.0
84a941bffffffff,56.0,56.0,0.0
84a9425ffffffff,2.0,2.0,0.0
84a9429ffffffff,10.0,10.0,0.0
84a942dffffffff,3.0,3.0,0.0
84a9435ffffffff,2.0,2.0,0.0
84a9441ffffffff,121.0,97.0,0.0
84a9443ffffffff,8.0,6.0,0.0
84a9445ffffffff,37.0,35.0,0.0
84a9447ffffffff,39.0,34.0,0.0
84a9449ffffffff,7.0,7.0,0.0
84a944bffffffff,4.0,2.0,0.0
84a944dffffffff,3.0,3.0,0.0
84a9451ffffffff,1.0,0.0,0.0
84a9453ffffffff,20.0,20.0,0.0
84a9457ffffffff,17.0,13.0,4.0
84a945bffffffff,12.0,12.0,0.0
84a9461ffffffff,14.0,14.0,0.0
84a9463ffffffff,10.0,10.0,0.0
84a9465ffffffff,31.0,0.0,0.0
84a9467ffffffff,5.0,2.0,0.0
84a9469ffffffff,3.0,3.0,0.0
84a946bffffffff,69.0,55.0,0.0
84a946dffffffff,2.0,0.0,0.0
84a9483ffffffff,10.0,2.0,8.0
84a9499ffffffff,2.0,0.0,2.0
84a949bffffffff,1.0,1.0,0.0
84a94c1ffffffff,4.0,4.0,0.0
84a94c7ffffffff,28.0,26.0,0.0
84a94d7ffffffff,2.0,0.0,2.0
84a94e1ffffffff,4.0,3.0,0.0
84a94e3ffffffff,9.0,6.0,0.0
84a94e5ffffffff,258.0,245.0,11.0
84a94e7ffffffff,11.0,8.0,2.0
84a94e9ffffffff,6.0,6.0,0.0
84a94edffffffff,2.0,2.0,0.0
84a9501ffffffff,8.0,6.0,0.0
84a9507ffffffff,1.0,0.0,0.0
84a9509ffffffff,4.0,4.0,0.0
84a950bffffffff,1.0,1.0,0.0
84a950dffffffff,3.0,3.0,0.0
84a9515ffffffff,2.0,2.0,0.0
84a951dffffffff,2.0,2.0,0.0
84a9521ffffffff,4.0,0.0,0.0
84a9523ffffffff,1.0,0.0,0.0
84a9527ffffffff,15.0,15.0,0.0
84a9531ffffffff,49.0,47.0,0.0
84a953bffffffff,39.0,27.0,0.0
84a9545ffffffff,4.0,4.0,0.0
84a9549ffffffff,2.0,0.0,0.0
84a9557ffffffff,3.0,3.0,0.0
84a955bffffffff,23.0,18.0,0.0
84a9565ffffffff,2.0,2.0,0.0
84a9595ffffffff,2.0,2.0,0.0
84a95bbffffffff,1.0,1.0,0.0
84a95d1ffffffff,26.0,22.0,4.0
84a95d7ffffffff,1.0,1.0,0.0
84a95d9ffffffff,7.0,7.0,0.0
84a95dbffffffff,13.0,11.0,2.0
84a95e1ffffffff,2.0,2.0,0.0
84a95edffffffff,142.0,135.0,0.0
84a9601ffffffff,5.0,5.0,0.0
84a9607ffffffff,7.0,7.0,0.0
84a9609ffffffff,2.0,2.0,0.0
84a960bffffffff,3.0,3.0,0.0
84a960dffffffff,1.0,0.0,0.0
84a9611ffffffff,39.0,24.0,9.0
84a9613ffffffff,17.0,15.0,0.0
84a9617ffffffff,3.0,3.0,0.0
84a9619ffffffff,5.0,5.0,0.0
84a9621ffffffff,19.0,17.0,0.0
84a9623ffffffff,67.0,57.0,0.0
84a9625ffffffff,12.0,9.0,0.0
84a9627ffffffff,136.0,129.0,0.0
84a9629ffffffff,1.0,1.0,0.0
84a962bffffffff,13.0,11.0,0.0
84a962dffffffff,34.0,32.0,0.0
84a9631ffffffff,10.0,8.0,0.0
84a9633ffffffff,6.0,6.0,0.0
84a9637ffffffff,6.0,6.0,0.0
84a9639ffffffff,6.0,6.0,0.0
84a963bffffffff,3.0,3.0,0.0
84a963dffffffff,18.0,18.0,0.0
84a9645ffffffff,72.0,66.0,0.0
84a9647ffffffff,1.0,0.0,0.0
84a9649ffffffff,2.0,2.0,0.0
84a964bffffffff,4.0,4.0,0.0
84a964dffffffff,14.0,14.0,0.0
84a965bffffffff,1.0,0.0,0.0
84a9661ffffffff,4.0,4.0,0.0
84a9663ffffffff,1.0,0.0,0.0
84a9669ffffffff,1.0,0.0,0.0
84a9685ffffffff,24.0,23.0,0.0
84a969bffffffff,1.0,1.0,0.0
84a96a7ffffffff,9.0,8.0,0.0
84a96a9ffffffff,1.0,1.0,0.0
84a96abffffffff,6.0,6.0,0.0
84a96adffffffff,40.0,39.0,0.0
84a96b3ffffffff,2.0,2.0,0.0
84a96b9ffffffff,25.0,22.0,0.0
84a96c5ffffffff,28.0,28.0,0.0
84a96e1ffffffff,2.0,2.0,0.0
84a96e5ffffffff,26.0,23.0,0.0
84a96e7ffffffff,30.0,26.0,0.0
84a96e9ffffffff,21.0,20.0,0.0
84a96edffffffff,1.0,1.0,0.0
84a9711ffffffff,7.0,7.0,0.0
84a9717ffffffff,44.0,40.0,0.0
84a9719ffffffff,18.0,16.0,0.0
84a971bffffffff,3.0,1.0,0.0
84a9723ffffffff,2.0,2.0,0.0
84a973bffffffff,6.0,6.0,0.0
84a973dffffffff,2.0,2.0,0.0
84a9741ffffffff,2.0,2.0,0.0
84a9745ffffffff,3.0,3.0,0.0
84a974dffffffff,10.0,10.0,0.0
84a9753ffffffff,20.0,20.0,0.0
84a9755ffffffff,4.0,4.0,0.0
84a975bffffffff,3.0,3.0,0.0
84a975dffffffff,4.0,4.0,0.0
84a9761ffffffff,2.0,2.0,0.0
84a9765ffffffff,41.0,41.0,0.0
84a976dffffffff,3.0,3.0,0.0
84b2099ffffffff,5.0,0.0,5.0
84b209bffffffff,3.0,0.0,3.0
84b20bbffffffff,2.0,0.0,2.0
84b2297ffffffff,4.0,4.0,0.0
84b22b3ffffffff,2.0,0.0,2.0
84b22d9ffffffff,2.0,0.0,0.0
84b2401ffffffff,14.0,12.0,0.0
84b2405ffffffff,8.0,0.0,5.0
84b2407ffffffff,6.0,4.0,2.0
84b2413ffffffff,107.0,90.0,11.0
84b2421ffffffff,2.0,2.0,0.0
84b2425ffffffff,4.0,2.0,2.0
84b242bffffffff,26.0,0.0,22.0
84b2431ffffffff,6.0,3.0,3.0
84b2435ffffffff,90.0,23.0,61.0
84b2437ffffffff,16.0,9.0,6.0
84b2439ffffffff,2.0,2.0,0.0
84b243dffffffff,16.0,11.0,3.0
84b2453ffffffff,2.0,0.0,1.0
84b2455ffffffff,2.0,2.0,0.0
84b2457ffffffff,2.0,2.0,0.0
84b2463ffffffff,16.0,6.0,9.0
84b2467ffffffff,5.0,0.0,5.0
84b2485ffffffff,4.0,4.0,0.0
84b248bffffffff,1.0,1.0,0.0
84b2493ffffffff,2.0,2.0,0.0
84b249bffffffff,3.0,3.0,0.0
84b249dffffffff,1.0,1.0,0.0
84b24a1ffffffff,5.0,4.0,0.0
84b24a9ffffffff,26.0,26.0,0.0
84b24abffffffff,4.0,4.0,0.0
84b24adffffffff,22.0,20.0,2.0
84b24b1ffffffff,2.0,2.0,0.0
84b24c5ffffffff,16.0,16.0,0.0
84b24cdffffffff,12.0,8.0,0.0
84b24d1ffffffff,6.0,5.0,1.0
84b24d3ffffffff,2.0,2.0,0.0
84b24d7ffffffff,5.0,4.0,1.0
84b24d9ffffffff,1.0,1.0,0.0
84b24dbffffffff,13.0,13.0,0.0
84b24ddffffffff,1.0,1.0,0.0
84b24e3ffffffff,3.0,3.0,0.0
84b24e5ffffffff,17.0,17.0,0.0
84b24e9ffffffff,4.0,4.0,0.0
84b24ebffffffff,1.0,1.0,0.0
84b24edffffffff,9.0,6.0,3.0
84b2519ffffffff,3.0,0.0,3.0
84b251bffffffff,11.0,2.0,9.0
84b2525ffffffff,12.0,0.0,2.0
84b2549ffffffff,1.0,0.0,0.0
84b2581ffffffff,3.0,0.0,2.0
84b2583ffffffff,8.0,0.0,3.0
84b2589ffffffff,2.0,0.0,0.0
84b258bffffffff,4.0,0.0,4.0
84b2591ffffffff,47.0,0.0,12.0
84b2595ffffffff,6.0,0.0,3.0
84b259dffffffff,2.0,0.0,0.0
84b25abffffffff,1.0,0.0,1.0
84b25adffffffff,3.0,0.0,0.0
84b25b1ffffffff,1.0,0.0,0.0
84b25b9ffffffff,4.0,0.0,2.0
84b25c1ffffffff,15.0,0.0,11.0
84b25c3ffffffff,10.0,0.0,6.0
84b25c7ffffffff,3.0,0.0,2.0
84b25cbffffffff,12.0,0.0,9.0
84b25cdffffffff,52.0,33.0,19.0
84b25d1ffffffff,43.0,35.0,2.0
84b25d5ffffffff,71.0,0.0,59.0
84b25d7ffffffff,9.0,0.0,8.0
84b25d9ffffffff,11.0,8.0,3.0
84b25dbffffffff,6.0,6.0,0.0
84b25ddffffffff,11.0,0.0,8.0
84b25e1ffffffff,19.0,0.0,19.0
84b25e3ffffffff,16.0,0.0,14.0
84b25ebffffffff,5.0,0.0,5.0
84b2613ffffffff,21.0,21.0,0.0
84b2625ffffffff,1.0,0.0,0.0
84b262dffffffff,9.0,0.0,2.0
84b2633ffffffff,2.0,0.0,0.0
84b2667ffffffff,2.0,0.0,2.0
84b2689ffffffff,2.0,1.0,0.0
84b268bffffffff,14.0,11.0,0.0
84b268dffffffff,27.0,26.0,0.0
84b2691ffffffff,17.0,16.0,0.0
84b2693ffffffff,2.0,2.0,0.0
84b2695ffffffff,11.0,11.0,0.0
84b269dffffffff,11.0,11.0,0.0
84b26d1ffffffff,7.0,7.0,0.0
84b26d3ffffffff,2.0,2.0,0.0
84b26d7ffffffff,28.0,21.0,2.0
84b26d9ffffffff,3.0,3.0,0.0
84b26e3ffffffff,2.0,2.0,0.0
84b2701ffffffff,6.0,2.0,4.0
84b2709ffffffff,26.0,10.0,15.0
84b270bffffffff,15.0,8.0,4.0
84b270dffffffff,4.0,0.0,0.0
84b2715ffffffff,3.0,0.0,3.0
84b2719ffffffff,5.0,0.0,0.0
84b271bffffffff,1.0,0.0,0.0
84b271dffffffff,4.0,0.0,4.0
84b2723ffffffff,9.0,0.0,8.0
84b2729ffffffff,2.0,0.0,2.0
84b272bffffffff,3.0,0.0,3.0
84b2741ffffffff,3.0,0.0,3.0
84b2743ffffffff,2.0,0.0,2.0
84b2747ffffffff,3.0,0.0,3.0
84b2749ffffffff,11.0,0.0,8.0
84b274bffffffff,2.0,0.0,0.0
84b2755ffffffff,2.0,0.0,0.0
84b275bffffffff,12.0,0.0,7.0
84b275dffffffff,5.0,0.0,3.0
84b276bffffffff,3.0,0.0,0.0
