cell_id,Lagonosticta larvata,Lagonosticta larvata vinacea,Lagonosticta larvata nigricollis,Lagonosticta larvata larvata
8454527ffffffff,1.0,0.0,0.0,0.0
84545d7ffffffff,1.0,0.0,0.0,0.0
8454f51ffffffff,4.0,0.0,0.0,0.0
8458eb5ffffffff,1.0,0.0,0.0,0.0
8475201ffffffff,3.0,3.0,0.0,0.0
8475207ffffffff,1.0,1.0,0.0,0.0
