cell_id,Troglodytes troglodytes,Troglodytes troglodytes islandicus,Troglodytes troglodytes borealis,Troglodytes troglodytes zetlandicus,Troglodytes troglodytes hebridensis,Troglodytes troglodytes fridariensis,Troglodytes troglodytes hirtensis,Troglodytes troglodytes indigenus,Troglodytes troglodytes [troglodytes Group]
820747fffffffff,651.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82074ffffffffff,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820757fffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82075ffffffffff,218.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820767fffffffff,229.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820777fffffffff,331.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820807fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820817fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82081ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82082ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820837fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820887fffffffff,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82088ffffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
820897fffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
8208a7fffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
8208affffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208b7fffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208c7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8208cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208d7fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8208dffffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8208e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208effffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208f7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820937fffffffff,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82095ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820987fffffffff,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
82098ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
820997fffffffff,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
82099ffffffffff,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
8209a7fffffffff,747.0,0.0,0.0,410.0,0.0,0.0,0.0,3.0,2.0
8209affffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821027fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210c7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821107fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821117fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
82112ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
821137fffffffff,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82118ffffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
8211a7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
8211b7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82148ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8214affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8214cffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82158ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821607fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82160ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821617fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821807fffffffff,381.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
82180ffffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
821827fffffffff,439.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
82182ffffffffff,3651.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.0,0.0
821847fffffffff,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
82184ffffffffff,7375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
82185ffffffffff,2407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821867fffffffff,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
82186ffffffffff,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
821877fffffffff,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,42.0
821907fffffffff,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82190ffffffffff,2406.0,0.0,0.0,0.0,34.0,0.0,0.0,361.0,0.0
82191ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821927fffffffff,120.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,752.0,0.0,0.0,1.0,0.0,39.0,0.0,414.0,0.0
821947fffffffff,15663.0,0.0,0.0,0.0,0.0,0.0,0.0,4536.0,4.0
82194ffffffffff,12967.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.0,341.0
821957fffffffff,4372.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,3.0
82195ffffffffff,11529.0,0.0,0.0,0.0,0.0,0.0,0.0,1544.0,0.0
82196ffffffffff,3798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
821977fffffffff,2618.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0
821e07fffffffff,2348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
821e0ffffffffff,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
821e17fffffffff,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
821e1ffffffffff,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
821e27fffffffff,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
821e2ffffffffff,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
