cell_id,Phalacrocorax carbo,Phalacrocorax carbo carbo,Phalacrocorax carbo novaehollandiae,Phalacrocorax carbo sinensis/hanedae,Phalacrocorax carbo maroccanus,Phalacrocorax carbo lucidus,Phalacrocorax carbo carbo/sinensis
8407433ffffffff,185.0,34.0,0.0,0.0,0.0,0.0,0.0
8407437ffffffff,16.0,4.0,0.0,0.0,0.0,0.0,0.0
840743bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407451ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8407457ffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
840745dffffffff,15.0,6.0,0.0,0.0,0.0,0.0,0.0
8407461ffffffff,13.0,11.0,0.0,0.0,0.0,0.0,0.0
8407465ffffffff,34.0,17.0,0.0,0.0,0.0,0.0,0.0
8407467ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
840746dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84074e9ffffffff,14.0,3.0,0.0,0.0,0.0,0.0,0.0
84074edffffffff,50.0,14.0,0.0,0.0,0.0,0.0,0.0
8407513ffffffff,27.0,4.0,0.0,0.0,0.0,0.0,0.0
8407519ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
840751bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840753bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8407551ffffffff,12.0,4.0,0.0,0.0,0.0,0.0,0.0
8407553ffffffff,9.0,5.0,0.0,0.0,0.0,0.0,0.0
8407559ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
840755bffffffff,26.0,2.0,0.0,0.0,0.0,0.0,0.0
840755dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8407581ffffffff,60.0,2.0,0.0,0.0,0.0,0.0,0.0
8407589ffffffff,80.0,10.0,0.0,0.0,0.0,0.0,0.0
840758dffffffff,75.0,9.0,0.0,0.0,0.0,0.0,0.0
84075a9ffffffff,44.0,9.0,0.0,0.0,0.0,0.0,0.0
84075c1ffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0
84075c3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84075c5ffffffff,15.0,5.0,0.0,0.0,0.0,0.0,0.0
84075c7ffffffff,83.0,16.0,0.0,0.0,0.0,0.0,0.0
84075c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84075cbffffffff,63.0,5.0,0.0,0.0,0.0,0.0,0.0
84075cdffffffff,23.0,2.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,552.0,229.0,0.0,0.0,0.0,0.0,0.0
84075d9ffffffff,178.0,38.0,0.0,0.0,0.0,0.0,0.0
84075ddffffffff,362.0,63.0,0.0,0.0,0.0,0.0,0.0
84075e1ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e5ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
84075e9ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84075ebffffffff,131.0,18.0,0.0,0.0,0.0,0.0,0.0
84075edffffffff,125.0,3.0,0.0,0.0,0.0,0.0,0.0
8407621ffffffff,51.0,39.0,0.0,0.0,0.0,0.0,0.0
8407623ffffffff,49.0,37.0,0.0,0.0,0.0,0.0,0.0
8407625ffffffff,9.0,4.0,0.0,0.0,0.0,0.0,0.0
8407627ffffffff,5.0,4.0,0.0,0.0,0.0,0.0,0.0
8407635ffffffff,53.0,22.0,0.0,0.0,0.0,0.0,0.0
84076a5ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8407703ffffffff,53.0,24.0,0.0,0.0,0.0,0.0,0.0
8407711ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8407715ffffffff,40.0,17.0,0.0,0.0,0.0,0.0,0.0
8407719ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840771dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8407731ffffffff,147.0,94.0,0.0,0.0,0.0,0.0,0.0
8407733ffffffff,353.0,272.0,0.0,0.0,0.0,0.0,0.0
8407739ffffffff,90.0,54.0,0.0,0.0,0.0,0.0,0.0
840773bffffffff,19.0,17.0,0.0,0.0,0.0,0.0,0.0
8407753ffffffff,10.0,3.0,0.0,0.0,0.0,0.0,0.0
8408007ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840802dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408039ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408057ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408063ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408065ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
8408151ffffffff,56.0,1.0,0.0,0.0,0.0,0.0,0.0
8408153ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408159ffffffff,42.0,0.0,0.0,4.0,0.0,0.0,0.0
840815bffffffff,59.0,1.0,0.0,0.0,0.0,0.0,0.0
8408193ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408287ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840829bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84082a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84082b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408305ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408323ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408329ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408333ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8408339ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840833bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408361ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408363ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408365ffffffff,13.0,1.0,0.0,0.0,0.0,0.0,0.0
8408367ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840836dffffffff,16.0,1.0,0.0,0.0,0.0,0.0,0.0
8408805ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408807ffffffff,18.0,2.0,0.0,0.0,0.0,0.0,0.0
8408809ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840880bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
840880dffffffff,47.0,8.0,0.0,0.0,0.0,0.0,0.0
8408821ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408823ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408829ffffffff,18.0,4.0,0.0,0.0,0.0,0.0,0.0
840882bffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
840882dffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8408831ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408835ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
8408837ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
8408839ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840883dffffffff,21.0,1.0,0.0,0.0,0.0,0.0,0.0
8408843ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408845ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408851ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408855ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8408861ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408863ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8408867ffffffff,256.0,5.0,0.0,0.0,0.0,0.0,0.0
8408869ffffffff,56.0,9.0,0.0,0.0,0.0,0.0,0.0
840886bffffffff,104.0,17.0,0.0,0.0,0.0,0.0,0.0
8408889ffffffff,60.0,8.0,0.0,0.0,0.0,0.0,1.0
840888dffffffff,38.0,5.0,0.0,0.0,0.0,0.0,14.0
84088adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84088b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84088d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
84088dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84088e1ffffffff,51.0,2.0,0.0,2.0,0.0,0.0,30.0
84088e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,1.0
84088e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84088edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408901ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840890dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408933ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408937ffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0
8408959ffffffff,103.0,26.0,0.0,0.0,0.0,0.0,0.0
840895bffffffff,66.0,16.0,0.0,0.0,0.0,0.0,0.0
8408961ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8408963ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408965ffffffff,51.0,6.0,0.0,0.0,0.0,0.0,0.0
8408967ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840896bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408985ffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
8408987ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840898bffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
840898dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408991ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408995ffffffff,82.0,0.0,0.0,0.0,0.0,0.0,3.0
8408997ffffffff,196.0,2.0,0.0,2.0,0.0,0.0,28.0
8408999ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840899dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a9ffffffff,181.0,3.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84089adffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b1ffffffff,68.0,3.0,0.0,0.0,0.0,0.0,0.0
84089b7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84089bbffffffff,103.0,3.0,0.0,0.0,0.0,0.0,5.0
84089bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84089c3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84089cbffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d1ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
84089dbffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ddffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e3ffffffff,113.0,11.0,0.0,0.0,0.0,0.0,0.0
84089e5ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e7ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ebffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
84089edffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a45ffffffff,9.0,0.0,0.0,3.0,0.0,0.0,0.0
8408a61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a69ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8408a6dffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
8408a97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ab9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ae3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,12.0,1.0,0.0,0.0,0.0,0.0,0.0
8408b07ffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
8408b09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b0dffffffff,30.0,3.0,0.0,0.0,0.0,0.0,0.0
8408b11ffffffff,48.0,6.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,30.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,15.0,4.0,0.0,0.0,0.0,0.0,0.0
8408b27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b31ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b33ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b37ffffffff,17.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b3bffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b3dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b47ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b51ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b63ffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
8408b67ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,1.0
8408c93ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,18.0,1.0,0.0,1.0,0.0,0.0,0.0
8408d41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d43ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8408d49ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d4bffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8408d51ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d55ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d57ffffffff,16.0,4.0,0.0,0.0,0.0,0.0,1.0
8408d5dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408e9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ec9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ed1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ed3ffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0
8408edbffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f25ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,1.0
8408f29ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f2dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,1.0
8408f63ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84094a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84094b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84094b5ffffffff,15.0,2.0,0.0,0.0,0.0,0.0,0.0
84094b7ffffffff,20.0,7.0,0.0,0.0,0.0,0.0,0.0
8409585ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8409587ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8409591ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409597ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409599ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840959bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840959dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84095a9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84095abffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84095adffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84095b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84095bbffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
8409805ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8409807ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409811ffffffff,24.0,2.0,0.0,0.0,0.0,0.0,0.0
8409817ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409819ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840981bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840981dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,72.0,1.0,0.0,0.0,0.0,0.0,0.0
8409823ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8409825ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8409829ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
840982bffffffff,61.0,6.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
840983bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840983dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409889ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8409897ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409899ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84098bbffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
84098bdffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84098c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84098dbffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0
84098ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,162.0,8.0,0.0,0.0,0.0,0.0,0.0
8409913ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8409917ffffffff,75.0,4.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,344.0,2.0,0.0,2.0,0.0,0.0,0.0
8409935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409937ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,2.0
8409981ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8409983ffffffff,17.0,1.0,0.0,2.0,0.0,0.0,0.0
8409987ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
840998bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,68.0,7.0,0.0,3.0,0.0,0.0,0.0
8409993ffffffff,120.0,13.0,0.0,6.0,0.0,0.0,0.0
8409995ffffffff,38.0,6.0,0.0,0.0,0.0,0.0,0.0
8409997ffffffff,14.0,0.0,0.0,2.0,0.0,0.0,0.0
8409999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84099a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84099a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84099a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,131.0,4.0,0.0,2.0,0.0,0.0,0.0
84099bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84099bdffffffff,38.0,9.0,0.0,0.0,0.0,0.0,0.0
84099cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e9ffffffff,48.0,2.0,0.0,0.0,0.0,0.0,0.0
84099ebffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84099edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a41ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a43ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a45ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,30.0,7.0,0.0,0.0,0.0,0.0,0.0
8409a4dffffffff,6.0,1.0,0.0,0.0,0.0,0.0,0.0
8409a55ffffffff,10.0,3.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,47.0,4.0,0.0,0.0,0.0,0.0,0.0
8409a6bffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8409ab1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409ab3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841081dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410b39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410de5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411015ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411043ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8411053ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411061ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8411069ffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0
841106bffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8411155ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411169ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8411221ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8411227ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411235ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8411249ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411261ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411263ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411265ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,1.0
8411267ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
841126bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841126dffffffff,377.0,5.0,0.0,2.0,0.0,0.0,53.0
8411303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411309ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411311ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411313ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8411345ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411347ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411359ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841135dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411369ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841136bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411549ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
