cell_id,Upupa epops,Upupa epops [epops Group],Upupa epops senegalensis/waibeli,Upupa epops africana
84089adffffffff,2.0,0.0,0.0,0.0
84089ebffffffff,2.0,0.0,0.0,0.0
840a91dffffffff,2.0,0.0,0.0,0.0
840b935ffffffff,2.0,0.0,0.0,0.0
840bb1dffffffff,2.0,0.0,0.0,0.0
8410935ffffffff,1.0,0.0,0.0,0.0
8411811ffffffff,3.0,0.0,0.0,0.0
8411813ffffffff,3.0,0.0,0.0,0.0
84118adffffffff,13.0,0.0,0.0,0.0
84118e1ffffffff,11.0,2.0,0.0,0.0
84118e9ffffffff,3.0,3.0,0.0,0.0
8411ae3ffffffff,2.0,1.0,0.0,0.0
8411b4dffffffff,7.0,0.0,0.0,0.0
8414921ffffffff,2.0,0.0,0.0,0.0
841496bffffffff,2.0,0.0,0.0,0.0
8414ae1ffffffff,2.0,0.0,0.0,0.0
8414ae5ffffffff,57.0,0.0,0.0,0.0
8415901ffffffff,6.0,0.0,0.0,0.0
8415903ffffffff,5.0,0.0,0.0,0.0
8415909ffffffff,2.0,2.0,0.0,0.0
8415913ffffffff,4.0,0.0,0.0,0.0
8415915ffffffff,2.0,0.0,0.0,0.0
8415917ffffffff,1.0,0.0,0.0,0.0
8415927ffffffff,8.0,0.0,0.0,0.0
8415929ffffffff,20.0,0.0,0.0,0.0
841592bffffffff,22.0,0.0,0.0,0.0
8415939ffffffff,2.0,2.0,0.0,0.0
8415953ffffffff,1.0,1.0,0.0,0.0
841598bffffffff,1.0,0.0,0.0,0.0
84159c5ffffffff,1.0,0.0,0.0,0.0
84159e9ffffffff,2.0,2.0,0.0,0.0
8415b07ffffffff,22.0,0.0,0.0,0.0
8415b39ffffffff,1.0,0.0,0.0,0.0
8415b65ffffffff,3.0,0.0,0.0,0.0
8418443ffffffff,4.0,0.0,0.0,0.0
8418447ffffffff,2.0,0.0,0.0,0.0
8418457ffffffff,2.0,0.0,0.0,0.0
841845dffffffff,2.0,0.0,0.0,0.0
8418491ffffffff,6.0,0.0,0.0,0.0
8418493ffffffff,8.0,1.0,0.0,0.0
8418495ffffffff,145.0,0.0,0.0,0.0
8418497ffffffff,6.0,0.0,0.0,0.0
841849dffffffff,8.0,0.0,0.0,0.0
84184a3ffffffff,1.0,0.0,0.0,0.0
84184b1ffffffff,9.0,0.0,0.0,0.0
84184b3ffffffff,10.0,0.0,0.0,0.0
84184b5ffffffff,5.0,0.0,0.0,0.0
84184b7ffffffff,18.0,0.0,0.0,0.0
84184bbffffffff,14.0,0.0,0.0,0.0
84184bdffffffff,16.0,0.0,0.0,0.0
84184c3ffffffff,2.0,0.0,0.0,0.0
84184c9ffffffff,2.0,0.0,0.0,0.0
84184d5ffffffff,1.0,0.0,0.0,0.0
84184d9ffffffff,6.0,2.0,0.0,0.0
84184ddffffffff,6.0,0.0,0.0,0.0
8418597ffffffff,2.0,0.0,0.0,0.0
84185b1ffffffff,1.0,0.0,0.0,0.0
84185b5ffffffff,2.0,0.0,0.0,0.0
84185bbffffffff,4.0,0.0,0.0,0.0
8418633ffffffff,4.0,0.0,0.0,0.0
8418685ffffffff,10.0,0.0,0.0,0.0
8418687ffffffff,4.0,0.0,0.0,0.0
8418691ffffffff,2.0,0.0,0.0,0.0
8418695ffffffff,4.0,0.0,0.0,0.0
8418697ffffffff,4.0,0.0,0.0,0.0
84186a1ffffffff,11.0,0.0,0.0,0.0
84186a5ffffffff,6.0,0.0,0.0,0.0
84186a7ffffffff,15.0,2.0,0.0,0.0
84186a9ffffffff,2.0,0.0,0.0,0.0
84186abffffffff,3.0,2.0,0.0,0.0
84186adffffffff,1.0,0.0,0.0,0.0
84186b1ffffffff,2.0,0.0,0.0,0.0
84186b3ffffffff,4.0,0.0,0.0,0.0
84186bdffffffff,1.0,0.0,0.0,0.0
84186c3ffffffff,16.0,0.0,0.0,0.0
84186c7ffffffff,3.0,0.0,0.0,0.0
84186c9ffffffff,28.0,0.0,0.0,0.0
84186cbffffffff,1.0,0.0,0.0,0.0
84186cdffffffff,2.0,0.0,0.0,0.0
84186d1ffffffff,6.0,6.0,0.0,0.0
84186dbffffffff,1.0,1.0,0.0,0.0
84186e5ffffffff,1.0,0.0,0.0,0.0
84186e7ffffffff,1.0,0.0,0.0,0.0
84186ebffffffff,2.0,0.0,0.0,0.0
8418729ffffffff,1.0,1.0,0.0,0.0
8418763ffffffff,1.0,1.0,0.0,0.0
841e009ffffffff,1.0,0.0,0.0,0.0
841e013ffffffff,8.0,0.0,0.0,0.0
841e021ffffffff,1.0,0.0,0.0,0.0
841e023ffffffff,34.0,5.0,0.0,0.0
841e025ffffffff,42.0,3.0,0.0,0.0
841e027ffffffff,2.0,0.0,0.0,0.0
841e029ffffffff,7.0,0.0,0.0,0.0
841e02dffffffff,171.0,35.0,0.0,0.0
841e031ffffffff,8.0,0.0,0.0,0.0
841e033ffffffff,1.0,0.0,0.0,0.0
841e035ffffffff,6.0,2.0,0.0,0.0
841e037ffffffff,17.0,2.0,0.0,0.0
841e039ffffffff,2.0,0.0,0.0,0.0
841e041ffffffff,6.0,0.0,0.0,0.0
841e043ffffffff,2.0,0.0,0.0,0.0
841e045ffffffff,12.0,0.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0,0.0
841e055ffffffff,3.0,0.0,0.0,0.0
841e059ffffffff,6.0,0.0,0.0,0.0
841e05bffffffff,3.0,0.0,0.0,0.0
841e061ffffffff,28.0,2.0,0.0,0.0
841e063ffffffff,10.0,0.0,0.0,0.0
841e067ffffffff,20.0,0.0,0.0,0.0
841e069ffffffff,15.0,0.0,0.0,0.0
841e06bffffffff,20.0,0.0,0.0,0.0
841e06dffffffff,18.0,0.0,0.0,0.0
841e085ffffffff,182.0,1.0,0.0,0.0
841e08dffffffff,29.0,0.0,0.0,0.0
841e0a1ffffffff,5.0,0.0,0.0,0.0
841e0a5ffffffff,2.0,0.0,0.0,0.0
841e0a9ffffffff,507.0,0.0,0.0,0.0
841e0adffffffff,8.0,3.0,0.0,0.0
841e0c3ffffffff,61.0,0.0,0.0,0.0
841e0c5ffffffff,17.0,0.0,0.0,0.0
841e0c7ffffffff,53.0,0.0,0.0,0.0
841e0d1ffffffff,1.0,0.0,0.0,0.0
841e0e1ffffffff,6.0,6.0,0.0,0.0
841e0e3ffffffff,29.0,0.0,0.0,0.0
841e0e5ffffffff,2.0,0.0,0.0,0.0
841e0e7ffffffff,138.0,13.0,0.0,0.0
841e0e9ffffffff,12.0,0.0,0.0,0.0
841e0ebffffffff,31.0,0.0,0.0,0.0
841e0edffffffff,5.0,0.0,0.0,0.0
841e10bffffffff,4.0,0.0,0.0,0.0
841e113ffffffff,1.0,0.0,0.0,0.0
841e115ffffffff,2.0,0.0,0.0,0.0
841e11bffffffff,2.0,0.0,0.0,0.0
841e121ffffffff,16.0,0.0,0.0,0.0
841e123ffffffff,5.0,0.0,0.0,0.0
841e125ffffffff,39.0,0.0,0.0,0.0
841e129ffffffff,6.0,0.0,0.0,0.0
841e12bffffffff,2.0,0.0,0.0,0.0
841e12dffffffff,11.0,2.0,0.0,0.0
841e131ffffffff,2.0,0.0,0.0,0.0
841e13bffffffff,8.0,0.0,0.0,0.0
841e153ffffffff,24.0,4.0,0.0,0.0
841e15bffffffff,2.0,0.0,0.0,0.0
841e163ffffffff,2.0,0.0,0.0,0.0
841e185ffffffff,2.0,0.0,0.0,0.0
841e18bffffffff,3.0,0.0,0.0,0.0
841e195ffffffff,4.0,0.0,0.0,0.0
841e199ffffffff,2.0,0.0,0.0,0.0
841e19dffffffff,28.0,0.0,0.0,0.0
841e1b1ffffffff,2.0,0.0,0.0,0.0
841e1b3ffffffff,61.0,0.0,0.0,0.0
841e1b9ffffffff,17.0,0.0,0.0,0.0
841e1bbffffffff,22.0,0.0,0.0,0.0
841e1c1ffffffff,5.0,0.0,0.0,0.0
841e1c3ffffffff,2.0,2.0,0.0,0.0
841e1c7ffffffff,2.0,2.0,0.0,0.0
841e1c9ffffffff,2.0,0.0,0.0,0.0
841e1cbffffffff,54.0,0.0,0.0,0.0
841e1cdffffffff,6.0,0.0,0.0,0.0
841e1d1ffffffff,26.0,0.0,0.0,0.0
841e1d5ffffffff,20.0,6.0,0.0,0.0
841e1d7ffffffff,16.0,0.0,0.0,0.0
841e1d9ffffffff,2.0,0.0,0.0,0.0
841e1ddffffffff,134.0,4.0,0.0,0.0
841e1e7ffffffff,4.0,0.0,0.0,0.0
841e1e9ffffffff,1.0,0.0,0.0,0.0
841e1edffffffff,1.0,0.0,0.0,0.0
841e201ffffffff,1.0,0.0,0.0,0.0
841e207ffffffff,2.0,0.0,0.0,0.0
841e20dffffffff,11.0,0.0,0.0,0.0
841e219ffffffff,6.0,0.0,0.0,0.0
841e21dffffffff,5.0,0.0,0.0,0.0
841e225ffffffff,6.0,0.0,0.0,0.0
841e22dffffffff,4.0,0.0,0.0,0.0
841e233ffffffff,1.0,0.0,0.0,0.0
841e235ffffffff,2.0,0.0,0.0,0.0
841e239ffffffff,3.0,0.0,0.0,0.0
841e23bffffffff,2.0,0.0,0.0,0.0
841e23dffffffff,9.0,0.0,0.0,0.0
841e247ffffffff,2.0,0.0,0.0,0.0
841e253ffffffff,2.0,0.0,0.0,0.0
841e257ffffffff,7.0,0.0,0.0,0.0
841e25dffffffff,3.0,0.0,0.0,0.0
841e281ffffffff,6.0,0.0,0.0,0.0
841e28dffffffff,2.0,0.0,0.0,0.0
841e293ffffffff,18.0,0.0,0.0,0.0
841e297ffffffff,4.0,0.0,0.0,0.0
841e299ffffffff,1.0,0.0,0.0,0.0
841e29dffffffff,2.0,0.0,0.0,0.0
841e2a9ffffffff,6.0,0.0,0.0,0.0
841e2adffffffff,2.0,0.0,0.0,0.0
841e2b5ffffffff,2.0,0.0,0.0,0.0
841e2bbffffffff,5.0,0.0,0.0,0.0
841e2bdffffffff,1.0,0.0,0.0,0.0
841e2c1ffffffff,1.0,0.0,0.0,0.0
841e2d1ffffffff,1.0,0.0,0.0,0.0
841e2d3ffffffff,9.0,0.0,0.0,0.0
841e2e3ffffffff,14.0,0.0,0.0,0.0
841e2e5ffffffff,4.0,0.0,0.0,0.0
841e2e7ffffffff,13.0,0.0,0.0,0.0
841e2ebffffffff,2.0,0.0,0.0,0.0
841e2edffffffff,4.0,0.0,0.0,0.0
841e301ffffffff,2.0,0.0,0.0,0.0
841e307ffffffff,4.0,0.0,0.0,0.0
841e309ffffffff,1.0,0.0,0.0,0.0
841e30bffffffff,2.0,0.0,0.0,0.0
841e30dffffffff,7.0,0.0,0.0,0.0
841e319ffffffff,2.0,0.0,0.0,0.0
841e329ffffffff,2.0,0.0,0.0,0.0
841e333ffffffff,1.0,0.0,0.0,0.0
841e339ffffffff,13.0,0.0,0.0,0.0
841e341ffffffff,4.0,0.0,0.0,0.0
841e34bffffffff,16.0,0.0,0.0,0.0
841e34dffffffff,2.0,0.0,0.0,0.0
841e351ffffffff,18.0,0.0,0.0,0.0
841e353ffffffff,3.0,0.0,0.0,0.0
841e355ffffffff,9.0,0.0,0.0,0.0
841e357ffffffff,5.0,0.0,0.0,0.0
841e359ffffffff,10.0,0.0,0.0,0.0
841e35dffffffff,2.0,0.0,0.0,0.0
841e367ffffffff,2.0,0.0,0.0,0.0
841e36bffffffff,2.0,0.0,0.0,0.0
841e421ffffffff,13.0,0.0,0.0,0.0
841e425ffffffff,10.0,0.0,0.0,0.0
841e427ffffffff,29.0,0.0,0.0,0.0
841e429ffffffff,4.0,0.0,0.0,0.0
841e42dffffffff,6.0,0.0,0.0,0.0
841e437ffffffff,3.0,0.0,0.0,0.0
841e467ffffffff,2.0,0.0,0.0,0.0
841e497ffffffff,2.0,0.0,0.0,0.0
841e4a3ffffffff,2.0,0.0,0.0,0.0
841e4adffffffff,4.0,0.0,0.0,0.0
841e4b1ffffffff,5.0,0.0,0.0,0.0
841e4bbffffffff,7.0,0.0,0.0,0.0
841e4bdffffffff,4.0,0.0,0.0,0.0
841e4c1ffffffff,2.0,0.0,0.0,0.0
841e4c3ffffffff,2.0,0.0,0.0,0.0
841e4d1ffffffff,4.0,0.0,0.0,0.0
841e4d3ffffffff,4.0,0.0,0.0,0.0
841e4d9ffffffff,10.0,0.0,0.0,0.0
841e4dbffffffff,1.0,0.0,0.0,0.0
841e511ffffffff,2.0,0.0,0.0,0.0
841e513ffffffff,99.0,0.0,0.0,0.0
841e517ffffffff,14.0,0.0,0.0,0.0
841e519ffffffff,26.0,0.0,0.0,0.0
841e51bffffffff,13.0,0.0,0.0,0.0
841e529ffffffff,3.0,0.0,0.0,0.0
841e537ffffffff,1.0,1.0,0.0,0.0
841e551ffffffff,3.0,0.0,0.0,0.0
841e553ffffffff,15.0,0.0,0.0,0.0
841e557ffffffff,4.0,0.0,0.0,0.0
841e559ffffffff,7.0,0.0,0.0,0.0
841e585ffffffff,2.0,0.0,0.0,0.0
841e589ffffffff,1.0,0.0,0.0,0.0
841e58dffffffff,10.0,0.0,0.0,0.0
841e593ffffffff,2.0,0.0,0.0,0.0
841e5a1ffffffff,3.0,0.0,0.0,0.0
841e5a5ffffffff,44.0,0.0,0.0,0.0
841e5a9ffffffff,67.0,6.0,0.0,0.0
841e5adffffffff,43.0,2.0,0.0,0.0
841e5c1ffffffff,13.0,0.0,0.0,0.0
841e5c3ffffffff,10.0,0.0,0.0,0.0
841e5c5ffffffff,8.0,0.0,0.0,0.0
841e5c7ffffffff,1.0,0.0,0.0,0.0
841e5c9ffffffff,10.0,0.0,0.0,0.0
841e5cdffffffff,39.0,0.0,0.0,0.0
841e5d1ffffffff,8.0,0.0,0.0,0.0
841e5d3ffffffff,2.0,0.0,0.0,0.0
841e5d5ffffffff,2.0,0.0,0.0,0.0
841e5d9ffffffff,32.0,0.0,0.0,0.0
841e5dbffffffff,7.0,0.0,0.0,0.0
841e5ddffffffff,5.0,0.0,0.0,0.0
841e5e1ffffffff,4.0,0.0,0.0,0.0
841e5e3ffffffff,34.0,18.0,0.0,0.0
841e5e5ffffffff,29.0,0.0,0.0,0.0
