cell_id,Troglodytes aedon,Troglodytes aedon [aedon Group],Troglodytes aedon [brunneicollis Group]
832a36fffffffff,42.0,2.0,0.0
832a4cfffffffff,5.0,0.0,0.0
832a80fffffffff,1.0,0.0,0.0
832a81fffffffff,3.0,2.0,0.0
832a82fffffffff,1.0,0.0,0.0
832a84fffffffff,16.0,2.0,0.0
832a85fffffffff,8.0,4.0,0.0
832a86fffffffff,3.0,0.0,0.0
832a88fffffffff,13.0,0.0,0.0
832a89fffffffff,27.0,0.0,0.0
832a8afffffffff,4.0,0.0,0.0
832a8bfffffffff,17.0,0.0,0.0
832a8cfffffffff,19.0,0.0,0.0
832a8dfffffffff,57.0,3.0,0.0
832a8efffffffff,3.0,0.0,0.0
832a90fffffffff,1.0,0.0,0.0
832a91fffffffff,1.0,0.0,0.0
832a92fffffffff,1.0,0.0,0.0
832a93fffffffff,6.0,0.0,0.0
832a95fffffffff,8.0,0.0,0.0
832a98fffffffff,7.0,0.0,0.0
832a99fffffffff,3.0,0.0,0.0
832a9afffffffff,10.0,0.0,0.0
832a9bfffffffff,4.0,0.0,0.0
832a9cfffffffff,5.0,2.0,0.0
832aa1fffffffff,37.0,7.0,0.0
832aa2fffffffff,4.0,0.0,0.0
832aa3fffffffff,16.0,0.0,0.0
832aa4fffffffff,37.0,12.0,0.0
832aa5fffffffff,2.0,2.0,0.0
832aa6fffffffff,5.0,2.0,0.0
832aa8fffffffff,209.0,29.0,0.0
832aa9fffffffff,120.0,38.0,0.0
832aaafffffffff,111.0,26.0,0.0
832aabfffffffff,42.0,2.0,0.0
832aacfffffffff,3255.0,318.0,0.0
832aadfffffffff,105.0,10.0,0.0
832aaefffffffff,61.0,1.0,0.0
832ab0fffffffff,26.0,0.0,0.0
832ab1fffffffff,5.0,4.0,0.0
832ab2fffffffff,398.0,7.0,0.0
832ab3fffffffff,5.0,0.0,0.0
832ab4fffffffff,86.0,11.0,0.0
832ab5fffffffff,367.0,285.0,0.0
832ab6fffffffff,7.0,0.0,0.0
832ad0fffffffff,2.0,0.0,0.0
832ad3fffffffff,5.0,2.0,0.0
832ad4fffffffff,3.0,0.0,0.0
832ad5fffffffff,5.0,0.0,0.0
832ad6fffffffff,35.0,6.0,0.0
832af0fffffffff,7.0,3.0,0.0
832af2fffffffff,4.0,0.0,0.0
832af3fffffffff,12.0,0.0,0.0
832af6fffffffff,13.0,4.0,0.0
832b00fffffffff,18.0,0.0,0.0
832b01fffffffff,10.0,0.0,0.0
832b03fffffffff,26.0,4.0,0.0
832b06fffffffff,1.0,0.0,0.0
832b0afffffffff,54.0,0.0,0.0
832b0cfffffffff,20.0,0.0,0.0
832b0efffffffff,2.0,0.0,0.0
832b10fffffffff,6.0,0.0,0.0
832b11fffffffff,8.0,0.0,0.0
832b12fffffffff,20.0,0.0,0.0
832b14fffffffff,4.0,0.0,0.0
832b16fffffffff,44.0,0.0,0.0
832b18fffffffff,24.0,0.0,0.0
832b19fffffffff,13.0,0.0,0.0
832b1afffffffff,8.0,1.0,0.0
832b1cfffffffff,30.0,0.0,0.0
832b1dfffffffff,8.0,0.0,0.0
832b1efffffffff,4.0,0.0,0.0
832b30fffffffff,2.0,0.0,0.0
832b80fffffffff,5.0,0.0,0.0
832b81fffffffff,26.0,8.0,0.0
832b82fffffffff,5.0,0.0,0.0
832b83fffffffff,48.0,29.0,0.0
832b88fffffffff,12.0,0.0,0.0
832b89fffffffff,85.0,0.0,0.0
832b8afffffffff,44.0,20.0,0.0
832b8bfffffffff,6.0,0.0,0.0
832b8cfffffffff,29.0,0.0,0.0
832b8dfffffffff,27.0,0.0,0.0
832b8efffffffff,71.0,4.0,0.0
832b90fffffffff,2.0,0.0,0.0
832b91fffffffff,20.0,2.0,0.0
832b93fffffffff,9.0,1.0,0.0
832b94fffffffff,11.0,0.0,0.0
832b98fffffffff,77.0,7.0,0.0
832b99fffffffff,20.0,3.0,0.0
832b9afffffffff,8.0,2.0,0.0
832b9bfffffffff,87.0,2.0,0.0
832b9cfffffffff,29.0,0.0,0.0
832b9dfffffffff,497.0,69.0,0.0
832b9efffffffff,57.0,0.0,0.0
832ba0fffffffff,12.0,0.0,0.0
832ba5fffffffff,16.0,0.0,0.0
832ba8fffffffff,35.0,22.0,0.0
832ba9fffffffff,1.0,0.0,0.0
832baafffffffff,249.0,3.0,0.0
832babfffffffff,15.0,1.0,0.0
832bacfffffffff,23.0,0.0,0.0
832baefffffffff,1.0,0.0,0.0
832bb2fffffffff,2.0,0.0,0.0
832bb3fffffffff,2.0,0.0,0.0
834412fffffffff,2.0,0.0,0.0
834413fffffffff,3.0,0.0,0.0
83441afffffffff,84.0,56.0,0.0
83441efffffffff,29.0,2.0,0.0
834440fffffffff,82.0,0.0,0.0
834441fffffffff,1.0,0.0,0.0
834442fffffffff,16.0,0.0,0.0
834443fffffffff,3.0,0.0,0.0
834444fffffffff,14.0,0.0,0.0
834445fffffffff,14.0,0.0,0.0
834446fffffffff,11.0,0.0,0.0
834448fffffffff,2.0,0.0,0.0
834449fffffffff,2.0,0.0,0.0
83444afffffffff,5.0,0.0,0.0
83444cfffffffff,17.0,0.0,0.0
83444dfffffffff,1.0,0.0,0.0
834450fffffffff,46.0,0.0,0.0
834451fffffffff,6.0,0.0,0.0
834452fffffffff,3.0,0.0,0.0
834455fffffffff,61.0,0.0,0.0
834456fffffffff,5.0,0.0,0.0
83445bfffffffff,2.0,0.0,0.0
834463fffffffff,3.0,0.0,0.0
83446afffffffff,26.0,0.0,0.0
83446cfffffffff,2.0,0.0,0.0
83446dfffffffff,15.0,5.0,0.0
83446efffffffff,19.0,0.0,0.0
834471fffffffff,4.0,0.0,0.0
834473fffffffff,3.0,0.0,0.0
834480fffffffff,1.0,0.0,0.0
8344a1fffffffff,4.0,1.0,0.0
8344a5fffffffff,3.0,0.0,0.0
8344a8fffffffff,2.0,2.0,0.0
8344a9fffffffff,19.0,0.0,0.0
8344abfffffffff,6.0,0.0,0.0
8344acfffffffff,5.0,0.0,0.0
8344adfffffffff,3.0,0.0,0.0
8344c0fffffffff,13.0,0.0,0.0
8344c1fffffffff,15.0,1.0,0.0
8344c2fffffffff,14.0,0.0,0.0
8344c3fffffffff,29.0,0.0,0.0
8344c5fffffffff,4.0,2.0,0.0
8344c6fffffffff,3.0,0.0,0.0
8344c8fffffffff,73.0,0.0,0.0
8344c9fffffffff,12.0,0.0,0.0
8344cafffffffff,34.0,2.0,0.0
8344cbfffffffff,9.0,4.0,0.0
8344ccfffffffff,4.0,0.0,0.0
8344cdfffffffff,44.0,0.0,0.0
8344cefffffffff,61.0,2.0,0.0
8344d0fffffffff,1.0,0.0,0.0
8344d1fffffffff,11.0,0.0,0.0
8344d3fffffffff,3.0,0.0,0.0
8344d5fffffffff,46.0,0.0,0.0
8344d8fffffffff,49.0,7.0,0.0
8344d9fffffffff,35.0,12.0,0.0
8344dafffffffff,31.0,0.0,0.0
8344dbfffffffff,15.0,3.0,0.0
8344dcfffffffff,13.0,0.0,0.0
8344ddfffffffff,43.0,0.0,0.0
8344defffffffff,4.0,0.0,0.0
8344e2fffffffff,6.0,0.0,0.0
8344e3fffffffff,8.0,0.0,0.0
8344e4fffffffff,3.0,0.0,0.0
8344e5fffffffff,6.0,0.0,0.0
8344e8fffffffff,2.0,0.0,0.0
8344eafffffffff,3.0,0.0,0.0
8344ecfffffffff,2.0,0.0,0.0
8344edfffffffff,11.0,0.0,0.0
8344eefffffffff,10.0,0.0,0.0
8344f0fffffffff,23.0,4.0,0.0
8344f3fffffffff,9.0,0.0,0.0
8344f4fffffffff,39.0,1.0,0.0
8344f6fffffffff,4.0,0.0,0.0
834805fffffffff,1.0,0.0,0.0
83480afffffffff,3.0,3.0,0.0
834810fffffffff,1.0,1.0,0.0
834814fffffffff,6.0,0.0,6.0
834823fffffffff,2.0,0.0,0.0
834833fffffffff,26.0,11.0,14.0
834836fffffffff,6.0,4.0,2.0
834843fffffffff,3.0,0.0,0.0
83484afffffffff,11.0,10.0,0.0
834858fffffffff,2.0,0.0,0.0
834859fffffffff,5.0,3.0,0.0
83485bfffffffff,46.0,4.0,0.0
83485dfffffffff,9.0,0.0,0.0
83485efffffffff,2.0,2.0,0.0
834880fffffffff,2.0,0.0,0.0
834883fffffffff,2.0,0.0,0.0
83488afffffffff,3.0,3.0,0.0
83488bfffffffff,14.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0
834890fffffffff,1.0,0.0,0.0
834892fffffffff,4.0,0.0,0.0
834893fffffffff,10.0,0.0,0.0
834898fffffffff,8.0,0.0,0.0
83489afffffffff,6.0,0.0,0.0
83489cfffffffff,19.0,0.0,0.0
83489dfffffffff,4.0,0.0,0.0
83489efffffffff,6.0,2.0,0.0
8348a2fffffffff,9.0,3.0,6.0
8348abfffffffff,4.0,0.0,2.0
8348b1fffffffff,9.0,0.0,0.0
8348b2fffffffff,6.0,0.0,0.0
8348b3fffffffff,30.0,3.0,0.0
8348c1fffffffff,11.0,0.0,0.0
8348c2fffffffff,2.0,0.0,0.0
8348c3fffffffff,2.0,0.0,0.0
8348c5fffffffff,49.0,0.0,23.0
8348c6fffffffff,2.0,0.0,0.0
8348c8fffffffff,11.0,2.0,0.0
8348ccfffffffff,8.0,0.0,0.0
8348cdfffffffff,87.0,36.0,0.0
8348cefffffffff,10.0,0.0,0.0
8348d1fffffffff,2.0,0.0,0.0
8348d2fffffffff,11.0,2.0,0.0
8348d3fffffffff,5.0,0.0,0.0
8348d4fffffffff,11.0,5.0,0.0
8348d5fffffffff,2.0,0.0,0.0
8348d8fffffffff,24.0,2.0,0.0
8348dafffffffff,15.0,0.0,0.0
8348dbfffffffff,2.0,2.0,0.0
8348defffffffff,8.0,0.0,0.0
8348e3fffffffff,8.0,0.0,0.0
8348e4fffffffff,1.0,0.0,1.0
8348e8fffffffff,166.0,78.0,0.0
8348e9fffffffff,24.0,6.0,0.0
8348eafffffffff,51.0,5.0,4.0
8348ebfffffffff,43.0,9.0,0.0
8348ecfffffffff,40.0,3.0,0.0
8348edfffffffff,2.0,2.0,0.0
8348eefffffffff,151.0,2.0,83.0
8348f2fffffffff,33.0,2.0,0.0
8348f6fffffffff,4.0,2.0,0.0
834908fffffffff,1.0,1.0,0.0
834980fffffffff,1.0,1.0,0.0
834986fffffffff,1.0,1.0,0.0
834990fffffffff,5.0,0.0,0.0
834991fffffffff,1.0,0.0,1.0
834992fffffffff,1.0,1.0,0.0
834994fffffffff,6.0,0.0,0.0
834995fffffffff,21.0,1.0,11.0
834996fffffffff,57.0,14.0,31.0
834998fffffffff,7.0,7.0,0.0
83499cfffffffff,9.0,0.0,8.0
8349a8fffffffff,11.0,1.0,6.0
8349aafffffffff,6.0,3.0,3.0
8349abfffffffff,4.0,0.0,0.0
8349b1fffffffff,13.0,7.0,6.0
8349b3fffffffff,4.0,2.0,2.0
836d30fffffffff,3.0,2.0,1.0
836d32fffffffff,11.0,8.0,1.0
836d33fffffffff,2.0,0.0,0.0
836d34fffffffff,4.0,4.0,0.0
836d36fffffffff,4.0,2.0,0.0
