cell_id,Zimmerius chrysops,Zimmerius chrysops minimus/cumanensis,Zimmerius chrysops chrysops
82660ffffffffff,7.0,0.0,0.0
82661ffffffffff,14.0,0.0,0.0
826627fffffffff,2.0,0.0,0.0
8266d7fffffffff,27.0,0.0,0.0
8266dffffffffff,4.0,0.0,2.0
8266e7fffffffff,36.0,0.0,2.0
8266f7fffffffff,6.0,0.0,0.0
82675ffffffffff,13.0,0.0,0.0
828f77fffffffff,1.0,0.0,0.0
