cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
848b2c9ffffffff,3.0,0.0,0.0,0.0
848b61bffffffff,2.0,0.0,0.0,2.0
848e621ffffffff,1.0,0.0,1.0,0.0
848e62dffffffff,1.0,0.0,0.0,0.0
848f2ddffffffff,1.0,0.0,0.0,0.0
848f505ffffffff,25.0,5.0,0.0,0.0
848f559ffffffff,3.0,0.0,3.0,0.0
84a8115ffffffff,5.0,0.0,0.0,0.0
84a8127ffffffff,5.0,0.0,0.0,3.0
84a81edffffffff,1.0,0.0,0.0,0.0
84a9057ffffffff,4.0,0.0,0.0,4.0
84a9213ffffffff,3.0,0.0,0.0,0.0
84a92c5ffffffff,1.0,0.0,0.0,0.0
84a92e9ffffffff,1.0,0.0,0.0,1.0
84a9407ffffffff,2.0,0.0,0.0,0.0
84a9413ffffffff,4.0,0.0,0.0,0.0
84a9427ffffffff,3.0,0.0,0.0,0.0
84a9461ffffffff,1.0,0.0,0.0,0.0
84a9465ffffffff,25.0,0.0,0.0,0.0
84a94c7ffffffff,3.0,0.0,0.0,0.0
84a94e1ffffffff,2.0,0.0,0.0,0.0
84a9611ffffffff,4.0,0.0,0.0,0.0
84a9613ffffffff,16.0,0.0,0.0,0.0
84a9617ffffffff,6.0,0.0,0.0,0.0
84a9619ffffffff,6.0,0.0,0.0,0.0
84a9623ffffffff,1.0,0.0,0.0,0.0
84a962dffffffff,2.0,0.0,0.0,0.0
84a9653ffffffff,7.0,0.0,0.0,0.0
84a96a5ffffffff,2.0,0.0,0.0,0.0
84a96d3ffffffff,4.0,0.0,0.0,0.0
84a96d9ffffffff,3.0,0.0,0.0,0.0
84b2015ffffffff,2.0,0.0,0.0,0.0
84b2191ffffffff,6.0,0.0,0.0,0.0
84b2223ffffffff,1.0,0.0,0.0,0.0
84b2247ffffffff,6.0,0.0,0.0,0.0
84b2261ffffffff,4.0,0.0,0.0,0.0
84b2269ffffffff,2.0,0.0,0.0,0.0
84b226bffffffff,22.0,0.0,0.0,0.0
84b248bffffffff,70.0,0.0,0.0,0.0
84b2491ffffffff,1.0,0.0,0.0,0.0
84b2493ffffffff,1.0,0.0,0.0,0.0
84b2495ffffffff,4.0,0.0,0.0,0.0
84b2497ffffffff,4.0,0.0,0.0,0.0
84b2499ffffffff,19.0,0.0,0.0,0.0
84b249bffffffff,1.0,0.0,0.0,0.0
84b249dffffffff,34.0,0.0,0.0,0.0
84b24a7ffffffff,1.0,0.0,0.0,0.0
84b24a9ffffffff,2.0,0.0,0.0,0.0
84b24b3ffffffff,4.0,0.0,0.0,0.0
84b24b9ffffffff,8.0,0.0,0.0,0.0
84b24bbffffffff,4.0,0.0,0.0,0.0
84b24d1ffffffff,235.0,0.0,0.0,0.0
84b24d3ffffffff,39.0,0.0,0.0,0.0
84b24d5ffffffff,7.0,0.0,0.0,0.0
84b24d7ffffffff,26.0,0.0,0.0,0.0
84b24d9ffffffff,25.0,0.0,0.0,0.0
84b24dbffffffff,147.0,0.0,0.0,0.0
84b24ddffffffff,4.0,0.0,0.0,0.0
84b24e3ffffffff,2.0,0.0,0.0,0.0
84b24e5ffffffff,3.0,0.0,0.0,0.0
84b259bffffffff,3.0,0.0,0.0,2.0
84b259dffffffff,3.0,0.0,0.0,0.0
84b25b9ffffffff,6.0,0.0,0.0,0.0
84b25cdffffffff,6.0,0.0,0.0,0.0
84b25d5ffffffff,3.0,0.0,0.0,3.0
84b2613ffffffff,10.0,0.0,0.0,0.0
84b2681ffffffff,4.0,0.0,0.0,0.0
84b2683ffffffff,1.0,0.0,0.0,0.0
84b2687ffffffff,2.0,0.0,0.0,0.0
84b2689ffffffff,10.0,0.0,0.0,0.0
84b268bffffffff,8.0,0.0,0.0,0.0
84b2691ffffffff,18.0,0.0,0.0,0.0
84b2693ffffffff,26.0,0.0,0.0,0.0
84b269bffffffff,6.0,0.0,0.0,0.0
84b269dffffffff,2.0,0.0,0.0,0.0
84b26b1ffffffff,2.0,0.0,0.0,0.0
84b26b3ffffffff,13.0,0.0,0.0,0.0
84b26b9ffffffff,4.0,0.0,0.0,0.0
84b26bbffffffff,2.0,0.0,0.0,0.0
84b26bdffffffff,19.0,0.0,0.0,0.0
84b26c3ffffffff,4.0,0.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0,0.0
84b26c7ffffffff,2.0,0.0,0.0,0.0
84b26c9ffffffff,2.0,0.0,0.0,0.0
84b26d7ffffffff,7.0,0.0,0.0,0.0
84b26ddffffffff,5.0,0.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0,0.0
84b2749ffffffff,2.0,0.0,0.0,0.0
84b2c09ffffffff,2.0,0.0,0.0,0.0
84b2c0dffffffff,83.0,0.0,0.0,60.0
84b2c15ffffffff,7.0,0.0,0.0,0.0
84b2c2bffffffff,8.0,0.0,0.0,0.0
84b2c31ffffffff,1.0,0.0,0.0,0.0
84b2c35ffffffff,10.0,0.0,0.0,0.0
84b2c41ffffffff,23.0,0.0,0.0,18.0
84b2c43ffffffff,2.0,0.0,0.0,0.0
84b2c47ffffffff,22.0,0.0,0.0,22.0
84b2c49ffffffff,13.0,0.0,0.0,13.0
84b2c4dffffffff,7.0,0.0,0.0,7.0
84b2c55ffffffff,10.0,0.0,0.0,3.0
84b2c5dffffffff,5.0,0.0,0.0,0.0
84b2dd9ffffffff,4.0,0.0,0.0,0.0
84b2e27ffffffff,21.0,0.0,0.0,1.0
84b2e2dffffffff,8.0,0.0,0.0,0.0
84b2e35ffffffff,2.0,0.0,0.0,0.0
84b2e47ffffffff,4.0,0.0,0.0,0.0
84b2e85ffffffff,4.0,0.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0,0.0
84b2ec5ffffffff,2.0,0.0,0.0,2.0
84b30adffffffff,1.0,0.0,0.0,0.0
84b30b5ffffffff,2.0,0.0,0.0,0.0
84b3203ffffffff,2.0,0.0,0.0,0.0
84b320bffffffff,1.0,0.0,0.0,0.0
84b32c1ffffffff,4.0,0.0,0.0,0.0
84b32c5ffffffff,3.0,0.0,0.0,0.0
84b3303ffffffff,1.0,0.0,0.0,0.0
84b342bffffffff,2.0,0.0,0.0,0.0
84b35a5ffffffff,4.0,0.0,0.0,0.0
84b35a7ffffffff,7.0,0.0,0.0,0.0
84b366dffffffff,1.0,0.0,0.0,0.0
84c21b3ffffffff,2.0,0.0,0.0,2.0
84c21bbffffffff,12.0,0.0,0.0,12.0
84c22c7ffffffff,3.0,0.0,0.0,3.0
84c2c11ffffffff,9.0,0.0,0.0,0.0
84c2c53ffffffff,23.0,0.0,0.0,0.0
84c2c5bffffffff,7.0,0.0,0.0,4.0
84c2c63ffffffff,1.0,0.0,0.0,0.0
84c2c6dffffffff,7.0,0.0,0.0,0.0
84c2c91ffffffff,23.0,0.0,0.0,0.0
84c2c93ffffffff,8.0,0.0,0.0,0.0
84c2c97ffffffff,29.0,0.0,0.0,0.0
84c2c99ffffffff,65.0,0.0,0.0,0.0
84c2c9bffffffff,2.0,0.0,0.0,0.0
84c2ca9ffffffff,10.0,0.0,0.0,0.0
84c2cd3ffffffff,55.0,0.0,0.0,0.0
84c2d05ffffffff,1.0,0.0,0.0,0.0
84c2d09ffffffff,4.0,0.0,0.0,0.0
84c2d0dffffffff,11.0,0.0,0.0,0.0
84c2d4bffffffff,2.0,0.0,0.0,0.0
84c2d93ffffffff,2.0,0.0,0.0,0.0
84c2e07ffffffff,1.0,0.0,0.0,0.0
84c2e31ffffffff,1.0,0.0,0.0,0.0
84c2e33ffffffff,2.0,0.0,0.0,0.0
84c2e35ffffffff,3.0,0.0,0.0,0.0
84c2e39ffffffff,2.0,0.0,0.0,0.0
84c2e63ffffffff,1.0,0.0,0.0,0.0
84c2e95ffffffff,3.0,0.0,0.0,0.0
84c2e97ffffffff,6.0,0.0,0.0,0.0
84c2e99ffffffff,72.0,0.0,0.0,0.0
84c2e9bffffffff,2.0,0.0,0.0,0.0
84c2e9dffffffff,2.0,0.0,0.0,0.0
84c2eb9ffffffff,2.0,0.0,0.0,0.0
84c2ebbffffffff,29.0,0.0,0.0,0.0
84c2f11ffffffff,9.0,0.0,0.0,0.0
84c2f15ffffffff,2.0,0.0,0.0,0.0
84c2f27ffffffff,2.0,0.0,0.0,0.0
84c2f3dffffffff,1.0,0.0,0.0,0.0
84c3203ffffffff,3.0,0.0,0.0,3.0
84c3217ffffffff,3.0,0.0,0.0,3.0
84c3297ffffffff,3.0,0.0,0.0,3.0
84c32e1ffffffff,7.0,0.0,0.0,6.0
84c32e3ffffffff,2.0,0.0,0.0,0.0
84c340dffffffff,3.0,0.0,0.0,0.0
84c3411ffffffff,2.0,0.0,0.0,0.0
84c343bffffffff,4.0,0.0,0.0,0.0
84c3487ffffffff,14.0,0.0,0.0,0.0
84c34b7ffffffff,4.0,0.0,0.0,0.0
84c34bbffffffff,4.0,0.0,0.0,0.0
84c34bdffffffff,31.0,0.0,0.0,0.0
84c3509ffffffff,5.0,0.0,0.0,5.0
84c371bffffffff,3.0,0.0,0.0,0.0
84ce819ffffffff,1.0,0.0,0.0,0.0
84ce8cdffffffff,2.0,0.0,0.0,0.0
84ce8e3ffffffff,1.0,0.0,0.0,1.0
84cea37ffffffff,2.0,0.0,0.0,0.0
84cea4bffffffff,3.0,0.0,0.0,0.0
84cea53ffffffff,4.0,0.0,0.0,0.0
84ceaa5ffffffff,2.0,0.0,0.0,2.0
84ceaa7ffffffff,2.0,0.0,0.0,2.0
84cf887ffffffff,2.0,0.0,0.0,0.0
84cf88bffffffff,1.0,0.0,0.0,0.0
84cf88dffffffff,2.0,0.0,0.0,0.0
84cf8b3ffffffff,3.0,0.0,0.0,0.0
84cf8b9ffffffff,2.0,0.0,0.0,0.0
84cf8e9ffffffff,5.0,0.0,0.0,0.0
84cf9d3ffffffff,2.0,0.0,0.0,0.0
84cfa35ffffffff,2.0,0.0,0.0,0.0
84cfb13ffffffff,2.0,0.0,0.0,0.0
84de707ffffffff,1.0,0.0,0.0,0.0
