cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
8445059ffffffff,3.0,0.0,0.0,0.0
8445225ffffffff,6.0,0.0,0.0,0.0
8445233ffffffff,1.0,0.0,0.0,0.0
844523bffffffff,7.0,3.0,0.0,0.0
8445251ffffffff,4.0,0.0,0.0,0.0
84452a9ffffffff,3.0,0.0,0.0,0.0
84452adffffffff,42.0,0.0,0.0,0.0
84452c3ffffffff,23.0,12.0,0.0,0.0
84452cbffffffff,30.0,9.0,0.0,0.0
84452d3ffffffff,1.0,1.0,0.0,0.0
84452ddffffffff,1.0,0.0,0.0,0.0
84452e3ffffffff,6.0,0.0,0.0,0.0
84452e5ffffffff,1.0,0.0,0.0,0.0
8445353ffffffff,3.0,0.0,0.0,0.0
8449959ffffffff,28.0,4.0,0.0,0.0
8449961ffffffff,6.0,4.0,0.0,0.0
8449b33ffffffff,2.0,0.0,0.0,0.0
845e667ffffffff,3.0,0.0,0.0,0.0
845e72bffffffff,2.0,0.0,0.0,0.0
845f583ffffffff,6.0,0.0,0.0,4.0
846656dffffffff,2.0,0.0,0.0,0.0
8466a1dffffffff,11.0,0.0,0.0,0.0
8466c25ffffffff,2.0,0.0,2.0,0.0
8466d15ffffffff,1.0,0.0,1.0,0.0
8466d19ffffffff,2.0,0.0,0.0,0.0
8466d33ffffffff,9.0,0.0,5.0,0.0
8466de5ffffffff,2.0,0.0,0.0,0.0
8466e43ffffffff,1.0,0.0,0.0,0.0
8466e57ffffffff,1.0,0.0,0.0,0.0
8466e65ffffffff,3.0,0.0,3.0,0.0
8466f57ffffffff,26.0,0.0,0.0,0.0
84675cbffffffff,2.0,0.0,0.0,0.0
846794bffffffff,3.0,0.0,0.0,0.0
846d251ffffffff,18.0,6.0,0.0,0.0
846d253ffffffff,7.0,7.0,0.0,0.0
846d257ffffffff,5.0,3.0,0.0,0.0
846d34bffffffff,6.0,0.0,0.0,0.0
846d34dffffffff,6.0,0.0,0.0,0.0
846d641ffffffff,3.0,0.0,0.0,0.0
846d657ffffffff,70.0,0.0,0.0,0.0
8480447ffffffff,2.0,0.0,0.0,0.0
8481339ffffffff,2.0,0.0,0.0,0.0
84814a9ffffffff,3.0,0.0,0.0,0.0
8481ae3ffffffff,2.0,0.0,0.0,0.0
