cell_id,Cacomantis flabelliformis,Cacomantis flabelliformis [flabelliformis Group],Cacomantis flabelliformis pyrrophanus,Cacomantis flabelliformis schistaceigularis,Cacomantis flabelliformis simus
84bef5dffffffff,31.0,0.0,0.0,0.0,0.0
84bef61ffffffff,35.0,0.0,0.0,0.0,0.0
84bef63ffffffff,53.0,0.0,0.0,0.0,0.0
84bef65ffffffff,35.0,0.0,0.0,0.0,0.0
84bef67ffffffff,91.0,0.0,0.0,0.0,0.0
84bef69ffffffff,10.0,0.0,0.0,0.0,0.0
84bef6bffffffff,29.0,0.0,0.0,0.0,0.0
84bef6dffffffff,106.0,0.0,0.0,0.0,0.0
84bf481ffffffff,16.0,0.0,0.0,0.0,0.0
84bf483ffffffff,20.0,0.0,0.0,0.0,0.0
84bf485ffffffff,35.0,0.0,0.0,0.0,0.0
84bf487ffffffff,70.0,0.0,0.0,0.0,0.0
84bf489ffffffff,2.0,0.0,0.0,0.0,0.0
84bf48bffffffff,5.0,0.0,0.0,0.0,0.0
84bf48dffffffff,4.0,0.0,0.0,0.0,0.0
84bf491ffffffff,6.0,0.0,0.0,0.0,0.0
84bf495ffffffff,19.0,0.0,0.0,0.0,0.0
84bf497ffffffff,4.0,0.0,0.0,0.0,0.0
84bf49bffffffff,19.0,0.0,0.0,0.0,0.0
84bf49dffffffff,15.0,0.0,0.0,0.0,0.0
84bf4a1ffffffff,8.0,0.0,0.0,0.0,0.0
84bf4a5ffffffff,4.0,0.0,0.0,0.0,0.0
84bf4a9ffffffff,13.0,0.0,0.0,0.0,0.0
84bf4abffffffff,9.0,0.0,0.0,0.0,0.0
84bf4adffffffff,15.0,0.0,0.0,0.0,0.0
84bf4b1ffffffff,27.0,0.0,0.0,0.0,0.0
84bf4b3ffffffff,42.0,0.0,0.0,0.0,0.0
84bf4b9ffffffff,204.0,0.0,0.0,0.0,0.0
84bf4bbffffffff,47.0,0.0,0.0,0.0,0.0
84bf4bdffffffff,55.0,0.0,0.0,0.0,0.0
84bf4c1ffffffff,70.0,0.0,0.0,0.0,0.0
84bf4c3ffffffff,42.0,0.0,0.0,0.0,0.0
84bf4c5ffffffff,19.0,0.0,0.0,0.0,0.0
84bf4c7ffffffff,2.0,0.0,0.0,0.0,0.0
84bf4c9ffffffff,18.0,0.0,0.0,0.0,0.0
84bf4cbffffffff,133.0,0.0,0.0,0.0,0.0
84bf4d1ffffffff,16.0,0.0,0.0,0.0,0.0
84bf4d3ffffffff,1.0,0.0,0.0,0.0,0.0
84bf4d5ffffffff,21.0,0.0,0.0,0.0,0.0
84bf4d9ffffffff,13.0,0.0,0.0,0.0,0.0
84bf4ddffffffff,267.0,0.0,0.0,0.0,0.0
84bf4e1ffffffff,3.0,0.0,0.0,0.0,0.0
84bf4e3ffffffff,13.0,0.0,0.0,0.0,0.0
84bf4e7ffffffff,36.0,0.0,0.0,0.0,0.0
84bf4ebffffffff,41.0,0.0,0.0,0.0,0.0
84bf599ffffffff,4.0,0.0,0.0,0.0,0.0
84bf59bffffffff,2.0,0.0,0.0,0.0,0.0
84bf6b3ffffffff,31.0,0.0,0.0,0.0,0.0
84bf6b5ffffffff,14.0,0.0,0.0,0.0,0.0
84bf6b7ffffffff,511.0,0.0,0.0,0.0,0.0
84c9805ffffffff,15.0,0.0,0.0,0.0,0.0
84c9821ffffffff,16.0,0.0,0.0,0.0,0.0
84c9823ffffffff,22.0,0.0,0.0,0.0,0.0
84c9825ffffffff,6.0,0.0,0.0,0.0,0.0
84c9827ffffffff,49.0,0.0,0.0,0.0,0.0
84c982bffffffff,5.0,0.0,0.0,0.0,0.0
84c982dffffffff,31.0,0.0,0.0,0.0,0.0
84c983dffffffff,11.0,0.0,0.0,0.0,0.0
84c9861ffffffff,19.0,0.0,0.0,0.0,0.0
84c9863ffffffff,1.0,0.0,0.0,0.0,0.0
84c9865ffffffff,11.0,0.0,0.0,0.0,0.0
84c9869ffffffff,6.0,0.0,0.0,0.0,0.0
84c986bffffffff,1.0,0.0,0.0,0.0,0.0
84c986dffffffff,20.0,0.0,0.0,0.0,0.0
84c9901ffffffff,10.0,0.0,0.0,0.0,0.0
84c9905ffffffff,95.0,0.0,0.0,0.0,0.0
84c9907ffffffff,4.0,0.0,0.0,0.0,0.0
84c9909ffffffff,2.0,0.0,0.0,0.0,0.0
84c990bffffffff,3.0,0.0,0.0,0.0,0.0
84c9911ffffffff,1.0,0.0,0.0,0.0,0.0
84c9915ffffffff,1.0,0.0,0.0,0.0,0.0
84c9917ffffffff,8.0,0.0,0.0,0.0,0.0
84c991bffffffff,13.0,0.0,0.0,0.0,0.0
84c991dffffffff,2.0,0.0,0.0,0.0,0.0
84c9921ffffffff,3.0,0.0,0.0,0.0,0.0
84c9923ffffffff,24.0,0.0,0.0,0.0,0.0
84c9925ffffffff,9.0,0.0,0.0,0.0,0.0
84c9927ffffffff,59.0,0.0,0.0,0.0,0.0
84c992bffffffff,10.0,0.0,0.0,0.0,0.0
84c9931ffffffff,36.0,0.0,0.0,0.0,0.0
84c9935ffffffff,26.0,0.0,0.0,0.0,0.0
84c9939ffffffff,2.0,0.0,0.0,0.0,0.0
84c993dffffffff,1.0,0.0,0.0,0.0,0.0
84c9943ffffffff,2.0,0.0,0.0,0.0,0.0
84c9951ffffffff,2.0,0.0,0.0,0.0,0.0
84c9955ffffffff,4.0,0.0,0.0,0.0,0.0
84c9957ffffffff,5.0,0.0,0.0,0.0,0.0
84c9959ffffffff,2.0,0.0,0.0,0.0,0.0
84c9963ffffffff,5.0,0.0,0.0,0.0,0.0
84c99c1ffffffff,8.0,0.0,0.0,0.0,0.0
84c99c5ffffffff,12.0,0.0,0.0,0.0,0.0
84c99c7ffffffff,18.0,0.0,0.0,0.0,0.0
84c99c9ffffffff,4.0,0.0,0.0,0.0,0.0
84c99cdffffffff,4.0,0.0,0.0,0.0,0.0
84c99e9ffffffff,2.0,0.0,0.0,0.0,0.0
84c99ebffffffff,9.0,0.0,0.0,0.0,0.0
84c9b03ffffffff,6.0,0.0,0.0,0.0,0.0
84c9b07ffffffff,2.0,0.0,0.0,0.0,0.0
84c9b17ffffffff,229.0,0.0,0.0,0.0,0.0
84c9b29ffffffff,2.0,0.0,0.0,0.0,0.0
84c9b31ffffffff,3.0,0.0,0.0,0.0,0.0
84c9b33ffffffff,51.0,0.0,0.0,0.0,0.0
84c9b63ffffffff,6.0,0.0,0.0,0.0,0.0
84d8925ffffffff,72.0,0.0,0.0,0.0,0.0
84d892dffffffff,15.0,0.0,0.0,0.0,0.0
84d8961ffffffff,10.0,0.0,0.0,0.0,0.0
84d8965ffffffff,2.0,0.0,0.0,0.0,0.0
84d896dffffffff,8.0,0.0,0.0,0.0,0.0
84d8b65ffffffff,13.0,0.0,0.0,0.0,0.0
