cell_id,Vireo gilvus,Vireo gilvus gilvus,Vireo gilvus [swainsoni Group]
840d483ffffffff,3.0,0.0,0.0
84120a1ffffffff,19.0,0.0,0.0
84120a5ffffffff,2.0,0.0,0.0
84120b7ffffffff,4.0,0.0,0.0
8412115ffffffff,1.0,0.0,0.0
841211dffffffff,8.0,0.0,0.0
8412133ffffffff,4.0,0.0,0.0
841213bffffffff,17.0,0.0,0.0
8412143ffffffff,5.0,0.0,0.0
8412145ffffffff,14.0,0.0,0.0
8412147ffffffff,2.0,0.0,0.0
8412151ffffffff,9.0,0.0,0.0
8412157ffffffff,2.0,0.0,0.0
8412159ffffffff,8.0,0.0,0.0
841215dffffffff,13.0,0.0,0.0
8412181ffffffff,1.0,0.0,0.0
8412185ffffffff,61.0,0.0,0.0
8412187ffffffff,13.0,0.0,0.0
841218dffffffff,4.0,0.0,0.0
84121a1ffffffff,6.0,0.0,0.0
84121a3ffffffff,7.0,0.0,0.0
84121a5ffffffff,2.0,0.0,0.0
84121a7ffffffff,35.0,0.0,0.0
84121a9ffffffff,124.0,0.0,0.0
84121abffffffff,41.0,0.0,0.0
84121adffffffff,24.0,0.0,0.0
84121b1ffffffff,4.0,0.0,0.0
84121b3ffffffff,3.0,0.0,0.0
84121b5ffffffff,3.0,0.0,0.0
84121b7ffffffff,2.0,0.0,0.0
84121bbffffffff,5.0,0.0,0.0
84121bdffffffff,51.0,0.0,0.0
84121e1ffffffff,14.0,0.0,0.0
84121e3ffffffff,155.0,0.0,0.0
84121e5ffffffff,1.0,0.0,0.0
84121e7ffffffff,4.0,0.0,0.0
84121ebffffffff,2.0,0.0,0.0
84121edffffffff,1.0,0.0,0.0
841223bffffffff,2.0,0.0,0.0
8412265ffffffff,1.0,0.0,0.0
84122e9ffffffff,2.0,0.0,0.0
8412301ffffffff,5.0,0.0,0.0
8412303ffffffff,2.0,0.0,0.0
8412307ffffffff,7.0,0.0,0.0
8412309ffffffff,1.0,0.0,0.0
841232bffffffff,4.0,0.0,0.0
8412337ffffffff,5.0,0.0,0.0
8412339ffffffff,12.0,0.0,0.0
841233dffffffff,40.0,0.0,0.0
84124a7ffffffff,2.0,0.0,0.0
84124b3ffffffff,3.0,0.0,0.0
84124b5ffffffff,16.0,0.0,0.0
84124b7ffffffff,42.0,0.0,0.0
84124bdffffffff,2.0,0.0,0.0
8412501ffffffff,1.0,0.0,0.0
8412505ffffffff,14.0,0.0,0.0
8412515ffffffff,30.0,0.0,0.0
8412517ffffffff,2.0,0.0,0.0
841251dffffffff,3.0,0.0,0.0
8412521ffffffff,16.0,0.0,0.0
8412523ffffffff,2.0,0.0,0.0
8412525ffffffff,6.0,0.0,0.0
8412527ffffffff,27.0,0.0,0.0
8412529ffffffff,2.0,0.0,0.0
841252bffffffff,2.0,0.0,0.0
841252dffffffff,2.0,0.0,0.0
8412533ffffffff,3.0,0.0,0.0
8412535ffffffff,31.0,0.0,0.0
8412537ffffffff,6.0,0.0,0.0
841253bffffffff,16.0,0.0,0.0
8412549ffffffff,6.0,0.0,0.0
841254bffffffff,4.0,0.0,0.0
8412555ffffffff,2.0,0.0,0.0
8412565ffffffff,3.0,0.0,0.0
8412567ffffffff,1.0,0.0,0.0
841256dffffffff,1.0,0.0,0.0
8412581ffffffff,4.0,0.0,0.0
8412583ffffffff,3.0,0.0,0.0
8412589ffffffff,4.0,0.0,0.0
8412591ffffffff,73.0,0.0,0.0
8412593ffffffff,16.0,0.0,0.0
8412595ffffffff,14.0,0.0,0.0
8412597ffffffff,217.0,0.0,0.0
8412599ffffffff,6.0,0.0,0.0
841259bffffffff,1.0,0.0,0.0
841259dffffffff,1.0,0.0,0.0
84125adffffffff,15.0,0.0,0.0
84125b9ffffffff,5.0,0.0,0.0
84125bbffffffff,9.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0
84125d7ffffffff,4.0,0.0,0.0
84125d9ffffffff,4.0,0.0,0.0
84125dbffffffff,6.0,0.0,0.0
84125e7ffffffff,2.0,0.0,0.0
8412723ffffffff,5.0,0.0,0.0
8412805ffffffff,184.0,0.0,5.0
841280dffffffff,88.0,0.0,0.0
841281dffffffff,2.0,0.0,0.0
841282bffffffff,1.0,0.0,0.0
8412843ffffffff,1.0,0.0,0.0
8412847ffffffff,184.0,0.0,4.0
841284bffffffff,3.0,0.0,0.0
8412851ffffffff,106.0,0.0,0.0
8412853ffffffff,4.0,0.0,0.0
8412857ffffffff,41.0,0.0,0.0
841285bffffffff,1.0,0.0,0.0
841285dffffffff,33.0,0.0,0.0
8412861ffffffff,10.0,0.0,0.0
8412865ffffffff,18.0,0.0,0.0
841286bffffffff,24.0,0.0,0.0
841286dffffffff,19.0,0.0,0.0
8412881ffffffff,1.0,0.0,0.0
8412887ffffffff,13.0,0.0,0.0
8412891ffffffff,36.0,0.0,0.0
8412893ffffffff,30.0,0.0,0.0
8412895ffffffff,10.0,0.0,0.0
8412897ffffffff,7.0,0.0,0.0
8412899ffffffff,12.0,0.0,0.0
841289bffffffff,67.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0
84128b1ffffffff,3.0,0.0,0.0
84128bdffffffff,811.0,0.0,0.0
84128c1ffffffff,2.0,0.0,0.0
84128d1ffffffff,7.0,0.0,0.0
