cell_id,Eriocnemis luciani,Eriocnemis luciani [luciani Group],Eriocnemis luciani sapphiropygia/catharina
8266d7fffffffff,2524.0,306.0,0.0
8266dffffffffff,15.0,0.0,0.0
828b67fffffffff,43.0,0.0,6.0
828b6ffffffffff,209.0,0.0,18.0
828e67fffffffff,24.0,0.0,0.0
828e6ffffffffff,49.0,0.0,0.0
828f2ffffffffff,183.0,9.0,0.0
828f47fffffffff,9.0,0.0,0.0
828f57fffffffff,112.0,0.0,25.0
828f5ffffffffff,13.0,0.0,3.0
828f77fffffffff,73.0,2.0,0.0
