cell_id,Saxicola maurus,Saxicola maurus hemprichii,Saxicola maurus [maurus Group],Saxicola maurus przewalskii
823c17fffffffff,1.0,0.0,1.0,0.0
823c1ffffffffff,65.0,0.0,6.0,0.0
823c37fffffffff,3.0,0.0,0.0,0.0
823c57fffffffff,2.0,0.0,2.0,0.0
823c5ffffffffff,38.0,0.0,5.0,15.0
823c8ffffffffff,4.0,0.0,0.0,0.0
823caffffffffff,8.0,0.0,0.0,0.0
823cb7fffffffff,32.0,0.0,16.0,0.0
823cc7fffffffff,7.0,0.0,0.0,0.0
823ce7fffffffff,12.0,0.0,0.0,0.0
823ceffffffffff,13.0,0.0,0.0,0.0
823cf7fffffffff,136.0,0.0,3.0,0.0
823d07fffffffff,3.0,0.0,3.0,0.0
823d17fffffffff,42.0,0.0,25.0,0.0
823d27fffffffff,4.0,0.0,4.0,0.0
823d37fffffffff,3.0,0.0,3.0,0.0
823d87fffffffff,37.0,0.0,35.0,0.0
823d8ffffffffff,24.0,0.0,1.0,18.0
823d97fffffffff,3.0,0.0,0.0,0.0
823d9ffffffffff,3.0,0.0,1.0,0.0
823da7fffffffff,49.0,0.0,49.0,0.0
823daffffffffff,18.0,0.0,8.0,1.0
823db7fffffffff,4.0,0.0,1.0,0.0
823e47fffffffff,12.0,2.0,0.0,0.0
823e6ffffffffff,34.0,11.0,13.0,0.0
823f37fffffffff,2.0,2.0,0.0,0.0
823f47fffffffff,16.0,0.0,8.0,0.0
823f4ffffffffff,2.0,2.0,0.0,0.0
823f67fffffffff,1.0,0.0,0.0,0.0
824047fffffffff,13.0,0.0,0.0,0.0
82404ffffffffff,12.0,0.0,2.0,0.0
82405ffffffffff,3.0,0.0,0.0,2.0
824077fffffffff,2.0,0.0,0.0,0.0
8240c7fffffffff,11.0,0.0,0.0,11.0
8240dffffffffff,2.0,0.0,0.0,2.0
8240e7fffffffff,2.0,0.0,0.0,2.0
82414ffffffffff,2.0,0.0,0.0,1.0
82415ffffffffff,2.0,0.0,0.0,2.0
82424ffffffffff,2.0,0.0,0.0,0.0
824257fffffffff,9.0,0.0,9.0,0.0
82425ffffffffff,4.0,0.0,4.0,0.0
8242c7fffffffff,221.0,0.0,214.0,0.0
8242cffffffffff,148.0,0.0,116.0,0.0
8242d7fffffffff,8.0,0.0,8.0,0.0
8242dffffffffff,126.0,0.0,120.0,0.0
8242effffffffff,20.0,0.0,18.0,0.0
824387fffffffff,1.0,0.0,0.0,0.0
824397fffffffff,2.0,2.0,0.0,0.0
8243a7fffffffff,76.0,16.0,0.0,0.0
8243affffffffff,89.0,6.0,5.0,0.0
825207fffffffff,2.0,2.0,0.0,0.0
82524ffffffffff,3.0,3.0,0.0,0.0
82529ffffffffff,1.0,0.0,0.0,0.0
8252d7fffffffff,1.0,0.0,0.0,0.0
825317fffffffff,2.0,2.0,0.0,0.0
82534ffffffffff,18.0,6.0,0.0,0.0
82536ffffffffff,2.0,0.0,0.0,0.0
825377fffffffff,2.0,0.0,0.0,0.0
826007fffffffff,184.0,0.0,61.0,0.0
826017fffffffff,69.0,0.0,8.0,0.0
82601ffffffffff,27.0,0.0,24.0,0.0
826027fffffffff,91.0,0.0,18.0,0.0
826037fffffffff,49.0,0.0,24.0,0.0
826087fffffffff,4.0,0.0,4.0,0.0
82608ffffffffff,403.0,0.0,394.0,0.0
826097fffffffff,96.0,0.0,96.0,0.0
82609ffffffffff,93.0,0.0,93.0,0.0
8260a7fffffffff,19.0,0.0,19.0,0.0
8260affffffffff,48.0,0.0,26.0,0.0
8260b7fffffffff,72.0,0.0,67.0,0.0
826107fffffffff,4.0,0.0,0.0,0.0
82611ffffffffff,7.0,0.0,0.0,0.0
82618ffffffffff,3.0,0.0,3.0,0.0
826337fffffffff,2.0,2.0,0.0,0.0
82640ffffffffff,2.0,0.0,2.0,0.0
826487fffffffff,9.0,0.0,0.0,8.0
82648ffffffffff,1.0,0.0,0.0,0.0
826497fffffffff,16.0,0.0,0.0,15.0
8264e7fffffffff,2.0,0.0,0.0,0.0
826597fffffffff,1.0,0.0,0.0,0.0
827acffffffffff,2.0,0.0,0.0,0.0
827adffffffffff,2.0,0.0,0.0,0.0
827b5ffffffffff,1.0,0.0,0.0,0.0
