cell_id,Agelaius phoeniceus,Agelaius phoeniceus [phoeniceus Group],Agelaius phoeniceus californicus/mailliardorum,Agelaius phoeniceus gubernator
8412d95ffffffff,4.0,4.0,0.0,0.0
8412dbbffffffff,2.0,2.0,0.0,0.0
8412ddbffffffff,7.0,0.0,0.0,0.0
8412e13ffffffff,1.0,0.0,0.0,0.0
8412e1bffffffff,2.0,0.0,0.0,0.0
8412ea3ffffffff,2.0,2.0,0.0,0.0
8412ea5ffffffff,1.0,0.0,0.0,0.0
8412ec1ffffffff,1.0,0.0,0.0,0.0
8412f6dffffffff,3.0,0.0,0.0,0.0
8413829ffffffff,3.0,0.0,0.0,0.0
841382bffffffff,3.0,0.0,0.0,0.0
841383dffffffff,1.0,0.0,0.0,0.0
8413861ffffffff,20.0,0.0,0.0,0.0
8413867ffffffff,19.0,0.0,0.0,0.0
84138c3ffffffff,2.0,0.0,0.0,0.0
84138c7ffffffff,8.0,0.0,0.0,0.0
84139b7ffffffff,2.0,0.0,0.0,0.0
84139e1ffffffff,9.0,1.0,0.0,0.0
84139edffffffff,3.0,0.0,0.0,0.0
8413b53ffffffff,3.0,0.0,0.0,0.0
84192c3ffffffff,1.0,0.0,0.0,0.0
841aa07ffffffff,45.0,0.0,0.0,0.0
841aa23ffffffff,6.0,0.0,0.0,0.0
841aa2bffffffff,1.0,0.0,0.0,0.0
841aa35ffffffff,30.0,0.0,0.0,0.0
841aa3dffffffff,30.0,0.0,0.0,0.0
841aa6bffffffff,2.0,0.0,0.0,0.0
841b9a9ffffffff,5.0,0.0,0.0,0.0
841b9adffffffff,35.0,0.0,0.0,0.0
841bb07ffffffff,2.0,0.0,0.0,0.0
841d243ffffffff,4.0,0.0,0.0,0.0
8422db7ffffffff,2.0,0.0,0.0,0.0
8426003ffffffff,2.0,2.0,0.0,0.0
8426009ffffffff,1.0,1.0,0.0,0.0
842600bffffffff,2.0,2.0,0.0,0.0
8426013ffffffff,2.0,0.0,0.0,0.0
8426015ffffffff,6.0,4.0,0.0,0.0
8426017ffffffff,3.0,1.0,0.0,0.0
842601dffffffff,3.0,0.0,0.0,0.0
8426039ffffffff,8.0,8.0,0.0,0.0
8426041ffffffff,8.0,0.0,0.0,0.0
8426043ffffffff,3.0,3.0,0.0,0.0
8426047ffffffff,2.0,0.0,0.0,0.0
8426049ffffffff,4.0,4.0,0.0,0.0
842605dffffffff,2.0,0.0,0.0,0.0
8426063ffffffff,5.0,0.0,0.0,0.0
8426085ffffffff,2.0,2.0,0.0,0.0
842608dffffffff,12.0,12.0,0.0,0.0
8426099ffffffff,1.0,0.0,0.0,0.0
84260a1ffffffff,14.0,14.0,0.0,0.0
84260a9ffffffff,7.0,7.0,0.0,0.0
84260adffffffff,3.0,3.0,0.0,0.0
84260b9ffffffff,5.0,0.0,0.0,0.0
84260bbffffffff,2.0,0.0,0.0,0.0
84260d9ffffffff,3.0,0.0,0.0,0.0
84260ebffffffff,2.0,2.0,0.0,0.0
842610dffffffff,2.0,2.0,0.0,0.0
8426115ffffffff,1.0,0.0,0.0,0.0
8426117ffffffff,4.0,0.0,0.0,0.0
8426125ffffffff,2.0,0.0,0.0,0.0
8426129ffffffff,2.0,2.0,0.0,0.0
8426133ffffffff,4.0,0.0,0.0,0.0
8426139ffffffff,1.0,0.0,0.0,0.0
842614bffffffff,2.0,0.0,0.0,0.0
8426151ffffffff,6.0,0.0,0.0,0.0
842615dffffffff,2.0,0.0,0.0,0.0
84261b3ffffffff,2.0,0.0,0.0,0.0
8426203ffffffff,3.0,0.0,0.0,0.0
8426229ffffffff,3.0,3.0,0.0,0.0
8426231ffffffff,6.0,0.0,0.0,0.0
8426237ffffffff,2.0,0.0,0.0,0.0
842623dffffffff,5.0,3.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0,0.0
8426259ffffffff,9.0,0.0,0.0,0.0
842626bffffffff,19.0,0.0,0.0,0.0
842626dffffffff,1.0,0.0,0.0,0.0
84262adffffffff,2.0,0.0,0.0,0.0
84262b3ffffffff,2.0,0.0,0.0,0.0
84262c9ffffffff,3.0,0.0,0.0,0.0
84262cdffffffff,1.0,0.0,0.0,0.0
842632bffffffff,1.0,1.0,0.0,0.0
8426345ffffffff,4.0,0.0,0.0,0.0
8426347ffffffff,2.0,0.0,0.0,0.0
8426365ffffffff,2.0,0.0,0.0,0.0
8426369ffffffff,4.0,0.0,0.0,0.0
842636bffffffff,2.0,0.0,0.0,0.0
8426405ffffffff,2.0,0.0,0.0,0.0
842640dffffffff,9.0,0.0,0.0,0.0
8426411ffffffff,1.0,1.0,0.0,0.0
8426417ffffffff,2.0,0.0,0.0,0.0
8426429ffffffff,1.0,0.0,0.0,0.0
842642bffffffff,1.0,0.0,0.0,0.0
8426439ffffffff,1.0,0.0,0.0,0.0
8426443ffffffff,3.0,0.0,0.0,0.0
8426459ffffffff,2.0,0.0,0.0,0.0
8426461ffffffff,9.0,0.0,0.0,0.0
8426463ffffffff,13.0,0.0,0.0,0.0
842646bffffffff,23.0,0.0,0.0,0.0
8426481ffffffff,3.0,2.0,0.0,0.0
8426483ffffffff,2.0,2.0,0.0,0.0
8426485ffffffff,1.0,0.0,0.0,0.0
8426487ffffffff,5.0,0.0,0.0,0.0
8426489ffffffff,28.0,9.0,0.0,0.0
842648dffffffff,3.0,3.0,0.0,0.0
8426493ffffffff,14.0,0.0,0.0,0.0
8426495ffffffff,4.0,0.0,0.0,0.0
842649bffffffff,4.0,0.0,0.0,0.0
842649dffffffff,4.0,4.0,0.0,0.0
84264a1ffffffff,5.0,3.0,0.0,0.0
84264a3ffffffff,1.0,1.0,0.0,0.0
84264a7ffffffff,22.0,9.0,0.0,0.0
84264abffffffff,2.0,2.0,0.0,0.0
84264adffffffff,8.0,3.0,0.0,0.0
84264b9ffffffff,2.0,0.0,0.0,0.0
84264c3ffffffff,26.0,25.0,0.0,0.0
84264c7ffffffff,50.0,49.0,0.0,0.0
84264cbffffffff,2.0,1.0,0.0,0.0
84264d1ffffffff,7.0,5.0,0.0,0.0
84264d3ffffffff,6.0,0.0,0.0,0.0
84264d9ffffffff,7.0,6.0,0.0,0.0
84264dbffffffff,4.0,4.0,0.0,0.0
84264ddffffffff,1.0,0.0,0.0,0.0
84264e1ffffffff,10.0,0.0,0.0,0.0
84264e3ffffffff,2.0,0.0,0.0,0.0
84264e5ffffffff,46.0,17.0,0.0,0.0
84264e7ffffffff,2.0,2.0,0.0,0.0
84264edffffffff,1.0,0.0,0.0,0.0
8426533ffffffff,1.0,0.0,0.0,0.0
842653bffffffff,4.0,0.0,0.0,0.0
842653dffffffff,1.0,0.0,0.0,0.0
8426541ffffffff,8.0,0.0,0.0,0.0
8426547ffffffff,1.0,0.0,0.0,0.0
8426555ffffffff,2.0,0.0,0.0,0.0
842655dffffffff,26.0,3.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0,0.0
8426565ffffffff,2.0,1.0,0.0,0.0
8426567ffffffff,14.0,0.0,0.0,0.0
8426581ffffffff,2.0,2.0,0.0,0.0
8426585ffffffff,1.0,0.0,0.0,0.0
8426587ffffffff,1.0,0.0,0.0,0.0
8426589ffffffff,6.0,0.0,0.0,0.0
8426593ffffffff,2.0,0.0,0.0,0.0
8426597ffffffff,3.0,0.0,0.0,0.0
8426599ffffffff,7.0,0.0,0.0,0.0
842659bffffffff,86.0,79.0,0.0,0.0
842659dffffffff,2.0,0.0,0.0,0.0
84265a3ffffffff,3.0,0.0,0.0,0.0
84265a7ffffffff,19.0,0.0,0.0,0.0
84265adffffffff,2.0,0.0,0.0,0.0
84265b3ffffffff,6.0,0.0,0.0,0.0
84265b5ffffffff,5.0,0.0,0.0,0.0
84265b9ffffffff,9.0,0.0,0.0,0.0
84265c7ffffffff,3.0,3.0,0.0,0.0
84265d5ffffffff,10.0,0.0,0.0,0.0
84265d9ffffffff,2.0,0.0,0.0,0.0
84265dbffffffff,13.0,9.0,0.0,0.0
84265e3ffffffff,2.0,2.0,0.0,0.0
8426625ffffffff,1.0,1.0,0.0,0.0
8426641ffffffff,11.0,0.0,0.0,0.0
8426645ffffffff,6.0,0.0,0.0,0.0
8426647ffffffff,1.0,0.0,0.0,0.0
8426649ffffffff,7.0,0.0,0.0,0.0
842664bffffffff,1.0,0.0,0.0,0.0
842664dffffffff,5.0,2.0,0.0,0.0
8426661ffffffff,27.0,0.0,0.0,0.0
8426665ffffffff,10.0,0.0,0.0,0.0
8426669ffffffff,5.0,0.0,0.0,0.0
842666bffffffff,9.0,0.0,0.0,0.0
842666dffffffff,3.0,0.0,0.0,0.0
842669bffffffff,8.0,2.0,0.0,0.0
84266a7ffffffff,4.0,0.0,0.0,0.0
84266a9ffffffff,7.0,0.0,0.0,0.0
84266adffffffff,4.0,0.0,0.0,0.0
84266b5ffffffff,3.0,0.0,0.0,0.0
84266bbffffffff,1.0,0.0,0.0,0.0
84266c1ffffffff,3.0,0.0,0.0,0.0
84266cbffffffff,4.0,0.0,0.0,0.0
84266d5ffffffff,2.0,0.0,0.0,0.0
84266e1ffffffff,4.0,0.0,0.0,0.0
84266edffffffff,4.0,0.0,0.0,0.0
8426709ffffffff,8.0,0.0,0.0,0.0
8426719ffffffff,2.0,0.0,0.0,0.0
8426721ffffffff,2.0,0.0,0.0,0.0
8426723ffffffff,3.0,3.0,0.0,0.0
8426745ffffffff,3.0,0.0,0.0,0.0
8426747ffffffff,1.0,0.0,0.0,0.0
842675dffffffff,2.0,0.0,0.0,0.0
8426765ffffffff,2.0,0.0,0.0,0.0
8426801ffffffff,18.0,2.0,0.0,0.0
8426805ffffffff,14.0,0.0,0.0,0.0
8426809ffffffff,1.0,0.0,0.0,0.0
842680bffffffff,11.0,0.0,0.0,0.0
8426813ffffffff,7.0,0.0,0.0,0.0
8426815ffffffff,7.0,0.0,0.0,0.0
8426817ffffffff,5.0,0.0,0.0,0.0
8426819ffffffff,20.0,1.0,0.0,0.0
842681bffffffff,75.0,0.0,0.0,0.0
842681dffffffff,2.0,0.0,0.0,0.0
8426831ffffffff,5.0,0.0,0.0,0.0
8426833ffffffff,16.0,0.0,0.0,0.0
8426853ffffffff,5.0,0.0,0.0,0.0
8426857ffffffff,5.0,2.0,0.0,0.0
8426881ffffffff,26.0,2.0,0.0,0.0
8426887ffffffff,5.0,0.0,0.0,0.0
8426889ffffffff,26.0,0.0,0.0,0.0
842688bffffffff,8.0,0.0,0.0,0.0
842688dffffffff,7.0,2.0,0.0,0.0
8426893ffffffff,6.0,0.0,0.0,0.0
8426899ffffffff,67.0,2.0,0.0,0.0
842689dffffffff,1.0,0.0,0.0,0.0
84268a1ffffffff,2.0,0.0,0.0,0.0
84268a3ffffffff,3.0,0.0,0.0,0.0
84268a7ffffffff,11.0,0.0,0.0,0.0
84268abffffffff,2.0,0.0,0.0,0.0
84268adffffffff,4.0,0.0,0.0,0.0
84268b9ffffffff,1.0,0.0,0.0,0.0
84268bbffffffff,2.0,0.0,0.0,0.0
84268bdffffffff,2.0,0.0,0.0,0.0
84268c5ffffffff,1.0,0.0,0.0,0.0
84268c7ffffffff,4.0,0.0,0.0,0.0
84268cdffffffff,82.0,0.0,0.0,0.0
84268d3ffffffff,15.0,2.0,0.0,0.0
84268d5ffffffff,26.0,0.0,0.0,0.0
84268d7ffffffff,13.0,0.0,0.0,0.0
84268dbffffffff,7.0,0.0,0.0,0.0
84268ddffffffff,5.0,0.0,0.0,0.0
84268ebffffffff,11.0,0.0,0.0,0.0
84268edffffffff,39.0,0.0,0.0,0.0
842690dffffffff,2.0,0.0,0.0,0.0
8426921ffffffff,2.0,0.0,0.0,0.0
8426927ffffffff,2.0,2.0,0.0,0.0
8426945ffffffff,4.0,2.0,0.0,0.0
842694dffffffff,2.0,2.0,0.0,0.0
8426957ffffffff,6.0,0.0,0.0,0.0
842695bffffffff,3.0,0.0,0.0,0.0
8426961ffffffff,27.0,14.0,0.0,0.0
8426963ffffffff,33.0,6.0,0.0,0.0
8426967ffffffff,2.0,2.0,0.0,0.0
8426969ffffffff,39.0,5.0,0.0,0.0
842696bffffffff,4.0,4.0,0.0,0.0
8426983ffffffff,3.0,2.0,0.0,0.0
8426987ffffffff,29.0,3.0,0.0,0.0
8426995ffffffff,6.0,0.0,0.0,0.0
842699bffffffff,1.0,0.0,0.0,0.0
842699dffffffff,5.0,0.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0,0.0
84269a9ffffffff,2.0,0.0,0.0,0.0
84269b9ffffffff,1.0,0.0,0.0,0.0
84269c1ffffffff,3.0,0.0,0.0,0.0
84269cbffffffff,3.0,0.0,0.0,0.0
84269cdffffffff,23.0,0.0,0.0,0.0
84269d1ffffffff,2.0,0.0,0.0,0.0
84269d5ffffffff,40.0,2.0,0.0,0.0
84269d9ffffffff,3.0,0.0,0.0,0.0
84269dbffffffff,5.0,1.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0,0.0
8426a17ffffffff,2.0,0.0,0.0,0.0
8426a81ffffffff,9.0,0.0,0.0,0.0
8426a87ffffffff,21.0,0.0,0.0,0.0
8426a8bffffffff,31.0,0.0,0.0,0.0
8426a97ffffffff,2.0,0.0,0.0,0.0
8426a9dffffffff,1.0,0.0,0.0,0.0
8426aa1ffffffff,32.0,0.0,0.0,0.0
8426aa5ffffffff,43.0,4.0,0.0,0.0
8426aa7ffffffff,38.0,0.0,0.0,0.0
8426aa9ffffffff,5.0,0.0,0.0,0.0
8426aabffffffff,21.0,2.0,0.0,0.0
8426aadffffffff,8.0,0.0,0.0,0.0
8426ab3ffffffff,3.0,0.0,0.0,0.0
8426ab5ffffffff,1.0,0.0,0.0,0.0
8426abbffffffff,3.0,0.0,0.0,0.0
8426ad3ffffffff,2.0,2.0,0.0,0.0
8426ad5ffffffff,1.0,0.0,0.0,0.0
8426ad7ffffffff,1.0,0.0,0.0,0.0
8426ae3ffffffff,2.0,0.0,0.0,0.0
8426ae9ffffffff,8.0,0.0,0.0,0.0
8426b25ffffffff,2.0,0.0,0.0,0.0
8426b57ffffffff,3.0,0.0,0.0,0.0
8426b61ffffffff,2.0,2.0,0.0,0.0
8426b69ffffffff,4.0,4.0,0.0,0.0
8426b6dffffffff,2.0,2.0,0.0,0.0
8426c11ffffffff,2.0,0.0,0.0,0.0
8426c49ffffffff,2.0,0.0,0.0,0.0
8426c83ffffffff,1.0,0.0,0.0,0.0
8426c9dffffffff,3.0,0.0,0.0,0.0
8426cb9ffffffff,34.0,4.0,0.0,0.0
8426d09ffffffff,2.0,0.0,0.0,0.0
8426d15ffffffff,3.0,0.0,0.0,0.0
8426d1dffffffff,2.0,0.0,0.0,0.0
8426d21ffffffff,2.0,0.0,0.0,0.0
8426d2bffffffff,1.0,1.0,0.0,0.0
8426d41ffffffff,2.0,2.0,0.0,0.0
8426d45ffffffff,6.0,2.0,0.0,0.0
8426d49ffffffff,4.0,0.0,0.0,0.0
8426d4bffffffff,3.0,0.0,0.0,0.0
8426d4dffffffff,2.0,0.0,0.0,0.0
8426d5dffffffff,1.0,0.0,0.0,0.0
8426d6bffffffff,2.0,0.0,0.0,0.0
8426da9ffffffff,2.0,0.0,0.0,0.0
8426db3ffffffff,2.0,0.0,0.0,0.0
8426de7ffffffff,1.0,0.0,0.0,0.0
8426e0bffffffff,1.0,0.0,0.0,0.0
8426e21ffffffff,23.0,0.0,0.0,0.0
8426e27ffffffff,1.0,0.0,0.0,0.0
8426e29ffffffff,4.0,0.0,0.0,0.0
8426e2dffffffff,20.0,0.0,0.0,0.0
8426e39ffffffff,2.0,0.0,0.0,0.0
8426e43ffffffff,2.0,0.0,0.0,0.0
8426e47ffffffff,1.0,0.0,0.0,0.0
8426e57ffffffff,1.0,0.0,0.0,0.0
8426e5bffffffff,33.0,0.0,0.0,0.0
8426e67ffffffff,1.0,0.0,0.0,0.0
8426e6dffffffff,3.0,0.0,0.0,0.0
8426e9dffffffff,3.0,0.0,0.0,0.0
8426ec9ffffffff,1.0,0.0,0.0,0.0
8426ed7ffffffff,14.0,0.0,0.0,0.0
8426edbffffffff,1.0,0.0,0.0,0.0
8426f05ffffffff,1.0,0.0,0.0,0.0
8426f0dffffffff,2.0,2.0,0.0,0.0
8426f13ffffffff,1.0,0.0,0.0,0.0
8426f17ffffffff,4.0,0.0,0.0,0.0
8426f21ffffffff,2.0,0.0,0.0,0.0
8426f23ffffffff,5.0,5.0,0.0,0.0
8426f25ffffffff,15.0,0.0,0.0,0.0
8426f27ffffffff,15.0,2.0,0.0,0.0
8426f2dffffffff,65.0,0.0,0.0,0.0
8426f35ffffffff,3.0,3.0,0.0,0.0
8426f43ffffffff,2.0,0.0,0.0,0.0
8426f67ffffffff,2.0,0.0,0.0,0.0
8426f6dffffffff,8.0,0.0,0.0,0.0
8427023ffffffff,10.0,0.0,0.0,0.0
8427035ffffffff,2.0,0.0,0.0,0.0
842708dffffffff,1.0,0.0,0.0,0.0
8427093ffffffff,1.0,0.0,0.0,0.0
8427097ffffffff,31.0,0.0,0.0,0.0
8427099ffffffff,5.0,0.0,0.0,0.0
84270bbffffffff,21.0,0.0,0.0,0.0
84270e1ffffffff,7.0,0.0,0.0,0.0
8427117ffffffff,2.0,0.0,0.0,0.0
842711bffffffff,3.0,2.0,0.0,0.0
8427131ffffffff,2.0,0.0,0.0,0.0
8427183ffffffff,2.0,0.0,0.0,0.0
8427193ffffffff,2.0,0.0,0.0,0.0
8427197ffffffff,2.0,0.0,0.0,0.0
84271abffffffff,2.0,2.0,0.0,0.0
84271c1ffffffff,1.0,0.0,0.0,0.0
84271c5ffffffff,1.0,0.0,0.0,0.0
84271c9ffffffff,2.0,0.0,0.0,0.0
8427401ffffffff,22.0,2.0,0.0,0.0
8427405ffffffff,2.0,0.0,0.0,0.0
8427407ffffffff,6.0,2.0,0.0,0.0
8427409ffffffff,3.0,0.0,0.0,0.0
842740dffffffff,8.0,0.0,0.0,0.0
8427411ffffffff,38.0,0.0,0.0,0.0
8427413ffffffff,3.0,0.0,0.0,0.0
8427417ffffffff,7.0,0.0,0.0,0.0
8427419ffffffff,29.0,0.0,0.0,0.0
842741bffffffff,57.0,0.0,0.0,0.0
842741dffffffff,23.0,0.0,0.0,0.0
8427427ffffffff,1.0,0.0,0.0,0.0
8427431ffffffff,5.0,0.0,0.0,0.0
8427435ffffffff,24.0,2.0,0.0,0.0
8427437ffffffff,5.0,0.0,0.0,0.0
8427441ffffffff,2.0,0.0,0.0,0.0
8427445ffffffff,20.0,0.0,0.0,0.0
842744bffffffff,5.0,0.0,0.0,0.0
8427453ffffffff,5.0,0.0,0.0,0.0
842745bffffffff,2.0,0.0,0.0,0.0
8427461ffffffff,4.0,0.0,0.0,0.0
8427463ffffffff,2.0,0.0,0.0,0.0
8427467ffffffff,7.0,0.0,0.0,0.0
8427481ffffffff,106.0,0.0,0.0,0.0
8427483ffffffff,7.0,0.0,0.0,0.0
8427485ffffffff,50.0,0.0,0.0,0.0
8427487ffffffff,32.0,0.0,0.0,0.0
8427489ffffffff,6.0,0.0,0.0,0.0
842748bffffffff,15.0,0.0,0.0,0.0
842748dffffffff,779.0,0.0,0.0,0.0
8427491ffffffff,23.0,0.0,0.0,0.0
8427493ffffffff,3.0,0.0,0.0,0.0
8427495ffffffff,2.0,0.0,0.0,0.0
8427497ffffffff,6.0,0.0,0.0,0.0
8427499ffffffff,291.0,3.0,0.0,0.0
842749bffffffff,14.0,0.0,0.0,0.0
842749dffffffff,36.0,0.0,0.0,0.0
84274a3ffffffff,14.0,0.0,0.0,0.0
84274abffffffff,101.0,0.0,0.0,0.0
84274b1ffffffff,7.0,0.0,0.0,0.0
84274b5ffffffff,68.0,0.0,0.0,0.0
84274b7ffffffff,3.0,1.0,0.0,0.0
84274b9ffffffff,13.0,0.0,0.0,0.0
84274bdffffffff,13.0,0.0,0.0,0.0
84274c1ffffffff,29.0,0.0,0.0,0.0
84274c3ffffffff,7.0,0.0,0.0,0.0
84274c5ffffffff,3.0,0.0,0.0,0.0
84274c7ffffffff,11.0,0.0,0.0,0.0
84274c9ffffffff,6.0,0.0,0.0,0.0
84274cbffffffff,27.0,0.0,0.0,0.0
84274cdffffffff,5.0,0.0,0.0,0.0
84274d1ffffffff,12.0,0.0,0.0,0.0
84274d3ffffffff,87.0,0.0,0.0,0.0
84274d5ffffffff,66.0,0.0,0.0,0.0
84274d7ffffffff,55.0,0.0,0.0,0.0
84274d9ffffffff,27.0,0.0,0.0,0.0
84274dbffffffff,83.0,0.0,0.0,0.0
84274ddffffffff,74.0,0.0,0.0,0.0
84274e1ffffffff,6.0,0.0,0.0,0.0
84274e3ffffffff,103.0,0.0,0.0,0.0
84274e9ffffffff,1.0,0.0,0.0,0.0
84274edffffffff,6.0,0.0,0.0,0.0
8427509ffffffff,2.0,0.0,0.0,0.0
8427513ffffffff,3.0,0.0,0.0,0.0
8427523ffffffff,2.0,0.0,0.0,0.0
8427527ffffffff,7.0,0.0,0.0,0.0
8427529ffffffff,8.0,2.0,0.0,0.0
842752bffffffff,2.0,0.0,0.0,0.0
8427541ffffffff,19.0,0.0,0.0,0.0
8427553ffffffff,8.0,0.0,0.0,0.0
8427569ffffffff,67.0,29.0,0.0,0.0
842756dffffffff,2.0,0.0,0.0,0.0
8427581ffffffff,7.0,0.0,0.0,0.0
8427583ffffffff,2.0,0.0,0.0,0.0
8427585ffffffff,3.0,0.0,0.0,0.0
8427587ffffffff,2.0,0.0,0.0,0.0
842758bffffffff,3.0,0.0,0.0,0.0
8427593ffffffff,14.0,0.0,0.0,0.0
8427595ffffffff,2.0,0.0,0.0,0.0
8427597ffffffff,3.0,0.0,0.0,0.0
8427599ffffffff,6.0,0.0,0.0,0.0
842759dffffffff,9.0,0.0,0.0,0.0
84275a1ffffffff,2.0,0.0,0.0,0.0
84275b5ffffffff,8.0,0.0,0.0,0.0
84275c3ffffffff,9.0,0.0,0.0,0.0
84275c5ffffffff,2.0,2.0,0.0,0.0
84275cdffffffff,3.0,0.0,0.0,0.0
84275d5ffffffff,2.0,0.0,0.0,0.0
84275d7ffffffff,3.0,0.0,0.0,0.0
84275d9ffffffff,1.0,0.0,0.0,0.0
8427617ffffffff,5.0,2.0,0.0,0.0
8427631ffffffff,38.0,0.0,0.0,0.0
8427633ffffffff,46.0,0.0,0.0,0.0
842763bffffffff,11.0,2.0,0.0,0.0
8427661ffffffff,2.0,0.0,0.0,0.0
8427665ffffffff,2.0,0.0,0.0,0.0
842766dffffffff,1.0,0.0,0.0,0.0
8427685ffffffff,2.0,0.0,0.0,0.0
8427687ffffffff,8.0,0.0,0.0,0.0
8427691ffffffff,3.0,0.0,0.0,0.0
8427693ffffffff,3.0,0.0,0.0,0.0
8427699ffffffff,5.0,0.0,0.0,0.0
84276a1ffffffff,7.0,0.0,0.0,0.0
84276a3ffffffff,2.0,0.0,0.0,0.0
84276a5ffffffff,8.0,0.0,0.0,0.0
84276a7ffffffff,17.0,0.0,0.0,0.0
84276a9ffffffff,3.0,0.0,0.0,0.0
84276abffffffff,1.0,0.0,0.0,0.0
84276adffffffff,13.0,0.0,0.0,0.0
84276b1ffffffff,11.0,0.0,0.0,0.0
84276b5ffffffff,18.0,0.0,0.0,0.0
84276b7ffffffff,103.0,0.0,0.0,0.0
84276b9ffffffff,1.0,0.0,0.0,0.0
84276bbffffffff,12.0,0.0,0.0,0.0
84276bdffffffff,41.0,0.0,0.0,0.0
84276d1ffffffff,2.0,0.0,0.0,0.0
84276d3ffffffff,2.0,0.0,0.0,0.0
84276e3ffffffff,2.0,0.0,0.0,0.0
84276e5ffffffff,10.0,0.0,0.0,0.0
84276edffffffff,69.0,0.0,0.0,0.0
8427705ffffffff,2.0,0.0,0.0,0.0
8427715ffffffff,3.0,0.0,0.0,0.0
842771dffffffff,25.0,0.0,0.0,0.0
8427721ffffffff,10.0,0.0,0.0,0.0
842773bffffffff,18.0,0.0,0.0,0.0
842775dffffffff,4.0,0.0,0.0,0.0
8427801ffffffff,2.0,2.0,0.0,0.0
842780dffffffff,3.0,0.0,0.0,0.0
842785bffffffff,2.0,2.0,0.0,0.0
8427865ffffffff,2.0,2.0,0.0,0.0
84278b1ffffffff,1.0,1.0,0.0,0.0
84278b7ffffffff,3.0,3.0,0.0,0.0
84278cdffffffff,2.0,2.0,0.0,0.0
84278ebffffffff,1.0,0.0,0.0,0.0
84278edffffffff,2.0,2.0,0.0,0.0
8427931ffffffff,4.0,4.0,0.0,0.0
8427937ffffffff,2.0,0.0,0.0,0.0
842793bffffffff,4.0,4.0,0.0,0.0
8427949ffffffff,3.0,0.0,0.0,0.0
8427969ffffffff,2.0,0.0,0.0,0.0
8427989ffffffff,1.0,0.0,0.0,0.0
8427995ffffffff,2.0,0.0,0.0,0.0
